Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4918.9,5324.8,2019.5,2869.4
2.0,4919.4,5325.4,2019.8,2869.7
3.0,4919.6,5325.6,2019.8,2873.1
4.0,4917.2,5325.7,2019.9,2874.9
5.0,4915.7,5325.8,2019.9,2873.9
6.0,4916.5,5325.8,2019.9,2873.2
7.0,4917.0,5325.8,2019.9,2874.2
8.0,4913.4,5325.9,2019.9,2875.0
9.0,4909.3,5325.9,2020.0,2875.6
10.0,4907.1,5325.9,2020.0,2875.0
11.0,4907.4,5325.9,2020.0,2874.5
12.0,4908.7,5325.9,2020.0,2874.0
13.0,4909.7,5325.9,2020.9,2873.7
14.0,4910.6,5325.9,2021.7,2873.3
15.0,4911.4,5325.9,2022.4,2873.0
16.0,4911.3,5325.9,2022.2,2872.0
17.0,4911.2,5325.5,2022.0,2871.0
18.0,4908.8,5325.0,2021.9,2870.2
19.0,4908.0,5324.7,2021.7,2869.4
20.0,4907.4,5324.3,2021.6,2869.4
21.0,4906.8,5324.7,2021.5,2869.5
22.0,4906.2,5325.1,2021.4,2869.5
23.0,4905.7,5325.5,2021.3,2869.5
24.0,4905.2,5325.1,2021.9,2869.6
25.0,4904.8,5324.7,2022.5,2869.6
26.0,4904.4,5324.4,2023.0,2869.6
27.0,4904.0,5324.1,2023.5,2869.7
28.0,4903.7,5323.8,2023.9,2869.7
29.0,4903.4,5324.2,2023.6,2869.7
30.0,4903.1,5323.9,2024.1,2869.7
31.0,4902.8,5324.1,2024.5,2869.7
32.0,4902.5,5324.2,2024.2,2870.4
33.0,4901.1,5323.9,2024.5,2871.1
34.0,4900.3,5324.3,2024.9,2871.6
35.0,4899.6,5324.7,2025.2,2872.2
36.0,4900.3,5324.4,2024.9,2872.7
37.0,4901.0,5324.1,2025.2,2873.2
38.0,4901.6,5323.8,2025.5,2873.6
39.0,4902.1,5323.6,2026.5,2874.0
40.0,4903.3,5323.7,2026.1,2874.4
41.0,4904.4,5323.9,2025.7,2874.8
42.0,4905.4,5324.0,2026.0,2875.1
43.0,4905.7,5324.2,2025.6,2875.4
44.0,4904.7,5324.3,2025.2,2875.7
45.0,4903.7,5324.0,2025.5,2876.0
46.0,4902.2,5323.7,2025.8,2876.3
47.0,4900.7,5323.9,2026.1,2876.5
48.0,4899.4,5324.0,2026.3,2876.7
49.0,4898.1,5324.2,2026.6,2876.3
50.0,4897.6,5324.3,2026.1,2875.9
51.0,4897.1,5324.4,2025.7,2874.9
52.0,4896.7,5324.5,2026.0,2873.9
53.0,4896.2,5324.6,2026.3,2873.0
54.0,4895.8,5324.7,2026.5,2872.2
55.0,4894.8,5324.8,2026.7,2872.0
56.0,4895.8,5324.8,2027.0,2871.9
57.0,4897.4,5324.9,2027.2,2871.8
58.0,4896.9,5325.0,2027.3,2871.7
59.0,4895.8,5324.7,2027.5,2871.6
60.0,4894.8,5324.4,2027.0,2871.5
61.0,4894.5,5324.7,2027.2,2872.0
62.0,4894.2,5324.4,2026.7,2872.5
63.0,4893.9,5324.8,2026.3,2873.0
64.0,4893.7,5325.1,2026.6,2873.5
65.0,4893.4,5324.8,2026.8,2873.9
66.0,4892.6,5324.5,2027.0,2874.3
67.0,4891.7,5324.2,2027.2,2874.6
68.0,4892.9,5323.9,2027.4,2875.0
69.0,4894.0,5324.1,2027.5,2875.3
70.0,4893.8,5323.8,2027.0,2875.6
71.0,4894.8,5323.5,2027.2,2875.9
72.0,4895.8,5323.3,2026.8,2874.8
73.0,4895.4,5323.1,2026.3,2875.1
74.0,4895.1,5322.9,2025.9,2875.5
75.0,4894.7,5323.4,2025.5,2875.7
76.0,4895.7,5323.8,2025.8,2876.0
77.0,4896.6,5324.2,2026.1,2876.3
78.0,4897.5,5324.6,2025.7,2876.5
79.0,4898.3,5324.3,2026.0,2876.7
80.0,4897.8,5324.6,2025.6,2877.0
81.0,4897.3,5325.0,2025.2,2877.1
82.0,4896.8,5325.3,2024.9,2877.3
83.0,4896.4,5325.6,2024.6,2877.5
84.0,4895.3,5326.5,2024.9,2877.7
85.0,4894.3,5326.8,2025.3,2877.8
86.0,4893.4,5327.0,2025.6,2878.0
87.0,4892.5,5327.2,2026.5,2878.1
88.0,4891.7,5326.7,2026.7,2878.2
89.0,4891.0,5326.9,2026.9,2878.3
90.0,4891.5,5327.1,2027.1,2877.8
91.0,4892.0,5327.3,2027.3,2877.3
92.0,4892.4,5327.5,2027.5,2877.5
93.0,4891.6,5327.6,2027.6,2877.6
94.0,4890.9,5327.8,2027.2,2877.8
95.0,4890.2,5327.9,2026.7,2878.6
96.0,4889.5,5327.4,2026.9,2879.3
97.0,4889.5,5326.9,2027.1,2880.0
98.0,4890.2,5326.5,2027.3,2880.6
99.0,4890.7,5326.1,2027.5,2881.2
100.0,4891.3,5325.7,2027.6,2881.8
101.0,4891.8,5325.3,2028.4,2882.3
102.0,4891.6,5325.0,2029.2,2882.8
103.0,4892.8,5324.7,2029.2,2882.6
104.0,4892.6,5324.4,2028.6,2882.5
105.0,4891.8,5324.7,2028.7,2882.3
106.0,4891.1,5325.1,2028.8,2882.2
107.0,4890.4,5325.4,2029.5,2881.4
108.0,4890.3,5325.7,2029.6,2881.3
109.0,4889.7,5326.0,2029.6,2881.2
110.0,4889.7,5326.2,2030.3,2881.1
111.0,4891.0,5326.5,2030.9,2879.7
112.0,4892.2,5326.7,2031.5,2879.7
113.0,4893.4,5326.9,2032.0,2879.7
114.0,4894.4,5326.5,2032.5,2879.8
115.0,4894.2,5326.0,2033.0,2879.8
116.0,4893.9,5325.7,2032.8,2879.8
117.0,4893.6,5325.3,2032.0,2879.8
118.0,4893.4,5324.9,2031.9,2879.2
119.0,4893.2,5324.6,2031.1,2879.2
120.0,4893.0,5324.3,2030.4,2879.3
121.0,4892.1,5324.0,2030.4,2879.3
122.0,4891.4,5324.4,2030.3,2879.4
123.0,4891.9,5324.1,2030.3,2879.4
124.0,4891.1,5323.9,2030.9,2879.4
125.0,4891.0,5323.6,2030.2,2879.5
126.0,4892.2,5324.7,2030.2,2880.2
127.0,4893.4,5325.0,2030.2,2880.8
128.0,4894.5,5325.3,2029.5,2881.4
129.0,4895.5,5325.6,2029.6,2881.9
130.0,4896.4,5325.3,2029.6,2882.5
131.0,4897.3,5325.6,2029.6,2882.3
132.0,4896.8,5325.9,2029.7,2882.2
133.0,4896.4,5326.1,2029.0,2881.4
134.0,4896.0,5326.4,2028.4,2880.6
135.0,4895.6,5326.6,2029.2,2880.0
136.0,4897.1,5326.8,2029.2,2879.3
137.0,4897.3,5327.0,2029.9,2878.7
138.0,4897.4,5327.2,2030.6,2878.1
139.0,4898.8,5328.1,2031.2,2877.6
140.0,4900.2,5328.8,2031.8,2877.8
141.0,4901.5,5329.5,2032.3,2877.9
142.0,4902.7,5330.2,2032.8,2878.1
143.0,4903.8,5330.9,2033.3,2878.2
144.0,4904.8,5331.4,2033.7,2878.3
145.0,4905.8,5332.0,2034.1,2878.4
146.0,4906.1,5332.5,2034.5,2878.5
147.0,4906.3,5333.0,2034.8,2878.6
148.0,4907.2,5333.4,2035.2,2878.7
149.0,4908.0,5333.9,2035.5,2879.4
150.0,4908.8,5333.6,2035.8,2879.5
151.0,4908.9,5333.4,2036.0,2879.5
152.0,4909.0,5333.2,2036.3,2879.5
153.0,4909.0,5333.0,2036.5,2879.6
154.0,4909.1,5332.1,2036.8,2879.6
155.0,4907.9,5331.3,2037.0,2879.6
156.0,4906.1,5330.6,2037.2,2879.6
157.0,4904.4,5329.9,2037.3,2879.7
158.0,4902.8,5329.3,2037.5,2879.7
159.0,4901.3,5329.3,2037.7,2879.7
160.0,4900.6,5329.4,2037.8,2879.7
161.0,4899.9,5329.4,2038.0,2879.7
162.0,4900.6,5329.5,2038.1,2879.8
163.0,4899.9,5329.5,2038.2,2879.8
164.0,4898.6,5329.5,2038.3,2879.8
165.0,4897.4,5328.9,2038.4,2879.8
166.0,4896.3,5328.3,2037.9,2879.8
167.0,4897.2,5327.8,2038.0,2879.8
168.0,4898.0,5327.3,2038.2,2879.8
169.0,4898.8,5326.8,2037.6,2879.2
170.0,4898.2,5327.0,2037.8,2878.6
171.0,4899.0,5327.2,2037.9,2878.1
172.0,4898.4,5327.4,2038.1,2877.5
173.0,4899.1,5327.6,2038.2,2877.7
174.0,4899.8,5327.1,2037.7,2877.8
175.0,4900.5,5327.9,2037.2,2878.0
176.0,4901.1,5328.7,2036.7,2878.1
177.0,4901.7,5329.4,2036.9,2878.2
178.0,4900.9,5330.1,2037.1,2878.3
179.0,4900.2,5330.7,2037.3,2879.1
180.0,4899.6,5330.7,2037.5,2879.8
181.0,4900.9,5330.6,2037.0,2879.8
182.0,4902.1,5330.6,2036.5,2879.8
183.0,4903.3,5330.6,2036.1,2880.5
184.0,4904.3,5331.2,2035.7,2881.1
185.0,4904.7,5331.7,2035.4,2881.7
186.0,4905.1,5331.6,2035.0,2882.2
187.0,4905.4,5331.5,2035.3,2883.4
188.0,4904.4,5331.4,2035.6,2884.4
189.0,4902.8,5331.3,2035.9,2884.8
190.0,4902.6,5330.6,2036.2,2885.1
191.0,4902.3,5329.9,2036.4,2884.8
192.0,4900.9,5329.3,2036.7,2884.5
193.0,4900.2,5328.7,2036.9,2884.2
194.0,4900.8,5328.1,2037.1,2883.9
195.0,4901.4,5328.2,2037.3,2883.7
196.0,4900.7,5327.7,2037.4,2883.4
197.0,4901.3,5327.9,2037.6,2883.2
198.0,4901.8,5328.0,2037.1,2883.7
199.0,4902.4,5328.1,2037.3,2884.1
200.0,4902.9,5328.2,2037.5,2884.4
201.0,4903.3,5328.4,2037.6,2884.8
202.0,4903.8,5328.5,2037.8,2885.1
203.0,4902.9,5328.6,2037.9,2885.5
204.0,4902.0,5328.7,2038.1,2885.7
205.0,4901.3,5328.7,2038.2,2886.0
206.0,4901.8,5328.2,2038.3,2885.6
207.0,4902.3,5327.7,2038.4,2885.3
208.0,4902.8,5327.2,2037.9,2885.6
209.0,4903.3,5326.7,2037.4,2886.5
210.0,4903.7,5326.3,2037.5,2886.7
211.0,4904.1,5325.9,2037.0,2886.9
212.0,4904.5,5325.5,2036.6,2887.8
213.0,4904.9,5325.8,2036.2,2888.6
214.0,4905.2,5325.4,2035.8,2889.3
215.0,4904.2,5325.7,2034.8,2889.4
216.0,4903.3,5326.0,2034.4,2889.4
217.0,4902.4,5326.9,2034.2,2889.4
218.0,4901.6,5327.7,2033.9,2888.8
219.0,4902.2,5327.9,2033.6,2888.3
220.0,4902.7,5328.0,2032.8,2887.7
221.0,4903.8,5328.1,2031.9,2887.2
222.0,4904.8,5328.9,2031.8,2886.8
223.0,4905.8,5329.6,2031.7,2886.3
224.0,4906.7,5330.3,2030.9,2885.9
225.0,4907.6,5330.9,2030.2,2886.2
226.0,4908.4,5331.5,2029.6,2886.4
227.0,4908.5,5332.0,2029.0,2886.7
228.0,4909.2,5332.6,2028.4,2886.9
229.0,4908.6,5333.0,2027.8,2886.4
230.0,4908.0,5333.5,2028.0,2886.0
231.0,4907.4,5333.9,2028.1,2885.6
232.0,4906.8,5334.3,2028.2,2885.9
233.0,4907.7,5334.7,2028.3,2885.5
234.0,4908.5,5335.0,2029.1,2885.8
235.0,4909.2,5335.3,2029.2,2886.1
236.0,4909.3,5335.6,2029.2,2886.3
237.0,4909.3,5335.9,2029.3,2885.9
238.0,4909.4,5336.2,2029.3,2885.5
239.0,4909.4,5336.4,2030.0,2885.8
240.0,4909.4,5336.7,2030.0,2886.1
241.0,4908.2,5336.9,2030.0,2886.4
242.0,4909.0,5337.1,2030.6,2886.6
243.0,4909.7,5336.6,2031.2,2886.8
244.0,4910.3,5336.2,2031.8,2887.0
245.0,4911.0,5336.4,2031.7,2887.9
246.0,4910.9,5336.7,2031.6,2888.0
247.0,4910.8,5336.9,2031.5,2888.1
248.0,4910.8,5337.1,2031.4,2887.6
249.0,4910.7,5337.3,2030.7,2887.8
250.0,4909.4,5337.4,2030.0,2887.3
251.0,4908.1,5337.0,2029.3,2887.4
252.0,4907.0,5337.2,2029.4,2887.6
253.0,4905.9,5336.7,2028.8,2887.1
254.0,4904.9,5336.3,2028.8,2886.6
255.0,4903.9,5335.9,2029.6,2886.2
