Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3319.3,3139.3,4029.1,3997.1
2.0,3314.6,3149.7,4029.5,3997.6
3.0,3312.7,3149.8,4026.3,3997.7
4.0,3314.6,3152.4,4024.7,4000.8
5.0,3315.7,3151.9,4025.8,4002.7
6.0,3314.5,3148.1,4028.3,4004.0
7.0,3315.4,3145.4,4033.1,4004.9
8.0,3316.0,3144.6,4036.7,4004.2
9.0,3316.5,3142.9,4039.5,4003.7
10.0,3315.6,3141.4,4041.8,4003.3
11.0,3316.1,3140.2,4042.7,4002.9
12.0,3315.5,3140.2,4043.4,4002.7
13.0,3315.9,3139.2,4044.9,4002.4
14.0,3316.3,3139.3,4047.2,4002.2
15.0,3316.6,3138.5,4049.1,4002.0
16.0,3316.9,3138.6,4051.7,4001.8
17.0,3316.3,3139.5,4055.5,4001.7
18.0,3315.8,3139.6,4058.2,4001.6
19.0,3315.4,3138.1,4060.6,4002.2
20.0,3315.0,3137.5,4063.6,4002.8
21.0,3314.6,3136.9,4066.2,4003.3
22.0,3315.0,3136.4,4067.9,4003.8
23.0,3315.4,3136.0,4069.5,4004.2
24.0,3314.9,3135.6,4070.9,4004.6
25.0,3314.6,3135.2,4072.3,4005.0
26.0,3313.6,3134.1,4072.8,4005.4
27.0,3313.3,3133.2,4075.3,4005.7
28.0,3312.4,3132.3,4078.4,4006.0
29.0,3311.5,3131.5,4082.5,4006.2
30.0,3312.1,3130.7,4087.0,4006.5
31.0,3312.0,3130.6,4090.6,4006.7
32.0,3311.8,3129.9,4093.2,4006.9
33.0,3311.7,3128.6,4095.0,4007.1
34.0,3311.6,3128.0,4096.6,4006.5
35.0,3311.5,3126.9,4097.5,4006.0
36.0,3311.4,3125.8,4098.3,4005.5
37.0,3310.6,3124.7,4109.5,4005.0
38.0,3310.0,3123.8,4127.9,4004.5
39.0,3310.0,3123.5,4148.9,4004.1
40.0,3310.0,3123.3,4145.0,4003.7
41.0,3309.9,3122.4,4141.5,4003.5
42.0,3310.6,3122.3,4138.1,4003.2
43.0,3309.9,3122.1,4135.0,4003.7
44.0,3309.9,3121.3,4132.1,4004.1
45.0,3309.9,3120.6,4129.3,4004.5
46.0,3309.9,3119.9,4126.8,4004.8
47.0,3309.9,3119.9,4124.4,4004.4
48.0,3309.9,3119.9,4122.2,4004.0
49.0,3310.6,3120.6,4120.1,4003.6
50.0,3311.2,3120.5,4118.2,4004.0
51.0,3311.7,3120.5,4116.3,4004.4
52.0,3312.3,3121.1,4114.6,4004.7
