Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3159.3,4928.9,2159.5,4439.0
2.0,3179.7,4934.5,2154.7,4439.5
3.0,3220.1,4933.0,2156.5,4439.7
4.0,3316.5,4932.2,2157.4,4439.8
5.0,3358.3,4931.8,2155.9,4439.8
6.0,3375.9,4929.7,2154.9,4439.8
7.0,3384.1,4931.3,2152.6,4439.9
8.0,3384.9,4931.8,2150.9,4438.5
9.0,3379.4,4932.8,2150.8,4437.5
10.0,3371.6,4933.6,2150.7,4436.7
11.0,3361.0,4933.2,2150.6,4434.9
12.0,3348.1,4932.9,2150.6,4434.4
13.0,3356.7,4931.7,2149.6,4433.1
14.0,3418.3,4930.7,2149.6,4431.9
15.0,3453.5,4930.6,2149.7,4430.9
16.0,3447.7,4930.6,2149.7,4430.0
17.0,3442.6,4931.3,2149.7,4429.2
18.0,3481.3,4932.0,2149.7,4428.5
19.0,3512.4,4933.4,2149.8,4427.8
20.0,3526.4,4934.6,2149.8,4427.3
21.0,3528.8,4935.0,2149.1,4426.7
22.0,3523.9,4935.3,2148.4,4426.2
23.0,3512.9,4935.7,2147.8,4425.8
24.0,3498.0,4935.3,2147.3,4426.1
25.0,3480.1,4934.2,2147.5,4426.4
26.0,3462.2,4934.6,2147.6,4426.6
27.0,3444.3,4935.7,2147.1,4426.8
28.0,3426.4,4935.3,2146.6,4427.1
29.0,3407.8,4935.6,2146.2,4426.6
30.0,3389.2,4936.6,2145.8,4426.8
31.0,3371.9,4936.8,2145.4,4427.0
32.0,3355.9,4937.0,2145.7,4426.6
33.0,3340.9,4937.2,2146.0,4426.1
34.0,3327.7,4938.0,2146.9,4425.7
35.0,3315.3,4938.2,2147.8,4426.0
36.0,3303.8,4938.3,2149.2,4425.6
37.0,3293.1,4939.1,2150.6,4425.2
38.0,3283.8,4939.8,2151.8,4425.6
39.0,3275.0,4939.5,2152.4,4426.5
40.0,3266.9,4939.5,2152.9,4426.7
41.0,3259.3,4938.9,2153.3,4426.3
42.0,3252.2,4938.3,2153.8,4426.7
43.0,3246.2,4937.8,2154.2,4426.3
44.0,3240.6,4937.3,2154.6,4426.7
45.0,3236.7,4936.1,2154.9,4427.1
46.0,3233.0,4935.1,2154.6,4426.7
47.0,3229.6,4935.4,2154.3,4426.9
48.0,3225.7,4935.7,2154.0,4426.4
49.0,3221.5,4935.3,2154.4,4426.7
50.0,3216.9,4934.4,2154.8,4426.9
51.0,3213.2,4933.4,2155.1,4427.1
52.0,3210.4,4932.6,2156.1,4427.3
53.0,3207.8,4933.0,2156.3,4428.1
54.0,3205.3,4933.2,2156.6,4428.4
55.0,3203.1,4933.6,2156.8,4428.5
