数据序列,设备号,测量值
0,0,4980
0,1,5520
0,2,1950
0,3,3050
1,0,4990
1,1,5520
1,2,1940
1,3,3050
2,0,5020
2,1,5520
2,2,1940
2,3,3060
3,0,5060
3,1,5510
3,2,1940
3,3,3050
4,0,5070
4,1,5510
4,2,1940
4,3,3050
5,0,5100
5,1,5500
5,2,1940
5,3,3070
6,0,5120
6,1,5500
6,2,1940
6,3,3050
7,0,5090
7,1,5500
7,2,1930
7,3,3050
8,0,5110
8,1,5500
8,2,1930
8,3,3050
9,0,5100
9,1,5500
9,2,1940
9,3,3050
10,0,5080
10,1,5510
10,2,1950
10,3,3030
11,0,5080
11,1,5510
11,2,1940
11,3,3050
12,0,5090
12,1,5510
12,2,1930
12,3,3050
13,0,5210
13,1,5510
13,2,1920
13,3,3030
14,0,5230
14,1,5510
14,2,1930
14,3,3030
15,0,5240
15,1,5510
15,2,1920
15,3,3030
16,0,5240
16,1,5500
16,2,1920
16,3,3020
17,0,5370
17,1,5500
17,2,1920
17,3,3030
18,0,5340
18,1,5510
18,2,1920
18,3,3050
19,0,5310
19,1,5500
19,2,1920
19,3,3050
20,0,5330
20,1,5500
20,2,1920
20,3,3060
21,0,5370
21,1,5500
21,2,1930
21,3,3050
22,0,5400
22,1,5510
22,2,1930
22,3,3050
23,0,5370
23,1,5510
23,2,1930
23,3,3020
24,0,5450
24,1,5510
24,2,1950
24,3,3020
25,0,5460
25,1,5500
25,2,1950
25,3,3050
26,0,5360
26,1,5500
26,2,1960
26,3,3030
27,0,5320
27,1,5500
27,2,1960
27,3,3050
28,0,5280
28,1,5500
28,2,1950
28,3,3060
29,0,5350
29,1,5500
29,2,1950
29,3,3060
30,0,5250
30,1,5500
30,2,1950
30,3,3050
31,0,5330
31,1,5500
31,2,1940
31,3,3050
32,0,5390
32,1,5500
32,2,1940
32,3,3060
33,0,5330
33,1,5500
33,2,1940
33,3,3060
34,0,5320
34,1,5500
34,2,1950
34,3,3060
35,0,5290
35,1,5500
35,2,1940
35,3,3050
36,0,5290
36,1,5500
36,2,1940
36,3,3050
37,0,5280
37,1,5500
37,2,1940
37,3,3030
38,0,5330
38,1,5510
38,2,1940
38,3,3060
39,0,5350
