数据序列,设备号,测量值
0,0,5790
0,1,4350
0,2,3580
0,3,1770
1,0,5770
1,1,4350
1,2,3580
1,3,1780
2,0,5830
2,1,4350
2,2,3580
2,3,1800
3,0,5770
3,1,4350
3,2,3580
3,3,1780
4,0,5830
4,1,4360
4,2,3590
4,3,1800
5,0,5840
5,1,4360
5,2,3590
5,3,1810
6,0,5810
6,1,4360
6,2,3580
6,3,1810
7,0,5760
7,1,4350
7,2,3580
7,3,1810
8,0,5790
8,1,4350
8,2,3580
8,3,1810
9,0,5830
9,1,4360
9,2,3580
9,3,1810
10,0,5770
10,1,4350
10,2,3580
10,3,1810
11,0,5770
11,1,4350
11,2,3590
11,3,1810
12,0,5790
12,1,4350
12,2,3590
12,3,1810
13,0,5760
13,1,4350
13,2,3590
13,3,1800
14,0,5790
14,1,4350
14,2,3590
14,3,1800
15,0,5790
15,1,4360
15,2,3590
15,3,1780
16,0,5800
16,1,4360
16,2,3590
16,3,1800
17,0,5760
17,1,4360
17,2,3590
17,3,1800
18,0,5760
18,1,4360
18,2,3590
18,3,1800
19,0,5770
19,1,4350
19,2,3590
19,3,1800
20,0,5810
20,1,4350
20,2,3580
20,3,1780
21,0,5770
21,1,4350
21,2,3580
21,3,1780
22,0,5830
22,1,4350
22,2,3580
22,3,1800
23,0,5830
23,1,4350
23,2,3580
23,3,1810
24,0,5830
24,1,4350
24,2,3580
24,3,1810
25,0,5810
25,1,4350
25,2,3580
25,3,1810
26,0,5830
26,1,4360
26,2,3580
26,3,1800
27,0,5840
27,1,4360
27,2,3590
27,3,1800
28,0,5800
28,1,4360
28,2,3580
28,3,1800
29,0,5840
29,1,4350
29,2,3580
29,3,1810
30,0,5810
30,1,4350
30,2,3580
30,3,1800
31,0,5810
31,1,4350
31,2,3590
31,3,1800
32,0,5800
32,1,4350
32,2,3580
32,3,1800
33,0,5810
33,1,4350
33,2,3580
33,3,1810
34,0,5800
34,1,4350
34,2,3580
34,3,1810
35,0,5820
35,1,4350
35,2,3580
35,3,1810
36,0,5810
36,1,4350
36,2,3580
36,3,1810
37,0,5840
37,1,4350
37,2,3590
37,3,1810
38,0,5830
38,1,4350
38,2,3590
38,3,1810
39,0,5770
39,1,4360
39,2,3580
39,3,1810
40,0,5830
40,1,4360
40,2,3580
40,3,1810
41,0,5820
41,1,4360
41,2,3580
41,3,1810
42,0,5800
42,1,4360
42,2,3580
42,3,1810
43,0,5800
43,1,4370
43,2,3580
43,3,1810
44,0,5810
