Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4648.0,6068.6,1559.6,3989.1
2.0,4654.0,6069.3,1554.8,3989.6
3.0,4656.0,6069.5,1543.1,3989.7
4.0,4657.0,6069.7,1547.4,3989.8
5.0,4657.6,6071.8,1550.0,3987.8
6.0,4658.0,6073.2,1544.8,3988.2
7.0,4656.7,6074.2,1541.1,3986.9
8.0,4657.1,6075.0,1540.9,3986.0
9.0,4657.5,6075.6,1544.5,3985.3
10.0,4657.8,6075.0,1547.3,3984.7
11.0,4658.0,6074.5,1548.6,3984.2
12.0,4658.2,6074.0,1545.8,3984.8
13.0,4658.4,6073.7,1548.1,3984.3
14.0,4658.5,6073.3,1547.4,3983.9
15.0,4658.6,6073.0,1548.4,3983.6
16.0,4658.7,6072.8,1547.7,3983.3
17.0,4658.8,6073.4,1550.3,3983.0
18.0,4658.1,6073.9,1551.1,3982.8
19.0,4658.2,6073.9,1550.2,3982.6
20.0,4657.5,6073.9,1551.7,3980.9
21.0,4657.7,6073.9,1553.8,3980.8
22.0,4657.9,6073.9,1554.2,3980.8
23.0,4657.3,6074.3,1551.8,3980.7
24.0,4656.7,6074.7,1552.4,3980.7
25.0,4656.9,6075.1,1553.6,3980.6
26.0,4656.4,6074.8,1554.0,3980.6
27.0,4656.0,6074.4,1551.0,3981.2
28.0,4655.6,6074.1,1551.0,3981.8
29.0,4655.2,6073.9,1548.2,3982.4
30.0,4654.9,6074.3,1547.0,3982.2
31.0,4654.5,6074.2,1544.5,3982.1
32.0,4654.2,6074.2,1544.2,3982.6
33.0,4654.0,6074.2,1542.6,3983.1
34.0,4653.0,6074.2,1542.4,3983.5
35.0,4652.2,6074.6,1540.3,3984.0
36.0,4651.4,6074.9,1539.6,3984.4
37.0,4651.3,6074.6,1539.7,3984.1
38.0,4651.2,6074.3,1539.7,3983.8
39.0,4651.1,6074.0,1542.3,3983.6
40.0,4650.4,6073.8,1540.9,3983.3
41.0,4649.7,6073.5,1540.8,3983.1
42.0,4649.1,6073.3,1542.7,3981.6
43.0,4649.2,6073.1,1540.6,3980.2
44.0,4649.2,6072.9,1539.2,3980.2
45.0,4649.9,6072.7,1539.3,3980.8
46.0,4650.6,6072.5,1539.3,3981.4
47.0,4650.5,6072.4,1538.1,3982.0
48.0,4650.4,6072.9,1539.5,3982.5
49.0,4650.3,6073.3,1542.1,3982.3
50.0,4650.2,6073.1,1543.3,3982.2
51.0,4650.1,6072.9,1541.8,3982.0
52.0,4650.0,6072.7,1543.6,3980.6
53.0,4650.0,6072.5,1544.0,3979.3
54.0,4650.6,6072.4,1542.5,3979.3
55.0,4651.2,6072.2,1544.9,3980.0
56.0,4651.2,6072.7,1543.9,3980.7
57.0,4651.1,6073.2,1543.0,3981.3
58.0,4650.4,6073.6,1544.8,3981.8
59.0,4650.3,6074.0,1542.5,3982.4
60.0,4649.6,6074.4,1541.7,3982.2
61.0,4649.0,6074.8,1539.7,3982.1
62.0,4649.1,6075.1,1539.0,3982.6
63.0,4649.1,6075.4,1538.5,3982.4
64.0,4648.5,6075.7,1539.2,3982.3
65.0,4648.0,6076.0,1537.3,3982.1
66.0,4647.5,6075.6,1536.8,3982.0
67.0,4647.6,6075.9,1539.6,3981.8
68.0,4647.7,6075.5,1538.4,3981.7
69.0,4647.2,6075.2,1541.1,3981.6
70.0,4647.3,6074.8,1543.6,3982.2
71.0,4646.9,6074.5,1544.6,3982.0
72.0,4646.4,6074.9,1543.0,3980.6
73.0,4647.3,6075.2,1542.8,3979.3
74.0,4648.1,6075.5,1544.6,3979.3
75.0,4648.9,6075.8,1543.0,3980.0
76.0,4649.6,6075.4,1543.5,3980.0
77.0,4649.6,6075.3,1541.3,3980.0
78.0,4649.7,6075.3,1542.5,3980.0
79.0,4649.7,6075.2,1541.1,3980.6
80.0,4650.3,6074.8,1542.3,3981.3
81.0,4651.0,6074.5,1539.5,3981.8
82.0,4651.5,6074.2,1541.5,3981.7
83.0,4652.1,6074.0,1539.5,3981.6
84.0,4652.0,6074.3,1538.9,3981.5
85.0,4651.2,6074.7,1538.3,3982.0
86.0,4650.5,6075.1,1537.8,3982.5
87.0,4649.8,6074.7,1537.3,3983.0
88.0,4649.2,6074.7,1538.7,3983.5
89.0,4648.6,6074.6,1537.5,3983.3
90.0,4648.0,6074.3,1536.4,3983.0
91.0,4647.5,6074.1,1536.6,3983.5
92.0,4647.0,6073.8,1538.1,3983.9
93.0,4647.2,6073.6,1538.3,3984.3
94.0,4647.4,6073.3,1537.1,3984.0
95.0,4648.2,6073.1,1536.6,3983.8
96.0,4649.0,6073.2,1534.9,3983.5
97.0,4649.7,6073.0,1533.3,3983.9
98.0,4650.3,6073.0,1535.0,3984.3
99.0,4650.3,6073.5,1534.0,3984.1
100.0,4650.9,6073.9,1535.7,3983.8
101.0,4650.9,6073.6,1536.0,3983.5
102.0,4650.8,6073.4,1537.5,3983.3
103.0,4650.8,6073.2,1535.8,3983.1
104.0,4650.7,6073.6,1534.1,3982.9
105.0,4651.3,6073.4,1536.4,3982.7
106.0,4651.9,6073.2,1536.0,3983.2
107.0,4651.8,6073.2,1535.6,3983.0
108.0,4651.0,6073.0,1537.8,3982.8
109.0,4650.9,6072.8,1539.3,3983.3
110.0,4650.8,6072.6,1541.9,3984.3
111.0,4651.4,6072.5,1543.7,3985.3
112.0,4652.0,6072.3,1546.0,3986.3
113.0,4651.8,6072.2,1545.7,3987.2
114.0,4652.4,6072.0,1546.6,3988.0
115.0,4652.9,6071.9,1514.6,4017.8
116.0,4653.3,6072.4,1484.6,4047.0
117.0,4653.7,6072.9,1456.6,4074.9
118.0,4654.1,6073.4,1430.4,4099.1
119.0,4654.5,6073.8,1405.8,4123.6
120.0,4654.9,6074.2,1383.5,4145.3
121.0,4654.6,6074.2,1362.0,4168.2
122.0,4654.3,6074.6,1341.9,4188.3
123.0,4654.0,6074.9,1323.1,4205.8
124.0,4653.7,6075.2,1305.5,4222.2
125.0,4654.1,6075.5,1288.4,4235.0
126.0,4653.9,6075.8,1272.3,4246.9
127.0,4653.6,6076.1,1257.4,4259.3
128.0,4653.4,6076.4,1243.3,4271.0
129.0,4653.2,6076.6,1230.9,4285.8
130.0,4653.6,6076.8,1219.9,4298.3
131.0,4653.4,6077.0,1209.6,4308.7
132.0,4652.5,6077.2,1199.9,4317.8
133.0,4652.4,6077.4,1190.9,4327.0
134.0,4652.2,6077.6,1182.4,4334.3
135.0,4652.7,6077.7,1173.9,4345.0
136.0,4652.5,6077.9,1165.3,4355.6
137.0,4652.4,6078.0,1157.2,4366.2
138.0,4652.2,6078.1,1149.6,4374.2
139.0,4651.4,6078.2,1142.6,4378.4
140.0,4651.3,6078.4,1136.0,4383.7
141.0,4650.6,6078.5,1129.8,4388.6
142.0,4649.9,6077.9,1124.6,4391.9
143.0,4649.3,6078.1,1119.8,4396.3
144.0,4648.7,6078.2,1115.3,4399.1
145.0,4648.1,6078.3,1111.1,4401.8
