数据序列,设备号,测量值
0,0,3230
0,1,2150
0,2,5000
0,3,4390
1,0,3270
1,1,2150
1,2,5000
1,3,4390
2,0,3460
2,1,2150
2,2,5000
2,3,4390
3,0,3520
3,1,2150
3,2,5000
3,3,4390
4,0,3620
4,1,2140
4,2,5010
4,3,4390
5,0,3580
5,1,2140
5,2,5000
5,3,4390
6,0,3520
6,1,2140
6,2,5000
6,3,4390
7,0,3440
7,1,2140
7,2,5000
7,3,4400
8,0,3390
8,1,2140
8,2,4990
8,3,4400
9,0,3370
9,1,2140
9,2,4990
9,3,4400
10,0,3360
10,1,2140
10,2,4990
10,3,4400
11,0,3340
11,1,2140
11,2,5000
11,3,4400
12,0,3330
12,1,2130
12,2,5000
12,3,4400
13,0,3330
13,1,2130
13,2,5000
13,3,4400
14,0,3290
14,1,2130
14,2,5000
14,3,4400
15,0,3280
15,1,2130
15,2,4990
15,3,4390
16,0,3280
16,1,2130
16,2,5000
16,3,4390
17,0,3280
17,1,2130
17,2,5000
17,3,4390
18,0,3280
18,1,2140
18,2,5000
18,3,4390
19,0,3280
19,1,2150
19,2,5000
19,3,4390
20,0,3250
20,1,2160
20,2,5000
20,3,4390
21,0,3250
21,1,2160
21,2,5000
21,3,4390
22,0,3270
22,1,2160
22,2,5010
22,3,4390
23,0,3250
23,1,2160
23,2,5000
23,3,4390
24,0,3230
24,1,2160
24,2,5000
24,3,4390
25,0,3210
25,1,2160
25,2,5010
25,3,4400
26,0,3190
26,1,2160
26,2,5000
26,3,4400
27,0,3230
27,1,2150
27,2,4990
27,3,4400
28,0,3260
28,1,2150
28,2,5000
28,3,4400
29,0,3270
29,1,2150
29,2,5000
29,3,4390
30,0,3270
30,1,2150
30,2,5010
30,3,4400
31,0,3270
31,1,2150
31,2,5010
31,3,4400
32,0,3260
32,1,2150
32,2,5010
32,3,4400
33,0,3260
33,1,2150
33,2,5000
33,3,4390
34,0,3270
34,1,2150
34,2,5000
34,3,4390
35,0,3270
35,1,2150
35,2,5010
35,3,4390
36,0,3270
36,1,2150
36,2,5010
36,3,4390
37,0,3270
37,1,2150
37,2,5000
37,3,4390
38,0,3270
38,1,2150
38,2,5000
38,3,4390
39,0,3250
39,1,2150
39,2,5000
39,3,4390
40,0,3250
40,1,2160
40,2,5000
40,3,4390
41,0,3260
41,1,2160
41,2,5000
41,3,4390
42,0,3270
42,1,2150
42,2,4990
42,3,4390
43,0,3270
43,1,2150
43,2,5000
43,3,4390
44,0,3250
44,1,2160
44,2,5000
44,3,4390
45,0,3240
45,1,2160
45,2,4990
45,3,4390
46,0,3240
46,1,2160
46,2,4990
46,3,4390
47,0,3220
47,1,2160
47,2,4990
47,3,4380
48,0,3220
48,1,2160
48,2,5000
48,3,4380
49,0,3210
49,1,2160
49,2,5010
49,3,4380
50,0,3250
50,1,2160
50,2,5010
50,3,4380
51,0,3310
51,1,2160
51,2,5020
51,3,4380
52,0,3310
52,1,2150
52,2,5020
52,3,4380
53,0,3380
53,1,2150
53,2,5010
53,3,4380
54,0,3530
54,1,2160
54,2,5010
54,3,4380
55,0,3590
55,1,2160
55,2,5000
55,3,4390
56,0,3490
56,1,2160
56,2,5000
56,3,4390
57,0,3420
57,1,2160
57,2,4990
57,3,4390
58,0,3430
58,1,2160
58,2,4990
58,3,4390
59,0,3430
59,1,2160
59,2,5000
59,3,4390
60,0,3420
60,1,2160
60,2,5000
60,3,4400
61,0,3410
61,1,2160
61,2,4990
61,3,4400
62,0,3410
62,1,2160
62,2,5000
62,3,4400
63,0,3420
63,1,2160
63,2,5010
63,3,4410
64,0,3430
64,1,2160
64,2,5010
64,3,4410
65,0,3420
65,1,2160
65,2,5010
65,3,4410
66,0,3390
66,1,2160
66,2,5000
66,3,4400
67,0,3360
67,1,2160
67,2,5000
67,3,4400
68,0,3320
68,1,2160
68,2,4990
68,3,4400
69,0,3300
69,1,2160
69,2,5000
69,3,4400
70,0,3290
70,1,2160
70,2,5000
70,3,4390
71,0,3310
71,1,2160
71,2,5000
71,3,4390
72,0,3310
72,1,2160
72,2,5000
72,3,4390
73,0,3300
73,1,2160
73,2,5000
73,3,4390
74,0,3300
74,1,2160
74,2,5010
74,3,4380
75,0,3300
75,1,2160
75,2,5010
75,3,4380
76,0,3290
76,1,2160
76,2,5010
76,3,4380
77,0,3280
77,1,2160
77,2,5010
77,3,4390
78,0,3300
78,1,2160
78,2,5010
78,3,4390
79,0,3270
79,1,2150
79,2,5000
79,3,4390
80,0,3240
80,1,2150
80,2,4980
80,3,4400
81,0,3230
81,1,2150
81,2,4990
81,3,4400
82,0,3230
82,1,2150
82,2,5000
82,3,4400
83,0,3220
83,1,2150
83,2,5000
83,3,4390
84,0,3200
84,1,2160
84,2,5010
84,3,4390
85,0,3200
85,1,2150
85,2,5000
85,3,4390
86,0,3190
86,1,2140
86,2,4990
86,3,4390
87,0,3200
87,1,2150
87,2,5000
87,3,4380
88,0,3220
88,1,2150
88,2,5000
88,3,4380
89,0,3210
89,1,2150
89,2,5000
89,3,4390
90,0,3210
90,1,2150
90,2,5010
90,3,4390
91,0,3210
91,1,2150
91,2,5010
91,3,4390
92,0,3210
92,1,2150
92,2,5010
92,3,4390
93,0,3210
93,1,2160
93,2,5010
93,3,4390
94,0,3220
94,1,2160
94,2,5010
94,3,4400
95,0,3230
95,1,2160
95,2,5000
95,3,4400
96,0,3240
96,1,2160
96,2,5000
96,3,4390
97,0,3250
97,1,2160
97,2,5000
97,3,4380
98,0,3270
98,1,2160
98,2,4990
98,3,4380
99,0,3280
99,1,2150
99,2,4980
99,3,4380
100,0,3270
100,1,2150
100,2,4980
100,3,4380
101,0,3250
101,1,2160
101,2,4990
101,3,4380
102,0,3240
102,1,2160
102,2,5000
102,3,4380
103,0,3230
103,1,2150
103,2,5000
103,3,4380
104,0,3220
104,1,2150
104,2,5000
104,3,4380
105,0,3220
105,1,2160
105,2,5010
105,3,4380
106,0,3230
106,1,2160
106,2,5000
106,3,4380
107,0,3250
107,1,2160
107,2,5000
107,3,4380
108,0,3250
108,1,2160
108,2,5010
108,3,4380
109,0,3270
109,1,2160
109,2,5010
109,3,4390
110,0,3270
110,1,2150
110,2,5010
110,3,4390
111,0,3270
111,1,2160
111,2,5000
111,3,4390
112,0,3280
112,1,2150
112,2,5000
112,3,4390
113,0,3290
113,1,2150
113,2,5000
113,3,4390
114,0,3280
114,1,2140
114,2,5000
114,3,4390
115,0,3270
115,1,2140
115,2,5010
115,3,4390
116,0,3280
116,1,2140
116,2,5000
116,3,4390
117,0,3290
117,1,2150
117,2,5010
117,3,4390
118,0,3290
118,1,2150
118,2,5010
118,3,4390
119,0,3290
119,1,2150
119,2,5010
119,3,4390
120,0,3290
120,1,2160
120,2,5010
120,3,4390
121,0,3290
121,1,2160
121,2,5020
121,3,4390
122,0,3290
122,1,2160
122,2,5020
122,3,4390
123,0,3290
123,1,2150
123,2,5010
123,3,4390
124,0,3290
124,1,2150
124,2,5000
124,3,4390
125,0,3290
125,1,2160
125,2,5000
125,3,4390
326,0,3130
326,1,2150
326,2,5780
326,3,4390
327,0,3130
327,1,2140
327,2,5850
327,3,4390
328,0,3120
328,1,2140
328,2,5900
328,3,4390
329,0,3120
329,1,2140
329,2,6690
329,3,4400
330,0,3120
330,1,2150
330,2,6550
330,3,4400
331,0,3120
331,1,2150
331,2,6350
331,3,4400
332,0,3130
332,1,2150
332,2,6180
332,3,4400
333,0,3130
333,1,2150
333,2,5870
333,3,4390
334,0,3140
334,1,2150
334,2,5640
334,3,4390
335,0,3140
335,1,2150
335,2,5520
335,3,4390
336,0,3130
336,1,2150
336,2,5460
336,3,4390
337,0,3130
337,1,2150
337,2,5460
337,3,4390
338,0,3130
338,1,2150
338,2,5360
338,3,4380
339,0,3140
339,1,2150
339,2,5490
339,3,4390
340,0,3140
340,1,2150
340,2,5590
340,3,4390
341,0,3140
341,1,2150
341,2,5660
341,3,4400
342,0,3120
342,1,2150
342,2,5600
342,3,4400
343,0,3130
343,1,2150
343,2,5560
343,3,4400
344,0,3130
344,1,2150
344,2,5500
344,3,4400
345,0,3130
345,1,2150
345,2,5570
345,3,4400
346,0,3130
346,1,2150
346,2,5650
346,3,4380
347,0,3130
347,1,2140
347,2,5700
347,3,4380
348,0,3120
348,1,2130
348,2,5700
348,3,4390
349,0,3120
349,1,2140
349,2,5680
349,3,4390
350,0,3130
350,1,2140
350,2,5700
350,3,4390
351,0,3120
351,1,2150
351,2,5710
351,3,4390
352,0,3120
352,1,2140
352,2,5690
352,3,4380
353,0,3130
353,1,2140
353,2,5660
353,3,4390
354,0,3130
354,1,2140
354,2,5680
354,3,4400
355,0,3140
355,1,2150
355,2,5680
355,3,4400
356,0,3130
356,1,2140
356,2,5680
356,3,4390
357,0,3120
357,1,2150
357,2,5650
357,3,4390
358,0,3120
358,1,2150
358,2,5660
358,3,4390
359,0,3120
359,1,2150
359,2,5580
359,3,4390
360,0,3130
360,1,2140
360,2,5540
360,3,4390
361,0,3140
361,1,2140
361,2,5510
361,3,4390
362,0,3140
362,1,2140
362,2,5510
362,3,4390
363,0,3140
363,1,2150
363,2,5630
363,3,4390
364,0,3140
364,1,2150
364,2,5700
364,3,4390
365,0,3130
365,1,2150
365,2,5750
365,3,4390
366,0,3120
366,1,2150
366,2,5660
366,3,4390
367,0,3120
367,1,2150
367,2,5720
367,3,4390
368,0,3120
368,1,2150
368,2,5680
368,3,4390
369,0,3110
369,1,2150
369,2,5730
369,3,4380
370,0,3120
370,1,2140
370,2,5760
370,3,4390
371,0,3120
371,1,2140
371,2,5740
371,3,4390
372,0,3120
372,1,2140
372,2,5760
372,3,4390
373,0,3120
373,1,2140
373,2,5780
373,3,4390
374,0,3120
374,1,2140
374,2,5790
374,3,4390
375,0,3110
375,1,2150
375,2,5810
375,3,4380
376,0,3110
376,1,2150
376,2,5800
376,3,4380
377,0,3110
377,1,2150
377,2,5780
377,3,4390
378,0,3110
378,1,2150
378,2,5720
378,3,4390
379,0,3110
379,1,2160
379,2,5610
379,3,4390
380,0,3110
380,1,2160
380,2,5610
380,3,4390
381,0,3120
381,1,2160
381,2,5660
381,3,4390
382,0,3120
382,1,2160
382,2,5600
382,3,4390
383,0,3130
383,1,2170
383,2,5560
383,3,4390
384,0,3130
384,1,2170
384,2,5670
384,3,4390
385,0,3130
385,1,2170
385,2,5490
385,3,4390
386,0,3130
386,1,2160
386,2,5430
386,3,4390
387,0,3130
387,1,2160
387,2,5420
387,3,4390
388,0,3130
388,1,2160
388,2,5480
388,3,4390
389,0,3130
389,1,2150
389,2,5590
389,3,4390
390,0,3140
390,1,2160
390,2,5640
390,3,4390
391,0,3140
391,1,2160
391,2,5460
391,3,4390
392,0,3140
392,1,2150
392,2,5370
392,3,4390
393,0,3140
393,1,2150
393,2,5330
393,3,4400
394,0,3140
394,1,2150
394,2,5460
394,3,4400
395,0,3130
395,1,2140
395,2,5570
395,3,4400
396,0,3120
396,1,2140
396,2,5570
396,3,4390
397,0,3120
397,1,2140
397,2,5670
397,3,4400
398,0,3120
398,1,2140
398,2,5510
398,3,4400
399,0,3120
399,1,2140
399,2,5600
399,3,4400
400,0,3120
400,1,2140
400,2,5630
400,3,4390
401,0,3120
401,1,2140
401,2,5670
401,3,4390
402,0,3120
402,1,2140
402,2,5700
402,3,4400
403,0,3110
403,1,2150
403,2,5720
403,3,4400
404,0,3130
404,1,2150
404,2,5750
404,3,4400
405,0,3120
405,1,2150
405,2,5550
405,3,4390
406,0,3120
406,1,2150
406,2,5410
406,3,4390
407,0,3110
407,1,2150
407,2,5450
407,3,4390
408,0,3130
408,1,2150
408,2,5340
408,3,4390
409,0,3130
409,1,2150
409,2,5510
409,3,4390
410,0,3130
410,1,2160
410,2,5630
410,3,4390
411,0,3130
411,1,2160
411,2,5480
411,3,4390
412,0,3120
412,1,2160
412,2,5370
412,3,4390
413,0,3110
413,1,2160
413,2,5480
413,3,4400
414,0,3110
414,1,2160
414,2,5510
414,3,4400
415,0,3120
415,1,2150
415,2,5490
415,3,4400
416,0,3110
416,1,2150
416,2,5540
416,3,4400
417,0,3110
417,1,2140
417,2,5430
417,3,4400
418,0,3120
418,1,2140
418,2,5330
418,3,4400
419,0,3120
419,1,2140
419,2,5300
419,3,4400
420,0,3120
420,1,2140
420,2,5300
420,3,4400
421,0,3120
421,1,2140
421,2,5330
421,3,4400
422,0,3120
422,1,2140
422,2,5320
422,3,4400
423,0,3120
423,1,2140
423,2,5350
423,3,4400
424,0,3120
424,1,2140
424,2,5310
424,3,4400
425,0,3120
425,1,2140
425,2,5340
425,3,4400
426,0,3130
426,1,2140
426,2,5390
426,3,4400
427,0,3130
427,1,2140
427,2,5390
427,3,4390
428,0,3130
428,1,2150
428,2,5480
428,3,4390
429,0,3120
429,1,2150
429,2,5510
429,3,4390
430,0,3140
430,1,2160
430,2,5610
430,3,4390
431,0,3130
431,1,2160
431,2,5640
431,3,4390
432,0,3130
432,1,2150
432,2,5630
432,3,4400
433,0,3130
433,1,2140
433,2,5660
433,3,4400
434,0,3120
434,1,2140
434,2,5640
434,3,4400
435,0,3130
435,1,2140
435,2,5600
435,3,4400
436,0,3130
436,1,2130
436,2,5580
436,3,4400
437,0,3130
437,1,2120
437,2,5470
437,3,4400
438,0,3140
438,1,2130
438,2,5480
438,3,4400
439,0,3140
439,1,2140
439,2,5400
439,3,4410
440,0,3150
440,1,2140
440,2,5370
440,3,4410
441,0,3140
441,1,2140
441,2,5290
441,3,4400
442,0,3140
442,1,2150
442,2,5350
442,3,4400
443,0,3140
443,1,2150
443,2,5400
443,3,4400
444,0,3140
444,1,2150
444,2,5540
444,3,4400
445,0,3140
445,1,2150
445,2,5540
445,3,4400
446,0,3150
446,1,2150
446,2,5510
446,3,4400
447,0,3150
447,1,2150
447,2,5450
447,3,4400
448,0,3150
448,1,2150
448,2,5430
448,3,4390
449,0,3150
449,1,2150
449,2,5510
449,3,4390
450,0,3160
450,1,2140
450,2,5600
450,3,4390
451,0,3150
451,1,2140
451,2,5690
451,3,4390
452,0,3150
452,1,2140
452,2,5750
452,3,4390
453,0,3150
453,1,2140
453,2,5570
453,3,4390
454,0,3150
454,1,2140
454,2,5430
454,3,4380
455,0,3140
455,1,2140
455,2,5520
455,3,4380
456,0,3130
456,1,2150
456,2,5410
456,3,4390
457,0,3130
457,1,2150
457,2,5480
457,3,4400
458,0,3130
458,1,2150
458,2,5500
458,3,4400
459,0,3130
459,1,2150
459,2,5500
459,3,4390
460,0,3120
460,1,2150
460,2,5510
460,3,4400
461,0,3120
461,1,2150
461,2,5510
461,3,4400
462,0,3120
462,1,2160
462,2,5550
462,3,4400
463,0,3110
463,1,2160
463,2,5590
463,3,4400
464,0,3110
464,1,2160
464,2,5660
464,3,4390
465,0,3120
465,1,2160
465,2,5710
465,3,4390
466,0,3120
466,1,2150
466,2,5760
466,3,4390
467,0,3130
467,1,2150
467,2,5790
467,3,4390
468,0,3130
468,1,2150
468,2,5580
468,3,4400
469,0,3130
469,1,2150
469,2,5580
469,3,4390
470,0,3130
470,1,2160
470,2,5560
470,3,4390
471,0,3120
471,1,2160
471,2,5650
471,3,4390
472,0,3120
472,1,2160
472,2,5720
472,3,4380
473,0,3120
473,1,2160
473,2,5540
473,3,4380
474,0,3120
474,1,2160
474,2,5390
474,3,4380
475,0,3120
475,1,2160
475,2,5290
475,3,4380
476,0,3110
476,1,2160
476,2,5320
476,3,4390
477,0,3110
477,1,2160
477,2,5380
477,3,4390
478,0,3110
478,1,2160
478,2,5440
478,3,4390
