数据序列,设备号,测量值
0,0,3910
0,1,1780
0,2,5770
0,3,4800
1,0,3960
1,1,1780
1,2,5770
1,3,4790
2,0,3930
2,1,1770
2,2,5770
2,3,4790
3,0,3910
3,1,1770
3,2,5770
3,3,4780
4,0,3900
4,1,1760
4,2,5770
4,3,4780
5,0,3880
5,1,1750
5,2,5770
5,3,4780
6,0,3940
6,1,1770
6,2,5770
6,3,4790
7,0,3920
7,1,1770
7,2,5780
7,3,4780
8,0,3880
8,1,1770
8,2,5780
8,3,4780
9,0,3900
9,1,1760
9,2,5780
9,3,4790
10,0,3900
10,1,1750
10,2,5780
10,3,4800
11,0,3880
11,1,1770
11,2,5780
11,3,4790
12,0,3940
12,1,1770
12,2,5770
12,3,4790
13,0,3930
13,1,1780
13,2,5760
13,3,4780
14,0,3930
14,1,1770
14,2,5760
14,3,4780
15,0,3940
15,1,1770
15,2,5760
15,3,4780
16,0,3900
16,1,1760
16,2,5760
16,3,4780
17,0,3880
17,1,1750
17,2,5760
17,3,4780
18,0,3900
18,1,1760
18,2,5760
18,3,4780
19,0,3900
19,1,1760
19,2,5760
19,3,4780
20,0,3910
20,1,1750
20,2,5760
20,3,4790
21,0,3880
21,1,1740
21,2,5770
21,3,4790
22,0,3900
22,1,1750
22,2,5770
22,3,4800
23,0,3910
23,1,1750
23,2,5770
23,3,4800
24,0,3950
24,1,1750
24,2,5770
24,3,4800
25,0,3880
25,1,1740
25,2,5770
25,3,4810
26,0,3890
26,1,1740
26,2,5770
26,3,4800
27,0,3910
27,1,1740
27,2,5760
27,3,4810
28,0,3950
28,1,1740
28,2,5770
28,3,4810
29,0,3930
29,1,1750
29,2,5770
29,3,4810
30,0,3920
30,1,1750
30,2,5780
30,3,4800
31,0,3940
31,1,1760
31,2,5780
31,3,4790
32,0,3980
32,1,1760
32,2,5780
32,3,4790
33,0,3990
33,1,1760
33,2,5770
33,3,4800
34,0,3970
34,1,1760
34,2,5770
34,3,4790
35,0,3910
35,1,1760
35,2,5770
35,3,4790
36,0,3870
36,1,1760
36,2,5770
36,3,4790
37,0,3880
37,1,1760
37,2,5770
37,3,4780
38,0,3880
38,1,1760
38,2,5780
38,3,4780
39,0,3880
39,1,1770
39,2,5780
39,3,4780
40,0,3920
40,1,1780
40,2,5780
40,3,4790
41,0,3920
41,1,1780
41,2,5780
41,3,4800
42,0,3880
42,1,1780
42,2,5780
42,3,4800
43,0,3860
43,1,1770
43,2,5780
43,3,4800
44,0,3860
44,1,1770
44,2,5780
44,3,4790
45,0,3870
45,1,1760
45,2,5780
45,3,4780
46,0,3900
46,1,1760
46,2,5780
46,3,4780
47,0,3880
47,1,1760
47,2,5780
47,3,4780
48,0,3870
48,1,1760
48,2,5780
48,3,4780
49,0,3920
49,1,1770
49,2,5780
49,3,4770
50,0,3910
50,1,1780
50,2,5780
50,3,4780
51,0,3850
51,1,1800
51,2,5780
51,3,4780
52,0,3890
52,1,1800
52,2,5780
52,3,4770
53,0,3850
53,1,1800
53,2,5770
53,3,4780
54,0,3910
54,1,1800
54,2,5770
54,3,4780
55,0,3890
55,1,1800
55,2,5770
55,3,4780
56,0,3890
56,1,1800
56,2,5770
56,3,4780
57,0,3920
57,1,1780
57,2,5770
57,3,4780
58,0,3900
58,1,1800
58,2,5770
58,3,4780
59,0,3920
59,1,1800
59,2,5770
59,3,4780
60,0,3930
60,1,1800
60,2,5770
60,3,4780
61,0,3890
61,1,1800
61,2,5770
61,3,4780
62,0,3950
62,1,1780
62,2,5780
62,3,4780
63,0,3970
63,1,1770
63,2,5780
63,3,4770
64,0,3950
64,1,1770
64,2,5770
64,3,4770
65,0,3940
65,1,1760
65,2,5770
65,3,4770
66,0,3940
66,1,1760
66,2,5770
66,3,4790
67,0,3940
67,1,1760
67,2,5770
67,3,4780
68,0,3900
68,1,1760
68,2,5770
68,3,4780
69,0,3890
69,1,1780
69,2,5770
69,3,4780
70,0,3870
70,1,1780
70,2,5770
70,3,4790
71,0,3890
71,1,1780
71,2,5770
71,3,4800
72,0,3890
72,1,1770
72,2,5770
72,3,4800
73,0,3870
73,1,1780
73,2,5760
73,3,4800
74,0,3910
74,1,1770
74,2,5770
74,3,4810
75,0,3850
75,1,1760
75,2,5780
75,3,4800
76,0,3890
76,1,1750
76,2,5780
76,3,4800
77,0,3850
77,1,1750
77,2,5780
77,3,4800
78,0,3880
78,1,1750
78,2,5780
78,3,4790
79,0,3920
79,1,1770
79,2,5770
79,3,4790
80,0,3860
80,1,1770
80,2,5770
80,3,4790
81,0,3900
81,1,1780
81,2,5770
81,3,4790
82,0,3880
82,1,1770
82,2,5770
82,3,4790
83,0,3440
83,1,1760
83,2,6270
83,3,4800
84,0,3440
84,1,1770
84,2,6270
84,3,4790
85,0,3420
85,1,1770
85,2,6230
85,3,4790
86,0,3420
86,1,1760
86,2,6270
86,3,4780
87,0,3430
87,1,1750
87,2,6250
87,3,4780
88,0,3440
88,1,1750
88,2,6230
88,3,4780
89,0,3450
89,1,1760
89,2,6250
89,3,4790
90,0,3450
90,1,1770
90,2,6250
90,3,4800
91,0,3440
91,1,1780
91,2,6290
91,3,4810
92,0,3420
92,1,1770
92,2,6230
92,3,4800
93,0,3430
93,1,1770
93,2,6230
93,3,4800
94,0,3440
94,1,1770
94,2,6250
94,3,4790
95,0,3430
95,1,1770
95,2,6240
95,3,4790
96,0,3440
96,1,1760
96,2,6280
96,3,4780
97,0,3450
97,1,1760
97,2,6240
97,3,4800
98,0,3450
98,1,1760
98,2,6240
98,3,4790
99,0,3460
99,1,1760
99,2,6240
99,3,4780
100,0,3460
100,1,1760
100,2,6240
100,3,4780
101,0,3440
101,1,1770
101,2,6260
101,3,4780
102,0,3430
102,1,1760
102,2,6240
102,3,4780
103,0,3420
103,1,1770
103,2,6260
103,3,4800
104,0,3410
104,1,1780
104,2,6300
104,3,4810
105,0,3410
105,1,1770
105,2,6240
105,3,4810
106,0,3410
106,1,1770
106,2,6290
106,3,4810
107,0,3390
107,1,1760
107,2,6230
107,3,4800
108,0,3390
108,1,1760
108,2,6250
108,3,4800
109,0,3390
109,1,1760
109,2,6290
109,3,4790
110,0,3400
110,1,1770
110,2,6300
110,3,4790
111,0,3390
111,1,1770
111,2,6240
111,3,4780
112,0,3400
112,1,1770
112,2,6280
112,3,4780
113,0,3400
113,1,1770
113,2,6300
113,3,4780
114,0,3380
114,1,1760
114,2,6240
114,3,4790
115,0,3370
115,1,1770
115,2,6250
115,3,4790
116,0,3360
116,1,1760
116,2,6290
116,3,4800
117,0,3360
117,1,1760
117,2,6260
117,3,4790
118,0,3370
118,1,1750
118,2,6240
