数据序列,设备号,测量值
0,0,2590
0,1,4630
0,2,2830
0,3,4670
1,0,2590
1,1,4640
1,2,2830
1,3,4660
2,0,2600
2,1,4640
2,2,2830
2,3,4650
3,0,2600
3,1,4640
3,2,2830
3,3,4650
4,0,2600
4,1,4640
4,2,2850
4,3,4650
5,0,2600
5,1,4620
5,2,2860
5,3,4660
6,0,2590
6,1,4630
6,2,2880
6,3,4660
7,0,2590
7,1,4630
7,2,2940
7,3,4650
8,0,2590
8,1,4630
8,2,3020
8,3,4640
9,0,2590
9,1,4630
9,2,3070
9,3,4650
10,0,2590
10,1,4640
10,2,3070
10,3,4660
11,0,2600
11,1,4640
11,2,3050
11,3,4660
12,0,2600
12,1,4640
12,2,3060
12,3,4660
13,0,2600
13,1,4650
13,2,3030
13,3,4650
14,0,2600
14,1,4650
14,2,3070
14,3,4640
15,0,2610
15,1,4660
15,2,3100
15,3,4650
16,0,2610
16,1,4660
16,2,3160
16,3,4650
17,0,2610
17,1,4660
17,2,3140
17,3,4640
18,0,2600
18,1,4650
18,2,3120
18,3,4650
19,0,2590
19,1,4660
19,2,3140
19,3,4660
20,0,2600
20,1,4650
20,2,3160
20,3,4660
21,0,2600
21,1,4640
21,2,3160
21,3,4660
22,0,2590
22,1,4640
22,2,3160
22,3,4660
23,0,2580
23,1,4640
23,2,3150
23,3,4660
24,0,2580
24,1,4640
24,2,3120
24,3,4650
25,0,2600
25,1,4630
25,2,3120
25,3,4650
26,0,2600
26,1,4630
26,2,3120
26,3,4660
27,0,2610
27,1,4630
27,2,3170
27,3,4660
28,0,2610
28,1,4640
28,2,3200
28,3,4650
29,0,2610
29,1,4650
29,2,3230
29,3,4650
30,0,2610
30,1,4640
30,2,3300
30,3,4660
31,0,2620
31,1,4650
31,2,3240
31,3,4640
32,0,2610
32,1,4630
32,2,3230
32,3,4640
33,0,2610
33,1,4630
33,2,3210
33,3,4640
34,0,2610
34,1,4620
34,2,3210
34,3,4640
35,0,2620
35,1,4620
35,2,3210
35,3,4650
36,0,2620
36,1,4640
36,2,3230
36,3,4660
37,0,2610
37,1,4630
37,2,3250
37,3,4650
38,0,2600
38,1,4630
38,2,3260
38,3,4660
39,0,2600
39,1,4630
39,2,3230
39,3,4660
40,0,2610
40,1,4620
40,2,3220
40,3,4650
41,0,2610
41,1,4620
41,2,3190
41,3,4660
42,0,2610
42,1,4640
42,2,3170
42,3,4650
43,0,2610
43,1,4640
43,2,3160
43,3,4660
44,0,2620
44,1,4640
44,2,3140
44,3,4660
45,0,2620
45,1,4650
45,2,3140
45,3,4650
46,0,2620
46,1,4660
46,2,3150
46,3,4640
47,0,2610
47,1,4650
47,2,3190
47,3,4640
48,0,2610
48,1,4630
48,2,3190
48,3,4650
49,0,2610
49,1,4650
49,2,3200
49,3,4650
50,0,2610
50,1,4630
50,2,3050
50,3,4660
51,0,2610
51,1,4630
51,2,3110
51,3,4660
52,0,2610
52,1,4620
52,2,3220
52,3,4660
53,0,2600
53,1,4620
53,2,3220
53,3,4650
54,0,2600
54,1,4620
54,2,3210
54,3,4650
55,0,2600
55,1,4630
55,2,3210
55,3,4650
56,0,2600
56,1,4630
56,2,3240
56,3,4650
57,0,2600
57,1,4630
57,2,3180
57,3,4660
58,0,2610
58,1,4630
58,2,3200
58,3,4650
59,0,2610
59,1,4640
59,2,3190
59,3,4650
60,0,2620
60,1,4630
60,2,3160
60,3,4650
61,0,2610
61,1,4630
61,2,3130
61,3,4650
62,0,2610
62,1,4620
62,2,3120
62,3,4660
63,0,2620
63,1,4620
63,2,3120
63,3,4660
64,0,2600
64,1,4620
64,2,3170
64,3,4670
65,0,2610
65,1,4640
65,2,3200
65,3,4660
66,0,2610
66,1,4630
66,2,3220
66,3,4670
67,0,2600
67,1,4630
67,2,3230
67,3,4670
68,0,2590
68,1,4640
68,2,3240
68,3,4660
69,0,2590
69,1,4620
69,2,3180
69,3,4660
70,0,2590
70,1,4610
70,2,3120
70,3,4660
71,0,2600
71,1,4620
71,2,3080
71,3,4670
72,0,2600
72,1,4630
72,2,3090
72,3,4660
73,0,2590
73,1,4640
73,2,3120
73,3,4660
74,0,2590
74,1,4640
74,2,3120
74,3,4660
75,0,2600
75,1,4630
75,2,3110
75,3,4660
76,0,2610
76,1,4630
76,2,3080
76,3,4650
77,0,2610
77,1,4620
77,2,3050
77,3,4660
78,0,2620
78,1,4630
78,2,3010
78,3,4640
79,0,2620
79,1,4630
79,2,2980
79,3,4640
80,0,2620
80,1,4630
80,2,2960
80,3,4640
81,0,2620
81,1,4630
81,2,2950
81,3,4640
82,0,2610
82,1,4650
82,2,2960
82,3,4650
83,0,2610
83,1,4630
83,2,3010
83,3,4650
84,0,2610
84,1,4630
84,2,3080
84,3,4660
85,0,2600
85,1,4620
85,2,3130
85,3,4660
86,0,2600
86,1,4620
86,2,3160
86,3,4670
87,0,2600
87,1,4630
87,2,3160
87,3,4670
88,0,2590
88,1,4620
88,2,3150
88,3,4670
89,0,2590
89,1,4620
89,2,3150
89,3,4670
90,0,2600
90,1,4610
90,2,3120
90,3,4670
91,0,2590
91,1,4630
91,2,3090
91,3,4660
92,0,2580
92,1,4630
92,2,3070
92,3,4660
93,0,2590
93,1,4620
93,2,3050
93,3,4660
94,0,2580
94,1,4620
94,2,3020
94,3,4660
95,0,2590
95,1,4610
95,2,3000
95,3,4660
96,0,2600
96,1,4620
96,2,3020
96,3,4660
97,0,2600
97,1,4610
97,2,3020
97,3,4660
98,0,2600
98,1,4610
98,2,3010
98,3,4670
99,0,2600
99,1,4610
99,2,3010
99,3,4650
100,0,2600
100,1,4610
100,2,3030
100,3,4650
101,0,2600
101,1,4610
101,2,3090
101,3,4650
102,0,2590
102,1,4620
102,2,3130
102,3,4660
103,0,2590
103,1,4640
103,2,3170
103,3,4650
104,0,2600
104,1,4650
104,2,3200
104,3,4660
105,0,2600
105,1,4630
105,2,3200
105,3,4660
106,0,2600
106,1,4630
106,2,3190
106,3,4660
107,0,2590
107,1,4640
107,2,3180
107,3,4660
108,0,2590
108,1,4650
108,2,3170
108,3,4660
109,0,2590
109,1,4650
109,2,3160
109,3,4650
110,0,2590
110,1,4650
110,2,3140
110,3,4640
111,0,2600
111,1,4630
111,2,3130
111,3,4650
112,0,2600
112,1,4630
112,2,3110
112,3,4650
113,0,2600
113,1,4640
113,2,3100
113,3,4660
114,0,2600
114,1,4640
114,2,3120
114,3,4650
115,0,2600
115,1,4640
115,2,3120
115,3,4650
116,0,2600
116,1,4640
116,2,3120
116,3,4660
162,0,2600
162,1,4640
162,2,2640
162,3,4850
163,0,2600
163,1,4640
163,2,2640
163,3,4850
164,0,2590
164,1,4640
164,2,2640
164,3,4870
165,0,2590
165,1,4660
165,2,2650
165,3,5020
166,0,2590
166,1,4670
166,2,2650
166,3,5090
167,0,2590
167,1,4660
167,2,2650
167,3,5050
168,0,2600
168,1,4650
168,2,2640
168,3,4970
169,0,2590
169,1,4650
169,2,2640
169,3,4910
170,0,2590
170,1,4630
170,2,2650
170,3,4850
171,0,2590
171,1,4630
171,2,2660
171,3,4780
172,0,2600
172,1,4640
172,2,2650
172,3,4760
173,0,2610
173,1,4620
173,2,2650
173,3,4750
174,0,2600
174,1,4610
174,2,2650
174,3,4770
175,0,2600
175,1,4630
175,2,2650
175,3,4790
176,0,2600
176,1,4640
176,2,2640
176,3,4990
177,0,2620
177,1,4650
177,2,2650
177,3,5040
178,0,2600
178,1,4650
178,2,2650
178,3,5080
179,0,2610
179,1,4640
179,2,2650
179,3,5180
180,0,2610
180,1,4620
180,2,2640
180,3,5200
181,0,2610
181,1,4640
181,2,2640
181,3,5110
182,0,2600
182,1,4630
182,2,2640
182,3,5040
183,0,2600
183,1,4620
183,2,2640
183,3,5040
184,0,2610
184,1,4630
184,2,2640
184,3,5030
185,0,2620
185,1,4630
185,2,2640
185,3,5070
186,0,2630
186,1,4640
186,2,2650
186,3,5080
187,0,2630
187,1,4640
187,2,2640
187,3,5060
188,0,2620
188,1,4630
188,2,2640
188,3,5060
189,0,2620
189,1,4630
189,2,2650
189,3,5000
190,0,2620
190,1,4630
190,2,2650
190,3,5010
191,0,2630
191,1,4630
191,2,2650
191,3,4940
192,0,2630
192,1,4620
192,2,2650
192,3,5060
193,0,2630
193,1,4620
193,2,2650
193,3,5000
194,0,2630
194,1,4620
194,2,2650
194,3,5070
195,0,2610
195,1,4630
195,2,2660
195,3,5140
196,0,2620
196,1,4650
196,2,2660
196,3,5240
197,0,2620
197,1,4660
197,2,2650
197,3,5100
198,0,2610
198,1,4660
198,2,2640
198,3,5020
199,0,2610
199,1,4660
199,2,2640
199,3,4970
200,0,2610
200,1,4650
200,2,2640
200,3,4940
201,0,2600
201,1,4650
201,2,2640
201,3,4910
202,0,2590
202,1,4650
202,2,2650
202,3,4910
203,0,2590
203,1,4640
203,2,2640
203,3,4910
204,0,2600
204,1,4640
204,2,2640
204,3,4920
205,0,2600
205,1,4620
205,2,2640
205,3,4930
206,0,2600
206,1,4630
206,2,2640
206,3,4930
207,0,2590
207,1,4640
207,2,2640
207,3,4920
208,0,2580
208,1,4630
208,2,2640
208,3,4920
209,0,2580
209,1,4630
209,2,2640
209,3,4920
210,0,2590
210,1,4650
210,2,2640
210,3,4920
211,0,2590
211,1,4630
211,2,2640
211,3,4920
212,0,2590
212,1,4640
212,2,2640
212,3,4910
213,0,2600
213,1,4670
213,2,2640
213,3,4910
214,0,2610
214,1,4660
214,2,2640
214,3,4960
215,0,2620
215,1,4660
215,2,2630
215,3,5020
216,0,2620
216,1,4670
216,2,2640
216,3,5130
217,0,2610
217,1,4650
217,2,2640
217,3,5200
218,0,2590
218,1,4640
218,2,2650
218,3,5300
219,0,2590
219,1,4630
219,2,2640
219,3,5350
220,0,2600
220,1,4660
220,2,2640
220,3,5400
221,0,2590
221,1,4650
221,2,2640
221,3,5430
222,0,2600
222,1,4640
222,2,2640
222,3,5460
223,0,2600
223,1,4640
223,2,2650
223,3,5430
224,0,2610
224,1,4620
224,2,2650
224,3,5360
225,0,2620
225,1,4630
225,2,2640
225,3,5330
226,0,2620
226,1,4630
226,2,2630
226,3,5360
227,0,2620
227,1,4620
227,2,2650
227,3,5390
228,0,2620
228,1,4630
228,2,2640
228,3,5420
229,0,2610
229,1,4620
229,2,2640
229,3,5430
230,0,2610
230,1,4630
230,2,2650
230,3,5450
231,0,2610
231,1,4610
231,2,2650
231,3,5450
232,0,2610
232,1,4620
232,2,2650
232,3,5440
233,0,2610
233,1,4640
233,2,2640
233,3,5460
234,0,2610
234,1,4640
234,2,2640
234,3,5470
235,0,2610
235,1,4640
235,2,2650
235,3,5480
236,0,2610
236,1,4630
236,2,2650
236,3,5510
237,0,2610
237,1,4650
237,2,2660
237,3,5550
238,0,2610
238,1,4660
238,2,2650
238,3,5560
239,0,2620
239,1,4650
239,2,2640
239,3,5560
240,0,2610
240,1,4630
240,2,2640
240,3,5550
241,0,2610
241,1,4650
241,2,2640
241,3,5520
242,0,2610
242,1,4630
242,2,2640
242,3,5490
243,0,2610
243,1,4640
243,2,2650
243,3,5500
244,0,2620
244,1,4640
244,2,2650
244,3,5540
245,0,2620
245,1,4630
245,2,2650
245,3,5500
246,0,2610
246,1,4630
246,2,2650
246,3,5350
247,0,2620
247,1,4620
247,2,2640
247,3,5300
248,0,2610
248,1,4620
248,2,2640
248,3,5180
249,0,2600
249,1,4650
249,2,2650
249,3,5100
250,0,2600
250,1,4640
250,2,2640
250,3,5060
251,0,2600
251,1,4640
251,2,2640
251,3,5120
252,0,2600
252,1,4660
252,2,2640
252,3,5280
253,0,2610
