数据序列,设备号,测量值
0,0,4340
0,1,3550
0,2,3590
0,3,3100
1,0,4330
1,1,3550
1,2,3590
1,3,3190
2,0,4330
2,1,3550
2,2,3590
2,3,3190
3,0,4330
3,1,3550
3,2,3580
3,3,3170
4,0,4330
4,1,3550
4,2,3590
4,3,3160
5,0,4340
5,1,3550
5,2,3590
5,3,3210
6,0,4340
6,1,3550
6,2,3580
6,3,3250
7,0,4340
7,1,3550
7,2,3580
7,3,3250
8,0,4340
8,1,3550
8,2,3580
8,3,3200
9,0,4340
9,1,3550
9,2,3580
9,3,3160
10,0,4340
10,1,3550
10,2,3590
10,3,3140
11,0,4340
11,1,3550
11,2,3590
11,3,3230
12,0,4340
12,1,3550
12,2,3590
12,3,3320
13,0,4340
13,1,3550
13,2,3590
13,3,3390
14,0,4340
14,1,3560
14,2,3590
14,3,3410
15,0,4330
15,1,3560
15,2,3590
15,3,3380
16,0,4330
16,1,3560
16,2,3590
16,3,3390
17,0,4330
17,1,3560
17,2,3590
17,3,3390
18,0,4340
18,1,3560
18,2,3580
18,3,3380
19,0,4340
19,1,3560
19,2,3580
19,3,3390
20,0,4340
20,1,3560
20,2,3580
20,3,3380
21,0,4340
21,1,3550
21,2,3580
21,3,3390
22,0,4340
22,1,3550
22,2,3580
22,3,3400
23,0,4340
23,1,3560
23,2,3580
23,3,3410
24,0,4340
24,1,3560
24,2,3580
24,3,3430
25,0,4350
25,1,3560
25,2,3580
25,3,3440
26,0,4340
26,1,3550
26,2,3580
26,3,3440
27,0,4330
27,1,3550
27,2,3580
27,3,3440
28,0,4330
28,1,3550
28,2,3580
28,3,3450
29,0,4330
29,1,3550
29,2,3580
29,3,3460
30,0,4330
30,1,3550
30,2,3580
30,3,3450
31,0,4330
31,1,3540
31,2,3580
31,3,3430
32,0,4320
32,1,3550
32,2,3580
32,3,3410
33,0,4320
33,1,3550
33,2,3580
33,3,3400
34,0,4320
34,1,3550
34,2,3580
34,3,3400
35,0,4330
35,1,3550
35,2,3580
35,3,3440
36,0,4330
36,1,3560
36,2,3580
36,3,3510
37,0,4330
37,1,3550
37,2,3580
37,3,3550
38,0,4330
38,1,3550
38,2,3580
38,3,3540
39,0,4330
39,1,3550
39,2,3580
39,3,3500
40,0,4330
40,1,3550
40,2,3580
40,3,3480
41,0,4330
41,1,3550
41,2,3580
41,3,3450
42,0,4340
42,1,3550
42,2,3580
42,3,3430
43,0,4340
43,1,3550
43,2,3580
43,3,3430
44,0,4330
44,1,3550
44,2,3580
44,3,3430
45,0,4330
45,1,3550
45,2,3580
45,3,3340
46,0,4320
46,1,3550
46,2,3580
46,3,3310
47,0,4330
47,1,3550
47,2,3580
47,3,3310
48,0,4330
48,1,3550
48,2,3580
48,3,3370
49,0,4330
49,1,3540
49,2,3580
49,3,3580
50,0,4330
50,1,3550
50,2,3580
50,3,3620
51,0,4330
51,1,3550
51,2,3580
51,3,3530
52,0,4330
52,1,3550
52,2,3580
52,3,3510
53,0,4330
53,1,3550
53,2,3580
53,3,3440
54,0,4330
54,1,3550
54,2,3580
54,3,3410
55,0,4330
55,1,3540
55,2,3570
55,3,3410
56,0,4330
56,1,3540
56,2,3570
56,3,3420
57,0,4330
57,1,3550
57,2,3570
57,3,3420
58,0,4330
58,1,3550
58,2,3580
58,3,3470
59,0,4330
59,1,3550
59,2,3580
59,3,3490
60,0,4330
60,1,3550
60,2,3580
60,3,3510
61,0,4330
61,1,3540
61,2,3580
61,3,3530
62,0,4330
62,1,3550
62,2,3580
62,3,3510
63,0,4330
63,1,3550
63,2,3580
63,3,3480
64,0,4330
64,1,3550
64,2,3580
64,3,3450
65,0,4340
65,1,3550
65,2,3580
65,3,3480
66,0,4340
66,1,3550
66,2,3580
66,3,3500
67,0,4340
67,1,3550
67,2,3590
67,3,3510
68,0,4350
68,1,3550
68,2,3590
68,3,3520
69,0,4340
69,1,3550
69,2,3590
69,3,3490
70,0,4340
70,1,3550
70,2,3580
70,3,3460
71,0,4340
71,1,3540
71,2,3590
71,3,3430
72,0,4340
72,1,3550
72,2,3580
72,3,3430
73,0,4340
73,1,3550
73,2,3580
73,3,3430
74,0,4340
74,1,3550
74,2,3570
74,3,3430
75,0,4340
75,1,3550
75,2,3570
75,3,3430
76,0,4340
76,1,3550
76,2,3570
76,3,3430
77,0,4340
77,1,3550
77,2,3570
77,3,3440
78,0,4340
78,1,3550
78,2,3570
78,3,3450
79,0,4340
79,1,3550
79,2,3570
79,3,3460
80,0,4340
80,1,3550
80,2,3570
80,3,3480
81,0,4340
81,1,3550
81,2,3570
81,3,3490
82,0,4340
82,1,3550
82,2,3570
82,3,3510
83,0,4340
83,1,3550
83,2,3570
83,3,3530
84,0,4340
84,1,3550
84,2,3570
84,3,3540
85,0,4330
85,1,3550
85,2,3570
85,3,3540
86,0,4330
86,1,3550
86,2,3580
86,3,3520
87,0,4330
87,1,3550
87,2,3580
87,3,3530
88,0,4340
88,1,3550
88,2,3580
88,3,3530
89,0,4340
89,1,3550
89,2,3580
89,3,3530
90,0,4340
90,1,3550
90,2,3590
90,3,3530
91,0,4340
91,1,3550
91,2,3590
91,3,3530
92,0,4340
92,1,3550
92,2,3590
92,3,3530
93,0,4340
93,1,3540
93,2,3590
93,3,3530
94,0,4340
94,1,3550
94,2,3580
94,3,3540
95,0,4340
95,1,3550
95,2,3580
95,3,3560
96,0,4340
96,1,3550
96,2,3570
96,3,3570
97,0,4340
97,1,3550
97,2,3580
97,3,3580
98,0,4340
98,1,3550
98,2,3580
98,3,3570
99,0,4340
99,1,3550
99,2,3580
99,3,3570
100,0,4340
100,1,3550
100,2,3580
100,3,3560
101,0,4340
101,1,3550
101,2,3590
101,3,3560
102,0,4350
102,1,3550
102,2,3580
102,3,3560
103,0,4360
103,1,3540
103,2,3580
103,3,3580
104,0,4360
104,1,3550
104,2,3590
104,3,3600
105,0,4350
105,1,3550
105,2,3580
105,3,3610
106,0,4340
106,1,3550
106,2,3580
106,3,3610
107,0,4340
107,1,3550
107,2,3580
107,3,3610
108,0,4340
108,1,3550
108,2,3580
108,3,3610
109,0,4340
109,1,3550
109,2,3580
109,3,3610
110,0,4340
110,1,3540
110,2,3580
110,3,3610
111,0,4340
111,1,3540
111,2,3580
111,3,3600
112,0,4330
112,1,3540
112,2,3580
112,3,3580
113,0,4330
113,1,3540
113,2,3580
113,3,3550
114,0,4340
114,1,3540
114,2,3580
114,3,3560
115,0,4340
115,1,3540
115,2,3580
115,3,3590
116,0,4340
116,1,3550
116,2,3580
116,3,3600
117,0,4340
117,1,3550
117,2,3580
117,3,3600
118,0,4340
118,1,3550
118,2,3580
118,3,3590
119,0,4340
119,1,3550
119,2,3580
119,3,3580
120,0,4340
120,1,3550
120,2,3580
120,3,3570
121,0,4340
121,1,3540
121,2,3580
121,3,3550
122,0,4340
122,1,3550
122,2,3580
122,3,3560
123,0,4340
123,1,3550
123,2,3580
123,3,3560
124,0,4340
124,1,3550
124,2,3580
124,3,3550
125,0,4340
125,1,3550
125,2,3580
125,3,3550
126,0,4340
126,1,3540
126,2,3580
126,3,3550
127,0,4340
127,1,3540
127,2,3580
127,3,3550
128,0,4340
128,1,3540
128,2,3580
128,3,3560
129,0,4340
129,1,3540
129,2,3580
129,3,3560
130,0,4340
130,1,3540
130,2,3580
130,3,3560
131,0,4340
131,1,3550
131,2,3580
131,3,3570
132,0,4340
132,1,3550
132,2,3580
132,3,3560
133,0,4340
133,1,3560
133,2,3580
133,3,3560
134,0,4330
134,1,3560
134,2,3580
134,3,3560
