数据序列,设备号,测量值
0,0,5880
0,1,4970
0,2,3110
0,3,1970
1,0,5900
1,1,4960
1,2,3110
1,3,1980
2,0,5860
2,1,4960
2,2,3120
2,3,1970
3,0,5910
3,1,4960
3,2,3120
3,3,1980
4,0,5850
4,1,4960
4,2,3120
4,3,1980
5,0,5920
5,1,4950
5,2,3110
5,3,1950
6,0,5920
6,1,4950
6,2,3110
6,3,1940
7,0,5920
7,1,4950
7,2,3110
7,3,1950
8,0,5930
8,1,4940
8,2,3130
8,3,1940
9,0,5930
9,1,4940
9,2,3140
9,3,1960
10,0,5890
10,1,4940
10,2,3130
10,3,1950
11,0,5860
11,1,4940
11,2,3130
11,3,1960
12,0,5880
12,1,4950
12,2,3120
12,3,1950
13,0,5920
13,1,4950
13,2,3120
13,3,1950
14,0,5880
14,1,4950
14,2,3130
14,3,1960
15,0,5840
15,1,4950
15,2,3120
15,3,1960
16,0,5850
16,1,4950
16,2,3120
16,3,1950
17,0,5870
17,1,4950
17,2,3120
17,3,1950
18,0,5850
18,1,4940
18,2,3120
18,3,1950
19,0,5910
19,1,4940
19,2,3120
19,3,1960
20,0,5880
20,1,4940
20,2,3110
20,3,1950
21,0,5920
21,1,4940
21,2,3110
21,3,1950
22,0,5900
22,1,4940
22,2,3120
22,3,1940
23,0,5860
23,1,4940
23,2,3130
23,3,1940
24,0,5850
24,1,4940
24,2,3120
24,3,1950
25,0,5890
25,1,4940
25,2,3110
25,3,1960
26,0,5910
26,1,4950
26,2,3100
26,3,1970
27,0,5900
27,1,4950
27,2,3100
27,3,1950
28,0,5900
28,1,4950
28,2,3110
28,3,1940
29,0,5880
29,1,4950
29,2,3110
29,3,1940
30,0,5840
30,1,4950
30,2,3110
30,3,1930
31,0,5900
31,1,4950
31,2,3110
31,3,1920
32,0,5840
32,1,4950
32,2,3120
32,3,1930
33,0,5850
33,1,4970
33,2,3120
33,3,1930
34,0,5850
34,1,4980
34,2,3120
34,3,1910
35,0,5890
35,1,4970
35,2,3120
35,3,1910
36,0,5890
36,1,4970
36,2,3110
36,3,1920
37,0,5840
37,1,4970
37,2,3110
37,3,1920
38,0,5840
38,1,4960
38,2,3100
38,3,1920
39,0,5860
39,1,4950
39,2,3100
39,3,1950
40,0,5870
40,1,4950
40,2,3100
40,3,1940
41,0,5870
41,1,4960
41,2,3100
41,3,1940
42,0,5860
42,1,4960
42,2,3100
42,3,1930
43,0,5860
43,1,4960
43,2,3100
43,3,1940
44,0,5890
44,1,4960
44,2,3100
44,3,1930
45,0,5850
45,1,4960
45,2,3090
45,3,1950
46,0,5870
46,1,4950
46,2,3100
46,3,1950
47,0,5850
47,1,4950
47,2,3100
47,3,1960
48,0,5860
48,1,4960
48,2,3110
48,3,1960
49,0,5850
49,1,4960
49,2,3110
49,3,1950
50,0,5910
50,1,4970
50,2,3110
50,3,1940
51,0,5850
51,1,4970
51,2,3110
51,3,1950
52,0,5890
52,1,4970
52,2,3120
52,3,1970
53,0,5850
53,1,4960
