数据序列,设备号,测量值
0,0,5150
0,1,5610
0,2,2520
0,3,2450
1,0,5150
1,1,5640
1,2,2530
1,3,2460
2,0,5150
2,1,5590
2,2,2530
2,3,2450
3,0,5150
3,1,5600
3,2,2540
3,3,2460
4,0,5150
4,1,5570
4,2,2550
4,3,2470
5,0,5140
5,1,5570
5,2,2560
5,3,2470
6,0,5140
6,1,5570
6,2,2550
6,3,2450
7,0,5140
7,1,5650
7,2,2550
7,3,2450
8,0,5140
8,1,5600
8,2,2550
8,3,2450
9,0,5140
9,1,5630
9,2,2540
9,3,2450
10,0,5150
10,1,5610
10,2,2540
10,3,2440
11,0,5150
11,1,5640
11,2,2540
11,3,2450
12,0,5150
12,1,5580
12,2,2540
12,3,2440
13,0,5150
13,1,5600
13,2,2530
13,3,2450
14,0,5150
14,1,5630
14,2,2530
14,3,2460
15,0,5150
15,1,5640
15,2,2520
15,3,2460
16,0,5150
16,1,5600
16,2,2540
16,3,2460
17,0,5150
17,1,5620
17,2,2540
17,3,2460
18,0,5150
18,1,5620
18,2,2540
18,3,2460
19,0,5150
19,1,5600
19,2,2540
19,3,2460
20,0,5150
20,1,5590
20,2,2550
20,3,2450
21,0,5150
21,1,5570
21,2,2540
21,3,2450
22,0,5140
22,1,5600
22,2,2540
22,3,2440
23,0,5140
23,1,5600
23,2,2550
23,3,2450
24,0,5140
24,1,5580
24,2,2560
24,3,2440
25,0,5140
25,1,5600
25,2,2550
25,3,2430
26,0,5140
26,1,5590
26,2,2540
26,3,2440
27,0,5140
27,1,5590
27,2,2550
27,3,2450
28,0,5140
28,1,5580
28,2,2550
28,3,2450
29,0,5140
29,1,5600
29,2,2540
29,3,2450
30,0,5140
30,1,5580
30,2,2530
30,3,2460
31,0,5140
31,1,5600
31,2,2550
31,3,2460
32,0,5140
32,1,5600
32,2,2540
32,3,2460
33,0,5140
33,1,5640
33,2,2550
33,3,2460
34,0,5140
34,1,5570
34,2,2550
34,3,2460
35,0,5140
35,1,5580
