Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,5048.9,3609.2,4409.0,2209.5
2.0,5044.4,3599.6,4405.5,2209.8
3.0,5042.9,3589.6,4404.3,2206.5
4.0,5042.2,3599.9,4403.7,2207.4
5.0,5041.7,3606.1,4405.0,2207.9
6.0,5041.4,3603.3,4404.1,2208.3
7.0,5044.2,3601.3,4403.5,2208.5
8.0,5046.4,3602.5,4404.4,2208.7
9.0,5048.0,3600.9,4403.9,2210.1
10.0,5047.1,3598.6,4403.4,2211.2
11.0,5047.4,3601.9,4402.0,2211.1
12.0,5046.7,3603.6,4400.8,2212.0
13.0,5046.1,3603.3,4400.8,2211.8
14.0,5045.5,3600.3,4400.7,2212.5
15.0,5045.1,3601.2,4399.8,2211.4
16.0,5044.6,3599.4,4399.8,2211.3
17.0,5044.3,3600.3,4399.8,2210.4
18.0,5045.5,3602.6,4400.6,2210.4
19.0,5045.1,3604.7,4400.7,2210.4
20.0,5045.4,3606.6,4401.4,2210.3
21.0,5045.8,3606.8,4402.0,2210.3
22.0,5046.8,3605.6,4402.6,2209.6
23.0,5047.7,3607.3,4402.4,2209.6
24.0,5048.6,3605.4,4403.0,2209.6
25.0,5048.7,3602.3,4403.4,2209.0
26.0,5048.1,3602.1,4403.9,2208.3
27.0,5048.2,3600.6,4404.3,2207.8
28.0,5048.3,3598.5,4404.7,2206.6
29.0,5048.5,3597.9,4404.4,2205.5
30.0,5048.6,3598.8,4404.1,2205.1
31.0,5048.7,3599.5,4403.8,2204.7
32.0,5048.7,3596.9,4403.6,2204.4
33.0,5048.8,3597.1,4403.3,2204.8
34.0,5048.9,3594.6,4403.1,2204.5
35.0,5049.0,3596.3,4402.2,2203.5
36.0,5049.7,3595.2,4401.4,2202.6
37.0,5050.4,3596.9,4401.3,2202.5
38.0,5051.0,3594.5,4401.9,2203.0
39.0,5051.6,3592.2,4402.4,2203.4
40.0,5052.1,3594.0,4402.9,2203.2
41.0,5052.7,3591.8,4403.4,2203.0
42.0,5053.1,3590.4,4403.8,2202.8
43.0,5052.9,3593.0,4403.7,2202.6
44.0,5052.7,3591.5,4403.6,2203.1
45.0,5053.2,3591.4,4404.0,2203.5
