Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,5108.9,2189.5,5388.8,3009.3
2.0,5109.4,2204.8,5394.4,3014.7
3.0,5108.9,2209.9,5396.3,3016.5
4.0,5108.7,2212.5,5399.8,3017.4
5.0,5111.0,2212.0,5399.8,3020.0
6.0,5110.5,2208.1,5399.8,3021.7
7.0,5111.9,2208.4,5399.9,3021.4
8.0,5113.0,2205.9,5399.9,3021.2
9.0,5112.7,2205.2,5399.9,3022.3
10.0,5111.2,2205.8,5399.9,3023.2
11.0,5110.1,2207.2,5399.9,3023.9
12.0,5109.1,2208.5,5399.9,3023.3
13.0,5108.2,2208.6,5399.9,3023.0
14.0,5107.5,2208.8,5399.9,3023.6
15.0,5108.6,2207.2,5399.9,3023.1
16.0,5108.5,2205.7,5400.0,3022.9
17.0,5108.5,2206.1,5400.8,3021.9
18.0,5109.4,2206.4,5400.7,3020.9
19.0,5109.3,2209.7,5401.4,3020.1
20.0,5110.1,2210.5,5402.0,3019.4
21.0,5110.1,2209.7,5401.2,3019.4
22.0,5110.1,2214.0,5400.4,3019.4
23.0,5110.1,2219.4,5399.6,3020.2
24.0,5109.3,2224.4,5398.9,3020.2
25.0,5108.0,2231.7,5398.3,3020.2
26.0,5106.8,2239.2,5397.8,3019.5
27.0,5106.3,2245.4,5397.2,3019.4
28.0,5105.9,2249.7,5396.7,3018.7
29.0,5105.5,2255.1,5396.3,3018.1
30.0,5105.1,2261.5,5395.9,3017.6
31.0,5104.8,2268.1,5395.5,3017.8
32.0,5105.8,2274.2,5395.1,3017.9
33.0,5105.4,2279.8,5394.8,3018.0
34.0,5105.0,2283.8,5393.8,3018.2
35.0,5104.7,2287.5,5394.2,3018.3
36.0,5104.4,2290.3,5394.6,3018.4
37.0,5103.5,2292.2,5394.9,3018.5
38.0,5103.8,2293.4,5395.3,3018.0
39.0,5104.0,2294.5,5396.2,3017.4
40.0,5103.8,2296.8,5397.1,3017.6
41.0,5104.8,2299.0,5398.0,3017.8
42.0,5104.5,2301.6,5398.7,3017.9
43.0,5103.6,2305.4,5398.8,3018.0
44.0,5102.7,2309.6,5398.9,3018.2
45.0,5102.5,2314.8,5399.0,3018.3
46.0,5102.4,2322.3,5399.0,3018.4
47.0,5102.2,2329.9,5400.4,3018.5
48.0,5102.1,2336.4,5401.0,3018.6
49.0,5101.3,2341.8,5401.6,3018.7
50.0,5101.2,2345.5,5401.5,3018.8
51.0,5101.8,2347.8,5401.4,3018.2
52.0,5101.0,2347.9,5401.3,3017.7
53.0,5100.3,2348.0,5401.2,3017.8
54.0,5100.3,2348.2,5401.1,3018.6
55.0,5100.3,2347.0,5400.4,3019.3
56.0,5099.6,2345.3,5400.4,3018.7
57.0,5099.6,2344.3,5401.0,3018.2
58.0,5099.6,2343.4,5401.6,3017.7
59.0,5100.3,2341.8,5401.5,3017.2
60.0,5100.3,2341.1,5401.4,3017.2
61.0,5099.6,2340.4,5401.3,3017.3
62.0,5099.0,2339.7,5401.2,3017.3
63.0,5099.6,2339.1,5401.8,3016.8
64.0,5099.0,2338.5,5402.3,3016.4
65.0,5098.4,2341.8,5402.2,3016.0
66.0,5098.5,2349.4,5402.0,3015.6
67.0,5099.2,2358.5,5401.9,3015.8
68.0,5100.6,2368.3,5401.8,3015.4
69.0,5101.8,2378.1,5400.4,3015.0
70.0,5102.2,2387.2,5399.1,3015.4
71.0,5102.7,2395.8,5398.5,3015.7
72.0,5103.2,2403.8,5397.9,3015.9
73.0,5104.3,2411.3,5397.4,3015.6
74.0,5104.6,2418.3,5396.9,3015.2
75.0,5105.6,2425.5,5396.5,3015.5
76.0,5105.9,2432.9,5396.7,3015.8
77.0,5106.2,2440.4,5396.9,3015.4
78.0,5105.8,2447.5,5397.1,3015.1
79.0,5105.4,2454.1,5397.3,3014.7
80.0,5105.1,2460.3,5396.8,3014.4
81.0,5105.4,2466.1,5396.4,3014.8
82.0,5105.7,2471.5,5396.0,3015.1
83.0,5105.3,2477.2,5396.2,3015.4
84.0,5104.3,2481.2,5397.1,3015.7
85.0,5104.0,2485.0,5398.0,3016.0
86.0,5103.1,2489.2,5398.1,3016.3
87.0,5103.6,2491.9,5398.2,3016.5
88.0,5104.6,2493.0,5398.3,3016.7
89.0,5105.0,2492.2,5398.4,3016.9
90.0,5104.7,2490.8,5399.2,3017.1
91.0,5105.0,2488.1,5399.9,3017.3
92.0,5104.7,2486.3,5400.5,3018.1
93.0,5103.7,2484.6,5400.5,3018.9
94.0,5102.9,2485.6,5399.2,3018.3
95.0,5103.3,2487.8,5399.2,3018.4
96.0,5103.1,2491.8,5399.3,3018.5
97.0,5104.2,2497.5,5399.3,3019.3
98.0,5105.2,2502.8,5399.4,3019.3
99.0,5106.2,2506.5,5400.1,3019.4
100.0,5107.1,2510.0,5400.7,3019.4
101.0,5107.9,2513.2,5401.3,3019.4
102.0,5108.0,2515.6,5402.5,3019.5
103.0,5108.8,2517.1,5404.3,3019.5
104.0,5108.7,2519.3,5405.3,3019.5
105.0,5109.5,2522.5,5406.2,3019.6
106.0,5109.4,2525.6,5406.5,3019.6
107.0,5109.3,2528.5,5407.4,3019.6
108.0,5109.2,2531.1,5407.5,3019.7
109.0,5109.9,2534.3,5407.7,3019.0
110.0,5109.9,2514.5,5407.8,3019.1
111.0,5110.6,2496.1,5408.0,3019.8
112.0,5111.2,2501.5,5408.1,3020.5
113.0,5111.7,2504.6,5408.9,3021.1
114.0,5112.3,2505.0,5408.9,3021.6
115.0,5112.8,2503.3,5408.4,3022.2
116.0,5112.6,2500.5,5407.8,3022.0
117.0,5111.8,2498.6,5407.3,3022.6
118.0,5110.4,2498.0,5406.9,3022.3
119.0,5109.1,2498.8,5406.4,3022.0
120.0,5108.5,2500.8,5406.0,3021.7
121.0,5108.6,2504.6,5405.6,3021.5
122.0,5108.5,2486.8,5405.2,3022.0
123.0,5108.5,2470.1,5405.6,3021.9
124.0,5109.2,2454.5,5405.2,3021.8
125.0,5109.3,2439.9,5404.2,3021.7
126.0,5108.7,2447.0,5403.9,3021.6
127.0,5108.1,2451.0,5403.7,3021.5
128.0,5108.9,2454.9,5403.5,3021.4
129.0,5109.6,2459.1,5402.6,3021.3
130.0,5109.6,2463.6,5403.1,3021.2
131.0,5109.7,2467.9,5402.9,3020.5
132.0,5109.7,2473.2,5402.7,3020.4
133.0,5110.3,2478.8,5402.5,3020.4
134.0,5111.0,2484.7,5401.7,3021.0
135.0,5110.9,2489.5,5400.9,3020.8
136.0,5110.9,2493.4,5400.2,3020.7
137.0,5111.4,2497.7,5399.6,3020.5
138.0,5110.7,2465.6,5403.5,3019.8
139.0,5109.4,2435.0,5409.7,3019.2
140.0,5109.3,2406.3,5418.1,3019.1
141.0,5109.2,2380.7,5427.9,3019.0
142.0,5108.0,2356.8,5438.3,3019.0
143.0,5107.4,2333.8,5448.8,3018.4
144.0,5107.0,2311.6,5461.1,3017.8
145.0,5106.5,2290.3,5478.4,3017.3
146.0,5106.1,2270.9,5499.8,3016.9
147.0,5107.0,2252.8,5523.0,3016.4
148.0,5107.8,2235.8,5539.0,3016.0
149.0,5108.0,2220.0,5555.2,3015.6
150.0,5108.1,2205.2,5568.4,3015.3
151.0,5107.6,2191.9,5584.6,3014.9
152.0,5107.6,2179.5,5599.1,3014.6
153.0,5107.6,2168.6,5614.0,3014.3
154.0,5107.7,2158.4,5632.5,3014.7
155.0,5108.5,2148.2,5653.6,3015.0
156.0,5108.6,2138.6,5672.7,3014.7
157.0,5108.6,2129.0,5689.9,3014.4
158.0,5108.7,2120.1,5706.1,3014.1
159.0,5108.8,2111.0,5720.5,3013.8
160.0,5108.2,2102.6,5732.1,3014.2
161.0,5108.4,2095.3,5742.2,3014.6
162.0,5108.5,2088.5,5752.4,3015.0
163.0,5109.2,2082.2,5763.2,3015.3
164.0,5109.9,2076.9,5773.3,3015.6
165.0,5109.8,2071.3,5782.8,3015.9
166.0,5110.4,2066.0,5791.6,3016.1
167.0,5110.3,2061.1,5799.9,3016.4
168.0,5110.1,2057.2,5807.7,3016.6
169.0,5110.8,2053.5,5816.2,3016.8
170.0,5110.1,2050.1,5825.5,3017.0
