数据序列,设备号,测量值
0,0,6140
0,1,4600
0,2,4210
0,3,1140
1,0,6140
1,1,4570
1,2,4240
1,3,1150
2,0,6140
2,1,4570
2,2,4250
2,3,1140
3,0,6160
3,1,4570
3,2,4260
3,3,1150
4,0,6140
4,1,4570
4,2,4250
4,3,1150
5,0,6140
5,1,4580
5,2,4260
5,3,1150
6,0,6160
6,1,4580
6,2,4260
6,3,1140
7,0,6170
7,1,4580
7,2,4270
7,3,1150
8,0,6190
8,1,4570
8,2,4290
8,3,1160
9,0,6180
9,1,4570
9,2,4290
9,3,1160
10,0,6180
10,1,4570
10,2,4270
10,3,1160
11,0,6180
11,1,4570
11,2,4270
11,3,1160
12,0,6180
12,1,4560
12,2,4250
12,3,1160
13,0,6170
13,1,4570
13,2,4230
13,3,1160
14,0,6170
14,1,4570
14,2,4220
14,3,1160
15,0,6190
15,1,4570
15,2,4210
15,3,1180
16,0,6190
16,1,4560
16,2,4200
16,3,1160
17,0,6180
17,1,4550
17,2,4190
17,3,1150
18,0,6180
18,1,4560
18,2,4190
18,3,1140
19,0,6180
19,1,4570
19,2,4180
19,3,1140
20,0,6180
20,1,4570
20,2,4180
20,3,1150
21,0,6160
21,1,4560
21,2,4200
21,3,1160
22,0,6160
22,1,4560
22,2,4200
22,3,1150
23,0,6160
23,1,4570
23,2,4220
23,3,1150
24,0,6170
24,1,4570
24,2,4220
24,3,1160
25,0,6160
25,1,4580
25,2,4230
25,3,1150
26,0,6160
26,1,4580
26,2,4230
26,3,1150
27,0,6160
27,1,4580
27,2,4230
27,3,1140
28,0,6170
28,1,4570
28,2,4230
28,3,1150
29,0,6170
29,1,4570
29,2,4230
29,3,1160
30,0,6170
30,1,4580
30,2,4220
30,3,1160
31,0,6170
31,1,4580
31,2,4220
31,3,1160
32,0,6160
32,1,4580
32,2,4220
32,3,1160
33,0,6160
33,1,4580
33,2,4220
33,3,1160
34,0,6160
34,1,4580
34,2,4220
34,3,1160
35,0,6140
35,1,4580
35,2,4230
35,3,1150
36,0,6160
36,1,4580
36,2,4230
36,3,1160
37,0,6160
37,1,4580
37,2,4240
37,3,1180
38,0,6140
38,1,4580
38,2,4250
38,3,1160
39,0,6160
39,1,4580
39,2,4250
39,3,1160
40,0,6160
40,1,4570
40,2,4250
40,3,1160
41,0,6140
41,1,4570
41,2,4240
41,3,1180
42,0,6140
42,1,4580
42,2,4240
42,3,1160
43,0,6140
43,1,4580
43,2,4240
43,3,1150
44,0,6140
44,1,4580
44,2,4240
44,3,1160
45,0,6140
45,1,4580
45,2,4230
45,3,1150
46,0,6140
46,1,4580
46,2,4230
46,3,1140
47,0,6160
47,1,4570
47,2,4230
47,3,1130
48,0,6170
48,1,4570
48,2,4250
48,3,1150
49,0,6170
49,1,4570
49,2,4270
49,3,1150
50,0,6190
50,1,4570
50,2,4270
50,3,1150
51,0,6190
51,1,4570
51,2,4290
51,3,1160
52,0,6190
52,1,4580
52,2,4260
52,3,1160
53,0,6190
53,1,4580
53,2,4270
53,3,1160
54,0,6180
54,1,4580
54,2,4270
54,3,1160
55,0,6180
55,1,4580
55,2,4270
55,3,1160
56,0,6170
56,1,4580
56,2,4270
56,3,1160
57,0,6170
57,1,4580
57,2,4270
57,3,1150
58,0,6160
58,1,4570
58,2,4270
58,3,1150
59,0,6170
59,1,4570
59,2,4270
59,3,1160
60,0,6170
60,1,4570
60,2,4290
60,3,1150
61,0,6180
61,1,4580
61,2,4300
61,3,1150
62,0,6180
62,1,4570
62,2,4310
62,3,1160
63,0,6180
63,1,4570
63,2,4330
63,3,1160
64,0,6190
64,1,4570
64,2,4350
64,3,1160
65,0,6180
65,1,4580
65,2,4360
65,3,1160
66,0,6170
66,1,4560
66,2,4370
66,3,1150
67,0,6170
67,1,4550
67,2,4380
