Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,2889.3,3309.3,4019.1,4599.0
2.0,2939.8,3304.6,4019.5,4604.5
3.0,2983.5,3304.1,4019.7,4606.3
4.0,3018.2,3303.0,4019.8,4607.3
5.0,3041.1,3302.4,4019.8,4607.8
6.0,3056.5,3302.0,4019.9,4608.2
7.0,3067.6,3301.7,4019.9,4608.5
8.0,3074.7,3301.5,4019.9,4607.3
9.0,3081.4,3301.3,4019.9,4606.4
10.0,3085.7,3301.1,4021.0,4605.7
11.0,3090.4,3301.0,4022.0,4605.1
12.0,3098.2,3300.9,4022.8,4604.6
13.0,3061.9,3301.1,4023.4,4604.2
14.0,3030.4,3301.3,4024.0,4603.8
15.0,3002.9,3301.2,4024.5,4603.5
16.0,2978.6,3301.3,4024.2,4603.2
17.0,2957.0,3301.2,4023.8,4602.9
18.0,2937.6,3301.9,4024.3,4602.7
19.0,2920.1,3302.5,4024.0,4602.5
20.0,2904.3,3303.1,4023.7,4602.3
21.0,2890.0,3303.6,4023.4,4602.2
22.0,2876.9,3304.0,4023.9,4602.0
23.0,2864.9,3304.5,4023.6,4601.9
24.0,2853.9,3304.9,4023.4,4601.7
25.0,2843.8,3305.2,4022.4,4601.6
26.0,2834.4,3305.5,4022.3,4601.5
27.0,2825.8,3305.8,4022.1,4601.4
28.0,2817.8,3306.1,4022.6,4601.3
29.0,2810.4,3305.7,4022.5,4601.2
30.0,2803.6,3306.0,4022.3,4601.1
31.0,2797.2,3306.3,4022.1,4601.1
32.0,2791.3,3305.9,4022.0,4601.0
33.0,2817.6,3305.5,4021.9,4600.9
34.0,2840.9,3305.1,4021.7,4600.9
35.0,2857.9,3304.8,4022.3,4600.8
36.0,2870.5,3304.5,4022.8,4600.8
37.0,2880.9,3304.2,4023.3,4600.7
38.0,2890.7,3303.9,4023.7,4600.7
39.0,2903.7,3303.8,4024.1,4600.6
40.0,2917.1,3303.8,4024.5,4600.6
41.0,2931.6,3304.2,4024.9,4600.5
42.0,2946.5,3304.6,4024.5,4600.5
43.0,2962.3,3304.9,4024.2,4600.5
44.0,2977.0,3305.2,4024.0,4600.4
45.0,2989.5,3305.6,4023.7,4600.4
46.0,3002.5,3305.8,4023.5,4600.4
47.0,3007.5,3305.5,4023.9,4600.4
48.0,3010.3,3305.1,4023.6,4600.3
49.0,3011.6,3305.4,4023.4,4600.3
50.0,3012.1,3305.7,4023.2,4600.3
51.0,3016.5,3306.0,4023.0,4600.3
52.0,3020.6,3306.3,4022.8,4600.3
53.0,3012.8,3306.5,4022.0,4600.2
54.0,3001.0,3306.1,4021.2,4600.2
55.0,2997.1,3305.7,4020.5,4600.2
56.0,2997.9,3305.3,4019.8,4600.2
57.0,3004.5,3305.2,4019.2,4600.2
58.0,3012.6,3305.0,4018.6,4600.2
59.0,3018.9,3304.9,4017.4,4600.2
60.0,3026.7,3304.6,4017.5,4600.2
61.0,3035.9,3304.9,4017.7,4600.1
62.0,3044.6,3305.3,4017.8,4600.1
63.0,3039.1,3305.1,4018.0,4600.1
64.0,3025.6,3305.0,4017.5,4600.1
65.0,3007.2,3305.3,4017.0,4600.1
66.0,2990.6,3305.6,4017.2,4600.1
67.0,2975.8,3305.9,4017.4,4600.1
68.0,2960.5,3306.2,4018.2,4600.1
69.0,2943.1,3306.4,4019.6,4600.1
70.0,2930.0,3306.0,4019.6,4600.1
71.0,2926.1,3305.6,4019.0,4600.1
72.0,2924.4,3305.2,4017.8,4600.1
73.0,2921.6,3304.9,4017.3,4600.1
74.0,2913.7,3304.6,4016.2,4600.1
75.0,2901.2,3304.3,4015.8,4600.1
76.0,2885.7,3304.0,4015.4,4600.1
77.0,2867.3,3303.8,4015.0,4600.0
78.0,2864.2,3303.5,4014.7,4600.0
79.0,2864.6,3303.3,4014.4,4600.0
80.0,2870.1,3303.1,4014.1,4600.0
81.0,2877.8,3303.1,4013.2,4600.0
82.0,2892.2,3303.1,4012.4,4600.0
83.0,2909.4,3302.9,4011.6,4600.0
84.0,2913.3,3302.7,4011.5,4600.0
85.0,2925.4,3302.7,4012.0,4600.0
86.0,2939.9,3302.7,4012.5,4600.7
87.0,2924.9,3302.7,4012.4,4600.6
88.0,2910.9,3302.8,4012.2,4600.6
89.0,2897.8,3302.8,4012.7,4600.5
90.0,2885.6,3302.6,4013.2,4600.5
91.0,2874.1,3302.4,4013.6,4600.5
92.0,2888.7,3302.3,4014.0,4600.5
93.0,2892.0,3302.1,4015.1,4600.4
94.0,2888.0,3302.0,4016.7,4600.4
95.0,2880.4,3301.9,4017.5,4600.4
96.0,2870.1,3302.4,4018.3,4600.3
97.0,2858.4,3302.9,4019.1,4601.0
98.0,2845.7,3303.3,4018.5,4601.5
99.0,2831.7,3303.3,4018.6,4601.4
100.0,2816.8,3303.3,4018.7,4601.4
101.0,2801.5,3303.7,4017.5,4601.3
102.0,2787.9,3304.1,4017.0,4601.2
103.0,2775.1,3303.9,4017.2,4601.1
104.0,2763.2,3303.6,4017.4,4601.0
105.0,2751.4,3303.4,4017.5,4601.6
106.0,2740.3,3303.4,4017.7,4602.2
107.0,2729.3,3303.1,4017.9,4602.7
108.0,2719.1,3302.9,4018.0,4603.1
109.0,2709.5,3302.7,4018.1,4603.6
110.0,2701.1,3302.6,4018.2,4604.0
111.0,2693.3,3302.4,4018.4,4604.4
112.0,2686.0,3302.4,4018.5,4604.7
113.0,2678.5,3302.3,4017.9,4605.1
114.0,2670.9,3302.1,4018.0,4604.8
115.0,2663.7,3302.0,4018.2,4604.4
116.0,2657.7,3301.9,4017.6,4604.8
117.0,2652.0,3302.4,4017.2,4605.1
118.0,2637.1,3302.2,4040.6,4605.5
119.0,2623.1,3302.1,4068.9,4605.1
120.0,2610.6,3302.0,4094.1,4605.4
121.0,2598.3,3301.8,4115.1,4605.7
122.0,2587.5,3301.7,4133.5,4606.0
123.0,2577.3,3301.6,4149.4,4606.2
124.0,2567.8,3301.5,4162.3,4606.5
125.0,2558.9,3301.4,4175.1,4606.7
126.0,2550.0,3301.3,4190.2,4606.9
127.0,2542.2,3301.2,4209.5,4607.1
128.0,2535.0,3301.2,4209.1,4607.3
129.0,2526.3,3301.7,4208.6,4607.5
130.0,2519.4,3302.3,4208.2,4607.6
131.0,2511.1,3302.8,4207.8,4607.8
132.0,2503.9,3303.2,4226.0,4607.9
133.0,2497.2,3303.0,4241.1,4608.1
134.0,2493.5,3303.5,4253.9,4607.6
135.0,2489.4,3303.9,4265.3,4607.1
136.0,2485.6,3304.3,4275.2,4607.3
137.0,2481.4,3304.6,4284.6,4607.4
138.0,2477.4,3305.0,4292.0,4607.6
139.0,2473.7,3304.7,4297.0,4607.1
140.0,2470.3,3304.4,4298.5,4606.6
141.0,2467.7,3304.1,4298.6,4606.2
142.0,2465.2,3303.8,4298.1,4605.8
143.0,2463.6,3303.6,4297.5,4605.4
144.0,2462.1,3303.3,4297.7,4605.1
145.0,2460.7,3303.1,4298.5,4604.8
146.0,2460.0,3302.9,4300.5,4604.5
147.0,2458.7,3302.7,4301.1,4604.2
148.0,2458.1,3302.6,4300.4,4603.9
149.0,2458.2,3302.4,4297.8,4603.6
150.0,2457.7,3302.2,4294.7,4603.4
151.0,2457.2,3302.1,4292.5,4603.2
152.0,2455.5,3302.0,4292.3,4603.0
153.0,2453.2,3301.8,4292.8,4602.8
154.0,2452.3,3301.7,4295.2,4603.3
155.0,2451.5,3301.6,4298.8,4603.7
156.0,2450.8,3301.5,4303.3,4604.1
157.0,2449.4,3301.4,4307.0,4604.5
158.0,2448.8,3301.5,4311.7,4604.2
159.0,2448.3,3301.4,4315.5,4603.9
160.0,2447.7,3301.3,4318.3,4604.3
161.0,2446.6,3301.2,4320.4,4604.7
162.0,2445.5,3301.2,4322.3,4605.0
163.0,2444.5,3301.1,4321.5,4605.3
164.0,2443.6,3301.0,4316.9,4605.0
165.0,2442.1,3300.9,4311.3,4604.7
166.0,2438.7,3300.9,4305.4,4604.4
167.0,2436.2,3300.8,4300.5,4604.1
168.0,2433.9,3300.8,4297.9,4603.8
169.0,2431.7,3300.7,4297.4,4603.6
170.0,2429.6,3300.7,4297.6,4603.4
171.0,2427.7,3300.6,4295.8,4603.8
172.0,2425.3,3300.6,4293.5,4604.2
173.0,2422.4,3300.6,4289.4,4604.6
174.0,2420.3,3300.5,4284.9,4604.9
175.0,2420.3,3300.5,4284.0,4605.2
176.0,2421.5,3300.5,4285.6,4605.5
177.0,2422.7,3300.4,4295.6,4605.8
178.0,2424.5,3300.4,4305.5,4606.1
179.0,2424.2,3300.4,4318.1,4606.4
180.0,2422.6,3300.3,4326.6,4606.6
181.0,2422.5,3301.0,4332.0,4606.8
182.0,2423.0,3301.6,4335.1,4607.0
183.0,2424.1,3302.1,4338.6,4607.2
184.0,2425.1,3302.6,4343.2,4607.4
185.0,2426.0,3303.1,4347.5,4607.6
186.0,2426.3,3302.9,4351.5,4607.7
187.0,2426.5,3302.7,4354.0,4607.9
188.0,2426.1,3302.5,4356.3,4608.0
189.0,2425.7,3302.4,4359.8,4607.5
190.0,2425.4,3302.9,4363.7,4607.0
191.0,2425.0,3302.9,4362.2,4606.5
192.0,2425.3,3303.3,4356.2,4606.1
193.0,2425.6,3303.8,4349.4,4605.7
194.0,2425.3,3304.2,4341.0,4605.4
195.0,2423.6,3304.5,4331.9,4605.0
196.0,2422.1,3304.9,4331.2,4604.7
197.0,2420.7,3304.6,4334.3,4604.4
198.0,2420.6,3304.9,4339.2,4604.1
199.0,2421.2,3305.2,4345.7,4603.8
200.0,2422.5,3305.6,4352.4,4603.6
201.0,2424.2,3305.8,4358.7,4603.4
202.0,2425.3,3306.1,4364.0,4603.1
203.0,2426.8,3306.4,4368.9,4602.9
204.0,2428.3,3306.6,4372.8,4602.8
205.0,2429.7,3306.2,4375.8,4602.6
206.0,2431.0,3305.8,4376.8,4602.4
207.0,2432.3,3305.4,4377.6,4602.3
208.0,2432.1,3305.1,4378.4,4602.1
209.0,2433.3,3304.9,4379.8,4602.0
210.0,2433.7,3304.6,4381.7,4601.8
211.0,2433.5,3304.3,4382.9,4601.7
212.0,2432.6,3304.0,4384.7,4601.6
213.0,2431.8,3303.8,4372.9,4601.5
214.0,2431.0,3303.5,4361.9,4601.4
215.0,2431.6,3303.3,4351.6,4602.0
216.0,2431.5,3303.1,4341.9,4602.5
217.0,2431.4,3302.9,4332.9,4603.0
218.0,2430.7,3302.7,4324.5,4603.4
219.0,2430.6,3302.5,4316.6,4603.8
220.0,2429.9,3302.4,4309.2,4604.2
221.0,2429.3,3302.9,4321.5,4604.6
222.0,2426.8,3303.3,4313.8,4605.0
223.0,2424.4,3303.7,4306.6,4605.3
224.0,2424.1,3304.2,4299.8,4605.6
225.0,2423.8,3304.5,4312.1,4605.9
226.0,2423.6,3304.9,4320.3,4606.1
227.0,2424.0,3305.2,4328.1,4605.7
228.0,2423.8,3304.9,4334.0,4606.0
229.0,2423.5,3304.6,4339.5,4606.3
