数据序列,设备号,测量值
0,0,3170
0,1,4700
0,2,2770
0,3,4620
1,0,3140
1,1,4700
1,2,2780
1,3,4620
2,0,3140
2,1,4690
2,2,2790
2,3,4620
3,0,3160
3,1,4700
3,2,2790
3,3,4630
4,0,3120
4,1,4700
4,2,2800
4,3,4630
5,0,3130
5,1,4700
5,2,2790
5,3,4630
6,0,3120
6,1,4710
6,2,2780
6,3,4630
7,0,3110
7,1,4700
7,2,2770
7,3,4620
8,0,3160
8,1,4700
8,2,2770
8,3,4610
9,0,3160
9,1,4700
9,2,2770
9,3,4610
10,0,3160
10,1,4700
10,2,2770
10,3,4610
11,0,3140
11,1,4700
11,2,2780
11,3,4600
12,0,3100
12,1,4710
12,2,2770
12,3,4610
13,0,3120
13,1,4710
13,2,2770
13,3,4610
14,0,3160
14,1,4710
14,2,2770
14,3,4620
15,0,3110
15,1,4720
15,2,2770
15,3,4610
16,0,3090
16,1,4710
16,2,2780
16,3,4610
17,0,3150
17,1,4710
17,2,2780
17,3,4610
18,0,3120
18,1,4710
18,2,2780
18,3,4610
19,0,3140
19,1,4710
19,2,2770
19,3,4620
20,0,3100
20,1,4710
20,2,2770
20,3,4620
21,0,3120
21,1,4710
21,2,2770
21,3,4620
22,0,3080
22,1,4710
22,2,2770
22,3,4610
23,0,3100
23,1,4700
23,2,2770
23,3,4610
24,0,3080
24,1,4700
24,2,2770
24,3,4610
25,0,3090
25,1,4700
25,2,2770
25,3,4620
26,0,3150
26,1,4700
26,2,2770
26,3,4620
27,0,3080
27,1,4700
27,2,2770
27,3,4610
28,0,3100
28,1,4700
28,2,2780
28,3,4610
29,0,3150
29,1,4700
29,2,2780
29,3,4600
30,0,3130
30,1,4700
30,2,2780
30,3,4610
31,0,3080
31,1,4700
31,2,2780
31,3,4610
32,0,3090
32,1,4710
32,2,2780
32,3,4610
33,0,3120
33,1,4700
33,2,2780
33,3,4620
34,0,3140
34,1,4700
34,2,2780
34,3,4620
35,0,3100
35,1,4700
35,2,2780
35,3,4610
36,0,3140
36,1,4700
36,2,2780
36,3,4600
37,0,3110
37,1,4700
37,2,2780
37,3,4610
38,0,3110
38,1,4710
38,2,2780
38,3,4600
39,0,3150
39,1,4710
39,2,2780
39,3,4600
40,0,3090
40,1,4710
40,2,2780
40,3,4600
41,0,3100
41,1,4710
41,2,2780
41,3,4600
42,0,3110
42,1,4700
42,2,2780
42,3,4600
43,0,3110
43,1,4700
43,2,2770
43,3,4600
44,0,3100
44,1,4710
44,2,2770
44,3,4610
45,0,3080
45,1,4700
45,2,2770
45,3,4620
46,0,3110
46,1,4700
46,2,2770
46,3,4620
47,0,3110
47,1,4710
47,2,2770
47,3,4620
48,0,3110
48,1,4710
48,2,2770
48,3,4610
49,0,3090
49,1,4710
49,2,2770
49,3,4620
50,0,3150
50,1,4710
50,2,2760
50,3,4610
51,0,3130
51,1,4710
51,2,2760
51,3,4610
52,0,3090
52,1,4710
52,2,2760
52,3,4610
