数据序列,设备号,测量值
0,0,4110
0,1,4610
0,2,2670
0,3,3370
1,0,4100
1,1,4610
1,2,2680
1,3,3380
2,0,4110
2,1,4610
2,2,2650
2,3,3380
3,0,4100
3,1,4610
3,2,2650
3,3,3390
4,0,4090
4,1,4610
4,2,2650
4,3,3390
5,0,4090
5,1,4600
5,2,2650
5,3,3390
6,0,4090
6,1,4600
6,2,2700
6,3,3370
7,0,4100
7,1,4610
7,2,2800
7,3,3370
8,0,4090
8,1,4610
8,2,2830
8,3,3370
9,0,4100
9,1,4610
9,2,2960
9,3,3370
10,0,4120
10,1,4620
10,2,2870
10,3,3370
11,0,4120
11,1,4610
11,2,2900
11,3,3370
12,0,4130
12,1,4610
12,2,2930
12,3,3380
13,0,4110
13,1,4620
13,2,2960
13,3,3370
14,0,4110
14,1,4610
14,2,2990
14,3,3380
15,0,4100
15,1,4610
15,2,3000
15,3,3380
16,0,4090
16,1,4620
16,2,3000
16,3,3380
17,0,4080
17,1,4620
17,2,3020
17,3,3370
18,0,4100
18,1,4610
18,2,3030
18,3,3370
19,0,4100
19,1,4610
19,2,3030
19,3,3370
20,0,4090
20,1,4610
20,2,3030
20,3,3370
21,0,4090
21,1,4610
21,2,3020
21,3,3380
22,0,4100
22,1,4610
22,2,3010
22,3,3380
23,0,4090
23,1,4610
23,2,3010
23,3,3380
24,0,4080
24,1,4600
24,2,3000
24,3,3380
25,0,4100
25,1,4600
25,2,2990
25,3,3370
26,0,4090
26,1,4600
26,2,2980
26,3,3370
27,0,4110
27,1,4600
27,2,2990
27,3,3360
28,0,4100
28,1,4610
28,2,3010
28,3,3370
29,0,4090
29,1,4610
29,2,3010
29,3,3380
30,0,4100
30,1,4610
30,2,3010
30,3,3380
31,0,4110
31,1,4610
31,2,3000
31,3,3370
32,0,4110
32,1,4610
32,2,2980
32,3,3370
33,0,4090
33,1,4620
33,2,2960
33,3,3380
34,0,4070
34,1,4610
34,2,2950
34,3,3380
35,0,4090
35,1,4610
35,2,2950
35,3,3380
36,0,4110
36,1,4610
36,2,2950
36,3,3380
37,0,4110
37,1,4610
37,2,2950
37,3,3370
38,0,4110
38,1,4610
38,2,2950
38,3,3370
39,0,4110
39,1,4610
39,2,2950
39,3,3370
40,0,4100
40,1,4610
40,2,2950
40,3,3370
41,0,4090
41,1,4610
41,2,2950
41,3,3370
42,0,4090
42,1,4610
42,2,2950
42,3,3370
43,0,4100
43,1,4610
43,2,2950
43,3,3370
44,0,4120
44,1,4620
44,2,2950
44,3,3380
45,0,4120
45,1,4610
45,2,2950
45,3,3380
46,0,4110
46,1,4620
46,2,2970
46,3,3380
47,0,4100
47,1,4610
47,2,3000
47,3,3380
48,0,4090
48,1,4610
48,2,2980
48,3,3380
49,0,4110
49,1,4610
49,2,3010
49,3,3380
50,0,4100
50,1,4610
50,2,3050
50,3,3380
51,0,4090
51,1,4610
51,2,3090
51,3,3390
52,0,4090
52,1,4610
52,2,3080
52,3,3380
53,0,4090
53,1,4610
53,2,3060
53,3,3380
54,0,4080
54,1,4610
54,2,3020
54,3,3380
55,0,4090
55,1,4610
55,2,2990
55,3,3380
56,0,4080
56,1,4610
56,2,2970
56,3,3380
57,0,4080
57,1,4610
57,2,2960
57,3,3380
58,0,4090
58,1,4620
58,2,2950
58,3,3390
59,0,4080
59,1,4620
59,2,2950
59,3,3390
60,0,4080
60,1,4620
60,2,2970
60,3,3390
61,0,4080
61,1,4610
61,2,2980
61,3,3390
62,0,4080
62,1,4600
62,2,2990
62,3,3380
63,0,4080
63,1,4600
63,2,3000
63,3,3380
64,0,4070
64,1,4610
64,2,2990
64,3,3380
65,0,4090
65,1,4620
65,2,2990
65,3,3390
66,0,4110
66,1,4610
66,2,2990
66,3,3380
67,0,4110
67,1,4610
67,2,2980
67,3,3390
68,0,4110
68,1,4610
68,2,2970
68,3,3390
69,0,4120
69,1,4610
69,2,2960
69,3,3380
70,0,4120
70,1,4610
70,2,2960
70,3,3380
71,0,4120
71,1,4610
71,2,2980
71,3,3380
72,0,4110
72,1,4610
72,2,2990
72,3,3370
73,0,4110
73,1,4610
73,2,3000
73,3,3370
74,0,4120
74,1,4610
74,2,3000
74,3,3370
75,0,4120
75,1,4610
75,2,3010
75,3,3370
76,0,4110
76,1,4610
76,2,3020
76,3,3370
77,0,4100
77,1,4610
77,2,3030
77,3,3360
78,0,4090
78,1,4610
78,2,3030
78,3,3340
79,0,4090
79,1,4610
79,2,3030
79,3,3360
80,0,4100
80,1,4620
80,2,3020
80,3,3370
81,0,4090
81,1,4610
81,2,3010
81,3,3360
82,0,4080
82,1,4610
82,2,3010
82,3,3370
83,0,4100
83,1,4620
83,2,2990
83,3,3370
84,0,4110
84,1,4620
84,2,3010
84,3,3370
85,0,4110
85,1,4610
85,2,3020
85,3,3370
86,0,4090
86,1,4610
86,2,3000
86,3,3370
87,0,4080
87,1,4610
87,2,2990
87,3,3370
88,0,4100
88,1,4610
88,2,2980
88,3,3370
89,0,4090
89,1,4610
89,2,2970
89,3,3370
90,0,4100
90,1,4620
90,2,2960
90,3,3370
91,0,4090
91,1,4620
91,2,2970
91,3,3370
92,0,4090
92,1,4620
92,2,2960
92,3,3370
93,0,4100
93,1,4630
93,2,2970
93,3,3380
94,0,4110
94,1,4630
94,2,2970
94,3,3380
95,0,4110
95,1,4630
95,2,2990
95,3,3380
96,0,4110
96,1,4630
96,2,3000
96,3,3370
97,0,4100
97,1,4630
97,2,3000
97,3,3370
98,0,4120
98,1,4620
98,2,3000
98,3,3370
99,0,4120
99,1,4610
99,2,3000
99,3,3370
100,0,4120
100,1,4620
100,2,3000
100,3,3370
101,0,4120
101,1,4620
101,2,2980
101,3,3370
102,0,4110
102,1,4620
102,2,2960
102,3,3370
103,0,4110
103,1,4620
103,2,2960
103,3,3370
104,0,4090
104,1,4610
104,2,2950
104,3,3380
105,0,4080
105,1,4610
105,2,2940
105,3,3380
106,0,4090
106,1,4610
106,2,2930
106,3,3370
107,0,4080
107,1,4610
107,2,2930
107,3,3360
108,0,4080
108,1,4610
108,2,2920
108,3,3360
109,0,4090
109,1,4620
109,2,2920
109,3,3360
110,0,4090
110,1,4620
110,2,2920
110,3,3360
111,0,4090
111,1,4610
111,2,2920
111,3,3370
112,0,4090
112,1,4610
112,2,2930
112,3,3370
113,0,4090
113,1,4610
113,2,2930
113,3,3370
114,0,4090
114,1,4610
114,2,2930
114,3,3370
115,0,4110
115,1,4610
115,2,2940
115,3,3380
116,0,4100
116,1,4610
116,2,2940
116,3,3380
117,0,4090
117,1,4610
117,2,2940
117,3,3380
118,0,4090
118,1,4610
118,2,2940
118,3,3370
119,0,4090
119,1,4610
119,2,2950
119,3,3370
120,0,4100
120,1,4610
120,2,2950
120,3,3380
121,0,4110
121,1,4600
121,2,2950
121,3,3380
122,0,4110
122,1,4600
122,2,2940
122,3,3380
123,0,4100
123,1,4610
123,2,2940
123,3,3370
124,0,4090
124,1,4610
124,2,2940
124,3,3370
125,0,4090
125,1,4610
125,2,2950
125,3,3370
173,0,4100
173,1,4850
173,2,2400
173,3,3380
174,0,4100
174,1,4940
174,2,2400
174,3,3390
175,0,4110
175,1,4940
175,2,2400
175,3,3390
176,0,4110
176,1,4940
176,2,2400
176,3,3380
177,0,4120
177,1,4960
177,2,2390
177,3,3380
178,0,4120
178,1,4940
178,2,2390
178,3,3370
179,0,4110
179,1,4920
179,2,2400
179,3,3360
180,0,4120
180,1,4880
180,2,2400
180,3,3360
181,0,4110
181,1,4850
181,2,2400
181,3,3370
182,0,4110
182,1,4850
182,2,2400
182,3,3370
183,0,4100
183,1,4870
183,2,2400
183,3,3370
184,0,4110
184,1,4860
184,2,2400
184,3,3370
185,0,4110
185,1,4850
185,2,2400
185,3,3360
186,0,4110
186,1,4860
186,2,2400
186,3,3370
187,0,4110
187,1,4890
187,2,2400
187,3,3380
188,0,4100
188,1,4930
188,2,2400
188,3,3380
189,0,4110
189,1,4950
189,2,2400
189,3,3390
190,0,4100
190,1,4960
190,2,2400
190,3,3380
191,0,4110
191,1,4950
191,2,2400
191,3,3370
192,0,4110
192,1,4940
192,2,2400
192,3,3370
193,0,4120
193,1,4930
193,2,2400
193,3,3380
194,0,4100
194,1,4930
194,2,2400
194,3,3390
195,0,4100
195,1,4930
195,2,2390
195,3,3390
196,0,4090
196,1,4920
196,2,2390
196,3,3380
197,0,4090
197,1,4920
197,2,2390
197,3,3380
198,0,4080
198,1,4920
198,2,2400
198,3,3390
199,0,4100
199,1,4920
199,2,2400
199,3,3390
200,0,4100
200,1,4920
200,2,2400
200,3,3390
201,0,4090
201,1,4930
201,2,2390
201,3,3390
202,0,4090
202,1,4930
202,2,2390
202,3,3380
203,0,4090
203,1,4930
203,2,2390
203,3,3380
204,0,4090
204,1,4920
204,2,2390
204,3,3380
205,0,4090
205,1,4920
205,2,2400
205,3,3390
206,0,4080
206,1,4920
206,2,2400
206,3,3380
207,0,4080
207,1,4910
207,2,2400
207,3,3380
208,0,4090
208,1,4920
208,2,2400
208,3,3380
209,0,4100
209,1,4920
209,2,2400
209,3,3390
210,0,4100
210,1,4930
210,2,2400
210,3,3390
211,0,4090
211,1,4920
211,2,2420
211,3,3390
212,0,4090
212,1,4910
212,2,2400
212,3,3380
213,0,4100
213,1,4940
213,2,2400
213,3,3380
214,0,4090
214,1,4940
214,2,2400
214,3,3390
215,0,4100
215,1,4920
215,2,2400
215,3,3380
216,0,4100
216,1,4920
216,2,2390
216,3,3380
217,0,4090
217,1,4950
217,2,2390
217,3,3380
218,0,4090
218,1,4930
218,2,2390
218,3,3380
219,0,4100
219,1,4960
219,2,2390
219,3,3360
220,0,4100
220,1,4950
220,2,2390
220,3,3370
221,0,4100
221,1,4980
221,2,2390
221,3,3370
222,0,4100
222,1,4970
222,2,2390
222,3,3370
223,0,4110
223,1,4940
223,2,2390
223,3,3370
224,0,4100
224,1,4930
224,2,2390
224,3,3370
225,0,4110
225,1,4910
225,2,2400
225,3,3370
226,0,4100
226,1,4890
226,2,2400
226,3,3370
227,0,4100
227,1,4920
227,2,2400
227,3,3370
228,0,4120
228,1,5100
228,2,2420
228,3,3370
229,0,4100
229,1,5190
229,2,2390
229,3,3370
230,0,4110
230,1,5300
230,2,2390
230,3,3370
231,0,4110
231,1,5160
231,2,2390
231,3,3360
232,0,4120
232,1,5040
232,2,2390
232,3,3360
233,0,4120
233,1,5090
233,2,2390
233,3,3360
234,0,4120
234,1,5140
234,2,2390
234,3,3370
235,0,4120
235,1,5190
235,2,2390
235,3,3370
236,0,4120
236,1,5100
236,2,2400
236,3,3370
237,0,4120
237,1,5060
237,2,2400
237,3,3380
238,0,4110
238,1,5050
238,2,2400
238,3,3380
239,0,4120
239,1,5010
239,2,2400
239,3,3370
240,0,4110
240,1,4950
240,2,2400
240,3,3370
241,0,4120
241,1,5040
241,2,2390
241,3,3370
242,0,4130
242,1,5080
242,2,2390
242,3,3370
243,0,4120
243,1,5110
243,2,2390
243,3,3370
244,0,4110
244,1,5110
244,2,2390
244,3,3370
245,0,4110
245,1,5080
245,2,2400
245,3,3370
246,0,4110
246,1,5090
246,2,2400
246,3,3370
247,0,4120
247,1,5130
247,2,2400
247,3,3370
248,0,4120
248,1,5070
248,2,2420
248,3,3380
249,0,4120
249,1,5040
249,2,2420
249,3,3380
250,0,4130
250,1,5000
250,2,2420
250,3,3380
251,0,4120
251,1,4980
251,2,2420
251,3,3380
252,0,4120
252,1,4950
252,2,2400
252,3,3380
253,0,4110
253,1,4930
253,2,2400
253,3,3380
254,0,4120
254,1,4930
254,2,2400
254,3,3390
255,0,4120
255,1,5060
255,2,2420
255,3,3390
256,0,4110
256,1,5150
256,2,2420
256,3,3370
257,0,4110
257,1,5140
257,2,2400
257,3,3380
258,0,4120
258,1,5140
258,2,2400
258,3,3380
259,0,4120
259,1,5110
259,2,2400
259,3,3380
260,0,4110
260,1,5100
260,2,2400
260,3,3380
261,0,4110
261,1,5170
261,2,2390
261,3,3380
262,0,4120
262,1,5250
262,2,2390
262,3,3380
263,0,4120
263,1,5260
263,2,2390
263,3,3380
264,0,4130
264,1,5260
264,2,2400
264,3,3380
265,0,4130
265,1,5260
265,2,2390
265,3,3380
266,0,4130
266,1,5230
266,2,2390
266,3,3380
267,0,4130
267,1,5200
267,2,2390
267,3,3380
268,0,4130
268,1,5160
268,2,2390
268,3,3390
269,0,4140
269,1,5160
269,2,2380
269,3,3370
270,0,4130
270,1,5160
270,2,2400
270,3,3370
271,0,4120
271,1,5130
271,2,2400
271,3,3370
272,0,4120
272,1,5090
272,2,2400
272,3,3380
273,0,4120
273,1,5080
273,2,2400
273,3,3380
274,0,4120
274,1,5080
274,2,2420
274,3,3370
275,0,4110
275,1,5080
275,2,2430
275,3,3370
276,0,4110
276,1,5080
276,2,2430
276,3,3370
277,0,4120
277,1,5070
277,2,2420
277,3,3370
278,0,4130
278,1,5080
278,2,2400
278,3,3360
279,0,4120
279,1,5150
279,2,2400
279,3,3360
280,0,4120
280,1,5230
280,2,2400
280,3,3360
281,0,4120
281,1,5300
281,2,2400
281,3,3360
282,0,4120
282,1,5310
282,2,2420
282,3,3370
283,0,4110
283,1,5330
283,2,2420
283,3,3370
284,0,4110
284,1,5290
284,2,2420
284,3,3370
285,0,4110
285,1,5320
285,2,2420
285,3,3360
