Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3549.2,2899.3,4219.1,3509.2
2.0,3549.6,2914.7,4214.5,3509.6
3.0,3546.4,2923.2,4213.0,3509.7
4.0,3547.3,2932.5,4214.8,3509.8
5.0,3547.9,2944.3,4215.8,3507.8
6.0,3548.2,2952.3,4216.6,3506.4
7.0,3548.5,2959.5,4217.1,3505.5
8.0,3548.7,2964.9,4217.5,3504.7
9.0,3547.6,2969.2,4217.8,3504.2
10.0,3546.8,2970.4,4218.0,3502.6
11.0,3547.1,2972.5,4218.2,3501.3
12.0,3546.4,2976.1,4218.4,3501.1
13.0,3545.8,2977.4,4218.6,3501.0
14.0,3546.2,2976.8,4218.7,3501.8
15.0,3546.5,2978.8,4218.8,3502.5
16.0,3546.8,2980.5,4218.9,3502.3
17.0,3547.9,2978.9,4219.0,3502.1
18.0,3548.8,2975.8,4219.1,3501.2
19.0,3548.9,2970.8,4219.1,3500.3
20.0,3549.0,2964.8,4219.2,3499.6
21.0,3549.1,2960.1,4219.3,3498.9
22.0,3549.1,2956.5,4218.6,3498.2
23.0,3549.2,2953.2,4218.0,3497.6
24.0,3549.2,2950.8,4217.4,3497.1
25.0,3548.6,2948.0,4216.9,3496.6
26.0,3548.0,2947.5,4216.4,3496.2
27.0,3548.1,2948.3,4216.0,3495.7
28.0,3548.3,2951.1,4215.6,3495.4
29.0,3548.4,2954.4,4215.9,3495.7
30.0,3548.5,2958.2,4216.2,3495.3
31.0,3548.6,2962.9,4216.4,3494.9
32.0,3548.7,2968.7,4216.7,3495.9
33.0,3548.8,2960.5,4216.7,3497.5
34.0,3548.2,2966.4,4216.8,3498.3
35.0,3547.7,2970.6,4217.0,3499.1
36.0,3547.2,2973.9,4217.1,3499.2
37.0,3546.7,2976.9,4217.2,3499.2
38.0,3546.2,2979.7,4217.2,3499.3
39.0,3545.8,2982.3,4217.4,3498.7
40.0,3546.1,2984.8,4217.6,3498.1
41.0,3546.4,2987.1,4217.7,3498.2
42.0,3546.0,2988.6,4217.9,3498.3
43.0,3546.0,2989.9,4218.0,3499.1
44.0,3545.6,2991.2,4218.1,3499.8
45.0,3545.2,2993.1,4218.1,3500.5
46.0,3544.9,2995.5,4218.1,3501.7
47.0,3544.6,2997.7,4218.1,3502.9
48.0,3544.9,3001.1,4218.2,3502.7
49.0,3545.2,3004.3,4217.7,3503.2
50.0,3546.2,3005.9,4217.2,3503.6
51.0,3546.4,3006.9,4217.4,3504.0
52.0,3546.7,3007.1,4217.6,3504.4
53.0,3546.9,3007.2,4217.7,3504.1
54.0,3547.1,3007.4,4217.9,3503.9
55.0,3547.3,3006.9,4218.0,3503.0
56.0,3548.1,3005.2,4218.1,3502.1
57.0,3548.9,3003.6,4218.2,3501.4
58.0,3548.9,3002.1,4218.4,3500.6
59.0,3549.0,3000.6,4218.3,3499.9
60.0,3549.1,2999.9,4218.3,3499.3
61.0,3549.1,2999.9,4218.4,3498.1
62.0,3549.2,3000.6,4218.5,3496.9
63.0,3549.2,3001.8,4218.6,3496.4
64.0,3549.3,3005.0,4218.7,3496.0
65.0,3548.7,2994.6,4218.8,3495.6
66.0,3548.1,2985.0,4218.9,3495.3
67.0,3547.6,2976.0,4218.3,3494.9
68.0,3547.1,2967.5,4217.8,3495.3
69.0,3546.7,2959.6,4217.3,3495.6
70.0,3546.2,2952.2,4217.3,3495.9
71.0,3545.8,2945.3,4217.5,3496.1
72.0,3545.4,2952.1,4217.5,3496.4
73.0,3545.1,2957.1,4217.0,3496.0
74.0,3544.8,2960.5,4217.2,3496.2
75.0,3544.5,2963.7,4217.4,3496.5
76.0,3544.2,2966.7,4217.6,3496.0
77.0,3544.5,2969.5,4217.6,3495.7
78.0,3544.9,2972.1,4217.6,3495.3
79.0,3545.2,2977.1,4217.6,3495.0
80.0,3545.5,2968.6,4217.7,3494.6
81.0,3546.5,2960.6,4217.2,3495.0
82.0,3547.3,2953.2,4217.4,3495.3
83.0,3547.3,2946.2,4217.5,3495.6
84.0,3547.2,2939.7,4217.6,3495.9
85.0,3548.0,2933.6,4217.6,3495.5
86.0,3548.8,2927.8,4217.6,3494.5
87.0,3549.5,2934.4,4217.6,3493.6
88.0,3549.5,2940.0,4217.7,3492.7
89.0,3549.6,2945.1,4217.7,3492.5
90.0,3549.6,2949.3,4217.7,3492.4
91.0,3549.6,2953.2,4217.9,3491.6
92.0,3549.6,2956.9,4218.0,3490.8
93.0,3549.7,2959.0,4218.1,3490.8
94.0,3549.0,2960.4,4218.2,3490.7
95.0,3548.8,2961.0,4218.4,3490.7
96.0,3548.3,2960.9,4218.5,3490.6
97.0,3547.7,2960.9,4218.6,3490.6
98.0,3547.6,2960.8,4218.7,3490.5
99.0,3547.1,2962.0,4218.7,3491.2
100.0,3546.7,2964.5,4218.8,3491.7
101.0,3546.2,2967.4,4218.9,3492.9
102.0,3545.8,2970.2,4219.0,3493.4
103.0,3545.5,2972.7,4219.0,3493.8
104.0,3545.1,2975.8,4219.1,3494.2
105.0,3545.4,2978.0,4219.2,3494.6
106.0,3545.7,2981.3,4219.2,3494.9
107.0,3546.6,2984.5,4219.3,3495.9
108.0,3547.5,2987.4,4219.3,3496.8
109.0,3548.3,2989.5,4219.4,3497.7
110.0,3548.4,2990.8,4219.4,3498.4
111.0,3547.9,2992.1,4219.4,3499.2
112.0,3547.8,2993.2,4219.5,3499.2
113.0,3547.6,2995.0,4218.9,3499.9
114.0,3547.8,2996.6,4218.3,3500.6
115.0,3547.9,2998.1,4217.8,3500.5
116.0,3548.1,2999.5,4217.9,3501.2
117.0,3548.2,3000.8,4218.0,3501.1
118.0,3549.0,3002.1,4218.2,3501.0
119.0,3549.0,3003.9,4218.3,3500.9
120.0,3549.1,3004.3,4218.4,3500.2
121.0,3549.1,3005.3,4218.5,3499.6
122.0,3549.2,3006.9,4218.6,3499.0
123.0,3549.9,3008.4,4218.7,3499.0
124.0,3550.5,3009.8,4218.8,3499.7
125.0,3550.3,3010.4,4218.2,3500.4
126.0,3550.0,3010.4,4218.3,3500.4
127.0,3550.6,3010.4,4218.4,3499.7
128.0,3549.9,2993.6,4218.4,3517.8
129.0,3549.9,2977.9,4217.9,3536.0
130.0,3549.9,2962.5,4217.9,3553.0
131.0,3550.0,2946.2,4217.9,3563.8
132.0,3550.0,2931.7,4217.4,3568.0
133.0,3549.3,2919.3,4216.9,3569.5
134.0,3548.7,2907.7,4217.1,3570.1
135.0,3548.5,2896.9,4217.3,3570.8
136.0,3548.4,2886.8,4217.5,3572.7
137.0,3547.8,2877.3,4217.5,3575.7
138.0,3547.3,2868.5,4217.5,3582.4
139.0,3546.9,2860.2,4217.7,3591.3
140.0,3546.4,2850.5,4217.8,3597.7
141.0,3546.0,2842.1,4218.0,3603.6
142.0,3545.6,2834.2,4218.1,3609.2
143.0,3545.9,2826.9,4218.2,3613.1
144.0,3545.5,2821.3,4218.3,3614.8
145.0,3545.2,2816.0,4217.8,3615.8
146.0,3544.8,2811.1,4217.3,3616.7
147.0,3545.2,2806.5,4216.8,3618.2
148.0,3545.5,2802.2,4216.4,3621.6
149.0,3545.8,2798.2,4216.0,3626.0
150.0,3546.0,2794.5,4216.2,3630.8
151.0,3545.6,2791.0,4216.5,3635.2
152.0,3545.9,2786.4,4216.7,3639.4
153.0,3546.8,2782.1,4216.9,3644.6
154.0,3547.7,2778.1,4217.1,3652.0
155.0,3548.5,2774.4,4217.3,3660.9
156.0,3549.2,2770.8,4217.3,3658.6
157.0,3549.0,2768.9,4217.4,3667.0
158.0,3549.7,2765.7,4217.6,3673.7
159.0,3550.4,2764.1,4217.7,3679.9
160.0,3550.1,2763.1,4217.9,3685.0
161.0,3549.8,2759.7,4218.0,3690.5
162.0,3550.5,2756.5,4218.1,3695.6
163.0,3549.8,2754.2,4218.3,3699.8
164.0,3549.2,2753.2,4218.4,3702.4
165.0,3549.9,2752.4,4218.5,3703.5
166.0,3549.9,2751.6,4218.6,3703.9
167.0,3549.9,2751.5,4218.7,3705.0
168.0,3549.9,2750.7,4218.7,3704.0
169.0,3549.9,2750.1,4218.8,3703.1
170.0,3549.9,2749.4,4218.9,3701.6
171.0,3549.3,2748.8,4219.0,3697.6
172.0,3549.3,2748.2,4219.0,3693.9
173.0,3548.7,2746.4,4219.1,3689.2
174.0,3548.8,2744.7,4219.2,3685.3
175.0,3548.9,2743.1,4219.2,3692.7
176.0,3549.0,2741.6,4219.3,3688.3
177.0,3549.7,2740.2,4219.3,3684.2
178.0,3550.3,2740.2,4219.4,3680.3
179.0,3549.7,2740.2,4219.4,3676.7
180.0,3549.4,2738.9,4219.4,3673.3
181.0,3549.2,2737.7,4219.5,3670.1
182.0,3549.0,2736.5,4219.5,3677.2
183.0,3548.8,2736.8,4219.5,3681.2
184.0,3548.6,2737.0,4218.9,3685.0
185.0,3548.1,2737.2,4218.3,3687.9
186.0,3548.2,2737.4,4218.5,3690.0
187.0,3548.3,2737.5,4218.6,3691.3
188.0,3548.4,2737.7,4218.6,3693.1
189.0,3548.5,2737.8,4218.6,3694.2
190.0,3548.6,2738.0,4218.6,3695.2
191.0,3548.1,2738.1,4218.5,3695.5
192.0,3547.5,2738.2,4218.5,3695.8
193.0,3547.7,2738.3,4218.5,3697.4
194.0,3547.2,2737.2,4218.4,3699.5
195.0,3546.7,2734.8,4218.4,3701.5
196.0,3546.7,2732.5,4218.4,3702.7
197.0,3546.3,2731.7,4218.4,3702.5
198.0,3546.5,2731.0,4218.5,3702.3
199.0,3547.4,2731.5,4218.6,3702.2
200.0,3548.2,2732.1,4218.7,3703.3
201.0,3548.9,2732.6,4218.7,3704.4
202.0,3549.7,2733.7,4218.8,3705.4
203.0,3550.3,2734.8,4218.9,3704.4
204.0,3550.3,2735.7,4219.0,3703.5
205.0,3549.6,2736.7,4218.9,3703.3
206.0,3549.0,2736.9,4218.8,3703.0
207.0,3548.4,2737.1,4218.8,3703.5
208.0,3547.9,2737.3,4218.7,3705.2
209.0,3547.4,2738.1,4218.2,3708.1
210.0,3546.9,2736.9,4217.7,3708.2
211.0,3547.1,2735.8,4217.8,3708.3
