数据序列,设备号,测量值
0,0,4830
0,1,2580
0,2,4700
0,3,2670
1,0,4830
1,1,2590
1,2,4710
1,3,2670
2,0,4840
2,1,2580
2,2,4710
2,3,2670
3,0,4840
3,1,2570
3,2,4700
3,3,2670
4,0,4790
4,1,2590
4,2,4710
4,3,2670
5,0,4990
5,1,2590
5,2,4700
5,3,2660
6,0,5160
6,1,2590
6,2,4700
6,3,2660
7,0,5290
7,1,2590
7,2,4700
7,3,2670
8,0,5350
8,1,2600
8,2,4700
8,3,2680
9,0,5400
9,1,2590
9,2,4700
9,3,2670
10,0,5330
10,1,2580
10,2,4700
10,3,2670
11,0,5200
11,1,2590
11,2,4700
11,3,2670
12,0,5170
12,1,2580
12,2,4690
12,3,2670
13,0,5160
13,1,2580
13,2,4690
13,3,2660
14,0,5040
14,1,2580
14,2,4690
14,3,2660
15,0,5210
15,1,2590
15,2,4690
15,3,2650
16,0,5070
16,1,2600
16,2,4690
16,3,2660
17,0,4990
17,1,2590
17,2,4680
17,3,2680
18,0,4920
18,1,2580
18,2,4680
18,3,2660
19,0,4890
19,1,2570
19,2,4680
19,3,2660
20,0,4890
20,1,2570
20,2,4680
20,3,2650
21,0,5090
21,1,2560
21,2,4680
21,3,2650
22,0,5230
22,1,2560
22,2,4680
22,3,2650
23,0,5340
23,1,2570
23,2,4700
23,3,2660
24,0,5340
24,1,2580
24,2,4700
24,3,2660
25,0,5240
25,1,2580
25,2,4700
25,3,2660
26,0,5150
26,1,2580
26,2,4700
26,3,2660
27,0,5090
27,1,2580
27,2,4690
27,3,2670
28,0,5040
28,1,2580
28,2,4690
28,3,2680
29,0,4980
29,1,2580
29,2,4700
29,3,2670
30,0,4940
30,1,2580
30,2,4690
30,3,2670
31,0,4930
31,1,2590
31,2,4690
31,3,2660
32,0,4960
32,1,2590
32,2,4690
32,3,2670
33,0,5050
33,1,2590
33,2,4680
33,3,2670
34,0,5040
34,1,2580
34,2,4680
34,3,2670
35,0,5020
35,1,2590
35,2,4680
35,3,2670
36,0,5010
36,1,2570
36,2,4670
36,3,2670
37,0,4970
37,1,2590
37,2,4670
37,3,2660
38,0,4940
38,1,2590
38,2,4670
38,3,2670
39,0,4910
39,1,2600
39,2,4680
39,3,2660
40,0,4870
40,1,2600
40,2,4680
40,3,2660
41,0,4830
41,1,2600
41,2,4680
41,3,2670
42,0,4810
42,1,2590
42,2,4680
42,3,2670
43,0,4800
43,1,2590
43,2,4680
43,3,2670
44,0,4800
44,1,2590
44,2,4670
44,3,2670
45,0,4790
45,1,2570
45,2,4680
45,3,2670
46,0,4760
46,1,2570
46,2,4700
46,3,2660
47,0,4740
47,1,2580
47,2,4700
47,3,2670
48,0,4770
48,1,2600
48,2,4690
48,3,2670
49,0,4730
49,1,2600
49,2,4690
49,3,2670
50,0,4720
50,1,2590
50,2,4700
50,3,2670
51,0,4730
51,1,2590
51,2,4710
51,3,2670
52,0,4720
52,1,2590
52,2,4720
52,3,2670
53,0,4720
53,1,2590
53,2,4710
53,3,2670
54,0,4720
54,1,2600
54,2,4720
54,3,2660
55,0,4710
55,1,2590
55,2,4690
55,3,2660
56,0,4690
56,1,2600
56,2,4690
56,3,2670
57,0,4690
57,1,2590
57,2,4680
57,3,2670
58,0,4670
58,1,2580
58,2,4700
58,3,2670
59,0,4660
59,1,2590
59,2,4690
59,3,2670
60,0,4680
60,1,2570
60,2,4700
60,3,2680
61,0,4690
61,1,2570
61,2,4700
61,3,2680
62,0,4690
62,1,2590
62,2,4710
62,3,2670
63,0,4690
63,1,2590
63,2,4710
63,3,2670
64,0,4700
64,1,2580
64,2,4680
64,3,2660
65,0,4700
65,1,2570
65,2,4690
65,3,2660
66,0,4700
66,1,2570
66,2,4690
66,3,2670
67,0,4710
67,1,2560
