数据序列,设备号,测量值
0,0,5100
0,1,1780
0,2,5710
0,3,3570
1,0,5120
1,1,1760
1,2,5710
1,3,3570
2,0,5150
2,1,1770
2,2,5710
2,3,3570
3,0,5100
3,1,1780
3,2,5700
3,3,3580
4,0,5170
4,1,1780
4,2,5710
4,3,3570
5,0,5120
5,1,1770
5,2,5710
5,3,3570
6,0,5100
6,1,1770
6,2,5700
6,3,3560
7,0,5160
7,1,1760
7,2,5710
7,3,3560
8,0,5110
8,1,1750
8,2,5710
8,3,3560
9,0,5120
9,1,1750
9,2,5710
9,3,3570
10,0,5080
10,1,1760
10,2,5710
10,3,3580
11,0,5100
11,1,1770
11,2,5710
11,3,3580
12,0,5070
12,1,1760
12,2,5710
12,3,3570
13,0,5100
13,1,1770
13,2,5710
13,3,3570
14,0,5150
14,1,1770
14,2,5710
14,3,3570
15,0,5130
15,1,1780
15,2,5710
15,3,3570
16,0,5080
16,1,1800
16,2,5710
16,3,3570
17,0,5150
17,1,1800
17,2,5710
17,3,3570
18,0,5110
18,1,1780
18,2,5710
18,3,3580
19,0,5120
19,1,1780
19,2,5720
19,3,3570
20,0,5160
20,1,1800
20,2,5720
20,3,3560
21,0,5110
21,1,1800
21,2,5720
21,3,3560
22,0,5090
22,1,1800
22,2,5720
22,3,3560
23,0,5100
23,1,1800
23,2,5720
23,3,3560
24,0,5110
24,1,1780
24,2,5710
24,3,3560
25,0,5170
25,1,1780
25,2,5710
25,3,3560
26,0,5150
26,1,1770
26,2,5700
26,3,3570
27,0,5100
27,1,1770
27,2,5700
27,3,3570
28,0,5120
28,1,1770
28,2,5700
28,3,3570
29,0,5120
29,1,1760
29,2,5700
29,3,3570
30,0,5140
30,1,1760
30,2,5700
30,3,3580
31,0,5160
31,1,1770
31,2,5700
31,3,3580
32,0,5130
32,1,1780
32,2,5700
32,3,3590
33,0,5150
33,1,1780
33,2,5700
33,3,3590
34,0,5100
34,1,1800
34,2,5700
34,3,3580
35,0,5100
35,1,1800
35,2,5700
35,3,3580
36,0,5160
