数据序列,设备号,测量值
0,0,5060
0,1,6000
0,2,1290
0,3,3960
1,0,5060
1,1,6000
1,2,1300
1,3,3960
2,0,5060
2,1,6000
2,2,1290
2,3,3960
3,0,5080
3,1,6000
3,2,1290
3,3,3960
4,0,5060
4,1,6000
4,2,1290
4,3,3960
5,0,5040
5,1,6000
5,2,1290
5,3,3960
6,0,5060
6,1,6000
6,2,1290
6,3,3950
7,0,5080
7,1,6000
7,2,1290
7,3,3950
8,0,5080
8,1,6000
8,2,1300
8,3,3960
9,0,5100
9,1,6000
9,2,1300
9,3,3960
10,0,5080
10,1,6000
10,2,1300
10,3,3980
11,0,5030
11,1,6000
11,2,1310
11,3,3960
12,0,5040
12,1,6000
12,2,1310
12,3,3980
13,0,5100
13,1,6000
13,2,1310
13,3,3980
14,0,5060
14,1,6000
14,2,1310
14,3,3980
15,0,5040
15,1,6000
15,2,1310
15,3,3980
16,0,5060
16,1,6000
16,2,1320
16,3,3980
17,0,5040
17,1,6000
17,2,1310
17,3,3980
18,0,5030
18,1,5990
18,2,1310
18,3,3990
19,0,5040
19,1,5990
19,2,1320
19,3,3980
20,0,5060
20,1,5990
20,2,1320
20,3,3990
21,0,5050
21,1,5990
21,2,1310
21,3,3990
22,0,5050
22,1,5990
22,2,1310
22,3,3980
23,0,5080
23,1,5990
23,2,1320
23,3,3980
24,0,5100
24,1,5990
24,2,1310
24,3,3990
25,0,5080
25,1,5990
25,2,1300
25,3,3990
26,0,5030
26,1,5990
26,2,1300
26,3,3980
27,0,5050
27,1,5990
27,2,1300
27,3,3980
28,0,5030
28,1,5990
28,2,1300
28,3,3980
29,0,5030
29,1,5990
29,2,1300
29,3,3980
30,0,5090
30,1,5990
30,2,1300
30,3,3980
31,0,5090
31,1,5990
31,2,1300
31,3,3960
32,0,5040
32,1,5990
32,2,1300
32,3,3950
33,0,5060
33,1,5990
33,2,1300
33,3,3960
34,0,5100
34,1,5990
34,2,1300
34,3,3960
35,0,5080
35,1,5980
35,2,1310
35,3,3960
36,0,5100
36,1,5980
36,2,1300
36,3,3960
37,0,5100
37,1,5990
37,2,1290
37,3,3960
38,0,5120
38,1,5990
38,2,1290
38,3,3950
39,0,5080
39,1,5990
39,2,1290
39,3,3950
40,0,5040
40,1,5990
40,2,1300
40,3,3960
41,0,5040
41,1,5990
41,2,1300
41,3,3960
42,0,5100
42,1,6000
42,2,1300
42,3,3950
43,0,5060
43,1,6000
43,2,1290
43,3,3950
44,0,5120
44,1,5990
44,2,1290
44,3,3950
45,0,5080
45,1,5990
45,2,1290
45,3,3950
46,0,5100
46,1,5990
46,2,1290
46,3,3950
47,0,5080
47,1,6000
47,2,1290
47,3,3950
48,0,5100
48,1,6000
48,2,1290
48,3,3960
49,0,5080
49,1,6000
49,2,1290
49,3,3960
50,0,5060
50,1,6000
50,2,1290
50,3,3960
51,0,5040
51,1,6000
51,2,1290
51,3,3960
52,0,5040
52,1,6000
52,2,1290
52,3,3980
53,0,5100
53,1,6000
53,2,1290
53,3,3980
54,0,5060
54,1,6010
54,2,1290
54,3,3960
55,0,5070
55,1,6000
55,2,1300
55,3,3960
56,0,5050
56,1,6000
56,2,1310
56,3,3980
57,0,5070
57,1,6000
57,2,1310
57,3,3980
58,0,5040
58,1,6000
58,2,1300
58,3,3980
59,0,5020
59,1,6000
