数据序列,设备号,测量值
0,0,4320
0,1,2620
0,2,4980
0,3,3190
1,0,4320
1,1,2630
1,2,4980
1,3,3190
2,0,4340
2,1,2620
2,2,4980
2,3,3180
3,0,4340
3,1,2660
3,2,4980
3,3,3180
4,0,4340
4,1,2620
4,2,4990
4,3,3180
5,0,4330
5,1,2620
5,2,4990
5,3,3180
6,0,4330
6,1,2680
6,2,4990
6,3,3180
7,0,4340
7,1,2630
7,2,4990
7,3,3180
8,0,4330
8,1,2690
8,2,4990
8,3,3180
9,0,4320
9,1,2630
9,2,4990
9,3,3180
10,0,4320
10,1,2640
10,2,4990
10,3,3170
11,0,4310
11,1,2700
11,2,4980
11,3,3170
12,0,4300
12,1,2650
12,2,4970
12,3,3170
13,0,4320
13,1,2670
13,2,4980
13,3,3170
14,0,4320
14,1,2650
14,2,4970
14,3,3180
15,0,4310
15,1,2630
15,2,4980
15,3,3190
16,0,4310
16,1,2620
16,2,4980
16,3,3190
17,0,4310
17,1,2640
17,2,4980
17,3,3190
18,0,4320
18,1,2690
18,2,4990
18,3,3190
19,0,4320
19,1,2700
19,2,4990
19,3,3190
20,0,4320
20,1,2640
20,2,4990
20,3,3190
21,0,4320
21,1,2710
21,2,4980
21,3,3190
22,0,4320
22,1,2710
22,2,4970
22,3,3190
23,0,4320
23,1,2690
23,2,4970
23,3,3200
24,0,4320
24,1,2630
24,2,4980
24,3,3200
25,0,4320
25,1,2660
25,2,4980
25,3,3200
26,0,4320
26,1,2620
26,2,4980
26,3,3200
27,0,4330
27,1,2650
27,2,4990
27,3,3210
28,0,4330
28,1,2650
28,2,4990
28,3,3200
29,0,4320
29,1,2650
29,2,4980
29,3,3200
30,0,4310
30,1,2710
30,2,4990
30,3,3200
31,0,4300
31,1,2640
31,2,4980
31,3,3200
32,0,4300
32,1,2660
32,2,4980
32,3,3180
33,0,4310
33,1,2610
33,2,4980
33,3,3180
34,0,4320
34,1,2630
34,2,4980
34,3,3180
35,0,4330
35,1,2680
35,2,4980
35,3,3190
36,0,4330
36,1,2680
36,2,4980
36,3,3190
37,0,4330
37,1,2620
