数据序列,设备号,测量值
0,0,3180
0,1,4940
0,2,2160
0,3,4430
1,0,3160
1,1,4930
1,2,2160
1,3,4440
2,0,3200
2,1,4940
2,2,2150
2,3,4440
3,0,3300
3,1,4930
3,2,2160
3,3,4440
4,0,3600
4,1,4930
4,2,2160
4,3,4440
5,0,3520
5,1,4930
5,2,2150
5,3,4440
6,0,3460
6,1,4920
6,2,2150
6,3,4440
7,0,3430
7,1,4940
7,2,2140
7,3,4440
8,0,3390
8,1,4960
8,2,2140
8,3,4430
9,0,3340
9,1,4940
9,2,2150
9,3,4430
10,0,3310
10,1,4940
10,2,2150
10,3,4430
11,0,3270
11,1,4930
11,2,2150
11,3,4420
12,0,3230
12,1,4930
12,2,2150
12,3,4430
13,0,3440
13,1,4920
13,2,2140
13,3,4420
14,0,4050
14,1,4920
14,2,2150
14,3,4420
15,0,3830
15,1,4930
15,2,2150
15,3,4420
16,0,4350
16,1,4930
16,2,2150
16,3,4420
17,0,4290
17,1,4940
17,2,2150
17,3,4420
18,0,3940
18,1,4940
18,2,2150
18,3,4420
19,0,3890
19,1,4950
19,2,2150
19,3,4420
20,0,3700
20,1,4950
20,2,2150
20,3,4420
21,0,3560
21,1,4940
21,2,2140
21,3,4420
22,0,3460
22,1,4940
22,2,2140
22,3,4420
23,0,3370
23,1,4940
23,2,2140
23,3,4420
24,0,3300
24,1,4930
24,2,2140
24,3,4430
25,0,3240
25,1,4920
25,2,2150
25,3,4430
26,0,3220
26,1,4940
26,2,2150
26,3,4430
27,0,3200
27,1,4950
27,2,2140
27,3,4430
28,0,3180
28,1,4930
28,2,2140
28,3,4430
29,0,3150
29,1,4940
29,2,2140
29,3,4420
30,0,3130
30,1,4950
30,2,2140
30,3,4430
31,0,3130
31,1,4940
31,2,2140
31,3,4430
32,0,3130
32,1,4940
32,2,2150
32,3,4420
33,0,3130
33,1,4940
33,2,2150
33,3,4420
34,0,3140
34,1,4950
34,2,2160
34,3,4420
35,0,3140
35,1,4940
35,2,2160
35,3,4430
36,0,3140
36,1,4940
36,2,2170
36,3,4420
37,0,3140
37,1,4950
37,2,2170
37,3,4420
38,0,3150
