数据序列,设备号,测量值
0,0,3520
0,1,4610
0,2,2440
0,3,3920
1,0,3520
1,1,4610
1,2,2440
1,3,3920
2,0,3520
2,1,4610
2,2,2450
2,3,3920
3,0,3570
3,1,4610
3,2,2440
3,3,3930
4,0,3680
4,1,4610
4,2,2440
4,3,3930
5,0,3900
5,1,4610
5,2,2440
5,3,3940
6,0,3960
6,1,4610
6,2,2440
6,3,3930
7,0,3850
7,1,4610
7,2,2440
7,3,3920
8,0,3810
8,1,4620
8,2,2430
8,3,3920
9,0,3800
9,1,4610
9,2,2440
9,3,3920
10,0,3930
10,1,4610
10,2,2460
10,3,3910
11,0,3930
11,1,4610
11,2,2460
11,3,3930
12,0,4040
12,1,4610
12,2,2450
12,3,3930
13,0,4100
13,1,4610
13,2,2440
13,3,3930
14,0,4140
14,1,4620
14,2,2440
14,3,3930
15,0,4190
15,1,4620
15,2,2440
15,3,3930
16,0,4230
16,1,4620
16,2,2440
16,3,3920
17,0,4250
17,1,4620
17,2,2440
17,3,3930
18,0,4230
18,1,4600
18,2,2440
18,3,3930
19,0,4200
19,1,4600
19,2,2430
19,3,3940
20,0,4150
20,1,4610
20,2,2440
20,3,3940
21,0,4170
21,1,4610
21,2,2440
21,3,3930
22,0,4190
22,1,4610
22,2,2430
22,3,3930
23,0,4180
23,1,4610
23,2,2430
23,3,3940
24,0,4800
24,1,4600
24,2,2430
24,3,3940
25,0,4490
25,1,4600
25,2,2430
25,3,3950
26,0,4240
26,1,4580
26,2,2420
26,3,3940
27,0,4050
27,1,4580
27,2,2420
27,3,3940
28,0,4180
28,1,4570
28,2,2420
28,3,3940
29,0,4200
29,1,4570
29,2,2420
29,3,3940
30,0,4060
30,1,4600
30,2,2420
30,3,3950
31,0,3980
31,1,4600
31,2,2430
31,3,3950
32,0,4040
32,1,4610
32,2,2430
32,3,3940
33,0,4170
33,1,4610
33,2,2430
33,3,3940
34,0,4020
34,1,4610
34,2,2430
34,3,3930
35,0,3910
35,1,4600
35,2,2430
35,3,3920
36,0,4070
36,1,4600
36,2,2440
36,3,3920
37,0,3930
37,1,4600
37,2,2430
37,3,3920
38,0,3840
38,1,4600
38,2,2430
38,3,3920
39,0,3820
39,1,4600
39,2,2420
39,3,3920
40,0,3800
40,1,4600
40,2,2440
40,3,3930
41,0,3920
41,1,4600
41,2,2430
41,3,3930
42,0,4020
42,1,4600
42,2,2420
42,3,3930
43,0,4130
43,1,4610
43,2,2420
43,3,3940
44,0,4140
44,1,4600
44,2,2420
