数据序列,设备号,测量值
0,0,1040
0,1,4580
0,2,4390
0,3,6600
1,0,1070
1,1,4580
1,2,4390
1,3,6300
2,0,980
2,1,4580
2,2,4390
2,3,6600
3,0,980
3,1,4570
3,2,4390
3,3,6500
4,0,970
4,1,4570
4,2,4390
4,3,6500
5,0,980
5,1,4570
5,2,4390
5,3,6400
6,0,1040
6,1,4570
6,2,4390
6,3,6300
7,0,1070
7,1,4580
7,2,4390
7,3,6500
8,0,1030
8,1,4580
8,2,4380
8,3,6300
9,0,980
9,1,4580
9,2,4390
9,3,6400
10,0,1030
10,1,4560
10,2,4390
10,3,6300
11,0,1020
11,1,4560
11,2,4390
11,3,6600
12,0,1040
12,1,4560
12,2,4390
12,3,6400
13,0,1000
13,1,4560
13,2,4390
13,3,6500
14,0,1030
14,1,4570
14,2,4390
14,3,6400
15,0,970
15,1,4580
15,2,4390
15,3,6600
16,0,1060
16,1,4580
16,2,4390
16,3,6600
17,0,1070
17,1,4580
17,2,4390
17,3,6500
18,0,1050
18,1,4580
18,2,4400
18,3,6600
19,0,1040
19,1,4580
19,2,4400
19,3,6600
20,0,1020
20,1,4580
20,2,4400
20,3,6600
21,0,1070
21,1,4580
21,2,4400
21,3,6600
22,0,1000
22,1,4580
22,2,4400
22,3,6500
23,0,1020
23,1,4580
23,2,4400
23,3,6300
24,0,990
24,1,4580
24,2,4410
24,3,6500
25,0,980
25,1,4580
25,2,4400
25,3,6600
26,0,1030
26,1,4580
26,2,4400
26,3,6600
27,0,1030
27,1,4600
27,2,4400
27,3,6600
28,0,1020
28,1,4600
28,2,4400
28,3,6500
29,0,1020
29,1,4600
29,2,4400
29,3,6500
30,0,970
30,1,4570
30,2,4400
30,3,6400
31,0,980
31,1,4570
31,2,4400
31,3,6300
32,0,1030
32,1,4570
32,2,4400
32,3,6300
33,0,1040
33,1,4570
33,2,4390
33,3,6600
34,0,980
34,1,4580
34,2,4390
34,3,6600
35,0,990
35,1,4580
35,2,4390
35,3,6300
36,0,1020
36,1,4580
36,2,4380
36,3,6500
37,0,1040
37,1,4580
37,2,4380
37,3,6600
38,0,1010
38,1,4580
38,2,4380
38,3,6500
39,0,1040
39,1,4600
39,2,4380
39,3,6300
40,0,1060
40,1,4580
40,2,4390
40,3,6600
41,0,1010
41,1,4580
41,2,4390
41,3,6300
42,0,990
42,1,4580
42,2,4390
42,3,6600
43,0,1030
43,1,4570
43,2,4390
43,3,6300
44,0,1000
44,1,4580
44,2,4390
44,3,6400
45,0,1020
45,1,4580
45,2,4390
45,3,6300
46,0,990
46,1,4580
46,2,4390
46,3,6600
47,0,980
47,1,4580
47,2,4390
47,3,6300
48,0,1000
48,1,4600
48,2,4390
48,3,6400
49,0,1030
49,1,4600
49,2,4390
49,3,6500
50,0,1020
50,1,4580
50,2,4400
50,3,6600
51,0,980
51,1,4580
51,2,4400
51,3,6600
52,0,1030
52,1,4580
52,2,4400
52,3,6500
53,0,990
53,1,4610
53,2,4400
53,3,6300
54,0,1050
54,1,4600
54,2,4400
54,3,6600
55,0,1020
55,1,4580
55,2,4410
55,3,6400
56,0,1050
56,1,4580
56,2,4400
56,3,6500
57,0,990
57,1,4600
57,2,4400
57,3,6400
58,0,1020
58,1,4630
58,2,4400
58,3,6300
59,0,980
59,1,4610
59,2,4390
59,3,6400
60,0,1070
60,1,4600
60,2,4390
60,3,6600
61,0,980
61,1,4580
61,2,4390
61,3,6300
62,0,1060
62,1,4580
62,2,4390
62,3,6500
63,0,1060
63,1,4580
63,2,4390
63,3,6500
64,0,970
64,1,4580
64,2,4390
64,3,6400
65,0,1030
65,1,4580
65,2,4400
65,3,6400
66,0,1040
66,1,4580
66,2,4400
66,3,6600
67,0,1030
67,1,4580
67,2,4400
67,3,6400
68,0,1050
68,1,4580
68,2,4400
68,3,6600
69,0,970
69,1,4580
69,2,4390
69,3,6600
70,0,1030
70,1,4600
70,2,4390
70,3,6300
71,0,1020
71,1,4580
71,2,4400
71,3,6400
72,0,1040
72,1,4600
72,2,4410
72,3,6500
73,0,1000
73,1,4600
73,2,4400
73,3,6400
74,0,1030
74,1,4580
74,2,4390
74,3,6500
75,0,1070
75,1,4580
75,2,4380
75,3,6400
76,0,980
76,1,4580
76,2,4380
76,3,6400
77,0,1000
77,1,4580
77,2,4370
77,3,6400
78,0,990
78,1,4580
78,2,4380
78,3,6600
79,0,1000
79,1,4580
79,2,4380
79,3,6300
80,0,1010
80,1,4580
80,2,4380
80,3,6400
81,0,980
81,1,4570
81,2,4380
81,3,6600
82,0,1000
82,1,4600
82,2,4380
82,3,6300
83,0,1030
83,1,4580
83,2,4370
83,3,6400
84,0,990
84,1,4580
84,2,4370
84,3,6400
85,0,980
85,1,4600
85,2,4370
85,3,6300
86,0,1010
86,1,4580
86,2,4370
86,3,6300
87,0,1000
87,1,4580
87,2,4380
87,3,6500
88,0,990
88,1,4580
88,2,4380
88,3,6600
89,0,980
89,1,4580
89,2,4380
89,3,6600
90,0,1060
90,1,4580
90,2,4380
90,3,6300
91,0,1050
91,1,4570
91,2,4370
91,3,6600
92,0,1050
92,1,4570
92,2,4370
92,3,6500
93,0,1060
93,1,4570
93,2,4370
93,3,6300
94,0,1070
94,1,4570
94,2,4370
94,3,6300
95,0,1050
95,1,4570
95,2,4380
95,3,6600
96,0,1010
96,1,4570
96,2,4380
96,3,6500
97,0,980
97,1,4570
97,2,4390
97,3,6600
98,0,570
98,1,5080
98,2,4390
98,3,6400
99,0,570
99,1,5000
99,2,4390
99,3,6400
100,0,580
100,1,4980
100,2,4380
100,3,6500
101,0,570
101,1,5040
101,2,4380
101,3,6500
102,0,570
102,1,5000
102,2,4380
102,3,6500
103,0,570
103,1,4990
103,2,4380
103,3,6500
104,0,570
104,1,5060
104,2,4380
104,3,6500
105,0,570
105,1,5050
105,2,4380
105,3,6300
106,0,580
106,1,5030
106,2,4370
106,3,6400
107,0,570
107,1,5080
107,2,4370
107,3,6500
108,0,580
108,1,5030
108,2,4370
108,3,6400
109,0,580
109,1,5020
109,2,4370
109,3,6500
110,0,580
110,1,4990
110,2,4370
110,3,6500
111,0,580
111,1,4990
111,2,4370
111,3,6500
112,0,570
112,1,5080
112,2,4370
112,3,6500
113,0,570
113,1,5000
113,2,4380
113,3,6300
114,0,570
114,1,5060
114,2,4380
114,3,6400
115,0,570
115,1,4990
115,2,4380
115,3,6500
116,0,570
116,1,5040
116,2,4380
116,3,6600
117,0,570
117,1,5040
117,2,4380
117,3,6300
118,0,570
118,1,4990
118,2,4380
118,3,6600
119,0,580
119,1,5070
119,2,4380
119,3,6500
120,0,580
120,1,5070
120,2,4400
120,3,6600
121,0,580
121,1,5030
121,2,4400
121,3,6400
122,0,580
122,1,5050
122,2,4400
122,3,6300
123,0,580
123,1,5070
123,2,4400
123,3,6600
124,0,580
124,1,4980
124,2,4400
124,3,6600
125,0,570
125,1,5000
125,2,4400
125,3,6400
126,0,580
126,1,5050
126,2,4400
126,3,6600
127,0,580
127,1,5060
127,2,4400
127,3,6600
128,0,570
128,1,5070
128,2,4400
128,3,6500
129,0,570
129,1,5040
129,2,4400
129,3,6400
130,0,570
130,1,4990
130,2,4390
130,3,6600
131,0,570
131,1,5030
131,2,4390
131,3,6500
132,0,570
132,1,5070
132,2,4390
132,3,6500
133,0,570
133,1,5070
133,2,4390
133,3,6500
134,0,570
134,1,5030
134,2,4390
134,3,6500
135,0,580
135,1,4980
135,2,4400
135,3,6600
136,0,580
136,1,5030
136,2,4390
136,3,6500
137,0,570
137,1,4980
137,2,4390
137,3,6500
138,0,570
138,1,4990
138,2,4390
138,3,6300
139,0,570
139,1,5040
139,2,4390
139,3,6400
140,0,580
140,1,5030
140,2,4390
140,3,6600
141,0,580
141,1,5020
141,2,4400
141,3,6300
142,0,570
142,1,5060
142,2,4400
142,3,6500
143,0,570
143,1,5010
143,2,4400
143,3,6500
144,0,570
144,1,4980
144,2,4400
144,3,6600
145,0,570
145,1,5020
145,2,4400
145,3,6300
146,0,580
146,1,5060
146,2,4390
146,3,6500
147,0,580
147,1,5040
147,2,4390
147,3,6500
148,0,580
148,1,5010
148,2,4380
148,3,6300
149,0,580
149,1,5060
149,2,4380
149,3,6600
150,0,590
150,1,5060
150,2,4380
150,3,6600
151,0,590
151,1,4990
151,2,4370
151,3,6400
152,0,590
152,1,4990
152,2,4370
152,3,6300
153,0,580
153,1,5050
153,2,4370
153,3,6400
154,0,580
154,1,5040
154,2,4370
154,3,6400
155,0,570
155,1,4990
155,2,4380
155,3,6600
156,0,560
156,1,5020
156,2,4380
156,3,6500
157,0,560
157,1,5020
157,2,4390
157,3,6400
158,0,560
158,1,5040
158,2,4380
158,3,6300
159,0,570
159,1,5010
159,2,4380
159,3,6600
160,0,570
160,1,4980
160,2,4390
160,3,6500
161,0,570
161,1,5000
161,2,4390
161,3,6600
162,0,570
162,1,5000
162,2,4390
162,3,6300
163,0,570
163,1,5020
163,2,4390
163,3,6600
164,0,570
164,1,5020
164,2,4390
164,3,6300
165,0,560
165,1,5000
165,2,4390
165,3,6300
166,0,570
166,1,5070
166,2,4390
166,3,6300
167,0,570
167,1,4980
167,2,4390
167,3,6500
168,0,570
168,1,5060
168,2,4390
168,3,6300
169,0,570
169,1,5050
169,2,4390
169,3,6500
170,0,570
170,1,5000
170,2,4390
170,3,6500
171,0,570
171,1,5000
171,2,4390
171,3,6500
172,0,570
172,1,5020
172,2,4380
172,3,6600
173,0,570
173,1,5020
173,2,4380
173,3,6300
174,0,570
174,1,5000
174,2,4380
174,3,6500
175,0,570
175,1,5070
175,2,4390
175,3,6400
176,0,570
176,1,5000
176,2,4390
176,3,6500
177,0,580
177,1,5080
177,2,4390
177,3,6300
178,0,580
178,1,5080
178,2,4390
178,3,6500
179,0,590
179,1,5070
179,2,4390
179,3,6600
180,0,580
180,1,5070
180,2,4380
180,3,6400
