Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,3669.2,3439.2,3499.2,3439.2
2.0,3694.6,3439.6,3504.6,3439.6
3.0,3709.9,3439.7,3503.1,3443.1
4.0,3709.9,3437.3,3504.8,3442.3
5.0,3707.9,3435.8,3505.9,3441.8
6.0,3704.8,3434.8,3506.6,3441.5
7.0,3701.0,3432.5,3506.5,3441.3
8.0,3700.9,3430.9,3508.3,3441.1
9.0,3705.7,3430.8,3508.5,3441.0
10.0,3712.9,3430.7,3507.6,3442.0
11.0,3722.0,3430.6,3508.9,3441.8
12.0,3728.7,3431.5,3510.0,3441.6
13.0,3733.5,3432.3,3509.0,3440.5
14.0,3737.6,3433.0,3508.8,3440.5
15.0,3741.2,3433.6,3508.5,3440.4
16.0,3744.4,3434.1,3508.3,3439.6
17.0,3746.5,3434.6,3508.1,3439.6
18.0,3749.8,3434.2,3507.5,3439.6
19.0,3752.9,3433.9,3507.4,3439.7
20.0,3754.9,3433.6,3506.8,3439.7
21.0,3756.0,3434.1,3507.1,3440.4
22.0,3754.9,3434.5,3508.0,3441.1
23.0,3754.5,3434.9,3508.9,3441.8
24.0,3752.8,3435.3,3509.6,3442.3
25.0,3751.9,3434.9,3510.4,3442.9
26.0,3750.4,3435.2,3509.6,3442.7
27.0,3747.6,3435.6,3509.0,3442.5
28.0,3745.1,3435.2,3508.4,3443.0
29.0,3742.7,3434.8,3508.2,3443.5
30.0,3741.2,3434.5,3507.7,3443.9
31.0,3740.5,3434.2,3507.2,3444.3
32.0,3740.4,3433.9,3507.1,3444.7
33.0,3741.7,3433.7,3507.0,3445.0
34.0,3743.6,3433.4,3506.5,3445.4
35.0,3746.0,3434.5,3506.8,3445.7
36.0,3748.9,3434.9,3507.0,3446.0
37.0,3751.6,3435.2,3506.5,3446.9
38.0,3754.1,3434.9,3506.1,3447.1
39.0,3756.4,3434.6,3505.7,3447.3
40.0,3759.3,3434.3,3506.0,3447.5
