数据序列,设备号,测量值
0,0,2000
0,1,3620
0,2,4230
0,3,5350
1,0,1960
1,1,3620
1,2,4240
1,3,5340
2,0,2010
2,1,3630
2,2,4230
2,3,5340
3,0,2010
3,1,3620
3,2,4230
3,3,5340
4,0,2030
4,1,3620
4,2,4230
4,3,5340
5,0,2030
5,1,3620
5,2,4230
5,3,5330
6,0,2030
6,1,3610
6,2,4230
6,3,5330
7,0,2020
7,1,3610
7,2,4240
7,3,5330
8,0,2030
8,1,3610
8,2,4250
8,3,5330
9,0,2070
9,1,3620
9,2,4260
9,3,5330
10,0,2160
10,1,3620
10,2,4250
10,3,5330
11,0,2070
11,1,3620
11,2,4240
11,3,5330
12,0,2130
12,1,3620
12,2,4240
12,3,5310
13,0,2190
13,1,3600
13,2,4250
13,3,5310
14,0,2190
14,1,3610
14,2,4240
14,3,5330
15,0,2190
15,1,3610
15,2,4240
15,3,5340
16,0,2160
16,1,3610
16,2,4240
16,3,5330
17,0,2150
17,1,3620
17,2,4240
17,3,5320
18,0,2280
18,1,3630
18,2,4240
18,3,5320
19,0,2240
19,1,3630
19,2,4240
19,3,5320
20,0,2200
20,1,3640
20,2,4230
20,3,5340
21,0,2170
21,1,3630
21,2,4240
21,3,5340
22,0,2140
22,1,3630
22,2,4230
22,3,5330
23,0,2120
23,1,3620
23,2,4250
23,3,5320
24,0,2080
24,1,3630
24,2,4240
24,3,5320
25,0,2070
25,1,3620
25,2,4240
25,3,5330
26,0,2080
26,1,3620
26,2,4250
26,3,5310
27,0,2080
27,1,3620
27,2,4250
27,3,5310
28,0,2080
28,1,3620
28,2,4240
28,3,5310
29,0,2080
29,1,3610
29,2,4250
29,3,5310
30,0,2080
30,1,3610
30,2,4240
30,3,5310
31,0,2080
31,1,3610
31,2,4240
31,3,5310
32,0,2080
32,1,3610
32,2,4240
32,3,5310
33,0,2060
33,1,3600
33,2,4240
33,3,5310
34,0,2060
34,1,3610
34,2,4240
34,3,5310
35,0,2090
35,1,3620
35,2,4240
35,3,5320
36,0,2130
36,1,3630
36,2,4240
36,3,5320
37,0,2150
37,1,3620
37,2,4230
37,3,5320
38,0,2150
38,1,3620
38,2,4240
38,3,5320
39,0,2180
39,1,3620
39,2,4250
39,3,5310
40,0,2210
40,1,3620
40,2,4260
40,3,5310
41,0,2250
41,1,3610
41,2,4260
41,3,5300
42,0,2290
42,1,3610
42,2,4230
42,3,5300
43,0,2300
43,1,3610
43,2,4230
43,3,5300
44,0,2290
44,1,3610
44,2,4230
44,3,5300
45,0,2270
45,1,3610
45,2,4220
45,3,5300
46,0,2250
46,1,3610
46,2,4240
46,3,5310
47,0,2240
47,1,3610
47,2,4240
47,3,5310
48,0,2220
48,1,3620
48,2,4230
48,3,5310
49,0,2210
49,1,3620
49,2,4230
49,3,5310
50,0,2240
50,1,3610
50,2,4240
50,3,5310
51,0,2260
51,1,3610
51,2,4230
51,3,5300
52,0,2250
52,1,3610
52,2,4230
52,3,5290
53,0,2200
53,1,3600
53,2,4240
53,3,5300
54,0,2160
54,1,3590
54,2,4240
54,3,5300
55,0,2140
55,1,3600
55,2,4240
55,3,5300
56,0,2130
56,1,3600
56,2,4230
56,3,5300
57,0,2130
57,1,3600
57,2,4230
57,3,5300
58,0,2110
58,1,3610
58,2,4220
58,3,5310
59,0,2070
59,1,3620
59,2,4230
59,3,5310
60,0,2060
60,1,3610
60,2,4230
60,3,5300
61,0,2060
61,1,3610
61,2,4230
61,3,5300
62,0,2050
62,1,3600
62,2,4230
62,3,5300
63,0,2050
63,1,3590
63,2,4230
63,3,5300
64,0,2050
64,1,3600
64,2,4230
64,3,5300
65,0,2040
65,1,3600
65,2,4230
65,3,5300
66,0,2040
66,1,3600
66,2,4230
66,3,5300
67,0,2040
67,1,3600
67,2,4240
67,3,5300
68,0,2040
68,1,3600
68,2,4240
68,3,5300
69,0,2040
69,1,3600
69,2,4240
69,3,5300
70,0,2060
70,1,3600
70,2,4240
70,3,5300
71,0,2060
71,1,3600
71,2,4230
71,3,5300
72,0,2060
72,1,3610
72,2,4240
72,3,5300
73,0,2090
73,1,3600
73,2,4230
73,3,5300
74,0,2080
74,1,3600
74,2,4230
74,3,5290
75,0,2070
75,1,3600
75,2,4240
75,3,5290
76,0,2060
76,1,3610
76,2,4230
76,3,5290
77,0,2080
77,1,3630
77,2,4220
77,3,5290
78,0,2120
78,1,3630
78,2,4230
78,3,5290
79,0,2090
79,1,3620
79,2,4230
79,3,5290
80,0,2090
80,1,3620
80,2,4230
80,3,5290
81,0,2130
81,1,3620
81,2,4230
81,3,5290
82,0,2150
82,1,3620
82,2,4240
82,3,5300
83,0,2160
83,1,3620
83,2,4240
83,3,5290
84,0,2160
84,1,3610
84,2,4240
84,3,5290
85,0,2160
85,1,3610
85,2,4240
85,3,5290
86,0,2160
86,1,3620
86,2,4250
86,3,5290
87,0,2160
87,1,3630
87,2,4260
87,3,5300
88,0,2150
88,1,3630
88,2,4250
88,3,5300
89,0,2120
89,1,3610
89,2,4240
89,3,5290
90,0,2090
90,1,3620
90,2,4240
90,3,5290
91,0,2120
91,1,3610
91,2,4240
91,3,5290
92,0,2140
92,1,3620
92,2,4230
92,3,5290
93,0,2140
93,1,3620
93,2,4230
93,3,5300
94,0,2130
94,1,3620
94,2,4230
94,3,5300
95,0,2130
95,1,3630
95,2,4230
95,3,5300
96,0,2120
96,1,3630
96,2,4250
96,3,5300
97,0,2090
97,1,3620
97,2,4240
97,3,5300
98,0,2070
98,1,3610
98,2,4230
98,3,5300
99,0,2070
99,1,3600
99,2,4230
99,3,5300
100,0,2050
100,1,3600
100,2,4240
100,3,5290
101,0,2040
101,1,3600
101,2,4250
101,3,5280
102,0,2040
102,1,3600
102,2,4250
102,3,5280
103,0,2020
103,1,3600
103,2,4260
103,3,5290
104,0,2020
104,1,3610
104,2,4260
104,3,5290
105,0,2010
105,1,3600
105,2,4260
105,3,5290
106,0,2010
106,1,3600
106,2,4260
106,3,5290
107,0,2000
107,1,3600
107,2,4260
107,3,5290
108,0,1990
108,1,3610
108,2,4240
108,3,5290
109,0,2000
109,1,3610
