数据序列,设备号,测量值
0,0,2500
0,1,3030
0,2,5010
0,3,5360
1,0,2470
1,1,3030
1,2,5000
1,3,5360
2,0,2530
2,1,3060
2,2,5000
2,3,5370
3,0,2500
3,1,3050
3,2,5000
3,3,5380
4,0,2460
4,1,3050
4,2,5000
4,3,5380
5,0,2450
5,1,3050
5,2,5000
5,3,5380
6,0,2470
6,1,3060
6,2,5000
6,3,5380
7,0,2470
7,1,3050
7,2,5000
7,3,5380
8,0,2500
8,1,3050
8,2,5000
8,3,5370
9,0,2500
9,1,3050
9,2,5000
9,3,5370
10,0,2520
10,1,3050
10,2,5000
10,3,5370
11,0,2500
11,1,3050
11,2,5000
11,3,5370
12,0,2540
12,1,3030
12,2,5000
12,3,5370
13,0,2480
13,1,3050
13,2,5000
13,3,5370
14,0,2460
14,1,3030
14,2,5010
14,3,5370
15,0,2470
15,1,3030
15,2,5010
15,3,5370
16,0,2510
16,1,3050
16,2,5010
16,3,5370
17,0,2460
17,1,3050
17,2,5010
17,3,5370
18,0,2470
18,1,3050
18,2,5010
18,3,5370
19,0,2470
19,1,3050
19,2,5020
19,3,5370
20,0,2460
20,1,3050
20,2,5020
20,3,5380
21,0,2480
21,1,3060
21,2,5010
21,3,5380
22,0,2530
22,1,3070
22,2,5010
22,3,5380
23,0,2530
23,1,3060
23,2,5010
23,3,5380
24,0,2520
24,1,3060
24,2,5010
24,3,5380
25,0,2490
25,1,3060
25,2,5010
25,3,5380
26,0,2510
26,1,3060
26,2,5020
26,3,5380
27,0,2500
27,1,3060
27,2,5020
27,3,5380
28,0,2470
28,1,3060
28,2,5020
28,3,5380
29,0,2500
29,1,3070
29,2,5010
29,3,5380
30,0,2530
30,1,3070
30,2,5010
30,3,5380
31,0,2520
31,1,3070
31,2,5010
31,3,5380
32,0,2500
32,1,3060
32,2,5010
32,3,5380
33,0,2510
33,1,3030
33,2,5010
33,3,5380
34,0,2470
34,1,3050
34,2,5010
34,3,5390
35,0,2470
35,1,3050
35,2,5010
35,3,5390
36,0,2520
36,1,3050
36,2,5010
36,3,5390
37,0,2490
37,1,3060
37,2,5010
37,3,5390
38,0,2510
38,1,3060
38,2,5010
38,3,5390
39,0,2520
39,1,3060
39,2,5010
39,3,5390
40,0,2470
40,1,3060
40,2,5010
40,3,5390
41,0,2460
41,1,3050
41,2,5020
41,3,5390
42,0,2480
42,1,3050
42,2,5020
42,3,5390
43,0,2510
43,1,3050
43,2,5020
43,3,5390
44,0,2500
44,1,3030
44,2,5020
44,3,5390
45,0,2480
45,1,3050
45,2,5020
45,3,5390
46,0,2500
46,1,3050
46,2,5020
46,3,5400
47,0,2470
47,1,3030
47,2,5010
47,3,5400
48,0,2510
48,1,3020
48,2,5010
48,3,5400
49,0,2480
49,1,3030
49,2,5010
49,3,5400
50,0,2460
50,1,3030
50,2,5020
50,3,5400
51,0,2480
51,1,3030
51,2,5010
51,3,5390
52,0,2510
52,1,3050
52,2,5010
52,3,5380
53,0,2470
53,1,3050
53,2,5010
53,3,5370
54,0,2450
54,1,3050
54,2,5010
54,3,5370
55,0,2510
55,1,3050
55,2,5010
55,3,5380
56,0,2480
56,1,3060
56,2,5010
56,3,5380
57,0,2480
57,1,3060
57,2,5010
57,3,5380
58,0,2450
58,1,3060
58,2,5010
58,3,5370
59,0,2490
59,1,3050
59,2,5010
59,3,5370
60,0,2520
60,1,3050
60,2,5000
60,3,5370
61,0,2490
61,1,3050
61,2,5000
61,3,5360
62,0,2460
62,1,3050
62,2,5010
62,3,5370
63,0,2450
63,1,3020
63,2,5020
63,3,5380
64,0,2500
64,1,3020
64,2,5020
64,3,5380
65,0,2510
65,1,3020
65,2,5020
65,3,5390
66,0,2490
66,1,3020
66,2,5010
66,3,5380
67,0,2520
67,1,3030
67,2,5010
67,3,5380
68,0,2460
68,1,3050
68,2,5020
68,3,5370
69,0,2480
69,1,3050
69,2,5010
69,3,5380
70,0,2450
70,1,3050
70,2,5010
70,3,5380
71,0,2480
71,1,3060
71,2,5010
71,3,5390
72,0,2520
72,1,3050
72,2,5000
72,3,5390
73,0,2500
73,1,3050
73,2,5000
73,3,5370
74,0,2510
74,1,3050
74,2,5010
74,3,5360
75,0,2520
75,1,3020
75,2,5000
75,3,5360
76,0,2470
76,1,3050
76,2,5010
76,3,5360
77,0,2470
77,1,3050
77,2,5000
77,3,5360
78,0,2470
78,1,3060
78,2,5010
78,3,5370
79,0,2540
79,1,3050
79,2,5010
79,3,5370
80,0,2530
80,1,3050
80,2,5010
80,3,5370
81,0,2530
81,1,3050
81,2,5010
81,3,5360
82,0,2470
82,1,3030
82,2,5010
82,3,5370
83,0,2490
83,1,3030
83,2,5000
83,3,5380
84,0,2480
84,1,3050
84,2,5000
84,3,5390
85,0,2520
85,1,3050
85,2,5010
85,3,5390
86,0,2490
86,1,3060
86,2,5010
86,3,5390
87,0,2470
87,1,3050
87,2,5020
87,3,5390
88,0,2470
88,1,3050
88,2,5020
88,3,5390
89,0,2520
89,1,3030
89,2,5020
89,3,5390
90,0,2470
90,1,3030
90,2,5020
90,3,5380
91,0,2530
91,1,3030
91,2,5020
91,3,5380
92,0,2460
92,1,3050
92,2,5010
92,3,5370
93,0,2520
93,1,3050
93,2,5010
93,3,5360
94,0,2470
94,1,3060
94,2,5010
94,3,5370
95,0,2490
95,1,3060
95,2,5020
95,3,5380
96,0,2450
96,1,3060
96,2,5020
96,3,5380
97,0,2510
97,1,3060
97,2,5020
97,3,5380
98,0,2490
98,1,3060
98,2,5010
98,3,5380
99,0,2510
99,1,3060
99,2,5010
99,3,5380
100,0,2440
100,1,3050
100,2,5010
100,3,5380
101,0,2500
101,1,3060
101,2,5010
101,3,5380
102,0,2470
102,1,3060
102,2,5000
102,3,5390
103,0,2470
103,1,3060
103,2,5010
103,3,5390
104,0,2460
104,1,3060
104,2,5000
104,3,5380
105,0,2510
105,1,3060
105,2,5000
105,3,5370
106,0,2530
106,1,3070
106,2,5010
106,3,5380
107,0,2540
107,1,3070
107,2,5010
107,3,5380
108,0,2490
108,1,3070
108,2,5010
108,3,5380
109,0,2490
109,1,3060
109,2,5010
109,3,5370
110,0,2460
110,1,3060
110,2,5020
110,3,5370
111,0,2460
111,1,3060
111,2,5020
111,3,5380
112,0,2540
112,1,3050
112,2,5010
112,3,5370
113,0,2490
113,1,3030
113,2,5010
113,3,5380
114,0,2520
114,1,3030
114,2,5020
114,3,5390
115,0,2470
115,1,3030
115,2,5020
115,3,5380
116,0,2540
116,1,3030
116,2,5020
116,3,5390
117,0,2530
117,1,3030
117,2,5020
117,3,5390
118,0,2500
118,1,3030
118,2,5020
118,3,5390
119,0,2520
119,1,3050
119,2,5020
119,3,5400
120,0,2520
120,1,3060
120,2,5020
120,3,5390
121,0,2490
121,1,3060
121,2,5020
121,3,5390
122,0,2500
122,1,3070
122,2,5020
122,3,5390
123,0,2480
123,1,3060
123,2,5020
123,3,5390
124,0,2540
124,1,3050
124,2,5020
124,3,5400
125,0,2470
125,1,3030
125,2,5010
125,3,5390
126,0,2520
126,1,3050
126,2,5010
126,3,5390
127,0,2470
127,1,3050
127,2,5010
127,3,5390
128,0,2510
128,1,3050
128,2,5010
128,3,5380
129,0,2470
129,1,3050
129,2,5010
129,3,5380
130,0,2470
130,1,3050
130,2,5000
130,3,5370
131,0,2500
131,1,3050
131,2,5000
131,3,5360
132,0,2500
132,1,3060
132,2,5000
132,3,5370
133,0,2470
133,1,3070
133,2,5000
133,3,5380
134,0,2490
134,1,3060
134,2,5000
134,3,5390
135,0,2480
135,1,3060
135,2,5000
135,3,5400
136,0,2510
136,1,3060
136,2,5000
136,3,5390
137,0,2470
137,1,3060
137,2,5000
137,3,5390
138,0,2480
138,1,3060
138,2,5000
138,3,5390
139,0,2520
139,1,3050
139,2,5010
139,3,5390
140,0,2460
140,1,3030
140,2,5010
140,3,5380
141,0,2500
141,1,3030
141,2,5010
141,3,5370
142,0,2530
142,1,3030
142,2,5010
142,3,5370
143,0,2530
143,1,3050
143,2,5010
143,3,5370
144,0,2540
144,1,3050
144,2,5010
144,3,5360
145,0,2480
145,1,3050
145,2,5010
145,3,5370
146,0,2540
146,1,3050
146,2,5010
146,3,5380
147,0,2530
147,1,3050
147,2,5010
147,3,5380
148,0,2540
148,1,3050
148,2,5010
148,3,5390
149,0,2470
149,1,3030
149,2,5010
149,3,5400
150,0,2470
150,1,3030
150,2,5010
150,3,5400
151,0,2500
151,1,3050
151,2,5000
151,3,5400
152,0,2440
152,1,3060
152,2,5010
152,3,5390
153,0,2450
153,1,3060
153,2,5010
153,3,5390
154,0,2520
154,1,3060
154,2,5010
154,3,5400
155,0,2490
155,1,3070
155,2,5000
155,3,5390
156,0,2510
156,1,3070
156,2,5000
156,3,5370
157,0,2490
157,1,3060
157,2,5000
157,3,5370
158,0,2480
158,1,3060
158,2,5010
158,3,5370
159,0,2510
159,1,3060
159,2,5010
159,3,5360
160,0,2460
160,1,3060
160,2,5010
160,3,5380
161,0,2490
161,1,3060
161,2,5010
161,3,5390
162,0,2490
162,1,3060
162,2,5010
162,3,5370
163,0,2460
163,1,3070
163,2,5010
163,3,5370
164,0,2510
164,1,3070
164,2,5010
164,3,5360
165,0,2460
165,1,3070
165,2,5010
165,3,5380
166,0,2530
166,1,3060
166,2,5010
166,3,5390
167,0,2490
167,1,3060
167,2,5010
167,3,5370
168,0,2470
168,1,3050
168,2,5000
168,3,5370
169,0,2490
169,1,3050
169,2,5000
169,3,5360
170,0,2470
170,1,3050
170,2,5010
170,3,5370
171,0,2490
171,1,3050
171,2,5010
171,3,5360
172,0,2460
172,1,3050
172,2,5010
172,3,5380
173,0,2450
173,1,3060
173,2,5010
173,3,5390
174,0,2440
174,1,3060
174,2,5010
174,3,5380
175,0,2500
175,1,3070
175,2,5010
175,3,5370
176,0,2460
176,1,3060
176,2,5020
176,3,5380
177,0,2470
177,1,3060
177,2,5020
177,3,5370
178,0,2540
178,1,3060
178,2,5020
178,3,5380
179,0,2510
179,1,3060
179,2,5020
179,3,5370
180,0,2520
180,1,3060
180,2,5010
180,3,5370
181,0,2500
181,1,3060
181,2,5010
181,3,5380
182,0,2500
182,1,3060
182,2,5020
182,3,5370
183,0,2480
183,1,3050
183,2,5020
183,3,5380
184,0,2520
184,1,3050
184,2,5010
184,3,5380
185,0,2460
