数据序列,设备号,测量值
0,0,3490
0,1,1490
0,2,5780
0,3,4660
1,0,3490
1,1,1490
1,2,5780
1,3,4660
2,0,3480
2,1,1490
2,2,5780
2,3,4650
3,0,3470
3,1,1490
3,2,5780
3,3,4650
4,0,3460
4,1,1500
4,2,5780
4,3,4650
5,0,3460
5,1,1500
5,2,5780
5,3,4660
6,0,3470
6,1,1500
6,2,5780
6,3,4660
7,0,3480
7,1,1510
7,2,5780
7,3,4660
8,0,3480
8,1,1510
8,2,5780
8,3,4660
9,0,3480
9,1,1510
9,2,5780
9,3,4660
10,0,3480
10,1,1510
10,2,5780
10,3,4670
11,0,3470
11,1,1510
11,2,5780
11,3,4670
12,0,3480
12,1,1500
12,2,5790
12,3,4660
13,0,3480
13,1,1500
13,2,5780
13,3,4660
14,0,3480
14,1,1490
14,2,5770
14,3,4660
15,0,3480
15,1,1500
15,2,5770
15,3,4660
16,0,3480
16,1,1500
16,2,5780
16,3,4660
17,0,3480
17,1,1490
17,2,5780
17,3,4650
18,0,3470
18,1,1490
18,2,5780
18,3,4650
19,0,3470
19,1,1500
19,2,5780
19,3,4660
20,0,3470
20,1,1500
20,2,5780
20,3,4650
21,0,3480
21,1,1470
21,2,5790
21,3,4640
22,0,3470
22,1,1490
22,2,5790
22,3,4650
23,0,3480
23,1,1500
23,2,5790
23,3,4660
24,0,3480
24,1,1500
24,2,5790
24,3,4680
25,0,3490
25,1,1490
25,2,5790
25,3,4670
26,0,3480
26,1,1490
26,2,5790
26,3,4670
27,0,3470
27,1,1490
27,2,5780
27,3,4660
28,0,3480
28,1,1470
28,2,5780
28,3,4650
29,0,3480
29,1,1470
29,2,5780
29,3,4640
30,0,3480
30,1,1460
30,2,5780
30,3,4640
31,0,3480
31,1,1460
31,2,5780
31,3,4640
32,0,3480
32,1,1470
32,2,5780
32,3,4640
33,0,3480
33,1,1490
33,2,5770
33,3,4650
34,0,3490
34,1,1490
34,2,5780
34,3,4650
35,0,3490
35,1,1500
35,2,5790
35,3,4640
36,0,3480
36,1,1500
36,2,5790
36,3,4640
37,0,3470
37,1,1510
37,2,5790
37,3,4650
38,0,3470
38,1,1490
38,2,5790
38,3,4650
39,0,3470
39,1,1510
39,2,5790
39,3,4640
40,0,3460
40,1,1510
40,2,5790
40,3,4640
41,0,3460
41,1,1500
41,2,5800
41,3,4640
42,0,3470
42,1,1490
42,2,5790
42,3,4640
43,0,3460
43,1,1490
43,2,5790
43,3,4650
44,0,3470
44,1,1500
44,2,5790
44,3,4660
45,0,3480
45,1,1500
45,2,5790
45,3,4650
46,0,3470
46,1,1500
46,2,5790
46,3,4660
47,0,3470
47,1,1490
47,2,5780
47,3,4660
48,0,3470
48,1,1470
48,2,5780
48,3,4660
49,0,3470
49,1,1460
49,2,5780
49,3,4670
50,0,3470
50,1,1460
50,2,5780
50,3,4670
51,0,3470
51,1,1490
51,2,5780
51,3,4660
52,0,3480
52,1,1500
52,2,5780
52,3,4650
53,0,3490
53,1,1500
53,2,5780
53,3,4660
54,0,3480
54,1,1490
54,2,5780
54,3,4660
55,0,3480
55,1,1490
55,2,5780
55,3,4660
56,0,3490
56,1,1490
56,2,5780
56,3,4650
57,0,3480
57,1,1510
57,2,5780
57,3,4640
58,0,3480
58,1,1510
58,2,5780
58,3,4640
59,0,3470
59,1,1510
59,2,5780
59,3,4640
60,0,3470
60,1,1500
60,2,5780
60,3,4640
61,0,3480
61,1,1510
61,2,5780
61,3,4640
62,0,3480
62,1,1510
62,2,5780
62,3,4640
63,0,3490
63,1,1510
63,2,5780
63,3,4640
64,0,3490
64,1,1490
64,2,5780
64,3,4640
65,0,3490
65,1,1500
65,2,5780
65,3,4650
66,0,3500
66,1,1490
66,2,5780
66,3,4650
67,0,3500
67,1,1510
67,2,5780
67,3,4650
68,0,3490
68,1,1490
68,2,5780
68,3,4650
69,0,3490
69,1,1500
69,2,5780
69,3,4650
70,0,3480
70,1,1500
70,2,5780
70,3,4640
71,0,3480
71,1,1470
71,2,5780
71,3,4640
72,0,3470
72,1,1460
72,2,5780
72,3,4640
73,0,3470
73,1,1460
73,2,5790
73,3,4640
74,0,3480
74,1,1460
74,2,5790
74,3,4640
75,0,3480
75,1,1470
75,2,5790
75,3,4650
76,0,3480
76,1,1470
76,2,5790
76,3,4650
77,0,3470
77,1,1470
77,2,5790
77,3,4650
78,0,3460
78,1,1470
78,2,5790
78,3,4650
79,0,3470
79,1,1460
79,2,5780
79,3,4650
80,0,3470
80,1,1460
80,2,5780
80,3,4670
