Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,5278.8,4194.1,3629.2,1639.6
2.0,5279.4,4192.0,3624.6,1639.8
3.0,5279.6,4194.7,3627.4,1643.2
4.0,5281.0,4193.5,3628.8,1645.0
5.0,5280.8,4194.8,3629.7,1646.0
6.0,5280.6,4194.0,3630.3,1646.7
7.0,5282.1,4194.2,3630.7,1647.2
8.0,5283.1,4194.9,3629.2,1647.6
9.0,5284.0,4194.3,3629.7,1647.9
10.0,5284.6,4193.8,3628.6,1649.2
11.0,5285.2,4193.4,3628.8,1650.3
12.0,5285.2,4193.6,3629.9,1649.3
13.0,5284.7,4193.7,3630.8,1648.5
14.0,5285.2,4193.8,3631.6,1647.7
15.0,5285.6,4193.5,3632.3,1647.1
16.0,5285.9,4193.6,3632.4,1646.5
17.0,5286.3,4193.7,3632.2,1646.4
18.0,5285.8,4193.8,3632.8,1645.9
19.0,5285.7,4193.6,3632.6,1645.5
20.0,5285.7,4193.3,3633.1,1645.1
21.0,5285.3,4193.0,3632.9,1645.4
22.0,5284.9,4192.8,3632.7,1645.8
23.0,5284.5,4192.6,3632.5,1645.4
24.0,5284.2,4192.8,3631.6,1645.7
25.0,5284.3,4192.6,3630.8,1646.0
26.0,5284.3,4193.1,3630.8,1645.6
27.0,5284.0,4192.9,3630.7,1645.9
28.0,5283.7,4193.4,3630.0,1645.9
29.0,5284.2,4193.8,3629.3,1645.9
30.0,5284.6,4194.2,3630.0,1645.9
31.0,5284.9,4194.0,3630.0,1645.9
32.0,5284.6,4194.4,3630.7,1646.2
33.0,5284.3,4194.1,3631.3,1646.4
34.0,5284.7,4194.5,3631.9,1646.4
35.0,5285.0,4194.2,3632.0,1646.4
36.0,5284.7,4193.9,3632.0,1646.0
37.0,5285.0,4194.3,3632.1,1645.6
38.0,5285.4,4194.3,3632.0,1645.9
39.0,5285.7,4194.4,3632.5,1646.8
40.0,5285.9,4194.4,3633.0,1647.6
41.0,5286.2,4194.5,3632.8,1648.4
42.0,5286.5,4194.5,3632.6,1647.9
43.0,5286.7,4194.5,3633.1,1647.4
44.0,5286.9,4194.6,3632.9,1647.6
45.0,5287.1,4194.9,3633.3,1647.5
46.0,5287.3,4195.2,3633.1,1647.0
47.0,5287.5,4195.5,3633.6,1647.2
48.0,5287.6,4195.8,3634.0,1647.3
49.0,5287.1,4196.1,3633.7,1647.5
50.0,5286.7,4196.4,3633.5,1647.0
51.0,5286.9,4196.3,3633.3,1646.6
52.0,5286.4,4196.5,3633.0,1646.2
53.0,5286.0,4196.7,3633.5,1646.4
54.0,5286.0,4196.3,3633.3,1646.6
55.0,5285.9,4195.9,3633.1,1646.2
56.0,5285.8,4195.5,3632.9,1645.8
57.0,5285.8,4195.8,3632.7,1645.4
58.0,5285.4,4195.8,3631.9,1645.1
59.0,5285.1,4195.7,3631.1,1645.1
60.0,5284.7,4195.7,3630.4,1645.2
61.0,5285.1,4195.6,3630.5,1644.9
62.0,5285.4,4195.6,3630.7,1644.5
63.0,5285.7,4195.9,3630.0,1644.6
64.0,5286.0,4196.1,3630.0,1644.3
65.0,5285.6,4196.1,3630.7,1644.7
66.0,5285.9,4196.3,3631.3,1645.0
67.0,5286.1,4196.5,3631.8,1644.7
68.0,5286.4,4196.1,3631.7,1644.4
69.0,5286.0,4195.7,3631.0,1644.1
70.0,5285.6,4195.7,3630.2,1644.5
71.0,5285.2,4195.3,3629.6,1644.9
72.0,5284.9,4195.0,3629.6,1645.2
73.0,5284.6,4194.7,3629.6,1645.2
74.0,5284.3,4194.4,3629.7,1644.9
75.0,5284.0,4194.1,3630.3,1645.2
76.0,5283.7,4193.8,3631.0,1644.9
77.0,5283.5,4193.6,3630.9,1645.0
78.0,5283.3,4193.3,3630.8,1644.7
79.0,5283.7,4193.8,3631.4,1644.4
80.0,5284.1,4193.5,3631.3,1644.7
81.0,5283.9,4193.6,3631.2,1645.1
82.0,5283.9,4193.4,3631.2,1645.4
83.0,5284.3,4193.2,3630.4,1645.0
84.0,5284.7,4193.6,3631.1,1645.3
85.0,5284.4,4193.4,3631.6,1645.6
86.0,5284.1,4193.8,3631.5,1646.6
87.0,5283.8,4194.2,3630.8,1647.4
88.0,5283.6,4194.6,3630.7,1648.2
89.0,5284.0,4194.3,3630.7,1649.0
90.0,5284.4,4194.0,3630.6,1649.7
91.0,5284.7,4193.7,3630.6,1650.4
92.0,5285.1,4193.5,3629.9,1651.0
93.0,5285.4,4193.3,3629.3,1650.9
94.0,5285.4,4193.1,3630.0,1650.2
95.0,5285.4,4192.9,3630.6,1649.6
96.0,5285.3,4192.7,3631.2,1649.3
97.0,5285.6,4192.5,3631.1,1649.1
98.0,5285.9,4192.3,3631.1,1648.9
99.0,5286.2,4192.5,3631.0,1648.3
100.0,5286.4,4192.7,3631.1,1648.5
101.0,5286.7,4192.5,3631.3,1648.6
