数据序列,设备号,测量值
0,0,3480
0,1,3460
0,2,3520
0,3,3390
1,0,3480
1,1,3450
1,2,3520
1,3,3390
2,0,3490
2,1,3460
2,2,3520
2,3,3390
3,0,3490
3,1,3460
3,2,3530
3,3,3390
4,0,3490
4,1,3460
4,2,3540
4,3,3390
5,0,3480
5,1,3460
5,2,3540
5,3,3390
6,0,3480
6,1,3460
6,2,3530
6,3,3390
7,0,3480
7,1,3460
7,2,3530
7,3,3390
8,0,3480
8,1,3460
8,2,3530
8,3,3390
9,0,3470
9,1,3450
9,2,3530
9,3,3390
10,0,3470
10,1,3450
10,2,3520
10,3,3390
11,0,3470
11,1,3470
11,2,3520
11,3,3390
12,0,3470
12,1,3470
12,2,3520
12,3,3390
13,0,3470
13,1,3460
13,2,3520
13,3,3390
14,0,3470
14,1,3460
14,2,3520
14,3,3400
15,0,3470
15,1,3440
15,2,3520
15,3,3400
16,0,3460
16,1,3450
16,2,3520
16,3,3400
17,0,3460
17,1,3450
17,2,3510
17,3,3390
18,0,3460
18,1,3450
18,2,3510
18,3,3390
19,0,3460
19,1,3460
19,2,3510
19,3,3390
20,0,3460
20,1,3460
20,2,3520
20,3,3390
21,0,3470
21,1,3450
21,2,3510
21,3,3390
22,0,3470
22,1,3450
22,2,3510
22,3,3390
23,0,3470
23,1,3470
23,2,3520
23,3,3390
24,0,3470
24,1,3460
24,2,3520
24,3,3390
25,0,3470
25,1,3470
25,2,3520
25,3,3390
26,0,3470
26,1,3470
26,2,3520
26,3,3390
27,0,3470
27,1,3460
27,2,3530
27,3,3390
28,0,3470
28,1,3460
28,2,3520
28,3,3390
29,0,3480
29,1,3460
29,2,3520
29,3,3390
30,0,3480
30,1,3470
30,2,3520
30,3,3390
31,0,3480
31,1,3470
31,2,3530
31,3,3390
32,0,3480
32,1,3460
32,2,3530
32,3,3390
33,0,3480
33,1,3450
33,2,3530
33,3,3390
34,0,3480
34,1,3450
34,2,3530
34,3,3390
35,0,3480
35,1,3440
35,2,3530
35,3,3390
36,0,3470
36,1,3450
36,2,3540
36,3,3390
37,0,3480
37,1,3450
37,2,3540
37,3,3390
38,0,3480
38,1,3450
38,2,3540
38,3,3390
39,0,3480
39,1,3450
39,2,3530
39,3,3390
40,0,3490
40,1,3450
40,2,3520
40,3,3390
41,0,3490
41,1,3450
41,2,3520
41,3,3390
42,0,3490
42,1,3440
42,2,3520
42,3,3390
43,0,3490
43,1,3440
43,2,3520
43,3,3390
44,0,3490
44,1,3440
44,2,3520
44,3,3390
45,0,3470
45,1,3460
45,2,3510
45,3,3390
46,0,3470
46,1,3450
46,2,3500
46,3,3390
47,0,3470
47,1,3450
47,2,3500
47,3,3390
48,0,3470
48,1,3450
48,2,3510
48,3,3390
49,0,3460
49,1,3450
49,2,3510
49,3,3380
50,0,3470
50,1,3450
50,2,3510
50,3,3380
51,0,3460
51,1,3450
51,2,3530
51,3,3380
52,0,3460
52,1,3450
52,2,3520
52,3,3380
53,0,3460
53,1,3440
53,2,3520
53,3,3380
54,0,3460
54,1,3440
54,2,3530
54,3,3380
55,0,3460
55,1,3450
55,2,3530
55,3,3370
56,0,3460
56,1,3440
56,2,3530
56,3,3370
57,0,3470
57,1,3450
57,2,3530
57,3,3370
58,0,3470
58,1,3440
58,2,3540
58,3,3360
59,0,3470
59,1,3470
59,2,3540
59,3,3340
60,0,3470
60,1,3460
60,2,3540
60,3,3340
61,0,3470
61,1,3450
61,2,3540
61,3,3340
62,0,3470
62,1,3460
62,2,3540
62,3,3360
63,0,3470
63,1,3460
63,2,3550
63,3,3360
64,0,3480
64,1,3460
64,2,3550
64,3,3360
65,0,3480
65,1,3450
65,2,3540
65,3,3360
66,0,3480
66,1,3460
66,2,3540
66,3,3360
67,0,3480
67,1,3460
67,2,3530
67,3,3370
68,0,3480
68,1,3460
68,2,3530
68,3,3370
69,0,3480
69,1,3460
69,2,3530
69,3,3380
70,0,3480
70,1,3460
70,2,3530
70,3,3380
71,0,3480
71,1,3450
71,2,3530
71,3,3380
72,0,3480
72,1,3450
72,2,3530
72,3,3380
73,0,3480
73,1,3440
73,2,3530
73,3,3380
74,0,3470
74,1,3440
74,2,3520
74,3,3390
75,0,3470
75,1,3440
75,2,3520
75,3,3390
76,0,3470
76,1,3450
76,2,3530
76,3,3390
77,0,3470
77,1,3460
77,2,3530
77,3,3390
78,0,3470
78,1,3460
78,2,3520
78,3,3390
79,0,3470
79,1,3460
79,2,3510
79,3,3390
80,0,3470
80,1,3450
80,2,3510
80,3,3390
81,0,3470
81,1,3450
81,2,3510
81,3,3390
82,0,3470
82,1,3450
82,2,3510
82,3,3380
83,0,3470
83,1,3450
83,2,3520
83,3,3380
84,0,3470
84,1,3450
84,2,3520
84,3,3380
85,0,3470
85,1,3460
85,2,3520
85,3,3390
86,0,3470
86,1,3460
86,2,3520
86,3,3390
87,0,3470
87,1,3470
87,2,3520
87,3,3380
88,0,3470
88,1,3450
88,2,3510
88,3,3380
89,0,3470
89,1,3450
89,2,3510
89,3,3380
90,0,3470
90,1,3470
90,2,3520
90,3,3380
91,0,3470
91,1,3460
91,2,3510
91,3,3380
92,0,3470
92,1,3460
92,2,3520
92,3,3380
93,0,3480
93,1,3450
93,2,3510
93,3,3380
94,0,3480
94,1,3450
94,2,3520
94,3,3380
95,0,3480
95,1,3460
95,2,3520
95,3,3380
96,0,3480
96,1,3460
96,2,3520
96,3,3380
97,0,3480
97,1,3460
97,2,3520
97,3,3380
98,0,3480
98,1,3450
98,2,3520
98,3,3390
99,0,3490
99,1,3440
99,2,3510
99,3,3390
100,0,3490
100,1,3440
100,2,3520
100,3,3380
101,0,3490
101,1,3430
101,2,3520
101,3,3380
102,0,3490
102,1,3430
102,2,3520
102,3,3370
103,0,3490
103,1,3430
103,2,3520
103,3,3370
104,0,3490
104,1,3430
104,2,3520
104,3,3370
105,0,3490
105,1,3430
105,2,3510
105,3,3370
106,0,3490
106,1,3440
106,2,3510
106,3,3380
107,0,3490
107,1,3450
107,2,3510
107,3,3380
108,0,3480
108,1,3450
108,2,3510
108,3,3380
109,0,3480
109,1,3460
109,2,3510
109,3,3380
110,0,3480
110,1,3460
110,2,3520
110,3,3380
111,0,3470
111,1,3460
111,2,3520
111,3,3370
112,0,3480
112,1,3460
112,2,3520
112,3,3370
113,0,3480
113,1,3450
113,2,3520
113,3,3370
114,0,3480
114,1,3450
114,2,3510
114,3,3370
115,0,3470
115,1,3460
115,2,3510
115,3,3370
116,0,3460
116,1,3470
116,2,3510
116,3,3380
117,0,3460
117,1,3460
117,2,3510
117,3,3390
118,0,3470
118,1,3470
118,2,3510
118,3,3390
119,0,3470
119,1,3460
119,2,3510
119,3,3380
120,0,3470
120,1,3470
120,2,3520
120,3,3380
121,0,3470
121,1,3470
121,2,3530
121,3,3380
122,0,3470
122,1,3460
122,2,3530
122,3,3380
123,0,3470
123,1,3450
123,2,3530
123,3,3380
124,0,3470
124,1,3450
124,2,3530
124,3,3380
125,0,3470
125,1,3450
125,2,3520
125,3,3380
126,0,3470
126,1,3460
126,2,3520
126,3,3370
127,0,3470
127,1,3440
127,2,3520
127,3,3380
128,0,3470
128,1,3440
128,2,3530
128,3,3380
129,0,3470
129,1,3450
129,2,3530
129,3,3370
130,0,3470
130,1,3460
130,2,3520
130,3,3370
131,0,3470
131,1,3450
131,2,3510
131,3,3370
132,0,3470
132,1,3460
132,2,3510
132,3,3380
133,0,3470
133,1,3450
133,2,3510
133,3,3390
134,0,3470
134,1,3440
134,2,3510
134,3,3390
135,0,3470
135,1,3450
135,2,3510
135,3,3390
136,0,3470
136,1,3450
136,2,3520
136,3,3390
137,0,3470
137,1,3450
137,2,3530
137,3,3390
138,0,3470
138,1,3450
138,2,3530
138,3,3400
139,0,3470
139,1,3460
139,2,3530
139,3,3400
140,0,3470
140,1,3460
140,2,3530
140,3,3400
141,0,3470
141,1,3450
141,2,3530
141,3,3400
142,0,3470
142,1,3450
142,2,3520
142,3,3390
143,0,3470
143,1,3450
143,2,3530
