数据序列,设备号,测量值
0,0,1450
0,1,4740
0,2,3430
0,3,5650
1,0,1460
1,1,4740
1,2,3430
1,3,5640
2,0,1460
2,1,4740
2,2,3430
2,3,5630
3,0,1470
3,1,4750
3,2,3430
3,3,5630
4,0,1470
4,1,4750
4,2,3420
4,3,5620
5,0,1490
5,1,4750
5,2,3420
5,3,5620
6,0,1490
6,1,4750
6,2,3420
6,3,5620
7,0,1490
7,1,4750
7,2,3420
7,3,5630
8,0,1490
8,1,4740
8,2,3420
8,3,5650
9,0,1470
9,1,4750
9,2,3420
9,3,5660
10,0,1470
10,1,4730
10,2,3420
10,3,5660
11,0,1470
11,1,4740
11,2,3420
11,3,5640
12,0,1490
12,1,4740
12,2,3430
12,3,5640
13,0,1490
13,1,4730
13,2,3430
13,3,5640
14,0,1490
14,1,4740
14,2,3430
14,3,5640
15,0,1490
15,1,4740
15,2,3420
15,3,5650
16,0,1490
16,1,4730
16,2,3420
16,3,5650
17,0,1490
17,1,4740
17,2,3430
17,3,5650
18,0,1490
18,1,4740
18,2,3420
18,3,5650
19,0,1500
19,1,4750
19,2,3420
19,3,5650
20,0,1500
20,1,4740
20,2,3410
20,3,5640
21,0,1510
21,1,4750
21,2,3410
21,3,5650
22,0,1510
22,1,4740
22,2,3410
22,3,5650
23,0,1510
23,1,4740
23,2,3410
23,3,5650
24,0,1510
24,1,4740
24,2,3410
24,3,5650
25,0,1510
25,1,4750
25,2,3410
25,3,5650
26,0,1510
26,1,4750
26,2,3420
26,3,5640
27,0,1510
27,1,4750
27,2,3420
27,3,5640
28,0,1490
28,1,4730
28,2,3410
28,3,5640
29,0,1500
29,1,4730
29,2,3410
29,3,5640
30,0,1500
30,1,4740
30,2,3420
30,3,5650
31,0,1470
31,1,4750
31,2,3420
31,3,5650
32,0,1470
32,1,4740
32,2,3420
32,3,5660
33,0,1470
33,1,4740
33,2,3420
33,3,5660
34,0,1470
34,1,4730
34,2,3430
34,3,5660
35,0,1470
35,1,4730
35,2,3430
35,3,5660
36,0,1470
36,1,4720
36,2,3430
36,3,5650
37,0,1470
37,1,4720
37,2,3420
37,3,5650
38,0,1490
38,1,4710
38,2,3420
38,3,5650
39,0,1470
39,1,4730
39,2,3400
39,3,5650
40,0,1490
40,1,4730
40,2,3400
40,3,5650
41,0,1470
41,1,4730
41,2,3400
41,3,5660
42,0,1470
42,1,4720
42,2,3410
42,3,5670
43,0,1470
43,1,4720
43,2,3410
43,3,5670
44,0,1470
44,1,4730
44,2,3400
44,3,5670
45,0,1470
45,1,4730
45,2,3400
45,3,5660
46,0,1470
46,1,4720
46,2,3410
46,3,5660
47,0,1470
47,1,4740
47,2,3410
47,3,5660
48,0,1470
48,1,4750
48,2,3410
48,3,5660
49,0,1470
49,1,4740
49,2,3410
49,3,5640
50,0,1470
50,1,4730
50,2,3410
50,3,5640
51,0,1450
51,1,4740
51,2,3410
51,3,5640
52,0,1470
52,1,4740
52,2,3410
52,3,5640
53,0,1500
53,1,4740
53,2,3420
53,3,5640
54,0,1510
54,1,4730
54,2,3420
54,3,5640
55,0,1510
55,1,4740
55,2,3420
55,3,5640
56,0,1510
56,1,4750
56,2,3420
56,3,5640
57,0,1490
57,1,4740
57,2,3420
57,3,5640
58,0,1500
58,1,4750
58,2,3420
58,3,5640
59,0,1530
59,1,4760
59,2,3420
59,3,5640
60,0,1530
60,1,4760
60,2,3420
60,3,5640
61,0,1520
61,1,4760
61,2,3410
61,3,5630
62,0,1530
