Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4079.1,6006.6,1039.8,4630.0
2.0,4079.5,6008.3,1039.9,4630.0
3.0,4079.7,6008.9,1039.9,4630.0
4.0,4079.8,6009.2,1039.9,4630.0
5.0,4079.8,6009.3,1040.0,4630.0
6.0,4081.6,6009.5,1040.0,4630.0
7.0,4081.3,6009.5,1040.0,4631.5
8.0,4081.2,6009.6,1040.0,4632.6
9.0,4082.2,6009.6,1040.0,4632.3
10.0,4082.0,6008.6,1040.0,4632.2
11.0,4081.8,6007.7,1040.1,4632.1
12.0,4081.6,6007.7,1040.1,4631.9
13.0,4081.5,6007.9,1040.2,4632.6
14.0,4081.3,6007.9,1040.2,4632.5
15.0,4082.1,6007.9,1040.3,4632.3
16.0,4082.7,6007.9,1040.3,4632.2
17.0,4082.5,6007.9,1041.1,4632.1
18.0,4082.3,6007.9,1041.8,4632.0
19.0,4082.9,6008.0,1042.4,4632.0
20.0,4083.4,6008.0,1042.2,4631.9
21.0,4083.9,6008.1,1042.0,4632.5
22.0,4084.3,6008.2,1041.9,4633.0
23.0,4084.7,6008.4,1041.8,4633.5
24.0,4085.1,6008.5,1041.6,4633.3
25.0,4085.5,6008.6,1041.5,4633.0
26.0,4085.8,6008.7,1041.4,4632.8
27.0,4086.1,6008.8,1042.0,4632.6
28.0,4086.3,6008.9,1042.5,4633.1
29.0,4086.6,6008.9,1042.4,4633.6
30.0,4086.8,6009.0,1042.2,4634.0
31.0,4087.0,6009.1,1042.1,4633.8
32.0,4087.2,6009.0,1041.9,4633.6
33.0,4086.7,6008.9,1041.8,4633.4
34.0,4086.9,6009.0,1042.3,4633.3
35.0,4086.5,6009.1,1042.8,4633.0
36.0,4086.1,6009.1,1043.3,4632.8
37.0,4085.7,6009.1,1043.8,4632.7
38.0,4085.3,6009.0,1044.2,4632.5
39.0,4085.0,6008.9,1044.5,4632.3
40.0,4084.5,6009.0,1044.3,4632.2
41.0,4084.9,6009.1,1044.1,4632.0
42.0,4084.5,6009.1,1043.9,4631.9
43.0,4084.2,6009.0,1044.3,4631.8
44.0,4084.0,6009.0,1044.7,4631.7
45.0,4083.7,6009.0,1045.0,4631.5
46.0,4083.5,6009.0,1045.3,4631.4
47.0,4083.2,6008.9,1045.6,4631.4
48.0,4083.0,6008.9,1045.9,4631.3
49.0,4082.8,6008.8,1046.2,4631.2
50.0,4082.7,6008.7,1046.4,4631.1
51.0,4082.5,6008.7,1046.7,4631.0
52.0,4082.3,6008.7,1046.3,4631.0
53.0,4082.2,6008.7,1046.5,4631.0
54.0,4081.4,6008.7,1046.8,4631.0
55.0,4080.7,6008.8,1047.0,4631.0
56.0,4080.0,6008.9,1047.2,4631.0
57.0,4080.0,6008.9,1047.3,4631.0
58.0,4080.0,6009.0,1047.5,4631.0
59.0,4080.0,6008.4,1047.7,4630.9
60.0,4080.0,6007.9,1047.8,4630.8
61.0,4080.0,6007.4,1048.0,4630.8
62.0,4080.6,6006.9,1047.5,4630.7
63.0,4080.6,6006.4,1047.1,4630.7
64.0,4081.2,6006.7,1046.7,4630.6
65.0,4081.8,6006.9,1046.3,4630.6
66.0,4081.6,6007.1,1046.0,4630.6
67.0,4081.5,6007.3,1045.7,4630.5
68.0,4081.4,6007.5,1045.4,4630.6
69.0,4081.3,6007.6,1045.1,4630.6
70.0,4081.9,6007.8,1045.4,4630.6
71.0,4082.4,6007.9,1045.1,4630.6
72.0,4082.3,6007.4,1044.7,4631.2
73.0,4082.1,6006.9,1044.4,4631.7
74.0,4082.0,6006.5,1044.1,4632.3
75.0,4081.9,6006.1,1043.9,4632.8
76.0,4081.7,6005.7,1043.6,4633.2
77.0,4081.6,6005.3,1043.4,4633.7
78.0,4081.5,6005.5,1043.2,4634.1
79.0,4081.4,6005.8,1043.0,4634.5
80.0,4081.3,6006.0,1042.8,4634.8
81.0,4081.2,6006.3,1042.6,4634.6
82.0,4081.2,6006.5,1042.4,4634.9
83.0,4080.4,6006.8,1042.3,4635.3
84.0,4079.8,6007.0,1042.1,4635.6
85.0,4079.1,6007.2,1042.6,4635.2
86.0,4078.6,6007.3,1043.1,4634.9
87.0,4078.0,6007.5,1043.6,4634.6
88.0,4077.5,6007.7,1044.0,4634.3
89.0,4077.0,6007.8,1043.7,4634.0
90.0,4076.6,6008.0,1043.5,4633.7
91.0,4077.4,6008.1,1043.2,4633.5
92.0,4078.2,6008.2,1043.0,4633.3
93.0,4078.2,6008.3,1042.8,4633.1
94.0,4079.0,6008.4,1042.7,4632.9
95.0,4079.0,6008.5,1042.5,4633.3
96.0,4079.1,6008.6,1042.4,4633.1
97.0,4079.2,6008.7,1042.2,4632.9
98.0,4079.2,6008.8,1042.1,4632.7
99.0,4079.3,6008.8,1042.0,4632.5
100.0,4079.3,6008.8,1041.8,4632.4
101.0,4080.0,6008.9,1041.7,4632.2
102.0,4080.0,6009.0,1041.6,4632.1
103.0,4080.0,6008.4,1041.5,4632.6
104.0,4080.0,6008.5,1041.4,4632.5
105.0,4080.0,6008.6,1041.3,4632.4
106.0,4080.0,6008.0,1041.2,4632.3
107.0,4080.0,6007.5,1041.1,4632.8
108.0,4080.6,6007.0,1041.1,4633.3
109.0,4081.2,6006.6,1041.0,4633.7
110.0,4081.8,6006.8,1040.9,4634.1
111.0,4081.7,6007.0,1040.9,4634.5
112.0,4081.6,6007.2,1040.8,4634.8
113.0,4080.8,6007.4,1040.8,4635.2
114.0,4080.1,6007.6,1040.7,4635.5
115.0,4079.5,6007.7,1040.7,4635.8
116.0,4078.9,6007.9,1040.6,4636.0
117.0,4078.3,6008.0,1040.6,4636.3
118.0,4077.8,6008.1,1040.6,4636.5
119.0,4077.9,6008.2,1040.5,4636.8
120.0,4078.0,6007.7,1040.5,4637.0
121.0,4078.2,6007.2,1040.5,4637.2
122.0,4078.3,6006.8,1040.4,4637.4
123.0,4077.8,6007.0,1040.4,4636.9
124.0,4077.3,6007.2,1040.4,4636.4
125.0,4076.8,6007.3,1040.3,4636.0
126.0,4076.3,6007.5,1040.3,4635.6
127.0,4076.6,6007.7,1040.3,4635.3
128.0,4076.8,6007.8,1040.9,4635.1
129.0,4077.0,6008.0,1041.5,4634.8
130.0,4077.2,6008.1,1042.1,4634.5
131.0,4077.4,6008.2,1042.6,4634.3
132.0,4077.6,6008.3,1042.4,4634.0
133.0,4077.7,6008.4,1042.3,4633.8
134.0,4077.9,6008.5,1042.1,4633.5
135.0,4078.0,6008.6,1042.0,4633.3
136.0,4078.1,6008.7,1041.8,4633.1
137.0,4078.2,6008.8,1041.7,4632.9
138.0,4078.4,6008.9,1041.6,4632.7
139.0,4077.8,6008.3,1041.5,4632.5
140.0,4077.3,6008.4,1041.4,4632.4
141.0,4076.8,6008.5,1041.3,4632.2
142.0,4076.4,6008.6,1041.2,4632.1
143.0,4076.6,6008.7,1041.2,4631.9
144.0,4076.9,6008.8,1041.1,4631.8
145.0,4077.1,6008.9,1041.1,4632.3
146.0,4077.2,6008.9,1041.0,4632.8
147.0,4076.8,6009.0,1040.9,4632.7
148.0,4076.3,6009.1,1040.9,4632.5
149.0,4075.9,6009.1,1040.9,4633.0
150.0,4076.2,6009.2,1040.8,4632.8
151.0,4076.4,6009.2,1040.8,4632.6
152.0,4076.7,6009.2,1040.7,4632.5
153.0,4076.9,6009.2,1041.3,4632.3
154.0,4077.1,6008.6,1041.9,4632.2
155.0,4077.3,6008.1,1042.4,4632.2
156.0,4077.4,6007.5,1042.9,4632.1
157.0,4077.6,6007.1,1043.4,4632.0
158.0,4077.8,6006.6,1043.8,4631.9
159.0,4077.3,6006.2,1044.2,4631.8
160.0,4076.8,6005.8,1044.6,4631.7
161.0,4076.4,6005.4,1044.9,4632.2
162.0,4075.9,6005.1,1044.6,4632.7
163.0,4075.6,6004.7,1044.9,4633.2
164.0,4075.2,6004.4,1044.6,4633.6
165.0,4074.9,6004.1,1044.3,4634.1
166.0,4074.6,6003.9,1044.0,4633.8
167.0,4074.3,6003.6,1043.8,4633.5
168.0,4074.0,6003.4,1043.5,4633.3
169.0,4073.7,6003.2,1043.3,4633.1
170.0,4073.5,6003.0,1043.1,4632.9
171.0,4073.3,6002.8,1042.9,4632.7
172.0,4073.1,6002.6,1042.7,4632.5
173.0,4072.9,6003.1,1042.6,4632.4
