数据序列,设备号,测量值
0,0,4460
0,1,1190
0,2,5980
0,3,3980
1,0,4460
1,1,1190
1,2,5980
1,3,3990
2,0,4470
2,1,1190
2,2,5980
2,3,3980
3,0,4480
3,1,1190
3,2,5980
3,3,3990
4,0,4490
4,1,1160
4,2,5980
4,3,3990
5,0,4480
5,1,1180
5,2,5990
5,3,3990
6,0,4480
6,1,1190
6,2,5990
6,3,3990
7,0,4480
7,1,1190
7,2,5990
7,3,3980
8,0,4480
8,1,1180
8,2,5990
8,3,3980
9,0,4480
9,1,1160
9,2,5990
9,3,3980
10,0,4480
10,1,1150
10,2,5990
10,3,3980
11,0,4480
11,1,1130
11,2,5980
11,3,3980
12,0,4480
12,1,1140
12,2,5980
12,3,3980
13,0,4480
13,1,1130
13,2,5980
13,3,3990
14,0,4480
14,1,1130
14,2,5980
14,3,3980
15,0,4490
15,1,1130
15,2,5980
15,3,3980
16,0,4490
16,1,1160
16,2,5980
16,3,3990
17,0,4490
17,1,1160
17,2,5980
17,3,3990
18,0,4490
18,1,1160
18,2,5980
18,3,3990
19,0,4500
19,1,1180
19,2,5980
19,3,3980
20,0,4490
20,1,1160
20,2,5980
20,3,3990
21,0,4490
21,1,1190
21,2,5980
21,3,3990
22,0,4480
22,1,1180
22,2,5980
22,3,3990
23,0,4490
23,1,1150
23,2,5990
23,3,4000
24,0,4480
24,1,1140
24,2,5990
24,3,3990
25,0,4480
25,1,1130
25,2,5980
25,3,3980
26,0,4480
26,1,1130
26,2,5980
26,3,3980
27,0,4480
27,1,1130
27,2,5980
27,3,3980
28,0,4480
28,1,1140
28,2,5970
28,3,3960
29,0,4500
29,1,1150
29,2,5970
29,3,3960
30,0,4500
30,1,1150
30,2,5970
30,3,3960
31,0,4500
31,1,1180
31,2,5970
31,3,3960
32,0,4500
32,1,1180
32,2,5970
32,3,3980
33,0,4500
33,1,1190
33,2,5970
33,3,3980
34,0,4500
34,1,1180
34,2,5970
34,3,3980
35,0,4500
35,1,1200
35,2,5970
35,3,3980
36,0,4490
36,1,1160
36,2,5970
36,3,3980
37,0,4490
37,1,1160
37,2,5970
37,3,3990
