数据序列,设备号,测量值
0,0,1770
0,1,4310
0,2,3720
0,3,5250
1,0,1770
1,1,4310
1,2,3740
1,3,5240
2,0,1770
2,1,4310
2,2,3740
2,3,5240
3,0,1760
3,1,4310
3,2,3750
3,3,5230
4,0,1770
4,1,4310
4,2,3760
4,3,5230
5,0,1780
5,1,4310
5,2,3760
5,3,5210
6,0,1780
6,1,4310
6,2,3770
6,3,5210
7,0,1780
7,1,4300
7,2,3770
7,3,5230
8,0,1770
8,1,4300
8,2,3770
8,3,5230
9,0,1770
9,1,4310
9,2,3770
9,3,5230
10,0,1770
10,1,4310
10,2,3760
10,3,5230
11,0,1770
11,1,4310
11,2,3750
11,3,5230
12,0,1750
12,1,4310
12,2,3760
12,3,5210
13,0,1750
13,1,4310
13,2,3750
13,3,5210
14,0,1750
14,1,4300
14,2,3760
14,3,5210
15,0,1750
15,1,4310
15,2,3760
15,3,5210
16,0,1760
16,1,4300
16,2,3760
16,3,5210
17,0,1760
17,1,4300
17,2,3760
17,3,5210
18,0,1760
18,1,4300
18,2,3760
18,3,5210
19,0,1760
19,1,4290
19,2,3770
19,3,5210
20,0,1760
20,1,4290
20,2,3770
20,3,5210
21,0,1760
21,1,4300
21,2,3770
21,3,5210
22,0,1760
22,1,4300
22,2,3770
22,3,5230
23,0,1760
23,1,4290
23,2,3770
23,3,5230
24,0,1750
24,1,4290
24,2,3760
24,3,5230
25,0,1760
25,1,4300
25,2,3760
25,3,5230
26,0,1770
26,1,4310
26,2,3760
26,3,5230
27,0,1760
27,1,4310
27,2,3760
27,3,5230
28,0,1750
28,1,4310
28,2,3760
28,3,5230
29,0,1750
29,1,4310
29,2,3750
29,3,5210
30,0,1750
30,1,4310
30,2,3760
30,3,5200
31,0,1760
31,1,4300
31,2,3760
31,3,5200
32,0,1750
32,1,4300
32,2,3760
32,3,5210
33,0,1740
33,1,4310
33,2,3760
33,3,5210
34,0,1740
34,1,4310
34,2,3760
34,3,5210
35,0,1750
35,1,4310
35,2,3760
35,3,5210
36,0,1750
36,1,4320
36,2,3760
36,3,5210
37,0,1760
37,1,4320
37,2,3760
37,3,5210
38,0,1760
38,1,4320
38,2,3760
38,3,5210
39,0,1750
39,1,4320
39,2,3760
39,3,5210
40,0,1760
40,1,4320
40,2,3770
40,3,5210
41,0,1760
41,1,4320
41,2,3770
41,3,5210
42,0,1750
42,1,4320
42,2,3770
42,3,5210
43,0,1750
43,1,4310
43,2,3770
43,3,5200
44,0,1740
44,1,4320
44,2,3770
44,3,5210
45,0,1740
45,1,4310
45,2,3770
45,3,5210
46,0,1750
46,1,4310
46,2,3760
46,3,5210
47,0,1740
47,1,4310
47,2,3760
47,3,5210
48,0,1740
48,1,4300
48,2,3760
48,3,5210
49,0,1760
49,1,4310
49,2,3750
49,3,5230
50,0,1760
50,1,4310
50,2,3750
50,3,5230
51,0,1760
51,1,4310
51,2,3760
51,3,5230
52,0,1760
52,1,4310
52,2,3760
52,3,5230
53,0,1750
53,1,4310
53,2,3760
53,3,5230
54,0,1750
54,1,4310
54,2,3770
54,3,5230
55,0,1750
55,1,4300
55,2,3770
55,3,5230
56,0,1750
56,1,4310
56,2,3780
56,3,5230
57,0,1760
57,1,4310
57,2,3780
57,3,5230
58,0,1770
58,1,4310
58,2,3780
58,3,5210
59,0,1770
59,1,4310
59,2,3780
59,3,5200
60,0,1760
60,1,4320
60,2,3770
60,3,5210
61,0,1770
61,1,4320
61,2,3770
61,3,5210
62,0,1760
62,1,4310
62,2,3770
62,3,5210
63,0,1780
63,1,4300
63,2,3770
63,3,5210
64,0,1780
64,1,4300
64,2,3770
64,3,5230
65,0,1780
65,1,4300
65,2,3770
65,3,5230
66,0,1800
66,1,4300
66,2,3760
66,3,5230
67,0,1800
67,1,4300
67,2,3760
67,3,5210
68,0,1770
68,1,4310
68,2,3760
68,3,5230
69,0,1780
69,1,4310
69,2,3760
69,3,5230
70,0,1800
70,1,4310
70,2,3760
70,3,5230
71,0,1780
71,1,4310
71,2,3750
71,3,5230
72,0,1780
72,1,4310
72,2,3750
72,3,5210
73,0,1770
73,1,4310
73,2,3750
73,3,5210
74,0,1760
74,1,4310
74,2,3750
74,3,5210
75,0,1760
75,1,4300
75,2,3750
75,3,5230
76,0,1750
76,1,4300
76,2,3760
76,3,5230
77,0,1750
77,1,4310
77,2,3760
77,3,5230
78,0,1760
78,1,4310
78,2,3770
78,3,5230
79,0,1770
79,1,4320
79,2,3770
79,3,5230
80,0,1780
80,1,4320
80,2,3770
80,3,5230
81,0,1780
81,1,4320
81,2,3750
81,3,5230
82,0,1770
82,1,4320
82,2,3750
82,3,5230
83,0,1760
83,1,4310
83,2,3750
83,3,5210
84,0,1760
84,1,4310
84,2,3750
84,3,5210
85,0,1770
85,1,4310
85,2,3760
85,3,5210
86,0,1760
86,1,4320
86,2,3760
86,3,5210
87,0,1770
87,1,4310
87,2,3760
87,3,5210
88,0,1770
88,1,4310
88,2,3760
88,3,5210
89,0,1780
89,1,4310
89,2,3760
89,3,5210
90,0,1780
90,1,4310
90,2,3760
90,3,5210
91,0,1780
