数据序列,设备号,测量值
0,0,4410
0,1,6320
0,2,600
0,3,4540
1,0,4410
1,1,6330
1,2,600
1,3,4540
2,0,4400
2,1,6320
2,2,590
2,3,4540
3,0,4400
3,1,6310
3,2,590
3,3,4540
4,0,4400
4,1,6310
4,2,590
4,3,4540
5,0,4410
5,1,6310
5,2,590
5,3,4540
6,0,4410
6,1,6320
6,2,590
6,3,4530
7,0,4400
7,1,6320
7,2,590
7,3,4540
8,0,4400
8,1,6330
8,2,590
8,3,4530
9,0,4410
9,1,6320
9,2,590
9,3,4530
10,0,4400
10,1,6310
10,2,590
10,3,4540
11,0,4410
11,1,6320
11,2,590
11,3,4560
12,0,4400
12,1,6330
12,2,590
12,3,4550
13,0,4410
13,1,6330
13,2,590
13,3,4550
14,0,4400
14,1,6320
14,2,590
14,3,4550
15,0,4400
15,1,6310
15,2,590
15,3,4540
16,0,4410
16,1,6320
16,2,590
16,3,4530
17,0,4410
17,1,6330
17,2,590
17,3,4550
18,0,4420
18,1,6330
18,2,590
18,3,4550
19,0,4400
19,1,6330
19,2,590
19,3,4550
20,0,4400
20,1,6310
20,2,590
20,3,4550
21,0,4410
21,1,6310
21,2,590
21,3,4550
22,0,4400
22,1,6310
22,2,590
22,3,4550
23,0,4400
23,1,6310
23,2,590
23,3,4550
24,0,4410
24,1,6300
24,2,590
24,3,4550
25,0,4420
25,1,6300
25,2,590
25,3,4550
26,0,4420
26,1,6290
26,2,590
26,3,4550
27,0,4410
27,1,6310
27,2,590
27,3,4550
28,0,4420
28,1,6310
28,2,590
28,3,4550
29,0,4420
29,1,6330
29,2,590
29,3,4550
30,0,4420
30,1,6330
30,2,590
30,3,4550
31,0,4430
31,1,6330
31,2,590
31,3,4540
32,0,4430
32,1,6330
32,2,590
32,3,4530
33,0,4430
33,1,6320
33,2,590
33,3,4520
34,0,4430
34,1,6320
34,2,590
34,3,4530
35,0,4430
35,1,6310
35,2,590
35,3,4520
36,0,4420
36,1,6310
36,2,590
36,3,4530
37,0,4420
37,1,6310
37,2,590
37,3,4530
38,0,4420
38,1,6310
38,2,590
38,3,4540
39,0,4420
39,1,6320
39,2,590
39,3,4540
40,0,4420
40,1,6310
40,2,590
40,3,4540
41,0,4410
41,1,6310
41,2,600
41,3,4540
42,0,4410
42,1,6320
42,2,590
42,3,4530
43,0,4410
43,1,6320
43,2,590
43,3,4530
44,0,4400
44,1,6310
44,2,600
44,3,4530
45,0,4400
45,1,6330
45,2,600
45,3,4540
46,0,4400
46,1,6330
46,2,590
46,3,4540
47,0,4400
47,1,6330
47,2,590
47,3,4540
48,0,4410
48,1,6330
48,2,590
48,3,4530
49,0,4410
49,1,6320
49,2,590
49,3,4540
50,0,4410
50,1,6320
50,2,590
