Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,6128.6,4569.0,3999.1,1071.8
2.0,6124.3,4564.5,3999.6,1071.9
3.0,6126.2,4563.0,3999.7,1067.9
4.0,6129.7,4559.7,3999.8,1068.4
5.0,6131.8,4557.7,3997.8,1066.7
6.0,6133.2,4556.4,3998.2,1065.5
7.0,6134.3,4555.4,3998.4,1066.2
8.0,6135.0,4554.7,3998.6,1068.1
9.0,6135.6,4554.1,3997.6,1068.3
10.0,6135.0,4553.6,3996.7,1069.6
11.0,6135.5,4553.3,3996.0,1069.7
12.0,6136.0,4552.9,3995.4,1070.7
13.0,6136.3,4552.7,3996.1,1070.6
14.0,6135.8,4552.4,3996.6,1069.7
15.0,6135.3,4552.2,3997.0,1068.8
16.0,6134.9,4552.0,3996.5,1068.1
17.0,6135.3,4552.7,3995.9,1068.3
18.0,6135.6,4552.5,3995.5,1067.6
19.0,6135.2,4552.3,3995.8,1067.0
20.0,6134.8,4552.1,3996.1,1067.4
21.0,6134.5,4552.0,3996.4,1067.7
22.0,6134.1,4551.8,3996.7,1068.1
23.0,6133.8,4551.7,3996.9,1067.5
24.0,6132.9,4551.6,3997.8,1067.8
25.0,6132.0,4551.5,3998.7,1068.0
26.0,6131.2,4551.4,3999.5,1067.4
27.0,6130.4,4551.3,4000.2,1067.6
28.0,6130.4,4551.2,4000.8,1067.1
29.0,6131.0,4551.1,4001.5,1066.6
30.0,6131.6,4551.7,4002.0,1066.1
31.0,6132.2,4552.3,4002.6,1066.4
32.0,6132.7,4552.8,4003.1,1067.3
33.0,6132.5,4553.9,4003.5,1068.8
34.0,6133.0,4555.0,4003.9,1069.5
35.0,6132.8,4555.4,4004.3,1070.9
36.0,6132.6,4555.7,4004.7,1070.8
37.0,6132.5,4556.7,4005.1,1071.4
38.0,6132.3,4557.5,4005.4,1072.6
39.0,6131.5,4558.4,4005.7,1072.6
40.0,6130.7,4558.5,4006.0,1073.7
41.0,6130.0,4557.9,4006.2,1073.5
42.0,6129.4,4558.0,4006.5,1074.6
43.0,6129.4,4558.2,4006.7,1074.9
44.0,6130.1,4558.3,4006.9,1075.2
45.0,6130.8,4557.8,4007.1,1076.2
46.0,6130.7,4557.2,4007.3,1075.9
47.0,6130.0,4556.8,4007.5,1076.2
48.0,6129.4,4556.3,4007.6,1076.4
49.0,6128.8,4555.9,4007.8,1077.3
50.0,6128.2,4555.5,4007.9,1078.1
51.0,6127.7,4555.2,4008.1,1078.9
52.0,6127.8,4555.5,4007.5,1079.6
53.0,6127.3,4555.8,4007.1,1079.1
54.0,6126.8,4556.1,4006.6,1079.8
55.0,6126.4,4555.7,4006.2,1079.8
56.0,6126.0,4556.0,4005.8,1079.2
57.0,6125.6,4556.2,4005.4,1078.0
58.0,6125.2,4557.1,4005.1,1077.6
59.0,6124.9,4557.3,4004.7,1077.7
60.0,6124.6,4556.8,4004.4,1078.5
61.0,6124.9,4557.0,4004.1,1079.3
62.0,6125.3,4557.2,4003.2,1080.0
63.0,6125.6,4556.8,4002.4,1079.3
64.0,6126.5,4556.3,4002.2,1079.4
65.0,6127.4,4555.9,4002.1,1080.0
66.0,6128.2,4556.2,4001.9,1079.5
67.0,6128.9,4556.4,4001.8,1080.2
68.0,6129.0,4557.3,4001.7,1080.2
69.0,6129.7,4558.1,4001.6,1079.5
70.0,6130.4,4558.9,4001.5,1078.9
71.0,6131.0,4559.6,4001.4,1078.3
72.0,6131.6,4560.3,4001.3,1077.2
73.0,6131.5,4560.9,4001.9,1077.3
74.0,6131.4,4560.9,4002.4,1078.2
75.0,6131.3,4560.9,4002.9,1077.8
76.0,6131.9,4561.5,4002.7,1077.9
77.0,6132.4,4561.4,4002.5,1078.0
78.0,6132.9,4561.3,4002.4,1078.2
79.0,6132.7,4561.2,4002.2,1077.0
80.0,6131.9,4561.8,4001.4,1075.9
81.0,6131.1,4562.3,4001.3,1075.5
82.0,6130.4,4562.8,4001.2,1076.5
83.0,6130.4,4562.6,4000.5,1077.3
