数据序列,设备号,测量值
0,0,4630
0,1,680
0,2,6340
0,3,4520
1,0,4620
1,1,680
1,2,6340
1,3,4520
2,0,4620
2,1,690
2,2,6330
2,3,4520
3,0,4610
3,1,690
3,2,6320
3,3,4520
4,0,4630
4,1,690
4,2,6330
4,3,4510
5,0,4630
5,1,670
5,2,6340
5,3,4500
6,0,4630
6,1,660
6,2,6350
6,3,4500
7,0,4630
7,1,660
7,2,6350
7,3,4500
8,0,4610
8,1,670
8,2,6350
8,3,4500
9,0,4600
9,1,680
9,2,6350
9,3,4500
10,0,4600
10,1,680
10,2,6350
10,3,4510
11,0,4610
11,1,680
11,2,6340
11,3,4510
12,0,4620
12,1,680
12,2,6330
12,3,4500
13,0,4620
13,1,680
13,2,6340
13,3,4500
14,0,4620
14,1,680
14,2,6340
14,3,4500
15,0,4620
15,1,690
15,2,6330
15,3,4510
16,0,4610
16,1,690
16,2,6320
16,3,4500
17,0,4610
17,1,700
17,2,6330
17,3,4500
18,0,4600
18,1,690
18,2,6340
18,3,4510
19,0,4600
19,1,690
19,2,6320
19,3,4510
20,0,4600
20,1,690
20,2,6330
20,3,4520
21,0,4600
21,1,680
21,2,6330
21,3,4510
22,0,4600
22,1,680
22,2,6330
22,3,4510
23,0,4600
23,1,680
23,2,6330
23,3,4510
24,0,4600
24,1,680
24,2,6340
24,3,4500
25,0,4600
25,1,680
25,2,6340
25,3,4500
26,0,4600
26,1,670
26,2,6340
26,3,4500
27,0,4610
27,1,670
27,2,6330
27,3,4510
28,0,4620
28,1,670
28,2,6340
28,3,4510
29,0,4640
29,1,670
29,2,6330
29,3,4500
30,0,4630
30,1,670
30,2,6330
30,3,4510
31,0,4620
31,1,680
31,2,6330
31,3,4500
32,0,4620
32,1,690
32,2,6330
32,3,4510
33,0,4620
33,1,690
33,2,6330
33,3,4510
34,0,4620
34,1,690
34,2,6340
34,3,4500
35,0,4620
35,1,680
35,2,6330
35,3,4500
36,0,4630
36,1,690
36,2,6330
36,3,4510
37,0,4620
37,1,680
37,2,6340
37,3,4510
38,0,4630
38,1,680
38,2,6340
38,3,4520
39,0,4630
39,1,670
39,2,6340
39,3,4520
40,0,4640
40,1,670
40,2,6330
40,3,4510
41,0,4630
41,1,680
41,2,6320
41,3,4510
42,0,4630
42,1,670
42,2,6320
42,3,4510
43,0,4630
43,1,680
43,2,6340
43,3,4500
44,0,4630
44,1,670
44,2,6340
44,3,4500
45,0,4630
45,1,670
45,2,6330
45,3,4500
46,0,4630
46,1,670
46,2,6340
46,3,4510
47,0,4620
47,1,670
47,2,6340
47,3,4510
48,0,4630
48,1,680
48,2,6330
48,3,4510
49,0,4630
49,1,690
49,2,6330
49,3,4520
50,0,4640
50,1,690
50,2,6330
50,3,4520
51,0,4640
51,1,690
51,2,6340
51,3,4510
52,0,4640
52,1,680
52,2,6340
52,3,4530
53,0,4640
53,1,680
53,2,6350
53,3,4530
54,0,4630
54,1,680
54,2,6350
54,3,4530
55,0,4630
55,1,670
55,2,6350
55,3,4520
56,0,4650
56,1,680
56,2,6350
56,3,4520
57,0,4640
57,1,700
57,2,6350
57,3,4510
58,0,4630
58,1,700
58,2,6350
58,3,4510
59,0,4620
59,1,700
59,2,6350
59,3,4510
60,0,4610
60,1,700
60,2,6350
60,3,4500
61,0,4610
61,1,700
61,2,6340
61,3,4500
62,0,4610
62,1,680
62,2,6350
62,3,4500
63,0,4610
63,1,690
63,2,6350
63,3,4500
64,0,4610
64,1,680
64,2,6340
64,3,4510
65,0,4610
65,1,680
65,2,6340
65,3,4500
66,0,4630
66,1,660
66,2,6340
66,3,4510
67,0,4630
67,1,670
67,2,6340
67,3,4510
68,0,4630
68,1,670
68,2,6340
68,3,4520
69,0,4620
69,1,670
69,2,6340
69,3,4520
70,0,4620
70,1,670
70,2,6350
70,3,4520
71,0,4620
71,1,670
71,2,6350
71,3,4520
72,0,4620
72,1,670
72,2,6340
72,3,4520
73,0,4620
73,1,670
73,2,6340
73,3,4510
74,0,4620
74,1,670
74,2,6340
74,3,4500
75,0,4620
75,1,660
75,2,6340
75,3,4510
76,0,4610
76,1,670
76,2,6340
76,3,4510
77,0,4610
77,1,670
77,2,6350
77,3,4510
78,0,4610
78,1,670
78,2,6350
78,3,4500
79,0,4610
79,1,670
79,2,6350
79,3,4510
80,0,4610
80,1,680
80,2,6350
80,3,4510
81,0,4610
81,1,670
81,2,6340
81,3,4500
82,0,4610
82,1,670
82,2,6340
82,3,4500
83,0,4620
83,1,670
83,2,6340
83,3,4500
84,0,4620
84,1,660
84,2,6340
84,3,4510
85,0,4620
85,1,670
85,2,6330
85,3,4510
86,0,4630
86,1,680
86,2,6320
86,3,4500
87,0,4630
87,1,670
87,2,6330
87,3,4500
88,0,4630
88,1,670
88,2,6340
88,3,4510
89,0,4630
89,1,670
89,2,6340
89,3,4510
90,0,4630
90,1,670
90,2,6330
90,3,4510
91,0,4630
91,1,670
91,2,6340
91,3,4510
92,0,4630
92,1,670
92,2,6350
92,3,4500
93,0,4620
93,1,670
93,2,6350
93,3,4500
94,0,4620
94,1,670
94,2,6350
94,3,4510
95,0,4610
95,1,670
95,2,6350
95,3,4510
96,0,4620
96,1,670
96,2,6340
96,3,4500
97,0,4620
97,1,680
97,2,6350
97,3,4500
98,0,4620
98,1,690
98,2,6340
98,3,4500
99,0,4640
99,1,700
99,2,6340
99,3,4500
100,0,4630
100,1,700
100,2,6350
100,3,4500
101,0,4630
101,1,690
101,2,6360
101,3,4510
102,0,4630
102,1,690
102,2,6360
102,3,4500
103,0,4630
103,1,680
103,2,6350
103,3,4500
104,0,4640
104,1,680
104,2,6340
104,3,4510
105,0,4630
105,1,680
105,2,6350
105,3,4510
106,0,4630
106,1,690
106,2,6360
106,3,4510
107,0,4630
107,1,670
107,2,6340
107,3,4510
108,0,4620
108,1,680
108,2,6340
108,3,4500
109,0,4620
109,1,680
109,2,6340
109,3,4500
110,0,4620
110,1,680
110,2,6350
110,3,4500
111,0,4640
111,1,680
111,2,6350
111,3,4500
112,0,4620
112,1,680
112,2,6340
112,3,4510
113,0,4640
113,1,680
113,2,6330
113,3,4510
114,0,4640
114,1,680
114,2,6330
114,3,4520
115,0,4630
115,1,660
115,2,6340
115,3,4520
116,0,4630
116,1,660
116,2,6340
116,3,4510
117,0,4620
117,1,660
117,2,6340
117,3,4520
118,0,4630
118,1,670
118,2,6340
118,3,4510
119,0,4630
119,1,670
119,2,6330
119,3,4510
120,0,4630
120,1,670
120,2,6340
120,3,4510
121,0,4630
121,1,670
121,2,6330
121,3,4510
122,0,4630
122,1,660
122,2,6330
122,3,4510
123,0,4620
123,1,660
123,2,6330
123,3,4500
124,0,4610
124,1,660
124,2,6330
124,3,4500
125,0,4610
125,1,680
125,2,6330
125,3,4500
126,0,4610
126,1,680
126,2,6330
126,3,4490
127,0,4610
127,1,670
127,2,6330
127,3,4490
128,0,4610
128,1,670
128,2,6330
128,3,4490
129,0,4610
129,1,680
129,2,6340
129,3,4500
130,0,4630
130,1,670
130,2,6350
130,3,4500
131,0,4630
131,1,670
131,2,6350
131,3,4500
132,0,4640
132,1,660
132,2,6340
132,3,4500
133,0,4640
133,1,670
133,2,6350
133,3,4510
134,0,4640
134,1,680
134,2,6350
134,3,4520
135,0,4630
135,1,670
135,2,6340
135,3,4510
136,0,4620
136,1,670
136,2,6340
136,3,4510
137,0,4620
137,1,660
137,2,6330
137,3,4510
138,0,4620
138,1,660
138,2,6330
138,3,4510
139,0,4620
139,1,660
139,2,6340
139,3,4510
140,0,4620
140,1,660
140,2,6330
140,3,4510
141,0,4620
141,1,660
141,2,6320
141,3,4500
142,0,4630
142,1,670
142,2,6340
142,3,4500
143,0,4640
143,1,660
143,2,6330
143,3,4500
144,0,4640
144,1,660
144,2,6330
144,3,4500
145,0,4630
145,1,670
145,2,6330
145,3,4500
146,0,4630
146,1,680
146,2,6330
146,3,4500
147,0,4630
147,1,690
147,2,6330
147,3,4500
148,0,4620
148,1,690
148,2,6320
148,3,4500
149,0,4620
149,1,690
149,2,6330
149,3,4500
150,0,4620
150,1,680
150,2,6340
150,3,4500
151,0,4620
151,1,670
151,2,6340
151,3,4500
152,0,4630
152,1,680
152,2,6340
152,3,4500
153,0,4650
153,1,680
153,2,6340
153,3,4500
154,0,4650
154,1,670
154,2,6350
154,3,4510
155,0,4630
155,1,680
155,2,6350
155,3,4520
156,0,4620
156,1,680
156,2,6350
156,3,4520
157,0,4640
157,1,680
157,2,6350
157,3,4520
158,0,4640
158,1,680
158,2,6350
158,3,4520
159,0,4640
159,1,680
159,2,6340
159,3,4510
160,0,4640
160,1,690
160,2,6340
160,3,4510
161,0,4640
161,1,690
161,2,6330
161,3,4520
162,0,4630
162,1,690
162,2,6340
162,3,4510
163,0,4630
163,1,680
163,2,6350
163,3,4510
164,0,4630
164,1,670
164,2,6340
164,3,4500
165,0,4630
165,1,670
165,2,6340
165,3,4510
166,0,4630
166,1,670
166,2,6340
166,3,4510
167,0,4630
167,1,660
167,2,6330
167,3,4510
168,0,4620
168,1,660
168,2,6340
168,3,4500
169,0,4620
169,1,670
169,2,6340
169,3,4500
170,0,4620
170,1,660
170,2,6350
170,3,4500
171,0,4620
171,1,660
171,2,6350
171,3,4490
172,0,4620
172,1,670
172,2,6350
172,3,4490
173,0,4620
173,1,660
173,2,6360
173,3,4490
174,0,4620
174,1,660
174,2,6360
174,3,4500
175,0,4620
175,1,660
175,2,6360
175,3,4500
176,0,4620
176,1,660
176,2,6360
176,3,4500
177,0,4630
177,1,670
177,2,6340
177,3,4500
178,0,4640
178,1,690
178,2,6330
178,3,4500
179,0,4630
179,1,680
179,2,6330
179,3,4500
180,0,4630
180,1,670
180,2,6330
180,3,4500
181,0,4630
181,1,670
181,2,6330
181,3,4490
182,0,4630
182,1,670
182,2,6330
182,3,4490
183,0,4630
183,1,670
183,2,6330
183,3,4500
184,0,4630
184,1,690
184,2,6340
184,3,4500
185,0,4630
185,1,680
185,2,6340
185,3,4510
186,0,4630
186,1,680
186,2,6340
186,3,4500
187,0,4630
187,1,670
187,2,6340
187,3,4510
188,0,4640
188,1,670
188,2,6350
188,3,4510
189,0,4630
189,1,660
189,2,6350
189,3,4510
190,0,4620
190,1,660
190,2,6340
190,3,4500
191,0,4630
191,1,670
191,2,6340
191,3,4510
192,0,4630
192,1,670
192,2,6340
192,3,4500
193,0,4640
193,1,660
193,2,6340
193,3,4500
194,0,4640
194,1,680
194,2,6340
194,3,4500
195,0,4640
195,1,680
195,2,6340
195,3,4500
196,0,4640
196,1,680
196,2,6330
196,3,4510
197,0,4630
197,1,670
197,2,6330
197,3,4510
198,0,4640
198,1,680
198,2,6340
198,3,4510
199,0,4630
199,1,680
199,2,6340
199,3,4510
200,0,4630
200,1,680
200,2,6350
200,3,4500
201,0,4640
201,1,660
201,2,6350
201,3,4500
202,0,4630
202,1,670
202,2,6340
202,3,4510
203,0,4630
203,1,670
203,2,6340
203,3,4510
204,0,4630
204,1,680
204,2,6330
204,3,4500
205,0,4620
205,1,680
205,2,6340
205,3,4500
206,0,4610
206,1,700
206,2,6340
206,3,4500
207,0,4610
207,1,680
207,2,6330
207,3,4510
208,0,4620
208,1,670
208,2,6330
208,3,4500
209,0,4620
209,1,670
209,2,6330
209,3,4510
210,0,4610
210,1,670
210,2,6330
210,3,4500
211,0,4610
211,1,670
211,2,6330
211,3,4490
212,0,4610
212,1,650
212,2,6330
212,3,4500
213,0,4610
213,1,650
213,2,6330
213,3,4490
214,0,4630
214,1,670
214,2,6330
214,3,4490
215,0,4630
215,1,670
215,2,6330
215,3,4500
216,0,4630
216,1,660
216,2,6330
216,3,4500
217,0,4640
217,1,660
217,2,6330
217,3,4510
218,0,4630
218,1,650
218,2,6330
218,3,4510
219,0,4640
219,1,660
219,2,6330
219,3,4510
220,0,4630
220,1,660
220,2,6330
220,3,4520
221,0,4630
221,1,660
221,2,6320
221,3,4520
222,0,4630
222,1,670
222,2,6330
222,3,4520
223,0,4620
223,1,670
223,2,6330
223,3,4520
224,0,4620
224,1,680
224,2,6330
224,3,4520
225,0,4620
225,1,680
225,2,6330
225,3,4520
226,0,4620
226,1,690
226,2,6340
226,3,4520
227,0,4620
227,1,690
227,2,6340
227,3,4520
228,0,4620
228,1,680
228,2,6330
228,3,4510
229,0,4620
229,1,680
229,2,6320
229,3,4510
230,0,4630
230,1,670
230,2,6320
230,3,4510
231,0,4630
231,1,660
231,2,6320
231,3,4510
232,0,4640
232,1,670
232,2,6330
232,3,4510
233,0,4630
233,1,670
233,2,6330
233,3,4500
234,0,4640
234,1,670
234,2,6340
234,3,4500
235,0,4630
235,1,670
235,2,6330
235,3,4510
236,0,4620
236,1,670
236,2,6340
236,3,4520
237,0,4640
237,1,670
237,2,6340
237,3,4520
238,0,4630
238,1,660
238,2,6330
238,3,4510
239,0,4630
239,1,660
239,2,6330
239,3,4500
240,0,4640
240,1,660
240,2,6320
240,3,4510
241,0,4630
241,1,660
241,2,6330
241,3,4520
242,0,4630
242,1,650
242,2,6330
242,3,4520
243,0,4620
243,1,650
243,2,6330
243,3,4520
244,0,4620
244,1,660
244,2,6340
244,3,4500
245,0,4640
245,1,670
245,2,6350
245,3,4500
246,0,4630
246,1,670
246,2,6350
246,3,4510
247,0,4640
247,1,680
247,2,6350
247,3,4500
248,0,4630
248,1,680
248,2,6350
248,3,4510
249,0,4620
249,1,680
249,2,6350
249,3,4500
250,0,4610
250,1,670
250,2,6340
250,3,4500
251,0,4630
251,1,670
251,2,6330
251,3,4510
252,0,4640
252,1,660
252,2,6330
252,3,4510
253,0,4630
253,1,660
253,2,6340
253,3,4510
254,0,4630
254,1,660
254,2,6340
254,3,4500
255,0,4620
255,1,660
255,2,6330
255,3,4500
256,0,4620
256,1,670
256,2,6340
256,3,4500
257,0,4620
257,1,660
257,2,6340
257,3,4500
258,0,4610
258,1,660
258,2,6340
258,3,4500
259,0,4620
259,1,660
259,2,6330
259,3,4500
260,0,4620
260,1,680
260,2,6330
260,3,4510
261,0,4610
261,1,660
261,2,6340
261,3,4510
262,0,4610
262,1,680
262,2,6340
262,3,4500
263,0,4610
263,1,680
263,2,6340
263,3,4500
264,0,4610
264,1,680
264,2,6340
264,3,4500
265,0,4610
265,1,680
265,2,6340
265,3,4500
266,0,4630
266,1,680
266,2,6330
266,3,4500
267,0,4630
267,1,670
267,2,6340
267,3,4500
268,0,4620
268,1,660
268,2,6330
268,3,4500
269,0,4620
269,1,660
269,2,6330
269,3,4510
270,0,4620
270,1,660
270,2,6330
270,3,4520
271,0,4630
271,1,670
271,2,6330
271,3,4520
272,0,4630
272,1,670
272,2,6330
272,3,4520
273,0,4630
273,1,660
273,2,6330
273,3,4510
274,0,4630
274,1,670
274,2,6320
274,3,4510
275,0,4620
275,1,670
275,2,6330
275,3,4520
276,0,4620
276,1,660
276,2,6320
276,3,4520
277,0,4610
277,1,680
277,2,6330
277,3,4520
278,0,4610
278,1,680
278,2,6330
278,3,4520
279,0,4610
279,1,660
279,2,6330
279,3,4510
280,0,4610
