数据序列,设备号,测量值
0,0,1510
0,1,3550
0,2,4680
0,3,5710
1,0,1510
1,1,3550
1,2,4680
1,3,5710
2,0,1500
2,1,3560
2,2,4670
2,3,5700
3,0,1500
3,1,3570
3,2,4670
3,3,5710
4,0,1510
4,1,3550
4,2,4670
4,3,5710
5,0,1510
5,1,3560
5,2,4670
5,3,5710
6,0,1510
6,1,3550
6,2,4660
6,3,5700
7,0,1510
7,1,3540
7,2,4670
7,3,5700
8,0,1510
8,1,3540
8,2,4670
8,3,5710
9,0,1520
9,1,3560
9,2,4660
9,3,5710
10,0,1510
10,1,3550
10,2,4670
10,3,5710
11,0,1510
11,1,3540
11,2,4670
11,3,5700
12,0,1510
12,1,3530
12,2,4670
12,3,5700
13,0,1500
13,1,3530
13,2,4670
13,3,5710
14,0,1510
14,1,3540
14,2,4680
14,3,5710
15,0,1500
15,1,3540
15,2,4670
15,3,5710
16,0,1500
16,1,3560
16,2,4670
16,3,5700
17,0,1510
17,1,3580
17,2,4680
17,3,5700
18,0,1520
18,1,3580
18,2,4680
18,3,5700
19,0,1510
19,1,3570
19,2,4680
19,3,5710
20,0,1510
20,1,3550
20,2,4680
20,3,5710
21,0,1510
21,1,3540
21,2,4680
21,3,5700
22,0,1510
22,1,3540
22,2,4670
22,3,5700
23,0,1500
23,1,3560
23,2,4660
23,3,5700
24,0,1500
24,1,3560
24,2,4670
24,3,5700
25,0,1500
25,1,3550
25,2,4670
25,3,5700
26,0,1500
26,1,3550
26,2,4660
26,3,5700
27,0,1500
27,1,3570
27,2,4670
27,3,5690
28,0,1500
28,1,3570
28,2,4650
28,3,5680
29,0,1490
29,1,3570
29,2,4660
29,3,5700
30,0,1500
30,1,3550
30,2,4670
30,3,5710
31,0,1510
31,1,3540
31,2,4680
31,3,5710
32,0,1490
32,1,3540
32,2,4680
32,3,5720
33,0,1490
33,1,3550
33,2,4670
33,3,5720
34,0,1500
34,1,3540
34,2,4670
34,3,5710
35,0,1500
35,1,3540
35,2,4680
35,3,5710
36,0,1500
36,1,3560
36,2,4680
36,3,5700
37,0,1500
37,1,3560
37,2,4680
37,3,5700
38,0,1500
38,1,3560
38,2,4680
38,3,5700
39,0,1500
39,1,3570
39,2,4680
39,3,5700
40,0,1510
40,1,3570
40,2,4680
40,3,5700
41,0,1510
41,1,3570
41,2,4680
41,3,5710
42,0,1500
42,1,3570
42,2,4680
42,3,5720
43,0,1500
43,1,3570
43,2,4680
43,3,5720
44,0,1500
44,1,3580
44,2,4670
44,3,5720
45,0,1510
45,1,3580
45,2,4670
45,3,5720
46,0,1510
46,1,3580
46,2,4670
46,3,5720
47,0,1510
47,1,3580
47,2,4660
47,3,5720
48,0,1510
48,1,3560
48,2,4670
48,3,5720
49,0,1510
49,1,3560
49,2,4670
49,3,5720
50,0,1510
50,1,3570
50,2,4670
50,3,5720
51,0,1510
51,1,3560
51,2,4660
51,3,5710
52,0,1510
52,1,3560
52,2,4660
52,3,5700
53,0,1510
53,1,3560
53,2,4660
53,3,5700
54,0,1520
54,1,3550
54,2,4670
54,3,5700
55,0,1520
55,1,3550
55,2,4680
55,3,5700
56,0,1520
56,1,3550
56,2,4680
56,3,5700
57,0,1520
57,1,3550
57,2,4680
57,3,5700
58,0,1520
58,1,3550
58,2,4680
58,3,5700
59,0,1510
59,1,3550
59,2,4680
59,3,5700
60,0,1510
60,1,3550
60,2,4680
60,3,5700
61,0,1510
61,1,3550
61,2,4680
61,3,5710
62,0,1510
62,1,3550
62,2,4680
62,3,5710
63,0,1510
63,1,3550
63,2,4680
63,3,5700
64,0,1500
64,1,3560
64,2,4670
64,3,5700
65,0,1500
65,1,3550
65,2,4670
65,3,5710
66,0,1500
66,1,3550
66,2,4670
66,3,5700
67,0,1500
67,1,3560
67,2,4680
67,3,5690
68,0,1490
68,1,3550
68,2,4680
68,3,5690
69,0,1490
69,1,3550
69,2,4680
69,3,5700
70,0,1490
70,1,3560
70,2,4680
70,3,5710
71,0,1490
71,1,3570
71,2,4680
71,3,5720
72,0,1490
72,1,3590
72,2,4680
72,3,5720
73,0,1500
73,1,3590
73,2,4680
73,3,5720
74,0,1510
74,1,3580
74,2,4680
