数据序列,设备号,测量值
0,0,4080
0,1,6020
0,2,1040
0,3,4620
1,0,4080
1,1,6020
1,2,1040
1,3,4620
2,0,4080
2,1,6010
2,2,1040
2,3,4630
3,0,4080
3,1,6010
3,2,1040
3,3,4630
4,0,4080
4,1,6010
4,2,1040
4,3,4630
5,0,4080
5,1,6010
5,2,1040
5,3,4630
6,0,4090
6,1,6010
6,2,1040
6,3,4630
7,0,4080
7,1,6010
7,2,1040
7,3,4640
8,0,4080
8,1,6010
8,2,1040
8,3,4640
9,0,4090
9,1,6010
9,2,1040
9,3,4630
10,0,4080
10,1,6000
10,2,1040
10,3,4620
11,0,4080
11,1,6000
11,2,1030
11,3,4620
12,0,4080
12,1,6020
12,2,1040
12,3,4630
13,0,4080
13,1,6010
13,2,1030
13,3,4640
14,0,4080
14,1,6020
14,2,1030
14,3,4650
15,0,4090
15,1,6020
15,2,1030
15,3,4650
16,0,4090
16,1,6020
16,2,1040
16,3,4650
17,0,4080
17,1,6020
17,2,1050
17,3,4650
18,0,4080
18,1,6020
18,2,1050
18,3,4650
19,0,4090
19,1,6020
19,2,1050
19,3,4650
20,0,4090
20,1,6020
20,2,1040
20,3,4650
21,0,4090
21,1,6010
21,2,1040
21,3,4640
22,0,4090
22,1,6010
22,2,1040
22,3,4640
23,0,4090
23,1,6010
23,2,1040
23,3,4640
24,0,4090
24,1,6010
24,2,1040
24,3,4630
25,0,4090
25,1,6010
25,2,1040
25,3,4630
26,0,4090
26,1,6010
26,2,1040
26,3,4630
27,0,4090
27,1,6010
27,2,1050
27,3,4630
28,0,4090
28,1,6010
28,2,1050
28,3,4640
29,0,4090
29,1,6010
29,2,1040
29,3,4640
30,0,4090
30,1,6010
30,2,1040
30,3,4640
31,0,4090
31,1,6010
31,2,1040
31,3,4630
32,0,4090
32,1,6020
32,2,1040
32,3,4620
33,0,4080
33,1,6020
33,2,1040
33,3,4620
34,0,4090
34,1,6010
34,2,1050
34,3,4620
35,0,4080
35,1,6010
35,2,1050
35,3,4630
