Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4549.0,3289.3,4019.1,2389.5
2.0,4544.5,3284.6,4019.0,2394.7
3.0,4546.3,3283.1,4022.7,2396.5
4.0,4547.3,3282.3,4024.6,2397.4
5.0,4547.8,3281.8,4025.7,2397.3
6.0,4548.0,3281.5,4026.4,2396.0
7.0,4548.3,3281.3,4027.0,2395.1
8.0,4548.6,3281.1,4027.4,2394.4
9.0,4548.7,3281.0,4027.7,2393.9
10.0,4548.9,3280.9,4026.7,2393.5
11.0,4547.9,3280.8,4025.9,2393.1
12.0,4548.1,3280.7,4026.3,2392.8
13.0,4548.3,3280.6,4025.7,2393.5
14.0,4548.5,3280.6,4025.2,2394.0
15.0,4548.6,3280.5,4024.8,2394.6
16.0,4548.7,3280.5,4024.4,2395.0
17.0,4548.8,3281.2,4024.0,2395.2
18.0,4548.9,3281.9,4023.7,2395.5
19.0,4549.0,3281.8,4022.7,2395.9
20.0,4549.1,3281.6,4021.7,2396.0
21.0,4549.1,3281.5,4020.9,2396.0
22.0,4548.5,3281.4,4020.8,2396.3
23.0,4547.9,3282.0,4020.8,2395.2
24.0,4547.3,3282.6,4021.4,2394.1
25.0,4546.8,3283.1,4021.3,2393.8
26.0,4546.3,3283.6,4021.2,2392.9
27.0,4546.5,3284.0,4021.8,2392.0
28.0,4546.7,3284.4,4021.7,2392.5
29.0,4546.8,3284.8,4021.6,2392.4
30.0,4547.0,3285.1,4021.5,2392.2
31.0,4547.1,3285.5,4022.0,2392.1
32.0,4547.3,3285.1,4021.8,2391.9
33.0,4547.4,3284.8,4022.4,2392.5
34.0,4547.5,3284.5,4022.9,2392.3
35.0,4547.7,3284.8,4023.3,2392.1
36.0,4547.8,3285.2,4023.8,2391.3
37.0,4548.0,3285.3,4023.5,2391.3
38.0,4548.1,3285.5,4024.0,2390.5
39.0,4548.2,3285.8,4024.4,2389.8
40.0,4548.4,3286.0,4024.7,2389.2
41.0,4548.5,3286.2,4025.1,2388.6
42.0,4548.6,3286.5,4024.7,2388.0
43.0,4548.7,3286.7,4025.0,2387.5
44.0,4548.7,3286.9,4025.3,2387.7
45.0,4548.2,3287.1,4025.6,2388.5
46.0,4548.3,3287.3,4025.9,2388.6
47.0,4548.4,3287.5,4026.2,2388.7
48.0,4548.5,3287.6,4026.4,2388.8
49.0,4548.6,3287.8,4026.7,2389.5
50.0,4548.7,3287.9,4026.9,2390.2
51.0,4548.8,3288.1,4026.4,2390.6
52.0,4548.9,3288.2,4026.0,2391.2
53.0,4548.9,3288.3,4025.6,2391.8
54.0,4549.0,3288.4,4025.3,2392.3
55.0,4549.0,3288.5,4024.9,2392.8
56.0,4549.0,3288.6,4024.6,2393.3
57.0,4549.0,3288.7,4024.3,2393.5
58.0,4549.1,3288.7,4024.0,2393.9
59.0,4549.1,3288.7,4024.4,2394.3
60.0,4549.2,3288.8,4024.1,2394.5
61.0,4549.2,3288.9,4023.9,2394.8
62.0,4549.2,3289.0,4023.6,2395.2
63.0,4549.3,3288.4,4023.4,2395.5
64.0,4549.3,3287.9,4022.5,2395.1
65.0,4549.2,3288.0,4022.4,2394.8
66.0,4549.2,3288.1,4021.6,2393.9
67.0,4549.2,3287.6,4020.8,2393.6
68.0,4549.2,3287.1,4020.8,2392.7
69.0,4549.2,3287.3,4020.7,2392.6
70.0,4549.2,3287.5,4020.7,2392.4
71.0,4549.2,3287.6,4021.3,2392.2
72.0,4549.2,3287.7,4021.2,2392.1
73.0,4549.2,3287.7,4021.1,2392.6
74.0,4549.3,3287.7,4021.0,2393.1
75.0,4549.3,3287.7,4021.6,2393.5
76.0,4549.3,3287.7,4021.5,2393.3
77.0,4549.4,3287.8,4021.4,2393.1
78.0,4548.8,3287.9,4022.0,2392.2
79.0,4548.2,3288.0,4022.5,2391.4
80.0,4547.7,3288.0,4023.0,2390.7
81.0,4547.8,3288.0,4023.4,2390.0
82.0,4548.0,3288.2,4023.8,2390.7
83.0,4548.1,3288.3,4024.2,2390.6
84.0,4548.2,3288.3,4024.6,2390.6
85.0,4548.3,3288.4,4025.0,2390.5
86.0,4548.4,3288.5,4025.3,2390.5
87.0,4547.9,3288.6,4025.6,2391.1
88.0,4548.0,3288.7,4025.2,2391.7
89.0,4548.1,3288.8,4024.8,2391.6
90.0,4548.2,3288.2,4024.5,2392.1
91.0,4548.4,3288.3,4023.6,2392.4
92.0,4548.5,3288.3,4022.7,2392.7
93.0,4548.6,3288.3,4021.9,2393.2
94.0,4548.7,3288.2,4021.1,2393.6
95.0,4548.7,3288.2,4020.4,2393.9
96.0,4548.8,3288.2,4019.7,2394.3
97.0,4548.9,3288.2,4019.1,2394.0
98.0,4549.0,3288.3,4018.5,2393.7
99.0,4549.0,3288.4,4018.6,2393.5
100.0,4549.0,3288.5,4018.7,2392.6
101.0,4549.0,3288.0,4018.8,2392.4
102.0,4549.0,3287.5,4018.9,2392.3
103.0,4549.0,3287.6,4018.9,2391.5
104.0,4549.0,3287.8,4018.4,2391.9
105.0,4549.0,3287.8,4017.8,2392.2
106.0,4549.1,3287.9,4017.3,2391.4
107.0,4549.1,3287.9,4016.8,2390.7
108.0,4549.1,3287.9,4016.4,2390.0
109.0,4549.1,3287.9,4016.0,2390.0
110.0,4549.1,3288.0,4015.6,2390.0
111.0,4549.1,3288.0,4015.9,2389.3
112.0,4549.2,3288.0,4015.5,2389.4
113.0,4549.2,3288.0,4015.2,2390.1
114.0,4549.3,3288.0,4015.5,2390.1
115.0,4549.3,3288.1,4015.8,2389.4
116.0,4549.4,3287.6,4016.0,2388.8
117.0,4549.4,3287.6,4016.3,2388.2
118.0,4549.5,3287.1,4016.5,2388.3
119.0,4549.5,3286.7,4016.8,2388.5
120.0,4549.5,3286.2,4017.0,2388.6
121.0,4549.5,3285.8,4017.2,2388.6
122.0,4549.5,3286.0,4017.3,2388.1
123.0,4549.4,3285.6,4018.2,2387.6
124.0,4549.5,3285.2,4018.9,2387.1
125.0,4549.5,3284.9,4019.6,2386.6
126.0,4549.5,3284.6,4020.3,2386.8
127.0,4549.5,3284.9,4020.2,2387.0
128.0,4549.5,3284.6,4020.1,2387.2
129.0,4549.6,3284.9,4020.8,2387.4
130.0,4549.6,3285.3,4021.4,2387.6
131.0,4549.6,3285.6,4021.9,2387.7
132.0,4549.6,3285.9,4022.4,2388.5
133.0,4549.7,3286.1,4022.9,2389.3
134.0,4549.7,3286.4,4023.4,2389.3
135.0,4549.7,3286.6,4023.8,2390.0
136.0,4549.7,3286.8,4023.6,2390.6
137.0,4549.7,3286.9,4023.3,2391.3
138.0,4549.1,3287.0,4023.1,2391.8
139.0,4548.5,3287.2,4023.6,2391.7
140.0,4548.0,3287.4,4024.0,2391.6
141.0,4548.1,3286.9,4024.4,2391.5
142.0,4548.2,3287.1,4024.7,2391.4
143.0,4548.3,3287.3,4024.4,2391.3
144.0,4548.4,3287.4,4024.7,2391.2
145.0,4548.5,3287.6,4025.1,2391.1
146.0,4548.6,3287.8,4024.7,2390.4
147.0,4548.7,3287.9,4023.8,2390.8
148.0,4548.2,3288.0,4023.5,2391.2
149.0,4548.2,3288.2,4023.3,2391.6
150.0,4548.3,3288.3,4023.1,2392.0
151.0,4547.7,3288.4,4022.9,2392.3
152.0,4547.9,3288.5,4022.7,2392.6
