数据序列,设备号,测量值
0,0,5390
0,1,3570
0,2,4190
0,3,1770
1,0,5390
1,1,3570
1,2,4200
1,3,1770
2,0,5390
2,1,3580
2,2,4190
2,3,1780
3,0,5390
3,1,3590
3,2,4190
3,3,1780
4,0,5380
4,1,3600
4,2,4180
4,3,1780
5,0,5380
5,1,3590
5,2,4190
5,3,1780
6,0,5390
6,1,3580
6,2,4180
6,3,1770
7,0,5390
7,1,3580
7,2,4200
7,3,1780
8,0,5390
8,1,3570
8,2,4200
8,3,1770
9,0,5390
9,1,3580
9,2,4210
9,3,1770
10,0,5390
10,1,3580
10,2,4210
10,3,1770
11,0,5400
11,1,3580
11,2,4200
11,3,1770
12,0,5400
12,1,3590
12,2,4210
12,3,1770
13,0,5400
13,1,3580
13,2,4210
13,3,1770
14,0,5400
14,1,3570
14,2,4210
14,3,1770
15,0,5400
15,1,3580
15,2,4210
15,3,1760
16,0,5410
16,1,3570
16,2,4190
16,3,1760
17,0,5410
17,1,3570
17,2,4180
17,3,1780
18,0,5400
18,1,3570
18,2,4180
18,3,1780
19,0,5410
19,1,3570
19,2,4200
19,3,1780
20,0,5410
20,1,3570
20,2,4190
20,3,1800
21,0,5400
21,1,3560
21,2,4180
21,3,1800
22,0,5400
22,1,3560
22,2,4180
22,3,1800
23,0,5400
23,1,3560
23,2,4200
23,3,1770
24,0,5400
24,1,3560
24,2,4200
24,3,1770
25,0,5400
25,1,3560
25,2,4200
25,3,1780
26,0,5410
26,1,3560
26,2,4210
26,3,1780
27,0,5400
27,1,3560
27,2,4220
27,3,1800
28,0,5400
28,1,3560
28,2,4200
28,3,1800
29,0,5390
29,1,3570
29,2,4210
29,3,1780
30,0,5390
30,1,3560
30,2,4210
30,3,1770
31,0,5390
31,1,3560
31,2,4210
31,3,1760
32,0,5390
32,1,3560
32,2,4200
32,3,1760
33,0,5390
33,1,3560
33,2,4200
33,3,1760
34,0,5390
34,1,3550
34,2,4190
34,3,1770
35,0,5400
35,1,3550
35,2,4200
35,3,1770
36,0,5390
36,1,3550
36,2,4200
36,3,1770
37,0,5400
37,1,3550
37,2,4210
37,3,1770
38,0,5410
38,1,3550
38,2,4210
38,3,1770
39,0,5390
39,1,3550
39,2,4210
39,3,1770
40,0,5380
40,1,3560
40,2,4200
40,3,1770
41,0,5380
41,1,3550
41,2,4210
41,3,1770
42,0,5380
42,1,3560
42,2,4220
42,3,1780
43,0,5380
43,1,3560
43,2,4210
43,3,1780
44,0,5380
44,1,3560
44,2,4210
44,3,1800
45,0,5380
45,1,3560
45,2,4220
45,3,1800
