数据序列,设备号,测量值
0,0,5250
0,1,5070
0,2,2530
0,3,2540
1,0,5250
1,1,5070
1,2,2520
1,3,2540
2,0,5250
2,1,5070
2,2,2520
2,3,2540
3,0,5250
3,1,5070
3,2,2520
3,3,2530
4,0,5250
4,1,5070
4,2,2520
4,3,2540
5,0,5250
5,1,5070
5,2,2530
5,3,2540
6,0,5240
6,1,5070
6,2,2530
6,3,2550
7,0,5240
7,1,5070
7,2,2520
7,3,2540
8,0,5240
8,1,5070
8,2,2520
8,3,2540
9,0,5240
9,1,5060
9,2,2520
9,3,2540
10,0,5260
10,1,5060
10,2,2510
10,3,2540
11,0,5270
11,1,5060
11,2,2510
11,3,2540
12,0,5260
12,1,5060
12,2,2510
12,3,2550
13,0,5260
13,1,5050
13,2,2520
13,3,2550
14,0,5260
14,1,5050
14,2,2520
14,3,2550
15,0,5260
15,1,5060
15,2,2520
15,3,2550
16,0,5260
16,1,5060
16,2,2520
16,3,2540
17,0,5260
17,1,5060
17,2,2520
17,3,2540
18,0,5260
18,1,5060
18,2,2520
18,3,2550
19,0,5270
19,1,5060
19,2,2520
19,3,2550
20,0,5260
20,1,5060
20,2,2520
20,3,2540
21,0,5260
21,1,5060
21,2,2510
21,3,2540
22,0,5240
22,1,5060
22,2,2520
22,3,2540
23,0,5240
23,1,5060
23,2,2520
23,3,2550
24,0,5240
24,1,5060
24,2,2520
24,3,2530
25,0,5250
25,1,5060
25,2,2530
25,3,2540
26,0,5260
26,1,5060
26,2,2530
26,3,2530
27,0,5260
27,1,5060
27,2,2520
27,3,2540
28,0,5260
28,1,5060
28,2,2530
28,3,2530
29,0,5250
29,1,5070
29,2,2540
29,3,2530
30,0,5250
30,1,5070
30,2,2540
30,3,2530
31,0,5250
31,1,5070
31,2,2540
31,3,2530
32,0,5250
32,1,5070
32,2,2530
32,3,2520
33,0,5250
33,1,5070
33,2,2530
33,3,2530
34,0,5250
34,1,5070
34,2,2530
34,3,2540
35,0,5250
35,1,5070
35,2,2520
35,3,2530
36,0,5250
36,1,5060
36,2,2520
36,3,2540
37,0,5250
37,1,5060
37,2,2520
37,3,2540
38,0,5260
38,1,5060
38,2,2530
38,3,2530
39,0,5250
39,1,5060
39,2,2530
39,3,2530
40,0,5250
40,1,5060
40,2,2520
40,3,2520
41,0,5250
41,1,5060
41,2,2530
41,3,2530
42,0,5240
42,1,5060
42,2,2530
42,3,2540
43,0,5240
43,1,5050
43,2,2520
43,3,2530
44,0,5250
44,1,5050
44,2,2520
44,3,2520
45,0,5250
45,1,5050
45,2,2530
45,3,2530
46,0,5250
46,1,5050
46,2,2540
46,3,2530
47,0,5250
47,1,5060
47,2,2530
47,3,2530
48,0,5240
48,1,5060
48,2,2530
48,3,2520
49,0,5240
49,1,5060
49,2,2530
49,3,2510
50,0,5230
50,1,5060
50,2,2530
50,3,2520
51,0,5230
51,1,5060
51,2,2530
51,3,2510
52,0,5230
52,1,5060
52,2,2530
52,3,2520
53,0,5240
53,1,5060
53,2,2540
53,3,2530
54,0,5250
54,1,5060
54,2,2530
54,3,2530
55,0,5250
55,1,5060
55,2,2520
55,3,2540
56,0,5260
56,1,5060
56,2,2530
56,3,2540
57,0,5250
57,1,5060
57,2,2520
57,3,2540
58,0,5240
58,1,5060
58,2,2530
58,3,2540
59,0,5240
59,1,5080
59,2,2530
59,3,2540
60,0,5240
60,1,5080
60,2,2530
60,3,2540
61,0,5240
61,1,5080
61,2,2530
61,3,2540
62,0,5260
62,1,5070
62,2,2520
62,3,2540
63,0,5260
63,1,5070
63,2,2520
63,3,2540
64,0,5260
64,1,5070
64,2,2530
64,3,2540
65,0,5260
65,1,5080
65,2,2530
65,3,2530
66,0,5260
66,1,5070
66,2,2540
66,3,2540
67,0,5260
67,1,5060
67,2,2530
67,3,2530
68,0,5260
68,1,5060
68,2,2520
68,3,2540
69,0,5260
69,1,5060
69,2,2530
69,3,2540
70,0,5260
70,1,5070
70,2,2540
70,3,2540
71,0,5260
71,1,5060
71,2,2540
71,3,2550
72,0,5260
72,1,5070
72,2,2530
72,3,2550
73,0,5260
73,1,5060
73,2,2520
73,3,2550
74,0,5260
74,1,5060
74,2,2520
74,3,2550
75,0,5240
75,1,5060
75,2,2520
75,3,2550
76,0,5240
76,1,5060
76,2,2530
76,3,2550
77,0,5230
77,1,5060
77,2,2520
77,3,2550
78,0,5210
78,1,5060
78,2,2530
78,3,2550
79,0,5230
79,1,5060
79,2,2540
79,3,2550
