数据序列,设备号,测量值
0,0,3230
0,1,3900
0,2,3160
0,3,3930
1,0,3230
1,1,3900
1,2,3160
1,3,3930
2,0,3220
2,1,3900
2,2,3160
2,3,3920
3,0,3220
3,1,3910
3,2,3160
3,3,3920
4,0,3230
4,1,3910
4,2,3150
4,3,3920
5,0,3240
5,1,3910
5,2,3150
5,3,3930
6,0,3230
6,1,3910
6,2,3140
6,3,3950
7,0,3230
7,1,3900
7,2,3140
7,3,3960
8,0,3240
8,1,3900
8,2,3140
8,3,3950
9,0,3240
9,1,3900
9,2,3160
9,3,3940
10,0,3240
10,1,3900
10,2,3160
10,3,3940
11,0,3240
11,1,3900
11,2,3180
11,3,3930
12,0,3230
12,1,3900
12,2,3180
12,3,3920
13,0,3240
13,1,3900
13,2,3180
13,3,3920
14,0,3220
14,1,3890
14,2,3160
14,3,3930
15,0,3210
15,1,3880
15,2,3160
15,3,3930
16,0,3210
16,1,3880
16,2,3150
16,3,3920
17,0,3210
17,1,3890
17,2,3150
17,3,3920
18,0,3210
18,1,3900
18,2,3170
18,3,3930
19,0,3220
19,1,3910
19,2,3180
19,3,3920
20,0,3220
20,1,3910
20,2,3180
20,3,3930
21,0,3220
21,1,3900
21,2,3180
21,3,3930
22,0,3220
22,1,3900
22,2,3170
22,3,3940
23,0,3220
23,1,3890
23,2,3180
23,3,3940
24,0,3220
24,1,3900
24,2,3160
24,3,3950
25,0,3230
25,1,3890
25,2,3160
25,3,3930
26,0,3230
26,1,3890
26,2,3150
26,3,3930
27,0,3210
27,1,3890
27,2,3140
27,3,3940
28,0,3220
28,1,3910
28,2,3140
28,3,3940
29,0,3230
29,1,3910
29,2,3150
29,3,3930
30,0,3230
30,1,3900
30,2,3140
30,3,3920
31,0,3230
31,1,3910
31,2,3140
31,3,3930
32,0,3220
32,1,3910
32,2,3140
32,3,3940
33,0,3220
33,1,3900
33,2,3130
33,3,3960
34,0,3220
34,1,3900
34,2,3130
34,3,3940
35,0,3210
35,1,3900
35,2,3130
35,3,3940
36,0,3210
36,1,3890
36,2,3120
36,3,3940
37,0,3220
37,1,3900
37,2,3120
37,3,3940
38,0,3220
38,1,3890
38,2,3120
38,3,3940
39,0,3230
39,1,3890
39,2,3120
39,3,3950
40,0,3240
40,1,3880
40,2,3120
40,3,3960
41,0,3220
41,1,3880
41,2,3120
41,3,3950
42,0,3220
42,1,3880
42,2,3130
42,3,3930
43,0,3220
43,1,3870
43,2,3130
43,3,3930
44,0,3230
44,1,3880
44,2,3140
44,3,3940
45,0,3230
45,1,3890
45,2,3150
45,3,3930
46,0,3220
46,1,3890
46,2,3130
46,3,3920
47,0,3220
47,1,3880
47,2,3130
47,3,3910
48,0,3220
48,1,3900
48,2,3130
48,3,3930
49,0,3210
49,1,3900
49,2,3130
49,3,3930
50,0,3210
50,1,3900
50,2,3140
50,3,3940
51,0,3220
51,1,3890
51,2,3140
51,3,3930
52,0,3240
52,1,3880
52,2,3140
52,3,3940
53,0,3240
53,1,3890
53,2,3130
53,3,3930
54,0,3230
54,1,3890
54,2,3130
54,3,3920
55,0,3230
55,1,3880
55,2,3120
55,3,3910
56,0,3230
56,1,3870
56,2,3140
56,3,3930
57,0,3230
57,1,3870
57,2,3150
57,3,3940
58,0,3230
58,1,3870
58,2,3150
58,3,3930
59,0,3230
59,1,3880
59,2,3140
59,3,3920
60,0,3240
60,1,3880
60,2,3150
60,3,3930
61,0,3230
61,1,3890
61,2,3140
61,3,3920
62,0,3230
62,1,3900
62,2,3130
62,3,3910
63,0,3220
63,1,3900
63,2,3140
63,3,3910
64,0,3220
64,1,3900
64,2,3160
64,3,3910
65,0,3230
65,1,3900
65,2,3140
65,3,3920
66,0,3230
66,1,3890
66,2,3130
66,3,3930
67,0,3240
67,1,3900
67,2,3140
67,3,3930
68,0,3220
68,1,3900
68,2,3150
68,3,3920
69,0,3210
69,1,3900
69,2,3150
69,3,3930
70,0,3210
70,1,3900
70,2,3150
70,3,3930
71,0,3220
71,1,3900
71,2,3150
71,3,3950
72,0,3230
72,1,3910
72,2,3150
72,3,3960
73,0,3230
73,1,3890
73,2,3140
73,3,3940
74,0,3220
74,1,3900
74,2,3150
74,3,3950
75,0,3230
75,1,3900
75,2,3150
75,3,3940
76,0,3240
76,1,3910
76,2,3140
76,3,3950
77,0,3240
77,1,3900
77,2,3160
77,3,3950
78,0,3240
78,1,3900
78,2,3150
78,3,3950
79,0,3240
79,1,3910
79,2,3150
79,3,3960
80,0,3230
80,1,3910
80,2,3150
80,3,3940
81,0,3240
81,1,3910
81,2,3140
81,3,3950
82,0,3250
82,1,3910
82,2,3130
82,3,3950
83,0,3240
83,1,3910
83,2,3120
83,3,3940
84,0,3230
84,1,3910
84,2,3120
84,3,3930
85,0,3220
85,1,3910
85,2,3140
85,3,3950
86,0,3220
86,1,3910
86,2,3140
86,3,3940
87,0,3230
87,1,3910
87,2,3140
87,3,3930
88,0,3230
88,1,3900
88,2,3140
88,3,3940
89,0,3230
89,1,3900
89,2,3140
89,3,3950
90,0,3230
90,1,3910
90,2,3130
90,3,3950
91,0,3220
91,1,3910
91,2,3140
91,3,3950
92,0,3230
92,1,3900
92,2,3140
92,3,3930
93,0,3230
93,1,3900
93,2,3150
93,3,3940
94,0,3230
94,1,3890
94,2,3140
94,3,3930
95,0,3240
95,1,3880
95,2,3140
95,3,3940
96,0,3230
96,1,3900
96,2,3140
96,3,3940
97,0,3220
97,1,3900
97,2,3140
97,3,3930
98,0,3230
98,1,3900
98,2,3130
98,3,3930
99,0,3240
99,1,3900
99,2,3130
99,3,3910
100,0,3240
100,1,3890
100,2,3140
100,3,3900
101,0,3240
101,1,3890
101,2,3140
101,3,3900
102,0,3220
102,1,3900
102,2,3150
102,3,3920
103,0,3220
103,1,3910
103,2,3150
103,3,3930
104,0,3220
104,1,3910
104,2,3140
104,3,3930
105,0,3240
105,1,3910
105,2,3150
105,3,3920
106,0,3240
106,1,3910
106,2,3150
106,3,3920
107,0,3240
107,1,3900
107,2,3150
107,3,3930
108,0,3230
108,1,3900
108,2,3140
108,3,3940
109,0,3230
109,1,3900
109,2,3150
109,3,3940
110,0,3230
110,1,3900
110,2,3140
110,3,3920
111,0,3240
111,1,3900
111,2,3140
111,3,3930
112,0,3240
112,1,3900
112,2,3140
112,3,3940
113,0,3230
113,1,3910
113,2,3140
113,3,3940
114,0,3230
114,1,3910
114,2,3150
114,3,3940
115,0,3230
115,1,3900
115,2,3150
115,3,3950
116,0,3240
116,1,3900
116,2,3140
116,3,3950
117,0,3240
117,1,3900
117,2,3140
117,3,3950
118,0,3240
118,1,3890
118,2,3140
118,3,3960
119,0,3250
119,1,3900
119,2,3140
119,3,3960
120,0,3240
120,1,3900
120,2,3150
120,3,3960
121,0,3240
121,1,3900
121,2,3150
121,3,3950
122,0,3250
122,1,3900
122,2,3150
122,3,3930
123,0,3250
123,1,3910
123,2,3140
123,3,3920
124,0,3250
124,1,3910
124,2,3140
124,3,3940
125,0,3240
125,1,3910
125,2,3140
125,3,3950
126,0,3240
126,1,3910
126,2,3140
126,3,3950
127,0,3250
127,1,3910
127,2,3140
127,3,3930
128,0,3240
128,1,3910
128,2,3130
128,3,3930
129,0,3230
129,1,3920
129,2,3130
129,3,3940
130,0,3230
130,1,3910
130,2,3130
130,3,3940
131,0,3230
131,1,3910
131,2,3130
131,3,3930
132,0,3230
132,1,3910
132,2,3140
132,3,3920
133,0,3230
133,1,3910
133,2,3140
133,3,3920
134,0,3230
134,1,3900
134,2,3140
134,3,3930
135,0,3240
135,1,3890
135,2,3140
135,3,3940
136,0,3240
136,1,3880
136,2,3130
136,3,3940
137,0,3230
137,1,3890
137,2,3130
137,3,3950
138,0,3230
138,1,3900
138,2,3130
138,3,3930
139,0,3240
139,1,3900
139,2,3140
139,3,3940
140,0,3240
140,1,3900
140,2,3140
140,3,3930
141,0,3250
141,1,3900
141,2,3160
141,3,3930
142,0,3250
142,1,3900
142,2,3160
142,3,3950
143,0,3250
143,1,3900
143,2,3160
143,3,3940
144,0,3240
144,1,3900
144,2,3160
144,3,3950
145,0,3240
145,1,3900
145,2,3160
145,3,3940
146,0,3240
146,1,3900
146,2,3160
146,3,3930
147,0,3240
147,1,3910
147,2,3160
147,3,3920
148,0,3230
148,1,3900
148,2,3160
148,3,3910
149,0,3230
149,1,3900
149,2,3150
149,3,3920
150,0,3230
150,1,3900
150,2,3150
150,3,3930
151,0,3220
151,1,3900
151,2,3140
151,3,3920
152,0,3220
152,1,3900
152,2,3150
152,3,3930
153,0,3220
153,1,3900
153,2,3150
153,3,3920
154,0,3220
154,1,3900
154,2,3140
154,3,3930
155,0,3230
155,1,3890
155,2,3130
155,3,3940
156,0,3230
156,1,3900
156,2,3130
156,3,3940
157,0,3230
157,1,3900
157,2,3150
157,3,3940
158,0,3230
158,1,3900
158,2,3150
158,3,3940
159,0,3230
159,1,3900
159,2,3140
159,3,3950
160,0,3240
160,1,3910
160,2,3150
160,3,3930
161,0,3230
161,1,3910
161,2,3150
161,3,3930
162,0,3240
162,1,3910
162,2,3140
162,3,3930
163,0,3250
163,1,3890
163,2,3130
163,3,3940
164,0,3230
164,1,3890
164,2,3130
164,3,3930
165,0,3230
165,1,3890
165,2,3150
165,3,3930
166,0,3240
166,1,3900
166,2,3140
166,3,3930
167,0,3240
167,1,3900
167,2,3160
167,3,3930
168,0,3250
168,1,3900
168,2,3160
168,3,3920
169,0,3240
169,1,3900
169,2,3150
169,3,3920
170,0,3240
170,1,3900
170,2,3140
170,3,3920
171,0,3240
171,1,3910
171,2,3140
171,3,3930
172,0,3240
172,1,3910
172,2,3130
172,3,3940
173,0,3240
173,1,3900
173,2,3140
173,3,3930
174,0,3230
174,1,3890
174,2,3150
174,3,3930
175,0,3240
175,1,3900
175,2,3160
175,3,3920
176,0,3240
176,1,3900
176,2,3160
176,3,3930
177,0,3230
177,1,3890
177,2,3160
177,3,3920
178,0,3230
178,1,3900
178,2,3160
178,3,3910
179,0,3240
179,1,3910
179,2,3160
179,3,3930
180,0,3220
180,1,3910
180,2,3160
180,3,3920
181,0,3210
181,1,3910
181,2,3160
181,3,3910
182,0,3220
182,1,3920
182,2,3140
182,3,3930
183,0,3220
183,1,3920
183,2,3140
183,3,3940
184,0,3240
184,1,3910
184,2,3140
184,3,3930
185,0,3230
185,1,3900
185,2,3140
185,3,3940
186,0,3230
186,1,3890
186,2,3150
186,3,3950
187,0,3240
187,1,3880
187,2,3170
187,3,3950
188,0,3230
188,1,3880
188,2,3150
188,3,3930
189,0,3230
189,1,3880
189,2,3160
189,3,3930
190,0,3240
190,1,3880
190,2,3150
190,3,3940
191,0,3220
191,1,3880
191,2,3150
191,3,3930
192,0,3220
192,1,3880
192,2,3160
192,3,3940
