数据序列,设备号,测量值
0,0,3430
0,1,4620
0,2,2370
0,3,4080
1,0,3450
1,1,4620
1,2,2360
1,3,4080
2,0,3470
2,1,4610
2,2,2360
2,3,4080
3,0,3470
3,1,4610
3,2,2380
3,3,4080
4,0,3460
4,1,4610
4,2,2370
4,3,4080
5,0,3450
5,1,4620
5,2,2380
5,3,4080
6,0,3440
6,1,4610
6,2,2380
6,3,4080
7,0,3430
7,1,4620
7,2,2380
7,3,4090
8,0,3440
8,1,4610
8,2,2390
8,3,4090
9,0,3450
9,1,4600
9,2,2380
9,3,4090
10,0,3450
10,1,4610
10,2,2380
10,3,4090
11,0,3440
11,1,4620
11,2,2370
11,3,4090
12,0,3450
12,1,4620
12,2,2380
12,3,4090
13,0,3450
13,1,4610
13,2,2390
13,3,4080
14,0,3440
14,1,4610
14,2,2400
14,3,4070
15,0,3440
15,1,4610
15,2,2420
15,3,4070
16,0,3440
16,1,4610
16,2,2430
16,3,4070
17,0,3430
17,1,4620
17,2,2430
17,3,4070
18,0,3430
18,1,4610
18,2,2400
18,3,4070
19,0,3450
19,1,4610
19,2,2380
19,3,4080
20,0,3450
20,1,4610
20,2,2380
20,3,4080
21,0,3440
21,1,4610
21,2,2390
21,3,4080
22,0,3460
22,1,4620
22,2,2370
22,3,4080
23,0,3460
23,1,4620
23,2,2380
23,3,4080
24,0,3460
24,1,4620
24,2,2390
24,3,4090
25,0,3450
25,1,4630
25,2,2380
25,3,4080
26,0,3450
26,1,4620
26,2,2380
26,3,4080
27,0,3440
27,1,4620
27,2,2380
27,3,4080
28,0,3450
28,1,4610
28,2,2380
28,3,4080
29,0,3450
29,1,4610
29,2,2370
29,3,4080
30,0,3460
30,1,4610
30,2,2380
30,3,4090
31,0,3450
31,1,4610
31,2,2370
31,3,4090
32,0,3440
32,1,4610
32,2,2370
32,3,4090
33,0,3440
33,1,4620
33,2,2360
33,3,4100
34,0,3440
34,1,4610
34,2,2380
34,3,4100
35,0,3440
35,1,4610
35,2,2370
35,3,4090
36,0,3440
36,1,4610
36,2,2370
36,3,4090
37,0,3440
37,1,4610
37,2,2370
37,3,4090
38,0,3440
38,1,4610
38,2,2370
38,3,4090
39,0,3440
39,1,4600
39,2,2370
39,3,4100
40,0,3440
40,1,4610
40,2,2370
40,3,4110
41,0,3450
41,1,4610
41,2,2390
41,3,4100
42,0,3450
42,1,4610
42,2,2380
42,3,4100
43,0,3460
43,1,4610
43,2,2390
43,3,4100
44,0,3450
44,1,4610
44,2,2380
44,3,4090
45,0,3460
45,1,4620
45,2,2390
45,3,4080
46,0,3460
46,1,4620
46,2,2380
46,3,4080
47,0,3460
47,1,4620
47,2,2380
47,3,4080
48,0,3460
48,1,4630
48,2,2380
48,3,4080
49,0,3460
49,1,4630
49,2,2380
49,3,4090
50,0,3450
50,1,4630
50,2,2390
50,3,4090
51,0,3440
51,1,4620
51,2,2390
51,3,4080
52,0,3430
52,1,4610
52,2,2380
52,3,4080
53,0,3430
53,1,4630
