Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,2179.5,3026.3,4998.9,5538.8
2.0,2174.7,3038.2,4999.4,5544.4
3.0,2169.8,3042.2,4999.6,5542.9
4.0,2167.3,3044.1,4999.7,5542.2
5.0,2167.9,3045.3,4999.8,5541.7
6.0,2168.2,3046.2,4999.8,5541.4
7.0,2168.5,3043.7,4999.8,5541.2
8.0,2167.4,3040.5,5001.2,5541.1
9.0,2166.5,3038.0,5001.3,5542.1
10.0,2165.7,3037.1,5001.4,5543.0
11.0,2165.1,3038.5,5002.3,5542.7
12.0,2164.6,3037.3,5003.0,5542.4
13.0,2164.2,3036.4,5003.7,5543.1
14.0,2163.8,3035.5,5004.3,5543.8
15.0,2164.4,3036.8,5004.7,5544.3
16.0,2164.0,3036.0,5004.4,5544.8
17.0,2164.5,3035.3,5004.0,5545.2
18.0,2164.9,3034.6,5003.7,5546.3
19.0,2165.3,3034.0,5003.4,5546.6
20.0,2165.6,3033.5,5003.2,5546.9
21.0,2166.0,3033.0,5002.9,5547.1
22.0,2165.5,3034.3,5002.7,5546.6
23.0,2165.1,3033.7,5002.5,5546.1
24.0,2165.5,3033.3,5002.3,5545.7
25.0,2165.8,3032.8,5002.9,5546.0
26.0,2166.1,3032.4,5002.8,5545.6
27.0,2166.3,3033.6,5002.8,5545.2
28.0,2166.6,3033.2,5002.7,5544.8
29.0,2166.8,3034.3,5002.7,5544.5
30.0,2167.0,3033.8,5002.6,5544.2
31.0,2167.2,3033.4,5002.6,5543.9
32.0,2166.8,3032.9,5002.4,5543.7
33.0,2166.3,3032.6,5002.2,5543.4
34.0,2165.9,3033.7,5002.1,5543.2
35.0,2165.5,3034.8,5002.0,5543.0
36.0,2165.1,3035.8,5001.8,5542.8
37.0,2164.8,3036.7,5001.7,5542.6
38.0,2164.5,3035.6,5001.6,5542.4
39.0,2164.2,3034.6,5002.1,5542.9
40.0,2163.9,3033.6,5002.7,5543.4
41.0,2163.7,3032.8,5003.1,5544.5
42.0,2163.4,3031.9,5003.6,5545.5
43.0,2163.9,3031.8,5004.0,5545.8
44.0,2163.6,3033.0,5004.4,5545.4
45.0,2163.4,3032.6,5004.1,5545.1
46.0,2163.2,3032.2,5003.8,5544.7
47.0,2163.6,3033.4,5003.6,5544.4
48.0,2163.4,3034.5,5003.4,5544.8
49.0,2163.8,3035.5,5003.3,5544.5
50.0,2164.8,3035.1,5003.2,5544.2
51.0,2165.8,3034.1,5003.1,5543.9
52.0,2166.7,3033.2,5003.0,5544.3
53.0,2167.6,3032.4,5003.0,5544.0
54.0,2168.4,3031.6,5002.9,5543.8
55.0,2169.1,3030.8,5002.7,5543.5
56.0,2169.8,3030.1,5002.5,5543.3
57.0,2170.5,3029.5,5002.4,5543.1
58.0,2170.3,3028.9,5002.2,5542.9
59.0,2170.3,3028.9,5002.1,5542.7
60.0,2169.7,3030.3,5001.9,5542.5
61.0,2169.0,3030.3,5001.8,5542.4
62.0,2169.1,3029.6,5001.7,5542.2
63.0,2168.5,3029.6,5001.6,5542.1
64.0,2168.0,3030.9,5001.5,5541.9
65.0,2167.4,3030.9,5001.4,5541.8
66.0,2167.6,3030.8,5001.3,5542.3
67.0,2167.8,3032.1,5001.2,5542.8
68.0,2167.3,3033.2,5001.1,5542.6
69.0,2167.4,3033.0,5001.1,5542.5
70.0,2167.0,3032.2,5001.0,5542.3
71.0,2167.2,3031.4,5000.9,5542.8
72.0,2167.3,3030.7,5000.9,5543.3
73.0,2166.9,3030.0,5000.8,5543.1
74.0,2167.1,3031.3,5000.8,5542.9
75.0,2166.6,3031.2,5000.7,5542.7
76.0,2166.2,3031.1,5000.7,5542.5
77.0,2165.8,3031.0,5001.3,5543.0
78.0,2166.7,3032.3,5001.8,5542.8
79.0,2167.6,3032.1,5002.4,5542.6
80.0,2168.4,3032.0,5002.9,5543.1
81.0,2169.1,3031.8,5003.3,5543.5
82.0,2169.2,3033.0,5003.1,5543.3
83.0,2169.2,3032.8,5002.9,5543.1
84.0,2169.3,3032.0,5002.7,5542.9
85.0,2170.0,3031.2,5002.7,5542.7
86.0,2170.6,3031.1,5002.6,5542.5
87.0,2171.2,3030.4,5002.6,5542.4
88.0,2171.8,3030.4,5002.5,5542.2
89.0,2172.3,3030.4,5002.5,5542.1
90.0,2172.0,3029.7,5002.5,5541.9
91.0,2171.9,3029.1,5002.4,5541.8
92.0,2171.1,3028.5,5002.4,5543.0
93.0,2170.4,3027.9,5002.4,5543.4
94.0,2170.4,3026.8,5002.4,5543.2
95.0,2170.4,3026.3,5002.3,5543.0
96.0,2170.3,3025.9,5002.3,5542.8
97.0,2171.0,3025.6,5002.3,5543.3
98.0,2171.5,3025.2,5002.3,5543.1
99.0,2171.4,3024.9,5002.3,5542.9
100.0,2171.4,3025.2,5002.2,5542.7
101.0,2171.3,3025.5,5002.2,5542.5
102.0,2171.2,3025.8,5002.2,5542.4
103.0,2170.5,3025.4,5002.1,5542.2
104.0,2171.1,3025.7,5001.9,5542.1
105.0,2171.0,3025.3,5001.8,5541.9
106.0,2170.9,3024.4,5001.7,5541.8
107.0,2170.9,3024.1,5002.2,5541.7
108.0,2170.8,3024.5,5002.7,5541.6
109.0,2170.8,3024.8,5003.2,5541.5
110.0,2170.1,3025.2,5003.6,5541.4
111.0,2170.1,3025.5,5004.1,5541.3
112.0,2170.1,3025.8,5003.8,5541.2
113.0,2170.1,3026.0,5003.7,5541.1
114.0,2169.4,3026.3,5003.6,5541.1
115.0,2169.3,3025.9,5003.5,5541.0
116.0,2168.7,3025.5,5003.4,5540.9
117.0,2168.2,3025.1,5003.2,5541.5
118.0,2167.6,3024.8,5003.6,5542.7
119.0,2167.1,3024.5,5004.0,5543.8
120.0,2167.3,3024.2,5004.4,5544.9
121.0,2167.5,3024.6,5004.8,5545.8
122.0,2167.7,3024.9,5005.1,5546.8
123.0,2167.8,3025.3,5005.4,5547.6
124.0,2168.0,3024.9,5005.7,5547.8
125.0,2168.1,3024.0,5006.0,5547.9
