数据序列,设备号,测量值
0,0,4030
0,1,6100
0,2,1000
0,3,4560
1,0,4030
1,1,6110
1,2,1000
1,3,4560
2,0,4030
2,1,6100
2,2,1010
2,3,4560
3,0,4020
3,1,6100
3,2,1000
3,3,4560
4,0,4020
4,1,6110
4,2,1000
4,3,4550
5,0,4030
5,1,6120
5,2,1000
5,3,4550
6,0,4030
6,1,6120
6,2,1000
6,3,4560
7,0,4030
7,1,6110
7,2,1000
7,3,4550
8,0,4030
8,1,6110
8,2,1000
8,3,4550
9,0,4030
9,1,6110
9,2,1000
9,3,4550
10,0,4030
10,1,6110
10,2,1000
10,3,4550
11,0,4030
11,1,6110
11,2,990
11,3,4550
12,0,4030
12,1,6110
12,2,990
12,3,4550
13,0,4030
13,1,6120
13,2,1000
13,3,4550
14,0,4030
14,1,6130
14,2,1010
14,3,4550
15,0,4030
15,1,6120
15,2,1010
15,3,4550
16,0,4020
16,1,6120
16,2,1000
16,3,4540
17,0,4020
17,1,6120
17,2,1000
17,3,4540
18,0,4020
18,1,6120
18,2,1000
18,3,4540
19,0,4020
19,1,6110
19,2,1000
19,3,4530
20,0,4030
20,1,6120
20,2,990
20,3,4540
21,0,4030
21,1,6110
21,2,990
21,3,4550
22,0,4040
22,1,6110
22,2,990
22,3,4550
23,0,4040
23,1,6110
23,2,1000
23,3,4550
24,0,4030
24,1,6110
24,2,1000
24,3,4540
25,0,4030
25,1,6110
25,2,1000
25,3,4540
26,0,4030
26,1,6110
26,2,990
26,3,4540
27,0,4030
27,1,6120
27,2,990
27,3,4530
28,0,4030
28,1,6120
28,2,990
28,3,4520
29,0,4040
29,1,6110
29,2,990
29,3,4530
30,0,4030
30,1,6100
30,2,1000
30,3,4530
31,0,4030
31,1,6100
31,2,990
31,3,4530
32,0,4030
32,1,6100
32,2,990
32,3,4530
33,0,4030
33,1,6110
33,2,1000
33,3,4530
34,0,4030
34,1,6100
34,2,1010
34,3,4540
35,0,4030
35,1,6100
35,2,1010
35,3,4540
36,0,4040
36,1,6110
36,2,1000
36,3,4540
37,0,4030
37,1,6120
37,2,1000
37,3,4550
38,0,4030
38,1,6120
38,2,990
38,3,4550
39,0,4030
39,1,6120
39,2,990
39,3,4540
40,0,4030
40,1,6110
40,2,990
40,3,4540
41,0,4030
41,1,6120
41,2,990
41,3,4550
42,0,4030
42,1,6110
42,2,990
42,3,4550
43,0,4030
43,1,6110
43,2,980
43,3,4540
44,0,4040
44,1,6110
44,2,980
44,3,4530
45,0,4040
45,1,6110
45,2,980
45,3,4530
46,0,4040
46,1,6110
46,2,980
46,3,4540
47,0,4030
47,1,6110
47,2,980
47,3,4540
48,0,4030
48,1,6110
48,2,990
48,3,4530
49,0,4040
49,1,6100
49,2,990
49,3,4520
50,0,4030
50,1,6100
50,2,1000
50,3,4530
51,0,4040
51,1,6110
51,2,1000
51,3,4530
52,0,4030
52,1,6120
52,2,990
52,3,4530
53,0,4030
53,1,6120
53,2,990
53,3,4540
54,0,4030
54,1,6120
54,2,990
54,3,4540
55,0,4030
55,1,6130
55,2,980
55,3,4540
56,0,4030
56,1,6120
56,2,990
56,3,4550
57,0,4040
57,1,6120
57,2,990
57,3,4550
58,0,4040
58,1,6120
58,2,1000
58,3,4550
59,0,4040
59,1,6120
59,2,1000
59,3,4550
60,0,4040
60,1,6110
60,2,1000
60,3,4550
61,0,4030
61,1,6110
61,2,1000
61,3,4550
62,0,4030
62,1,6110
62,2,1010
62,3,4560
63,0,4040
63,1,6110
63,2,1000
63,3,4550
64,0,4050
64,1,6120
64,2,1000
64,3,4550
65,0,4050
65,1,6110
65,2,1000
65,3,4550
66,0,4050
66,1,6110
66,2,1000
66,3,4550
67,0,4030
67,1,6110
67,2,1000
67,3,4550
68,0,4030
68,1,6110
68,2,1000
68,3,4550
69,0,4020
69,1,6100
69,2,1000
69,3,4550
70,0,4040
70,1,6100
70,2,1000
70,3,4550
71,0,4030
71,1,6110
71,2,1000
71,3,4560
72,0,4030
72,1,6120
72,2,1000
72,3,4540
73,0,4030
73,1,6120
73,2,1010
73,3,4540
74,0,4040
74,1,6120
