数据序列,设备号,测量值
0,0,1090
0,1,4690
0,2,4120
0,3,5950
1,0,1090
1,1,4690
1,2,4120
1,3,5940
2,0,1090
2,1,4680
2,2,4120
2,3,5930
3,0,1090
3,1,4680
3,2,4110
3,3,5940
4,0,1100
4,1,4670
4,2,4110
4,3,5940
5,0,1100
5,1,4670
5,2,4110
5,3,5940
6,0,1100
6,1,4670
6,2,4120
6,3,5940
7,0,1110
7,1,4670
7,2,4110
7,3,5930
8,0,1110
8,1,4670
8,2,4110
8,3,5930
9,0,1100
9,1,4670
9,2,4110
9,3,5940
10,0,1110
10,1,4670
10,2,4110
10,3,5940
11,0,1100
11,1,4670
11,2,4110
11,3,5940
12,0,1100
12,1,4680
12,2,4110
12,3,5940
13,0,1100
13,1,4680
13,2,4110
13,3,5930
14,0,1100
14,1,4680
14,2,4100
14,3,5930
15,0,1100
15,1,4680
15,2,4110
15,3,5920
16,0,1110
16,1,4680
16,2,4110
16,3,5920
17,0,1110
17,1,4680
17,2,4110
17,3,5920
18,0,1120
18,1,4670
18,2,4100
18,3,5930
19,0,1130
19,1,4670
19,2,4100
19,3,5940
20,0,1130
20,1,4680
20,2,4100
20,3,5940
21,0,1110
21,1,4680
21,2,4110
21,3,5950
22,0,1110
22,1,4670
22,2,4110
22,3,5940
23,0,1100
23,1,4670
23,2,4110
23,3,5940
24,0,1110
24,1,4660
24,2,4100
24,3,5930
25,0,1120
25,1,4660
25,2,4110
25,3,5930
26,0,1110
26,1,4660
26,2,4110
26,3,5930
27,0,1100
27,1,4670
27,2,4110
27,3,5940
28,0,1100
28,1,4670
28,2,4110
28,3,5930
29,0,1090
29,1,4670
29,2,4100
29,3,5940
30,0,1090
30,1,4670
30,2,4100
30,3,5940
31,0,1080
31,1,4660
31,2,4100
31,3,5950
32,0,1080
32,1,4660
32,2,4110
32,3,5940
33,0,1080
33,1,4660
33,2,4110
33,3,5940
34,0,1080
34,1,4660
34,2,4110
34,3,5950
35,0,1080
35,1,4660
35,2,4110
35,3,5950
36,0,1080
36,1,4660
36,2,4110
36,3,5950
37,0,1070
37,1,4660
37,2,4100
37,3,5940
38,0,1070
38,1,4670
38,2,4110
38,3,5940
39,0,1070
39,1,4680
39,2,4100
39,3,5940
40,0,1080
40,1,4690
40,2,4100
40,3,5950
41,0,1100
41,1,4690
41,2,4110
41,3,5960
42,0,1090
42,1,4690
42,2,4110
42,3,5950
43,0,1090
43,1,4690
43,2,4110
43,3,5950
44,0,1090
44,1,4690
44,2,4120
44,3,5950
45,0,1100
45,1,4680
45,2,4120
45,3,5950
46,0,1090
46,1,4680
46,2,4110
46,3,5950
47,0,1090
47,1,4680
47,2,4110
47,3,5960
48,0,1090
48,1,4680
48,2,4110
48,3,5960
49,0,1090
49,1,4680
49,2,4100
49,3,5960
50,0,1080
50,1,4670
50,2,4100
50,3,5960
51,0,1080
51,1,4660
51,2,4110
51,3,5940
52,0,1080
52,1,4660
52,2,4110
52,3,5940
53,0,1080
53,1,4680
53,2,4110
53,3,5930
54,0,1080
54,1,4680
54,2,4110
54,3,5930
55,0,1070
55,1,4680
55,2,4110
55,3,5940
56,0,1060
56,1,4680
56,2,4110
56,3,5940
57,0,1080
57,1,4680
57,2,4110
57,3,5950
58,0,1070
58,1,4680
58,2,4110
58,3,5950
59,0,1080
