数据序列,设备号,测量值
0,0,2720
0,1,2660
0,2,4750
0,3,4890
1,0,2740
1,1,2660
1,2,4750
1,3,4880
2,0,2740
2,1,2660
2,2,4750
2,3,4880
3,0,2740
3,1,2660
3,2,4750
3,3,4880
4,0,2740
4,1,2660
4,2,4750
4,3,4890
5,0,2740
5,1,2670
5,2,4750
5,3,4890
6,0,2720
6,1,2670
6,2,4750
6,3,4890
7,0,2720
7,1,2670
7,2,4750
7,3,4880
8,0,2720
8,1,2660
8,2,4750
8,3,4880
9,0,2720
9,1,2660
9,2,4750
9,3,4870
10,0,2720
10,1,2670
10,2,4750
10,3,4870
11,0,2720
11,1,2660
11,2,4750
11,3,4870
12,0,2720
12,1,2660
12,2,4750
12,3,4870
13,0,2740
13,1,2650
13,2,4750
13,3,4880
14,0,2740
14,1,2650
14,2,4750
14,3,4880
15,0,2720
15,1,2650
15,2,4750
15,3,4880
16,0,2720
16,1,2650
16,2,4750
16,3,4880
17,0,2740
17,1,2660
17,2,4760
17,3,4880
18,0,2740
18,1,2670
18,2,4760
18,3,4890
19,0,2740
19,1,2670
19,2,4760
19,3,4890
20,0,2740
20,1,2680
20,2,4760
20,3,4890
21,0,2740
21,1,2670
21,2,4750
21,3,4890
22,0,2740
22,1,2670
22,2,4740
22,3,4890
23,0,2740
23,1,2670
23,2,4740
23,3,4890
24,0,2720
24,1,2680
24,2,4740
24,3,4890
25,0,2740
25,1,2670
25,2,4750
25,3,4890
26,0,2740
26,1,2680
26,2,4750
26,3,4880
27,0,2740
27,1,2680
27,2,4750
27,3,4880
28,0,2740
28,1,2680
28,2,4750
28,3,4880
29,0,2740
29,1,2680
29,2,4750
29,3,4880
30,0,2750
30,1,2680
30,2,4750
30,3,4880
31,0,2750
31,1,2680
31,2,4750
31,3,4880
32,0,2740
32,1,2670
32,2,4750
32,3,4880
33,0,2740
33,1,2660
33,2,4750
33,3,4890
34,0,2720
34,1,2660
34,2,4760
34,3,4890
35,0,2740
35,1,2660
35,2,4760
35,3,4890
36,0,2740
36,1,2660
36,2,4760
36,3,4890
37,0,2740
37,1,2650
37,2,4760
37,3,4890
38,0,2720
38,1,2650
38,2,4760
38,3,4890
39,0,2720
39,1,2650
39,2,4760
39,3,4890
40,0,2740
40,1,2650
40,2,4760
40,3,4880
41,0,2720
41,1,2650
41,2,4760
41,3,4880
42,0,2720
42,1,2660
42,2,4760
42,3,4880
43,0,2740
43,1,2660
43,2,4760
43,3,4880
44,0,2720
44,1,2660
44,2,4760
44,3,4870
45,0,2740
45,1,2650
45,2,4760
45,3,4870
46,0,2740
46,1,2650
46,2,4760
46,3,4870
47,0,2740
47,1,2660
47,2,4760
47,3,4870
48,0,2740
48,1,2660
48,2,4760
48,3,4870
49,0,2740
49,1,2670
49,2,4760
49,3,4870
50,0,2740
50,1,2670
50,2,4760
50,3,4870
51,0,2740
51,1,2670
51,2,4760
51,3,4870
52,0,2710
52,1,2670
52,2,4760
52,3,4870
53,0,2710
53,1,2670
53,2,4760
53,3,4880
54,0,2710
54,1,2670
54,2,4760
54,3,4880
55,0,2710
55,1,2680
55,2,4760
55,3,4890
56,0,2720
56,1,2670
56,2,4760
56,3,4880
57,0,2720
57,1,2680
57,2,4760
57,3,4880
58,0,2720
58,1,2680
58,2,4760
58,3,4880
59,0,2720
59,1,2680
59,2,4750
59,3,4880
60,0,2720
60,1,2670
60,2,4750
60,3,4880
61,0,2720
61,1,2670
61,2,4750
61,3,4880
62,0,2720
62,1,2670
62,2,4750
62,3,4880
63,0,2720
63,1,2670
63,2,4750
63,3,4880
64,0,2720
64,1,2670
64,2,4750
64,3,4880
65,0,2740
65,1,2660
65,2,4750
65,3,4880
66,0,2740
66,1,2660
66,2,4750
66,3,4880
67,0,2720
67,1,2670
67,2,4750
67,3,4880
68,0,2720
68,1,2680
68,2,4750
68,3,4880
69,0,2720
69,1,2670
69,2,4750
69,3,4880
70,0,2720
70,1,2670
70,2,4750
70,3,4880
71,0,2720
71,1,2660
71,2,4750
71,3,4880
72,0,2720
72,1,2650
72,2,4750
72,3,4880
73,0,2710
73,1,2650
73,2,4750
73,3,4880
74,0,2710
74,1,2650
74,2,4760
74,3,4870
75,0,2720
75,1,2660
75,2,4760
75,3,4870
76,0,2740
76,1,2670
76,2,4760
76,3,4880
77,0,2740
77,1,2660
77,2,4760
77,3,4880
78,0,2720
78,1,2670
78,2,4750
78,3,4880
79,0,2720
79,1,2670
79,2,4760
79,3,4880
80,0,2740
80,1,2670
80,2,4760
80,3,4890
81,0,2720
81,1,2670
81,2,4760
81,3,4890
82,0,2720
82,1,2670
82,2,4760
82,3,4890
83,0,2720
83,1,2670
83,2,4760
83,3,4890
84,0,2720
84,1,2660
84,2,4750
84,3,4890
85,0,2720
85,1,2660
85,2,4750
85,3,4890
86,0,2740
86,1,2660
86,2,4750
86,3,4890
87,0,2740
87,1,2660
87,2,4760
87,3,4890
88,0,2740
88,1,2660
88,2,4760
88,3,4890
89,0,2740
89,1,2660
89,2,4750
89,3,4880
90,0,2740
90,1,2660
90,2,4750
90,3,4880
91,0,2740
91,1,2660
91,2,4750
91,3,4880
92,0,2740
92,1,2660
92,2,4750
92,3,4880
93,0,2720
93,1,2670
93,2,4750
93,3,4880
94,0,2720
94,1,2670
94,2,4750
94,3,4870
95,0,2720
95,1,2660
95,2,4750
95,3,4870
96,0,2710
96,1,2670
96,2,4750
96,3,4870
97,0,2710
97,1,2670
97,2,4760
97,3,4870
98,0,2720
98,1,2670
98,2,4760
98,3,4870
99,0,2720
99,1,2670
99,2,4750
99,3,4870
100,0,2720
100,1,2660
100,2,4750
100,3,4880
101,0,2720
101,1,2660
101,2,4750
101,3,4880
102,0,2720
102,1,2660
102,2,4750
102,3,4880
103,0,2720
103,1,2660
103,2,4750
103,3,4880
104,0,2720
104,1,2660
104,2,4750
104,3,4880
105,0,2710
105,1,2660
105,2,4750
105,3,4880
106,0,2710
106,1,2650
106,2,4750
106,3,4880
107,0,2710
107,1,2650
107,2,4750
107,3,4880
108,0,2710
108,1,2660
108,2,4760
108,3,4890
109,0,2710
109,1,2660
109,2,4760
109,3,4890
110,0,2710
110,1,2660
110,2,4750
110,3,4890
111,0,2710
111,1,2660
111,2,4750
111,3,4880
112,0,2710
112,1,2670
112,2,4750
112,3,4880
113,0,2710
113,1,2670
113,2,4750
113,3,4880
114,0,2710
114,1,2660
114,2,4750
114,3,4880
115,0,2710
115,1,2660
115,2,4750
115,3,4880
116,0,2720
116,1,2660
116,2,4750
116,3,4880
117,0,2720
117,1,2650
117,2,4750
117,3,4870
118,0,2710
118,1,2660
118,2,4750
118,3,4870
119,0,2710
119,1,2660
119,2,4750
119,3,4880
120,0,2710
120,1,2660
120,2,4760
120,3,4880
121,0,2710
121,1,2660
121,2,4760
121,3,4880
122,0,2710
122,1,2660
122,2,4760
122,3,4880
123,0,2720
123,1,2650
123,2,4760
123,3,4880
124,0,2720
124,1,2650
124,2,4760
124,3,4880
125,0,2720
125,1,2650
125,2,4760
125,3,4880
126,0,2720
126,1,2650
126,2,4760
126,3,4880
127,0,2720
127,1,2650
127,2,4760
127,3,4880
128,0,2720
128,1,2650
128,2,4760
128,3,4890
129,0,2720
129,1,2650
129,2,4760
129,3,4880
130,0,2740
130,1,2660
130,2,4760
130,3,4880
131,0,2720
131,1,2660
131,2,4760
131,3,4880
132,0,2720
132,1,2650
132,2,4760
132,3,4880
133,0,2720
133,1,2660
133,2,4750
133,3,4880
134,0,2720
134,1,2670
134,2,4750
134,3,4880
135,0,2740
135,1,2660
135,2,4750
135,3,4880
136,0,2740
136,1,2670
136,2,4750
136,3,4870
137,0,2740
137,1,2660
137,2,4760
137,3,4870
138,0,2740
138,1,2660
138,2,4760
138,3,4870
139,0,2740
139,1,2660
139,2,4760
139,3,4860
140,0,2740
140,1,2660
140,2,4750
140,3,4860
141,0,2740
141,1,2660
141,2,4750
141,3,4870
142,0,2740
142,1,2660
142,2,4750
142,3,4870
143,0,2720
143,1,2660
143,2,4750
143,3,4860
144,0,2740
144,1,2650
144,2,4750
144,3,4860
145,0,2720
145,1,2660
145,2,4750
145,3,4860
146,0,2720
146,1,2660
146,2,4750
146,3,4860
147,0,2720
147,1,2670
147,2,4750
147,3,4860
148,0,2740
148,1,2670
148,2,4750
148,3,4860
149,0,2740
149,1,2670
149,2,4750
149,3,4860
150,0,2750
150,1,2670
150,2,4750
150,3,4860
151,0,2740
151,1,2660
151,2,4750
151,3,4860
152,0,2720
152,1,2650
152,2,4760
152,3,4860
153,0,2740
153,1,2650
153,2,4760
153,3,4860
154,0,2740
154,1,2670
154,2,4760
154,3,4860
155,0,2740
155,1,2670
155,2,4760
155,3,4870
156,0,2740
156,1,2670
156,2,4750
156,3,4870
157,0,2750
157,1,2670
157,2,4750
157,3,4880
158,0,2750
158,1,2670
158,2,4750
158,3,4880
159,0,2740
159,1,2670
159,2,4760
159,3,4880
160,0,2720
160,1,2670
160,2,4760
160,3,4880
161,0,2720
161,1,2670
161,2,4760
161,3,4880
162,0,2720
162,1,2660
162,2,4760
162,3,4880
163,0,2710
163,1,2660
163,2,4770
163,3,4880
164,0,2720
164,1,2650
164,2,4760
164,3,4880
165,0,2720
165,1,2650
165,2,4750
165,3,4880
166,0,2720
166,1,2650
166,2,4750
166,3,4880
167,0,2740
167,1,2650
167,2,4750
167,3,4880
168,0,2740
168,1,2660
168,2,4760
168,3,4880
169,0,2740
169,1,2660
169,2,4760
169,3,4880
170,0,2740
170,1,2660
170,2,4760
170,3,4880
171,0,2740
171,1,2660
171,2,4760
171,3,4870
172,0,2720
172,1,2660
172,2,4760
172,3,4870
173,0,2720
173,1,2650
173,2,4760
173,3,4870
174,0,2710
174,1,2660
174,2,4760
174,3,4860
175,0,2710
175,1,2650
175,2,4760
175,3,4860
176,0,2740
176,1,2660
176,2,4760
176,3,4870
177,0,2740
177,1,2660
177,2,4760
177,3,4870
178,0,2740
178,1,2660
178,2,4760
178,3,4870
179,0,2760
179,1,2660
179,2,4760
179,3,4860
180,0,2740
180,1,2660
180,2,4760
180,3,4860
181,0,2740
181,1,2660
181,2,4760
181,3,4860
182,0,2740
182,1,2660
182,2,4760
182,3,4860
183,0,2740
183,1,2660
183,2,4750
183,3,4860
184,0,2740
184,1,2660
184,2,4760
184,3,4860
185,0,2740
185,1,2670
185,2,4760
185,3,4850
186,0,2750
186,1,2680
186,2,4760
186,3,4850
187,0,2740
187,1,2680
187,2,4760
187,3,4860
188,0,2740
188,1,2680
188,2,4760
188,3,4860
189,0,2740
189,1,2670
189,2,4760
189,3,4860
190,0,2740
190,1,2670
190,2,4760
190,3,4860
191,0,2740
191,1,2660
191,2,4760
191,3,4860
192,0,2750
192,1,2660
192,2,4760
192,3,4860
193,0,2740
193,1,2660
193,2,4760
193,3,4870
194,0,2720
194,1,2660
194,2,4760
194,3,4870
195,0,2720
195,1,2670
195,2,4760
195,3,4860
196,0,2720
196,1,2670
196,2,4760
196,3,4860
197,0,2720
197,1,2670
197,2,4760
197,3,4860
198,0,2740
198,1,2680
198,2,4760
198,3,4860
199,0,2740
199,1,2680
199,2,4760
199,3,4860
200,0,2740
200,1,2680
200,2,4760
200,3,4860
201,0,2740
201,1,2670
201,2,4760
201,3,4860
202,0,2740
202,1,2670
202,2,4760
202,3,4860
203,0,2710
203,1,2670
203,2,4760
203,3,4860
204,0,2710
204,1,2670
204,2,4750
204,3,4860
205,0,2710
205,1,2670
205,2,4750
205,3,4860
206,0,2710
206,1,2670
206,2,4750
206,3,4860
207,0,2700
207,1,2660
207,2,4750
207,3,4860
208,0,2700
208,1,2670
208,2,4750
208,3,4860
209,0,2700
209,1,2670
209,2,4750
209,3,4860
210,0,2700
210,1,2670
210,2,4750
210,3,4860
211,0,2700
211,1,2670
211,2,4750
211,3,4860
212,0,2700
212,1,2680
212,2,4750
212,3,4850
