数据序列,设备号,测量值
0,0,3980
0,1,2010
0,2,4970
0,3,3880
1,0,3980
1,1,2010
1,2,4970
1,3,3870
2,0,3980
2,1,2010
2,2,4970
2,3,3870
3,0,3990
3,1,2000
3,2,4960
3,3,3870
4,0,3990
4,1,1990
4,2,4960
4,3,3870
5,0,3990
5,1,1990
5,2,4970
5,3,3870
6,0,3990
6,1,1990
6,2,4970
6,3,3880
7,0,3980
7,1,1990
7,2,4970
7,3,3870
8,0,3990
8,1,2000
8,2,4970
8,3,3880
9,0,3980
9,1,1990
9,2,4970
9,3,3870
10,0,3960
10,1,2000
10,2,4980
10,3,3870
11,0,3960
11,1,2000
11,2,4970
11,3,3870
12,0,3980
12,1,1980
12,2,4970
12,3,3880
13,0,3980
13,1,1970
13,2,4970
13,3,3870
14,0,3960
14,1,1980
14,2,4970
14,3,3880
15,0,3960
15,1,1980
15,2,4970
15,3,3870
16,0,3960
16,1,1980
16,2,4970
16,3,3860
17,0,3960
17,1,1980
17,2,4980
17,3,3860
18,0,3950
18,1,1990
18,2,4970
18,3,3860
19,0,3950
19,1,1990
19,2,4980
19,3,3860
20,0,3950
20,1,1990
20,2,4970
20,3,3860
21,0,3960
21,1,2000
21,2,4970
21,3,3860
22,0,3960
22,1,2000
22,2,4980
22,3,3870
23,0,3980
23,1,2000
23,2,4980
23,3,3870
24,0,3980
24,1,1990
24,2,4970
24,3,3870
25,0,3980
25,1,1990
25,2,4970
25,3,3870
26,0,3960
26,1,1980
26,2,4970
26,3,3870
27,0,3950
27,1,1990
27,2,4980
27,3,3870
28,0,3950
28,1,1980
28,2,4970
28,3,3870
29,0,3950
29,1,1980
29,2,4970
29,3,3880
30,0,3950
30,1,1980
30,2,4970
30,3,3870
31,0,3950
31,1,1980
31,2,4970
31,3,3870
32,0,3950
32,1,1980
32,2,4980
32,3,3880
33,0,3950
33,1,1970
33,2,4970
33,3,3870
34,0,3960
34,1,1970
34,2,4970
34,3,3870
35,0,3960
35,1,1980
35,2,4960
35,3,3870
36,0,3960
36,1,1970
36,2,4960
36,3,3870
37,0,3960
37,1,1970
37,2,4960
37,3,3870
38,0,3960
38,1,1970
38,2,4970
38,3,3870
39,0,3960
39,1,1970
39,2,4970
39,3,3870
40,0,3980
40,1,1970
40,2,4970
40,3,3860
41,0,3980
41,1,1980
41,2,4980
41,3,3870
42,0,3960
42,1,1970
42,2,4990
42,3,3870
43,0,3960
43,1,1970
43,2,4990
43,3,3870
44,0,3960
44,1,1970
44,2,4990
44,3,3880
45,0,3960
45,1,1980
45,2,4980
45,3,3880
46,0,3980
46,1,1980
46,2,4980
46,3,3870
47,0,3980
47,1,1980
47,2,4970
47,3,3870
48,0,3980
48,1,1990
48,2,4980
48,3,3870
49,0,3980
49,1,1990
49,2,4980
49,3,3870
50,0,3980
50,1,1990
50,2,4980
50,3,3870
51,0,3960
51,1,1990
51,2,4970
51,3,3860
52,0,3960
52,1,1990
52,2,4970
52,3,3870
53,0,3980
53,1,1990
53,2,4980
53,3,3870
54,0,3980
54,1,1980
54,2,4980
54,3,3880
55,0,3980
55,1,1980
55,2,4970
55,3,3870
56,0,3990
56,1,1980
56,2,4970
56,3,3870
57,0,3980
57,1,1980
57,2,4970
57,3,3870
58,0,3980
58,1,1980
58,2,4960
58,3,3870
59,0,3990
59,1,1990
59,2,4980
59,3,3870
60,0,3990
60,1,1990
60,2,4980
60,3,3870
61,0,4000
61,1,1990
61,2,4980
61,3,3870
62,0,3990
62,1,2000
62,2,4980
62,3,3880
63,0,3990
63,1,1990
63,2,4980
63,3,3880
64,0,3980
64,1,1980
64,2,4970
64,3,3870
65,0,3990
65,1,1990
65,2,4970
65,3,3870
66,0,3980
66,1,1980
66,2,4960
66,3,3860
67,0,3980
67,1,1990
67,2,4970
67,3,3860
68,0,3980
68,1,1980
68,2,4960
68,3,3860
69,0,3980
69,1,1980
69,2,4960
69,3,3860
70,0,3980
70,1,1970
70,2,4970
70,3,3860
71,0,3990
71,1,1990
71,2,4970
71,3,3860
72,0,3990
72,1,1980
72,2,4970
72,3,3860
73,0,3980
73,1,1990
73,2,4960
73,3,3870
74,0,3960
74,1,1990
74,2,4960
74,3,3870
75,0,3960
75,1,1980
75,2,4960
75,3,3870
76,0,3980
76,1,1980
76,2,4960
76,3,3870
77,0,3990
77,1,1990
77,2,4970
77,3,3860
78,0,3990
78,1,1980
78,2,4960
78,3,3870
79,0,3980
79,1,1970
79,2,4950
79,3,3870
80,0,3980
80,1,1990
80,2,4970
80,3,3870
81,0,3980
81,1,1990
81,2,4980
81,3,3880
82,0,3980
82,1,1990
82,2,4980
82,3,3870
83,0,3980
83,1,1990
83,2,4970
83,3,3870
84,0,3980
84,1,1990
84,2,4980
84,3,3870
85,0,3980
85,1,1990
85,2,4970
85,3,3870
86,0,3990
86,1,2000
86,2,4960
86,3,3870
87,0,3990
87,1,2000
87,2,4960
87,3,3870
88,0,3990
88,1,2000
88,2,4960
88,3,3870
89,0,3980
89,1,2010
89,2,4960
89,3,3870
90,0,3990
90,1,2000
90,2,4970
90,3,3870
91,0,3990
91,1,2000
91,2,4970
91,3,3870
92,0,3990
92,1,1990
92,2,4980
92,3,3870
93,0,3990
93,1,1990
93,2,4960
93,3,3870
94,0,3990
94,1,1980
94,2,4980
94,3,3870
95,0,3980
95,1,1980
95,2,4970
95,3,3870
96,0,3980
96,1,1980
96,2,4980
96,3,3870
97,0,3980
97,1,1990
97,2,4960
97,3,3870
98,0,3960
98,1,1990
98,2,4970
98,3,3880
99,0,3960
99,1,1990
99,2,4970
99,3,3870
100,0,3960
100,1,1990
100,2,4970
100,3,3870
101,0,3960
101,1,1990
101,2,4990
101,3,3870
102,0,3960
102,1,1990
102,2,4990
102,3,3870
103,0,3960
103,1,1990
103,2,4990
103,3,3870
104,0,3960
104,1,2000
104,2,4990
104,3,3870
105,0,3960
105,1,2000
105,2,4990
105,3,3870
106,0,3960
106,1,1980
106,2,4990
106,3,3870
107,0,3960
107,1,1980
107,2,4980
107,3,3870
108,0,3960
108,1,1980
108,2,4980
108,3,3870
109,0,3950
109,1,1990
109,2,4980
109,3,3870
110,0,3960
110,1,1980
110,2,4980
110,3,3870
111,0,3960
111,1,1990
111,2,4990
111,3,3880
112,0,3960
112,1,1980
112,2,4990
112,3,3870
113,0,3980
113,1,1980
113,2,4990
113,3,3870
114,0,3960
114,1,1970
114,2,4990
114,3,3870
115,0,3960
115,1,1980
115,2,4990
115,3,3870
116,0,3960
116,1,1970
116,2,4990
116,3,3870
117,0,3960
117,1,1980
117,2,4980
117,3,3870
118,0,3960
118,1,1980
118,2,4980
118,3,3870
119,0,3960
119,1,1970
119,2,4970
119,3,3870
120,0,3960
120,1,1980
120,2,4980
120,3,3870
121,0,3960
121,1,1990
121,2,4990
121,3,3870
122,0,3960
122,1,2000
122,2,4980
122,3,3870
123,0,3960
123,1,1990
123,2,4980
123,3,3860
124,0,3960
124,1,1990
124,2,4980
124,3,3870
125,0,3960
125,1,1990
125,2,4990
125,3,3860
126,0,3960
126,1,1980
126,2,4990
126,3,3870
127,0,3960
127,1,1970
127,2,4990
127,3,3870
128,0,3980
128,1,1980
128,2,4990
128,3,3870
129,0,3980
129,1,1970
129,2,4980
129,3,3870
130,0,3960
130,1,1980
130,2,4970
130,3,3870
131,0,3980
131,1,1980
131,2,4970
131,3,3870
132,0,3990
132,1,1980
132,2,4960
132,3,3870
133,0,3980
133,1,1970
133,2,4970
133,3,3870
134,0,3980
134,1,1970
134,2,4970
134,3,3880
135,0,3980
135,1,1970
135,2,4980
135,3,3880
136,0,3980
136,1,1980
136,2,4970
136,3,3880
137,0,3960
137,1,1990
137,2,4970
137,3,3880
138,0,3980
138,1,1990
138,2,4980
138,3,3870
139,0,3980
139,1,2000
139,2,4980
139,3,3870
140,0,3980
140,1,2000
140,2,4970
140,3,3870
141,0,3980
141,1,1990
141,2,4970
141,3,3880
142,0,3980
142,1,1990
142,2,4980
142,3,3880
143,0,3960
143,1,2000
143,2,4990
143,3,3870
144,0,3960
144,1,2010
144,2,4980
144,3,3860
145,0,3960
145,1,1990
145,2,4980
145,3,3860
146,0,3950
146,1,1990
146,2,4970
146,3,3860
147,0,3950
147,1,1990
147,2,4980
147,3,3870
148,0,3950
148,1,2000
148,2,4980
148,3,3870
149,0,3960
149,1,2000
149,2,4990
149,3,3870
150,0,3960
150,1,2000
150,2,4990
150,3,3870
151,0,3960
151,1,1990
151,2,4990
151,3,3870
152,0,3960
152,1,1990
152,2,4990
152,3,3870
153,0,3960
153,1,1990
153,2,5000
153,3,3870
154,0,3960
154,1,2000
154,2,4990
154,3,3880
155,0,3960
155,1,2000
155,2,4980
155,3,3880
156,0,3960
156,1,2000
156,2,4980
156,3,3880
157,0,3960
157,1,2000
157,2,4980
157,3,3870
158,0,3960
158,1,1990
158,2,4980
158,3,3870
159,0,3960
159,1,1980
159,2,4980
159,3,3870
160,0,3960
160,1,1970
160,2,4990
160,3,3870
161,0,3960
161,1,1970
161,2,5000
161,3,3870
162,0,3960
162,1,1970
162,2,4990
162,3,3870
163,0,3960
163,1,1980
163,2,4990
163,3,3870
164,0,3960
164,1,1990
164,2,4980
164,3,3870
165,0,3950
165,1,1990
165,2,4980
165,3,3870
166,0,3950
166,1,1990
166,2,4990
166,3,3870
167,0,3950
167,1,1980
167,2,4980
167,3,3870
168,0,3950
168,1,1970
168,2,4990
168,3,3870
169,0,3960
169,1,1970
169,2,4990
169,3,3870
170,0,3960
170,1,1980
170,2,4990
170,3,3870
171,0,3960
171,1,1980
171,2,4990
171,3,3880
172,0,3980
172,1,1990
172,2,4980
172,3,3880
173,0,3980
173,1,1980
173,2,4980
173,3,3880
174,0,3980
174,1,1990
174,2,4990
174,3,3870
175,0,3980
175,1,1990
175,2,4990
175,3,3870
176,0,3980
176,1,1980
176,2,4980
176,3,3870
177,0,3980
177,1,1990
177,2,4990
177,3,3860
178,0,3980
178,1,1980
178,2,4990
178,3,3870
179,0,3980
179,1,1970
179,2,4990
179,3,3870
180,0,3980
180,1,1970
180,2,4980
180,3,3870
181,0,3980
181,1,1970
181,2,4980
181,3,3870
182,0,3980
182,1,1970
182,2,4980
182,3,3870
183,0,3990
183,1,1980
183,2,4980
183,3,3870
184,0,3980
184,1,1980
184,2,4970
184,3,3870
185,0,3980
185,1,1980
185,2,4970
185,3,3880
186,0,3980
186,1,1970
186,2,4980
186,3,3880
187,0,3960
187,1,1970
187,2,4980
187,3,3880
188,0,3980
188,1,1980
188,2,4990
188,3,3880
189,0,3980
189,1,1970
189,2,4990
189,3,3880
190,0,3980
190,1,1980
190,2,4990
190,3,3880
191,0,3980
191,1,1980
191,2,4990
191,3,3870
192,0,3990
192,1,1980
192,2,4980
192,3,3870
193,0,3980
193,1,1980
193,2,4980
193,3,3870
194,0,3980
194,1,1970
194,2,4970
194,3,3870
195,0,3980
195,1,1980
195,2,4990
195,3,3870
196,0,3980
196,1,1990
196,2,4980
196,3,3870
197,0,3980
197,1,1990
197,2,4970
197,3,3870
198,0,3980
198,1,1990
198,2,4970
198,3,3870
199,0,3980
199,1,1980
199,2,4960
199,3,3870
200,0,3980
200,1,1990
200,2,4970
200,3,3870
201,0,3960
201,1,1990
201,2,4970
201,3,3870
202,0,3960
202,1,2000
202,2,4970
202,3,3880
203,0,3980
203,1,1990
203,2,4980
203,3,3880
204,0,3980
204,1,2000
204,2,4980
204,3,3880
205,0,3980
205,1,2000
205,2,4990
205,3,3870
206,0,3980
206,1,1990
206,2,4980
206,3,3870
207,0,3980
207,1,2000
207,2,4960
207,3,3860
208,0,3980
208,1,1990
208,2,4970
208,3,3870
209,0,3980
209,1,1980
209,2,4980
209,3,3870
210,0,3980
210,1,1990
210,2,4970
210,3,3870
211,0,3980
211,1,1970
211,2,4970
211,3,3870
212,0,3980
212,1,1970
212,2,4980
212,3,3870
213,0,3980
213,1,1990
213,2,4970
213,3,3870
214,0,3980
214,1,1990
214,2,4970
214,3,3880
215,0,3980
215,1,1980
215,2,4980
215,3,3870
216,0,3980
216,1,1970
216,2,4980
216,3,3880
217,0,3980
217,1,1980
217,2,4980
217,3,3880
218,0,3980
218,1,1990
218,2,4970
218,3,3870
219,0,3980
219,1,1980
219,2,4970
219,3,3870
220,0,3980
220,1,1990
220,2,4980
220,3,3870
221,0,3980
221,1,1980
221,2,4980
221,3,3870
222,0,3980
222,1,1980
222,2,4970
222,3,3860
223,0,3980
223,1,1980
223,2,4970
223,3,3860
224,0,3960
224,1,1990
224,2,4970
224,3,3860
225,0,3960
225,1,1990
225,2,4980
225,3,3860
226,0,3960
226,1,1980
226,2,4980
226,3,3860
227,0,3960
227,1,1970
227,2,4970
227,3,3860
228,0,3960
228,1,1960
228,2,4970
228,3,3870
229,0,3960
229,1,1970
229,2,4960
229,3,3860
230,0,3950
230,1,1970
230,2,4960
230,3,3860
231,0,3950
231,1,1980
231,2,4960
231,3,3860
232,0,3950
232,1,1970
232,2,4960
232,3,3860
233,0,3950
233,1,1970
233,2,4970
233,3,3860
234,0,3950
234,1,1970
234,2,4980
234,3,3870
235,0,3950
235,1,1980
235,2,4970
235,3,3870
236,0,3950
236,1,1990
236,2,4970
236,3,3870
237,0,3950
237,1,1980
237,2,4970
237,3,3870
238,0,3960
238,1,1990
238,2,4970
238,3,3870
239,0,3960
239,1,2000
239,2,4960
239,3,3880
240,0,3960
240,1,1990
240,2,4970
240,3,3880
241,0,3960
241,1,1980
241,2,4980
241,3,3880
242,0,3960
242,1,1970
242,2,4970
242,3,3880
243,0,3980
243,1,1970
243,2,4970
243,3,3880
244,0,3980
244,1,1970
244,2,4970
244,3,3870
245,0,3980
245,1,1980
245,2,4960
245,3,3870
246,0,3990
246,1,1970
246,2,4960
246,3,3860
247,0,3980
247,1,1980
247,2,4960
247,3,3860
248,0,3980
248,1,1970
248,2,4960
248,3,3870
249,0,3990
249,1,1980
249,2,4970
249,3,3870
250,0,3990
250,1,1980
250,2,4970
250,3,3870
251,0,3990
251,1,1990
251,2,4980
251,3,3870
252,0,3990
252,1,1990
252,2,4970
252,3,3870
253,0,3990
253,1,1990
253,2,4980
253,3,3870
254,0,3980
254,1,1980
254,2,4990
254,3,3870
255,0,3980
255,1,1980
255,2,4970
255,3,3870
256,0,3960
256,1,1970
256,2,4980
256,3,3870
257,0,3960
257,1,1960
257,2,4990
257,3,3860
258,0,3980
258,1,1970
258,2,4990
258,3,3860
259,0,3980
259,1,1980
259,2,4980
259,3,3860
260,0,3980
260,1,1980
260,2,4970
260,3,3870
261,0,3980
261,1,1980
261,2,4970
261,3,3870
262,0,3980
262,1,1980
262,2,4970
262,3,3870
263,0,3980
263,1,1980
263,2,4980
263,3,3870
264,0,3990
264,1,1980
264,2,4990
264,3,3870
265,0,3980
265,1,1980
265,2,4990
265,3,3870
266,0,3980
266,1,1980
266,2,4990
266,3,3870
267,0,3980
267,1,1990
267,2,4980
267,3,3870
268,0,3980
268,1,1990
268,2,4980
268,3,3860
269,0,3980
269,1,1980
269,2,4980
269,3,3860
270,0,3980
270,1,1980
270,2,4970
270,3,3870
271,0,3960
271,1,1980
271,2,4970
271,3,3870
272,0,3980
272,1,1980
272,2,4970
272,3,3870
273,0,3980
273,1,1990
273,2,4970
273,3,3870
274,0,3990
274,1,1980
274,2,4970
274,3,3870
275,0,3980
275,1,1990
275,2,4960
275,3,3870
276,0,3980
276,1,1990
276,2,4960
276,3,3870
277,0,3980
277,1,1990
277,2,4960
277,3,3870
278,0,3960
278,1,1990
278,2,4970
278,3,3880
279,0,3960
279,1,1990
279,2,4980
279,3,3880
280,0,3990
280,1,1980
280,2,4980
280,3,3880
281,0,4000
281,1,1980
281,2,4970
281,3,3870
282,0,4000
282,1,1980
282,2,4980
282,3,3870
283,0,4000
283,1,1990
283,2,4980
283,3,3870
284,0,3990
284,1,1990
284,2,4970
284,3,3870
285,0,3990
285,1,1980
285,2,4980
285,3,3870
286,0,3980
286,1,1990
286,2,4980
286,3,3870
287,0,3980
287,1,1990
287,2,4980
287,3,3880
288,0,3990
288,1,1990
288,2,4990
288,3,3880
289,0,3990
289,1,1980
289,2,4990
289,3,3870
290,0,4000
290,1,1970
290,2,4990
290,3,3880
291,0,3990
291,1,1980
291,2,4990
291,3,3870
292,0,3980
292,1,1980
292,2,4980
292,3,3870
293,0,3990
293,1,1980
293,2,4980
293,3,3870
294,0,3990
294,1,1990
294,2,4990
294,3,3870
295,0,3980
295,1,1970
295,2,4980
295,3,3870
296,0,3980
296,1,1980
296,2,4980
296,3,3870
297,0,3990
297,1,1980
297,2,4980
297,3,3870
298,0,3980
298,1,1980
298,2,4990
298,3,3870
299,0,3980
299,1,1980
299,2,4980
299,3,3870
300,0,3990
300,1,1990
300,2,4980
300,3,3870
301,0,3980
301,1,2000
301,2,4990
301,3,3870
302,0,3990
302,1,1990
302,2,4990
302,3,3870
303,0,3990
303,1,1990
303,2,4990
303,3,3880
304,0,3990
304,1,1990
304,2,4980
304,3,3880
305,0,3990
305,1,1980
305,2,4990
305,3,3880
306,0,3990
306,1,1970
306,2,4990
306,3,3880
307,0,3990
307,1,1980
307,2,4990
307,3,3870
308,0,4000
308,1,1980
308,2,4980
308,3,3870
309,0,3990
309,1,1980
309,2,4980
309,3,3870
310,0,4000
310,1,1990
310,2,4970
310,3,3870
311,0,4000
311,1,1990
311,2,4960
311,3,3870
312,0,4000
312,1,1990
312,2,4960
312,3,3870
313,0,4000
313,1,1990
313,2,4960
313,3,3870
314,0,4000
314,1,1990
314,2,4960
314,3,3870
315,0,4000
315,1,1990
315,2,4970
315,3,3870
316,0,4000
316,1,1990
316,2,4970
316,3,3870
317,0,4000
317,1,1990
317,2,4980
317,3,3870
318,0,4000
318,1,1980
318,2,4990
318,3,3870
319,0,3990
319,1,1990
319,2,4990
319,3,3870
320,0,4000
320,1,1970
320,2,4980
320,3,3870
321,0,3990
321,1,1970
321,2,4980
321,3,3870
322,0,4000
322,1,1960
322,2,4980
322,3,3870
323,0,3990
323,1,1980
323,2,4980
323,3,3870
324,0,3980
324,1,1990
324,2,4980
324,3,3880
325,0,3990
325,1,1980
325,2,4980
325,3,3880
326,0,3990
326,1,1980
326,2,4980
326,3,3870
327,0,3990
327,1,1980
327,2,4990
327,3,3870
328,0,3980
328,1,1980
328,2,4990
328,3,3870
329,0,3980
329,1,1980
329,2,4970
329,3,3870
330,0,3980
330,1,1980
330,2,4980
330,3,3870
331,0,3980
331,1,1990
331,2,4990
331,3,3880
332,0,3980
332,1,1980
332,2,4980
332,3,3870
333,0,3980
333,1,1990
333,2,4980
333,3,3870
334,0,3980
334,1,1990
