Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,6208.6,3997.1,4579.0,1159.7
2.0,6209.3,3997.6,4579.5,1159.9
3.0,6202.8,3997.7,4579.7,1166.6
4.0,6199.6,3997.8,4579.7,1164.9
5.0,6201.7,3997.8,4579.8,1163.9
6.0,6201.4,3999.9,4579.8,1163.2
7.0,6199.7,4001.5,4579.9,1167.3
8.0,6198.4,4002.6,4579.9,1169.0
9.0,6196.1,4002.3,4579.9,1167.9
10.0,6196.6,4002.0,4579.9,1167.0
11.0,6195.9,4000.8,4579.9,1165.2
12.0,6195.3,4000.7,4578.9,1164.7
13.0,6194.8,4000.6,4578.1,1164.3
14.0,6195.3,4000.6,4577.4,1163.9
15.0,6195.7,3999.7,4577.6,1165.3
16.0,6196.0,3999.7,4577.8,1166.5
17.0,6195.6,3999.7,4578.0,1166.0
18.0,6195.1,4000.5,4577.4,1165.5
19.0,6194.7,4000.5,4576.8,1166.6
20.0,6194.4,4000.4,4576.3,1166.1
21.0,6194.1,4000.4,4575.8,1167.1
22.0,6193.8,4000.4,4575.4,1166.6
23.0,6192.8,4001.1,4575.6,1166.1
24.0,6192.6,4001.7,4575.8,1165.7
25.0,6192.4,4001.6,4575.9,1165.3
26.0,6192.9,4001.5,4576.1,1165.0
27.0,6193.4,4000.7,4576.2,1166.0
28.0,6194.5,4000.0,4576.3,1166.9
29.0,6194.9,4000.0,4575.9,1167.8
30.0,6195.2,4000.0,4575.5,1168.6
31.0,6194.9,4000.0,4575.8,1168.1
32.0,6195.9,3999.3,4576.1,1166.9
33.0,6196.8,3998.7,4576.3,1165.7
34.0,6197.7,3998.8,4576.6,1164.7
35.0,6198.5,3999.5,4576.8,1164.4
36.0,6199.3,4000.2,4577.0,1165.4
37.0,6199.3,4000.8,4577.2,1166.4
38.0,6198.7,4001.4,4577.4,1166.0
39.0,6199.4,4002.0,4577.6,1165.6
40.0,6200.1,4001.9,4577.7,1166.5
41.0,6200.8,4001.7,4577.9,1166.1
42.0,6200.7,4002.3,4578.0,1165.0
43.0,6201.3,4002.8,4578.1,1164.7
44.0,6201.9,4003.3,4578.3,1165.7
45.0,6201.8,4003.7,4578.4,1166.6
46.0,6201.6,4004.1,4578.5,1166.2
47.0,6201.5,4003.8,4578.6,1167.1
48.0,6201.4,4002.9,4578.7,1166.6
49.0,6201.3,4002.1,4578.8,1166.2
50.0,6201.9,4002.0,4578.8,1167.1
51.0,6202.4,4001.2,4578.9,1167.9
52.0,6202.0,4000.5,4579.0,1167.4
53.0,6201.9,4000.3,4579.0,1168.9
54.0,6201.8,4000.2,4579.1,1170.2
55.0,6202.3,3999.5,4579.2,1171.5
56.0,6202.8,3999.5,4579.2,1172.7
57.0,6203.3,4000.2,4579.3,1173.8
58.0,6202.4,4000.8,4579.3,1174.9
59.0,6201.6,4001.4,4579.4,1175.8
60.0,6200.9,4002.0,4579.4,1176.1
61.0,6200.2,4001.9,4579.4,1176.4
62.0,6199.5,4001.1,4579.5,1175.3
63.0,6198.9,4000.9,4579.5,1174.3
