Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4878.9,3909.1,3779.1,2039.5
2.0,4879.5,3909.6,3774.6,2049.8
3.0,4879.6,3906.4,3773.0,2053.2
4.0,4879.7,3909.8,3772.3,2054.9
5.0,4879.8,3914.0,3771.8,2053.9
6.0,4881.6,3914.3,3771.5,2053.2
7.0,4882.8,3914.6,3771.3,2054.3
8.0,4883.8,3914.8,3771.1,2055.0
9.0,4884.6,3916.6,3771.0,2058.1
10.0,4885.2,3918.1,3770.9,2059.4
11.0,4885.7,3919.4,3770.8,2059.5
12.0,4886.1,3919.4,3770.7,2060.5
13.0,4886.5,3920.4,3770.6,2060.5
14.0,4885.9,3921.3,3770.6,2059.5
15.0,4886.3,3922.0,3770.5,2059.6
16.0,4885.8,3921.8,3770.5,2058.8
17.0,4886.1,3921.7,3770.4,2058.1
18.0,4886.4,3920.0,3770.4,2057.5
19.0,4886.8,3919.2,3770.4,2056.9
20.0,4887.1,3917.8,3770.3,2057.1
21.0,4887.4,3917.7,3770.3,2058.1
22.0,4886.9,3916.4,3770.3,2059.6
23.0,4887.1,3916.4,3770.3,2061.8
24.0,4886.6,3916.4,3770.3,2063.8
25.0,4886.8,3916.3,3770.2,2064.9
26.0,4887.0,3916.3,3770.2,2068.0
27.0,4886.6,3916.3,3770.2,2070.9
28.0,4886.1,3915.2,3770.2,2071.5
29.0,4885.7,3914.8,3770.2,2071.4
30.0,4885.3,3913.8,3770.2,2071.3
31.0,4885.0,3913.6,3770.2,2070.5
32.0,4885.3,3914.0,3770.1,2069.2
33.0,4885.6,3915.1,3770.1,2067.9
34.0,4885.9,3915.4,3770.1,2066.7
35.0,4886.2,3915.0,3770.8,2065.6
36.0,4886.5,3914.1,3771.4,2065.3
37.0,4886.7,3913.8,3771.9,2064.9
38.0,4886.9,3912.9,3772.5,2064.6
39.0,4886.5,3912.0,3773.0,2064.3
40.0,4886.7,3912.6,3773.4,2064.0
41.0,4886.9,3913.0,3773.8,2064.4
42.0,4886.5,3912.8,3774.2,2064.8
43.0,4886.7,3912.7,3774.6,2065.1
44.0,4886.9,3913.1,3775.0,2065.4
45.0,4887.1,3912.9,3775.3,2065.7
46.0,4886.7,3912.7,3775.6,2066.0
47.0,4886.9,3912.6,3775.9,2066.9
48.0,4887.2,3913.0,3775.5,2066.5
49.0,4887.4,3912.9,3775.1,2066.7
50.0,4887.6,3913.3,3775.5,2066.9
51.0,4887.8,3913.7,3775.8,2067.1
52.0,4887.3,3914.2,3776.0,2067.3
53.0,4887.4,3914.5,3775.6,2068.1
54.0,4887.7,3914.9,3775.3,2068.2
55.0,4887.9,3915.2,3774.9,2069.0
56.0,4888.1,3915.5,3774.7,2068.4
57.0,4888.3,3915.8,3774.4,2068.5
58.0,4888.4,3914.8,3774.2,2068.0
59.0,4888.5,3914.5,3773.9,2067.5
60.0,4888.6,3914.2,3773.6,2067.0
61.0,4888.1,3913.9,3773.4,2067.2
62.0,4888.2,3915.0,3773.2,2067.3
63.0,4888.3,3915.9,3773.0,2067.5
64.0,4888.4,3916.2,3772.9,2067.7
65.0,4887.9,3916.4,3772.9,2067.8
66.0,4887.4,3916.7,3772.7,2068.0
67.0,4886.9,3916.2,3772.6,2067.5
68.0,4887.2,3915.2,3772.6,2067.0
69.0,4886.7,3914.9,3772.4,2067.2
70.0,4886.3,3915.8,3772.3,2066.7
71.0,4885.9,3915.8,3772.1,2066.9
72.0,4885.5,3916.8,3772.0,2067.1
73.0,4885.8,3917.6,3771.9,2067.3
74.0,4885.5,3917.8,3771.7,2066.8
75.0,4885.8,3916.6,3771.6,2065.7
76.0,4886.2,3916.2,3771.5,2064.7
77.0,4885.8,3916.4,3772.1,2063.8
78.0,4886.0,3916.7,3772.6,2062.2
79.0,4886.3,3916.9,3772.4,2061.5
80.0,4886.6,3917.7,3772.3,2061.4
81.0,4886.9,3917.9,3772.1,2060.6
82.0,4887.1,3918.7,3772.0,2061.2
83.0,4886.6,3919.4,3771.8,2061.2
84.0,4886.2,3918.8,3771.7,2061.1
85.0,4886.4,3917.6,3771.6,2061.0
86.0,4886.7,3917.1,3771.6,2060.3
87.0,4886.9,3916.6,3771.7,2059.6
88.0,4886.4,3916.8,3771.7,2059.0
89.0,4886.0,3915.8,3771.7,2059.1
90.0,4885.6,3915.4,3771.6,2058.5
91.0,4885.3,3915.0,3771.5,2058.6
92.0,4884.9,3914.7,3771.4,2058.0
93.0,4885.3,3915.1,3771.3,2057.5
94.0,4885.6,3914.7,3771.2,2057.0
95.0,4886.0,3914.4,3771.8,2056.6
96.0,4886.2,3914.1,3771.7,2056.2
97.0,4886.5,3914.5,3772.2,2055.8
98.0,4886.8,3914.2,3772.7,2054.7
99.0,4887.0,3914.6,3772.5,2053.1
100.0,4887.2,3913.7,3773.0,2051.0
101.0,4887.4,3913.8,3772.8,2049.7
102.0,4887.6,3913.9,3772.6,2049.7
