数据序列,设备号,测量值
0,0,1870
0,1,3720
0,2,4210
0,3,5450
1,0,1870
1,1,3730
1,2,4220
1,3,5450
2,0,1870
2,1,3720
2,2,4220
2,3,5460
3,0,1860
3,1,3720
3,2,4220
3,3,5460
4,0,1870
4,1,3730
4,2,4220
4,3,5460
5,0,1890
5,1,3720
5,2,4220
5,3,5460
6,0,1860
6,1,3720
6,2,4220
6,3,5460
7,0,1850
7,1,3710
7,2,4210
7,3,5450
8,0,1840
8,1,3710
8,2,4220
8,3,5460
9,0,1830
9,1,3720
9,2,4210
9,3,5460
10,0,1820
10,1,3710
10,2,4210
10,3,5460
11,0,1820
11,1,3710
11,2,4210
11,3,5460
12,0,1850
12,1,3710
12,2,4210
12,3,5460
13,0,1850
13,1,3720
13,2,4210
13,3,5460
14,0,1830
14,1,3710
14,2,4210
14,3,5460
15,0,1850
15,1,3710
15,2,4220
15,3,5460
16,0,1870
16,1,3710
16,2,4220
16,3,5450
17,0,1880
17,1,3730
17,2,4220
17,3,5450
18,0,1890
18,1,3720
18,2,4220
18,3,5450
19,0,1880
19,1,3720
19,2,4220
19,3,5450
20,0,1870
20,1,3730
20,2,4220
20,3,5450
21,0,1870
21,1,3720
21,2,4220
21,3,5450
22,0,1880
22,1,3700
22,2,4220
22,3,5450
23,0,1870
23,1,3700
23,2,4220
23,3,5450
24,0,1860
24,1,3720
24,2,4220
24,3,5450
25,0,1850
25,1,3730
25,2,4220
25,3,5450
26,0,1840
26,1,3720
26,2,4220
26,3,5450
27,0,1850
27,1,3720
27,2,4220
27,3,5450
28,0,1840
28,1,3720
28,2,4210
28,3,5440
29,0,1830
29,1,3740
29,2,4210
29,3,5450
30,0,1830
30,1,3740
30,2,4210
30,3,5450
31,0,1850
31,1,3740
31,2,4200
31,3,5450
32,0,1860
32,1,3720
32,2,4200
32,3,5450
33,0,1840
33,1,3720
33,2,4200
33,3,5450
34,0,1850
34,1,3730
34,2,4210
34,3,5450
35,0,1860
35,1,3720
35,2,4210
35,3,5450
36,0,1870
36,1,3720
36,2,4210
36,3,5450
37,0,1880
37,1,3730
37,2,4210
37,3,5450
38,0,1860
38,1,3740
38,2,4210
38,3,5450
39,0,1860
39,1,3720
39,2,4220
39,3,5450
40,0,1880
40,1,3720
40,2,4220
40,3,5450
41,0,1880
41,1,3710
