Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,1139.7,4049.1,4668.9,5958.7
2.0,1139.9,4049.5,4664.5,5964.3
3.0,1139.9,4049.7,4659.6,5969.6
4.0,1139.9,4049.8,4659.7,5972.2
5.0,1139.9,4049.8,4659.8,5973.8
6.0,1136.5,4049.9,4658.1,5971.4
7.0,1135.5,4049.9,4657.9,5971.2
8.0,1134.8,4048.5,4657.8,5971.1
9.0,1134.2,4047.5,4656.8,5970.9
10.0,1133.7,4046.7,4657.2,5970.8
11.0,1133.3,4047.0,4658.5,5970.7
12.0,1133.0,4047.3,4658.7,5969.7
13.0,1133.7,4048.5,4659.7,5968.8
14.0,1134.2,4048.6,4659.8,5968.0
15.0,1134.7,4048.7,4658.9,5967.3
16.0,1134.3,4048.8,4658.2,5967.5
17.0,1133.2,4048.9,4657.5,5966.9
18.0,1133.2,4049.0,4657.7,5966.4
19.0,1133.3,4049.1,4658.7,5965.9
20.0,1133.4,4049.2,4659.5,5966.2
21.0,1133.4,4049.2,4660.3,5967.2
22.0,1133.4,4049.3,4660.0,5968.1
23.0,1132.5,4050.0,4659.8,5969.0
24.0,1131.6,4050.7,4659.6,5969.1
25.0,1131.5,4051.4,4659.6,5969.8
26.0,1131.4,4052.0,4660.4,5970.5
27.0,1132.0,4051.8,4660.3,5970.5
28.0,1133.2,4051.7,4660.3,5970.4
29.0,1134.3,4051.6,4659.6,5971.1
30.0,1134.3,4051.5,4659.0,5971.7
31.0,1135.4,4051.4,4658.8,5972.2
32.0,1135.7,4051.3,4658.3,5971.4
33.0,1134.6,4050.6,4657.7,5971.3
34.0,1134.3,4050.5,4657.2,5971.2
35.0,1134.0,4050.5,4656.7,5971.2
36.0,1134.4,4049.8,4656.9,5971.7
37.0,1133.5,4049.2,4657.1,5971.6
38.0,1133.9,4049.2,4657.3,5971.5
39.0,1134.3,4048.6,4657.5,5971.4
40.0,1134.7,4048.0,4657.7,5971.3
41.0,1135.7,4048.2,4657.8,5970.6
42.0,1136.6,4048.3,4658.0,5969.9
43.0,1136.8,4047.8,4657.4,5969.3
44.0,1137.0,4047.9,4657.0,5970.0
45.0,1136.6,4047.4,4656.5,5970.0
46.0,1136.8,4046.9,4656.7,5970.6
47.0,1137.7,4046.5,4656.9,5971.2
48.0,1138.5,4046.7,4657.1,5971.8
49.0,1139.2,4046.9,4658.0,5972.3
50.0,1139.9,4047.1,4658.8,5972.8
51.0,1140.6,4047.3,4658.6,5973.3
52.0,1141.2,4047.5,4658.5,5973.7
53.0,1140.7,4047.0,4659.3,5973.5
54.0,1140.3,4046.5,4660.0,5973.9
55.0,1139.9,4046.8,4660.0,5974.3
56.0,1139.5,4047.0,4659.3,5974.7
57.0,1139.1,4046.5,4658.7,5975.0
58.0,1139.2,4046.1,4658.2,5975.3
59.0,1139.2,4045.7,4658.3,5975.6
60.0,1138.9,4045.3,4658.4,5974.6
61.0,1137.7,4045.6,4658.5,5973.7
62.0,1137.4,4046.6,4658.6,5973.4
63.0,1136.3,4047.4,4658.7,5972.6
64.0,1136.6,4048.2,4658.8,5971.8
65.0,1136.8,4049.0,4659.5,5971.6
66.0,1137.0,4049.7,4660.2,5970.9
67.0,1137.2,4050.4,4660.8,5970.2
68.0,1138.0,4050.3,4661.4,5970.2
69.0,1138.1,4051.0,4661.3,5970.2
70.0,1138.9,4051.6,4660.6,5969.5
71.0,1138.6,4052.1,4659.9,5968.9
72.0,1138.3,4052.6,4659.3,5969.0
73.0,1138.0,4053.1,4659.3,5969.7
74.0,1137.8,4053.5,4659.3,5970.3
75.0,1137.5,4053.9,4659.4,5970.3
76.0,1137.3,4054.3,4659.4,5970.3
77.0,1137.1,4054.7,4660.1,5970.3
78.0,1137.3,4054.4,4660.8,5970.3
79.0,1137.4,4054.1,4661.3,5969.6
80.0,1138.2,4053.9,4661.9,5969.0
81.0,1138.4,4053.6,4661.8,5969.1
82.0,1138.5,4053.4,4661.7,5969.1
83.0,1138.6,4053.2,4660.9,5969.2
84.0,1138.0,4052.9,4660.2,5969.2
85.0,1137.5,4052.8,4660.2,5969.3
86.0,1137.0,4052.6,4660.2,5970.0
87.0,1137.2,4053.1,4660.2,5970.6
88.0,1138.0,4053.5,4660.2,5971.2
89.0,1138.2,4053.9,4660.2,5971.8
90.0,1138.3,4053.7,4659.5,5972.3
91.0,1137.7,4053.4,4659.5,5972.8
92.0,1137.9,4053.2,4659.6,5973.3
93.0,1137.4,4053.0,4659.6,5973.7
94.0,1137.5,4052.8,4659.6,5974.1
95.0,1137.1,4053.3,4659.0,5974.5
96.0,1137.3,4053.1,4658.4,5974.8
97.0,1137.4,4053.5,4657.9,5975.2
98.0,1137.6,4053.9,4657.4,5975.5
99.0,1137.7,4054.3,4657.5,5975.8
100.0,1137.2,4054.7,4658.3,5975.4
101.0,1136.8,4055.0,4658.4,5974.4
102.0,1135.7,4055.4,4658.5,5974.1
103.0,1135.3,4055.7,4658.0,5973.9
104.0,1135.0,4055.9,4657.5,5973.0
105.0,1134.7,4056.2,4657.6,5972.1
106.0,1134.4,4056.4,4657.8,5972.0
107.0,1134.1,4056.0,4657.9,5972.5
108.0,1133.8,4055.6,4658.1,5972.3
109.0,1133.6,4055.3,4657.5,5972.2
110.0,1133.3,4054.3,4657.7,5972.7
111.0,1133.8,4053.4,4657.9,5972.5
112.0,1133.5,4052.5,4657.8,5972.4
113.0,1133.3,4052.3,4657.3,5972.2
114.0,1133.7,4052.2,4656.8,5972.1
115.0,1133.5,4052.1,4657.0,5971.9
116.0,1133.3,4051.9,4656.6,5971.2
117.0,1134.3,4051.8,4656.2,5971.1
118.0,1134.7,4052.3,4656.4,5971.7
119.0,1134.4,4052.8,4656.6,5970.9
120.0,1134.1,4053.3,4656.9,5970.2
121.0,1133.2,4053.7,4657.1,5970.2
122.0,1133.7,4054.1,4657.2,5970.2
123.0,1133.4,4053.9,4656.8,5970.2
124.0,1134.5,4054.3,4656.3,5969.5
125.0,1135.5,4054.6,4655.9,5968.9
126.0,1135.1,4054.3,4656.2,5968.3
127.0,1134.8,4054.0,4656.4,5968.4
128.0,1135.1,4053.8,4656.7,5969.2
129.0,1134.8,4053.5,4657.5,5969.9
130.0,1133.9,4053.3,4658.3,5969.9
131.0,1133.9,4053.1,4659.1,5970.5
132.0,1133.0,4052.9,4659.1,5970.5
133.0,1132.8,4052.7,4659.2,5970.5
134.0,1132.0,4052.5,4659.9,5970.4
135.0,1131.2,4052.4,4660.5,5971.1
136.0,1131.4,4052.2,4660.5,5971.6
137.0,1130.6,4052.1,4660.5,5972.2
138.0,1130.6,4051.9,4660.4,5972.7
139.0,1131.2,4052.5,4660.4,5973.2
140.0,1132.4,4052.9,4659.7,5972.9
141.0,1132.5,4052.8,4659.8,5972.8
142.0,1132.6,4051.9,4660.4,5971.9
143.0,1132.7,4051.2,4661.0,5971.8
144.0,1132.8,4050.4,4661.6,5971.7
145.0,1132.9,4049.8,4662.2,5970.9
146.0,1132.9,4049.1,4661.8,5970.9
147.0,1133.0,4048.6,4661.7,5970.2
148.0,1134.1,4048.0,4662.2,5970.2
149.0,1135.1,4047.5,4662.1,5970.2
150.0,1136.1,4047.0,4662.6,5970.1
151.0,1136.3,4046.6,4663.1,5970.8
152.0,1136.6,4046.1,4662.9,5970.7
153.0,1135.5,4045.7,4663.3,5970.7
154.0,1134.5,4045.4,4663.8,5970.0
155.0,1134.2,4045.0,4662.9,5969.3
156.0,1133.3,4044.7,4662.1,5968.7
157.0,1132.4,4044.4,4661.9,5968.2
158.0,1132.3,4044.1,4661.8,5968.3
159.0,1132.1,4043.8,4661.0,5968.4
160.0,1132.0,4044.2,4660.3,5967.9
161.0,1131.9,4045.3,4660.3,5967.4
162.0,1132.4,4046.2,4660.9,5966.9
163.0,1133.5,4047.1,4660.9,5966.4
164.0,1133.9,4047.9,4660.2,5966.0
165.0,1135.0,4048.7,4659.5,5966.3
166.0,1135.9,4048.8,4659.5,5966.5
167.0,1136.9,4048.9,4659.6,5967.4
168.0,1137.1,4048.9,4659.6,5968.2
169.0,1137.9,4049.0,4659.6,5969.0
