Number,A0,A1,A2,A3
0.0,0.0,0.0,0.0,0.0
1.0,4858.9,3110.3,4419.0,2190.5
2.0,4864.5,3120.2,4414.5,2190.8
3.0,4863.0,3120.1,4413.0,2193.9
4.0,4862.2,3117.5,4409.7,2192.9
5.0,4863.8,3113.9,4409.8,2192.5
6.0,4863.2,3111.5,4408.1,2192.2
7.0,4862.7,3112.8,4406.8,2192.0
8.0,4862.3,3113.8,4405.9,2191.9
9.0,4862.0,3115.8,4405.2,2191.8
10.0,4861.8,3117.4,4405.7,2191.7
11.0,4862.7,3117.6,4406.2,2191.6
12.0,4863.4,3117.9,4407.5,2191.5
13.0,4863.1,3118.1,4408.7,2191.3
14.0,4862.8,3119.1,4409.7,2191.2
15.0,4862.6,3120.1,4410.6,2191.1
16.0,4862.3,3120.0,4411.4,2191.0
17.0,4862.2,3120.0,4410.5,2190.9
18.0,4862.8,3120.0,4410.4,2190.9
19.0,4862.6,3120.0,4411.1,2190.8
20.0,4862.4,3120.8,4411.8,2191.5
21.0,4861.5,3121.5,4411.7,2191.4
22.0,4861.4,3121.3,4411.6,2192.0
23.0,4862.0,3121.3,4411.4,2192.6
24.0,4861.8,3121.2,4410.6,2192.4
25.0,4861.7,3120.4,4409.9,2192.2
26.0,4861.6,3119.7,4409.2,2192.1
27.0,4861.5,3119.7,4409.3,2191.9
28.0,4861.4,3119.7,4408.6,2191.8
29.0,4862.0,3119.7,4408.9,2191.7
30.0,4861.8,3119.1,4409.1,2192.2
31.0,4861.7,3119.1,4409.3,2192.1
32.0,4860.9,3119.2,4409.5,2191.9
33.0,4860.9,3118.6,4409.6,2191.9
34.0,4860.8,3118.7,4409.6,2191.8
35.0,4860.8,3118.8,4409.7,2191.6
36.0,4860.7,3118.2,4409.7,2192.2
37.0,4860.7,3117.7,4409.7,2192.7
38.0,4860.0,3117.2,4409.1,2193.2
39.0,4860.0,3117.3,4409.1,2193.6
40.0,4860.6,3117.5,4409.2,2194.0
41.0,4860.6,3118.3,4409.9,2194.4
42.0,4860.5,3119.1,4410.6,2194.8
43.0,4860.5,3119.8,4410.6,2195.1
44.0,4860.5,3119.8,4411.3,2195.4
45.0,4860.4,3119.8,4411.3,2195.1
46.0,4860.4,3119.2,4411.2,2194.8
47.0,4860.4,3118.6,4410.5,2194.5
48.0,4861.0,3118.0,4410.5,2194.2
49.0,4861.6,3116.9,4410.6,2193.9
50.0,4862.1,3115.8,4410.5,2193.6
51.0,4862.0,3114.8,4411.1,2193.4
52.0,4861.2,3113.8,4411.7,2193.3
53.0,4860.5,3112.9,4411.7,2193.1
54.0,4859.8,3112.1,4412.3,2193.0
55.0,4859.8,3111.3,4412.1,2192.8
56.0,4859.8,3110.6,4411.3,2192.7
57.0,4859.9,3109.9,4411.2,2192.5
58.0,4859.9,3109.2,4411.2,2192.4
59.0,4860.5,3108.7,4411.1,2192.2
60.0,4861.1,3107.4,4411.7,2192.1
61.0,4861.7,3107.0,4412.2,2192.6
62.0,4861.6,3106.5,4412.7,2192.4
63.0,4862.1,3105.5,4413.2,2192.3
64.0,4862.6,3105.1,4413.6,2192.1
65.0,4863.1,3106.1,4414.0,2192.6
66.0,4862.9,3106.3,4413.9,2193.1
67.0,4862.7,3105.9,4413.8,2193.6
68.0,4862.6,3104.9,4413.7,2193.3
69.0,4862.4,3103.9,4413.6,2193.1
70.0,4862.2,3103.0,4413.5,2192.9
71.0,4862.1,3102.2,4413.9,2192.7
72.0,4862.0,3101.4,4414.3,2192.5
73.0,4861.8,3100.7,4414.6,2192.4
74.0,4861.7,3101.3,4413.7,2192.9
75.0,4862.2,3103.1,4412.8,2193.3
76.0,4862.1,3103.6,4412.0,2193.1
77.0,4862.6,3104.1,4411.9,2192.9
78.0,4862.4,3104.5,4411.1,2193.4
79.0,4862.3,3105.0,4411.0,2193.8
80.0,4862.1,3105.4,4410.3,2193.6
81.0,4862.6,3105.7,4409.6,2193.3
82.0,4863.1,3106.1,4409.0,2193.2
83.0,4863.6,3106.4,4408.4,2193.0
84.0,4863.3,3106.7,4408.7,2192.9
85.0,4863.8,3108.2,4408.8,2192.7
86.0,4864.2,3108.9,4408.8,2192.5
87.0,4864.5,3109.7,4408.3,2192.4
88.0,4864.2,3110.3,4408.4,2192.3
89.0,4864.0,3110.9,4409.1,2192.2
90.0,4863.7,3110.9,4409.8,2192.1
91.0,4863.5,3110.8,4409.8,2191.9
92.0,4863.3,3111.4,4409.9,2191.8
93.0,4863.0,3111.3,4409.2,2191.7
94.0,4862.8,3111.2,4409.3,2191.6
95.0,4862.7,3111.2,4409.3,2191.5
96.0,4862.5,3111.1,4409.4,2191.4
97.0,4863.0,3111.7,4409.4,2191.4
98.0,4863.4,3112.2,4410.1,2191.3
99.0,4863.2,3112.1,4410.7,2191.2
100.0,4863.0,3111.9,4411.3,2191.2
101.0,4863.5,3111.8,4411.9,2191.1
102.0,4863.2,3112.3,4411.9,2191.0
103.0,4863.0,3112.8,4411.8,2191.0
104.0,4862.8,3112.6,4411.0,2190.9
105.0,4863.3,3113.1,4410.9,2190.8
106.0,4863.1,3112.9,4411.5,2190.8
107.0,4862.9,3113.4,4412.1,2190.7
108.0,4862.7,3112.5,4412.6,2190.7
109.0,4862.5,3112.3,4411.8,2190.6
110.0,4862.4,3112.2,4411.7,2190.6
111.0,4862.2,3112.1,4410.9,2190.6
112.0,4862.1,3112.6,4410.8,2190.5
113.0,4861.9,3113.7,4410.8,2191.1
114.0,4861.8,3114.1,4410.1,2191.7
115.0,4861.0,3113.8,4410.1,2192.2
116.0,4860.3,3113.6,4409.4,2192.7
117.0,4859.7,3113.4,4408.8,2193.2
118.0,4859.0,3113.1,4409.0,2193.6
119.0,4858.5,3112.9,4408.5,2194.1
120.0,4858.6,3112.1,4408.6,2193.8
121.0,4858.7,3112.0,4408.6,2193.6
122.0,4858.7,3113.1,4408.7,2193.3
123.0,4858.8,3113.6,4408.2,2193.1
124.0,4858.9,3112.7,4408.3,2192.9
125.0,4859.0,3111.9,4408.4,2192.7
126.0,4859.0,3110.5,4409.1,2192.6
127.0,4859.1,3109.1,4409.8,2192.4
128.0,4859.2,3108.6,4410.5,2192.3
129.0,4859.2,3108.7,4411.1,2192.1
130.0,4859.3,3108.7,4411.7,2192.0
131.0,4859.3,3108.8,4411.6,2191.9
132.0,4859.4,3108.9,4412.1,2191.8
133.0,4859.4,3109.6,4412.6,2191.8
134.0,4859.4,3110.3,4412.6,2191.7
135.0,4859.5,3110.9,4412.6,2191.7
136.0,4859.5,3111.5,4413.0,2191.6
137.0,4859.5,3112.7,4412.8,2191.6
138.0,4859.6,3112.6,4412.7,2191.5
139.0,4859.6,3112.5,4413.1,2191.5
