数据序列,设备号,测量值
0,0,2420
0,1,3300
0,2,4030
0,3,4600
1,0,2400
1,1,3290
1,2,4030
1,3,4600
2,0,2400
2,1,3300
2,2,4020
2,3,4600
3,0,2420
3,1,3300
3,2,4020
3,3,4600
4,0,2420
4,1,3300
4,2,4020
4,3,4580
5,0,2420
5,1,3310
5,2,4010
5,3,4580
6,0,2420
6,1,3300
6,2,4010
6,3,4600
7,0,2400
7,1,3300
7,2,4010
7,3,4610
8,0,2420
8,1,3300
8,2,4010
8,3,4600
9,0,2420
9,1,3300
9,2,4010
9,3,4600
10,0,2420
10,1,3300
10,2,4000
10,3,4600
11,0,2420
11,1,3300
11,2,4010
11,3,4600
12,0,2430
12,1,3300
12,2,4010
12,3,4600
13,0,2430
13,1,3300
13,2,4010
13,3,4600
14,0,2430
14,1,3300
14,2,4020
14,3,4610
15,0,2430
15,1,3300
15,2,4020
15,3,4610
16,0,2400
16,1,3300
16,2,4020
16,3,4600
17,0,2420
17,1,3310
17,2,4020
17,3,4600
18,0,2420
18,1,3310
18,2,4020
18,3,4600
19,0,2420
19,1,3310
19,2,4030
19,3,4600
20,0,2430
20,1,3320
20,2,4020
20,3,4600
21,0,2440
21,1,3320
21,2,4020
21,3,4600
22,0,2440
22,1,3320
22,2,4010
22,3,4600
23,0,2440
23,1,3310
23,2,4000
23,3,4580
24,0,2440
24,1,3310
24,2,4010
24,3,4600
25,0,2450
25,1,3300
25,2,4010
25,3,4600
26,0,2450
26,1,3300
26,2,4020
26,3,4600
27,0,2440
27,1,3290
27,2,4030
27,3,4600
28,0,2430
28,1,3290
28,2,4020
28,3,4600
29,0,2430
29,1,3300
29,2,4010
29,3,4600
30,0,2420
30,1,3290
30,2,4020
30,3,4600
31,0,2430
31,1,3300
31,2,4010
31,3,4610
32,0,2430
32,1,3300
32,2,4010
32,3,4610
33,0,2430
33,1,3300
33,2,4000
33,3,4620
34,0,2440
34,1,3290
34,2,4000
34,3,4610
35,0,2440
35,1,3300
35,2,4010
35,3,4610
36,0,2440
36,1,3300
36,2,4010
36,3,4600
37,0,2430
37,1,3300
37,2,4020
37,3,4610
38,0,2430
38,1,3300
38,2,4030
38,3,4610
39,0,2430
39,1,3300
39,2,4030
39,3,4610
40,0,2430
40,1,3300
40,2,4020
40,3,4610
41,0,2420
41,1,3300
41,2,4020
41,3,4610
42,0,2420
42,1,3300
42,2,4020
42,3,4610
43,0,2430
43,1,3300
43,2,4020
43,3,4610
44,0,2430
44,1,3300
44,2,4020
44,3,4600
45,0,2430
45,1,3300
45,2,4020
45,3,4600
46,0,2420
46,1,3300
46,2,4020
46,3,4600
47,0,2420
47,1,3310
47,2,4020
47,3,4600
48,0,2420
48,1,3310
48,2,4020
48,3,4610
49,0,2390
49,1,3300
49,2,4010
49,3,4610
50,0,2390
50,1,3300
50,2,4000
50,3,4600
51,0,2390
51,1,3300
51,2,4020
51,3,4600
52,0,2390
52,1,3300
52,2,4030
52,3,4610
53,0,2380
53,1,3290
53,2,4030
53,3,4610
54,0,2400
54,1,3300
54,2,4020
54,3,4610
55,0,2420
55,1,3300
55,2,4020
55,3,4610
56,0,2430
56,1,3300
56,2,4020
56,3,4600
57,0,2430
57,1,3290
57,2,4020
57,3,4600
58,0,2430
58,1,3290
58,2,4020
58,3,4600
59,0,2430
59,1,3290
59,2,4030
59,3,4600
60,0,2420
60,1,3290
60,2,4030
60,3,4600
61,0,2400
61,1,3300
61,2,4040
61,3,4600
62,0,2390
62,1,3310
62,2,4030
62,3,4600
63,0,2390
63,1,3300
63,2,4030
63,3,4600
64,0,2400
64,1,3300
64,2,4010
64,3,4600
65,0,2400
65,1,3300
65,2,4010
65,3,4600
66,0,2400
66,1,3300
66,2,4010
66,3,4600
67,0,2400
67,1,3300
67,2,4000
67,3,4600
68,0,2430
68,1,3310
68,2,4000
68,3,4600
69,0,2430
69,1,3310
69,2,4000
69,3,4600
70,0,2400
70,1,3310
70,2,4010
70,3,4600
71,0,2420
71,1,3320
71,2,4020
71,3,4610
72,0,2430
72,1,3320
72,2,4020
72,3,4610
73,0,2440
73,1,3320
73,2,4030
73,3,4610
74,0,2440
74,1,3320
74,2,4040
74,3,4610
75,0,2430
75,1,3320
75,2,4020
75,3,4610
76,0,2420
76,1,3310
76,2,4030
76,3,4610
77,0,2420
77,1,3310
77,2,4030
77,3,4610
78,0,2420
78,1,3300
78,2,4030
78,3,4610
79,0,2430
79,1,3320
79,2,4040
79,3,4610
80,0,2420
80,1,3310
80,2,4040
80,3,4610
81,0,2420
81,1,3310
81,2,4020
81,3,4610
82,0,2400
82,1,3300
82,2,4030
82,3,4600
83,0,2400
83,1,3300
83,2,4030
83,3,4600
84,0,2420
84,1,3300
84,2,4030
84,3,4600
85,0,2400
85,1,3310
85,2,4020
85,3,4600
86,0,2420
86,1,3310
86,2,4020
86,3,4600
87,0,2440
87,1,3310
87,2,4000
87,3,4580
88,0,2440
88,1,3300
88,2,4010
88,3,4580
89,0,2430
89,1,3310
89,2,4010
89,3,4580
90,0,2430
90,1,3310
90,2,4010
90,3,4600
91,0,2420
91,1,3310
91,2,4010
91,3,4600
92,0,2430
92,1,3310
92,2,4010
92,3,4600
93,0,2430
93,1,3300
93,2,4010
93,3,4600
94,0,2400
94,1,3300
94,2,4000
94,3,4600
95,0,2400
95,1,3300
95,2,4010
95,3,4610
96,0,2400
96,1,3300
96,2,4010
96,3,4610
97,0,2400
97,1,3300
97,2,4020
97,3,4610
98,0,2400
98,1,3310
98,2,4020
98,3,4610
99,0,2400
99,1,3310
99,2,4010
99,3,4600
100,0,2400
100,1,3310
100,2,4010
100,3,4600
101,0,2420
101,1,3310
101,2,4020
101,3,4610
102,0,2420
102,1,3310
102,2,4020
102,3,4600
103,0,2420
103,1,3310
103,2,4030
103,3,4580
104,0,2420
104,1,3310
104,2,4040
104,3,4580
105,0,2420
105,1,3310
105,2,4030
105,3,4600
106,0,2420
106,1,3310
106,2,4030
106,3,4600
107,0,2420
107,1,3310
107,2,4030
107,3,4610
108,0,2420
108,1,3310
108,2,4020
108,3,4610
109,0,2420
109,1,3310
109,2,4020
109,3,4610
110,0,2420
110,1,3310
110,2,4040
110,3,4600
111,0,2420
111,1,3310
111,2,4040
111,3,4600
112,0,2420
112,1,3310
112,2,4030
112,3,4600
113,0,2420
113,1,3310
113,2,4030
113,3,4600
114,0,2420
114,1,3310
114,2,4030
114,3,4600
115,0,2420
115,1,3310
115,2,4010
115,3,4610
116,0,2430
116,1,3310
116,2,4010
116,3,4610
117,0,2430
117,1,3300
117,2,4000
117,3,4610
118,0,2420
118,1,3300
118,2,4000
118,3,4610
119,0,2420
119,1,3300
119,2,4000
119,3,4610
120,0,2430
120,1,3300
120,2,4020
120,3,4610
121,0,2420
121,1,3300
121,2,4020
121,3,4610
122,0,2430
122,1,3300
122,2,4010
122,3,4610
123,0,2430
123,1,3300
123,2,4000
123,3,4610
124,0,2430
124,1,3300
124,2,3990
124,3,4610
125,0,2430
125,1,3300
125,2,3990
125,3,4600
126,0,2430
126,1,3300
126,2,4010
126,3,4600
127,0,2430
127,1,3300
127,2,4020
127,3,4600
128,0,2420
128,1,3300
128,2,4020
128,3,4600
129,0,2420
129,1,3300
129,2,4030
129,3,4600
130,0,2430
130,1,3300
130,2,4030
130,3,4600
131,0,2400
131,1,3300
131,2,4030
131,3,4600
132,0,2400
132,1,3300
132,2,4020
132,3,4600
133,0,2420
133,1,3300
133,2,4020
133,3,4600
134,0,2430
134,1,3300
134,2,4030
134,3,4600
135,0,2420
135,1,3300
135,2,4010
135,3,4600
136,0,2420
136,1,3300
136,2,4010
136,3,4600
137,0,2420
137,1,3300
137,2,4010
137,3,4600
138,0,2420
138,1,3300
138,2,4010
138,3,4580
139,0,2400
139,1,3300
139,2,4010
139,3,4580
140,0,2400
140,1,3300
140,2,4010
140,3,4580
141,0,2400
141,1,3300
141,2,4020
141,3,4600
142,0,2400
142,1,3300
142,2,4030
142,3,4600
143,0,2420
143,1,3300
143,2,4030
143,3,4580
144,0,2420
144,1,3300
144,2,4030
144,3,4580
145,0,2420
145,1,3300
145,2,4030
145,3,4580
146,0,2430
146,1,3300
146,2,4020
146,3,4600
147,0,2420
147,1,3300
147,2,4010
147,3,4600
148,0,2430
148,1,3300
148,2,4000
148,3,4610
149,0,2440
149,1,3300
149,2,4010
149,3,4610
150,0,2430
150,1,3300
150,2,4010
150,3,4610
151,0,2430
151,1,3300
151,2,4010
151,3,4610
152,0,2420
152,1,3300
152,2,4010
152,3,4610
153,0,2420
153,1,3300
153,2,4010
153,3,4610
154,0,2400
154,1,3300
154,2,4020
154,3,4610
155,0,2420
155,1,3300
155,2,4020
155,3,4600
156,0,2400
156,1,3300
156,2,4020
156,3,4610
157,0,2420
157,1,3300
157,2,4020
157,3,4610
158,0,2420
158,1,3300
158,2,4030
158,3,4610
159,0,2400
159,1,3300
159,2,4030
159,3,4610
160,0,2400
160,1,3300
160,2,4030
160,3,4600
161,0,2420
161,1,3300
161,2,4020
161,3,4600
162,0,2430
162,1,3300
162,2,4020
162,3,4600
163,0,2420
163,1,3300
163,2,4030
163,3,4600
164,0,2430
164,1,3300
164,2,4020
164,3,4600
165,0,2430
165,1,3300
165,2,4020
165,3,4600
166,0,2420
166,1,3300
166,2,4030
166,3,4600
167,0,2420
167,1,3300
167,2,4020
167,3,4600
168,0,2420
168,1,3300
168,2,4020
168,3,4600
169,0,2400
169,1,3300
169,2,4020
169,3,4580
170,0,2420
170,1,3300
170,2,4010
170,3,4600
171,0,2420
171,1,3300
171,2,4010
171,3,4600
172,0,2430
172,1,3300
172,2,4010
172,3,4600
173,0,2420
173,1,3300
173,2,4010
173,3,4600
174,0,2430
174,1,3310
174,2,4020
174,3,4600
175,0,2420
175,1,3310
175,2,4030
175,3,4600
176,0,2400
176,1,3310
176,2,4010
176,3,4600
177,0,2420
177,1,3310
177,2,4010
177,3,4600
178,0,2420
178,1,3310
178,2,4010
178,3,4600
179,0,2420
179,1,3310
179,2,4010
179,3,4600
180,0,2420
180,1,3300
180,2,4010
180,3,4600
181,0,2420
181,1,3300
181,2,4020
181,3,4600
182,0,2430
182,1,3300
182,2,4020
182,3,4600
183,0,2440
