数据序列,设备号,测量值
0,0,4740
0,1,4750
0,2,2610
0,3,2680
1,0,4750
1,1,4750
1,2,2610
1,3,2680
2,0,4750
2,1,4760
2,2,2610
2,3,2670
3,0,4750
3,1,4760
3,2,2610
3,3,2680
4,0,4750
4,1,4760
4,2,2610
4,3,2660
5,0,4760
5,1,4760
5,2,2600
5,3,2670
6,0,4760
6,1,4740
6,2,2600
6,3,2680
7,0,4750
7,1,4740
7,2,2600
7,3,2680
8,0,4750
8,1,4750
8,2,2590
8,3,2680
9,0,4730
9,1,4750
9,2,2590
9,3,2680
10,0,4720
10,1,4760
10,2,2590
10,3,2680
11,0,4730
11,1,4760
11,2,2590
11,3,2680
12,0,4740
12,1,4760
12,2,2590
12,3,2680
13,0,4730
13,1,4760
13,2,2590
13,3,2670
14,0,4740
14,1,4760
14,2,2600
14,3,2670
15,0,4730
15,1,4760
15,2,2610
15,3,2670
16,0,4730
16,1,4750
16,2,2610
16,3,2670
17,0,4730
17,1,4760
17,2,2600
17,3,2660
18,0,4730
18,1,4760
18,2,2600
18,3,2660
19,0,4720
19,1,4770
19,2,2600
19,3,2660
20,0,4720
20,1,4760
20,2,2600
20,3,2660
21,0,4720
21,1,4760
21,2,2610
21,3,2680
22,0,4720
22,1,4750
22,2,2600
22,3,2680
23,0,4720
23,1,4740
23,2,2610
23,3,2680
24,0,4710
24,1,4740
24,2,2610
24,3,2670
25,0,4710
25,1,4740
25,2,2610
25,3,2680
26,0,4710
26,1,4750
26,2,2610
26,3,2670
27,0,4710
27,1,4750
27,2,2620
27,3,2670
28,0,4720
28,1,4750
28,2,2620
28,3,2670
29,0,4710
29,1,4760
29,2,2620
29,3,2670
30,0,4720
30,1,4770
30,2,2620
30,3,2670
31,0,4720
31,1,4770
31,2,2610
31,3,2680
32,0,4720
32,1,4770
32,2,2600
32,3,2680
33,0,4710
33,1,4760
33,2,2590
33,3,2680
34,0,4720
34,1,4750
34,2,2600
34,3,2680
35,0,4720
35,1,4750
35,2,2600
35,3,2680
36,0,4730
36,1,4750
36,2,2600
36,3,2680
37,0,4720
37,1,4740
37,2,2600
37,3,2680
38,0,4730
38,1,4740
38,2,2590
38,3,2670
39,0,4740
39,1,4740
39,2,2600
39,3,2670
40,0,4750
40,1,4740
40,2,2600
40,3,2670
41,0,4740
41,1,4730
41,2,2610
41,3,2670
42,0,4740
42,1,4740
42,2,2600
42,3,2670
43,0,4750
43,1,4740
43,2,2600
43,3,2670
44,0,4740
44,1,4740
44,2,2600
44,3,2670
45,0,4740
