数据序列,设备号,测量值
0,0,570
0,1,4580
0,2,4390
0,3,6600
1,0,560
1,1,4580
1,2,4390
1,3,6300
2,0,560
2,1,4580
2,2,4390
2,3,6600
3,0,570
3,1,4570
3,2,4390
3,3,6500
4,0,580
4,1,4570
4,2,4390
4,3,6500
5,0,580
5,1,4570
5,2,4390
5,3,6400
6,0,580
6,1,4570
6,2,4390
6,3,6300
7,0,570
7,1,4580
7,2,4390
7,3,6500
8,0,580
8,1,4580
8,2,4380
8,3,6300
9,0,570
9,1,4580
9,2,4390
9,3,6400
10,0,570
10,1,4560
10,2,4390
10,3,6300
11,0,570
11,1,4560
11,2,4390
11,3,6600
12,0,580
12,1,4560
12,2,4390
12,3,6400
13,0,580
13,1,4560
13,2,4390
13,3,6500
14,0,580
14,1,4570
14,2,4390
14,3,6400
15,0,580
15,1,4580
15,2,4390
15,3,6600
16,0,570
16,1,4580
16,2,4390
16,3,6600
17,0,560
17,1,4580
17,2,4390
17,3,6500
18,0,570
18,1,4580
18,2,4400
18,3,6600
19,0,580
19,1,4580
19,2,4400
19,3,6600
20,0,570
20,1,4580
20,2,4400
20,3,6600
21,0,570
21,1,4580
21,2,4400
21,3,6600
22,0,560
22,1,4580
22,2,4400
22,3,6500
23,0,560
23,1,4580
23,2,4400
23,3,6300
24,0,560
24,1,4580
24,2,4410
24,3,6500
25,0,570
25,1,4580
25,2,4400
25,3,6600
26,0,560
26,1,4580
26,2,4400
26,3,6600
27,0,570
27,1,4600
27,2,4400
27,3,6600
28,0,580
28,1,4600
28,2,4400
28,3,6500
29,0,580
29,1,4600
29,2,4400
29,3,6500
30,0,580
30,1,4570
30,2,4400
30,3,6400
31,0,580
31,1,4570
31,2,4400
31,3,6300
32,0,580
32,1,4570
32,2,4400
32,3,6300
33,0,580
33,1,4570
33,2,4390
33,3,6600
34,0,580
34,1,4580
34,2,4390
34,3,6600
35,0,570
35,1,4580
35,2,4390
35,3,6300
36,0,580
36,1,4580
36,2,4380
36,3,6500
37,0,10470
37,1,4580
37,2,4380
37,3,6600
38,0,7500
38,1,4580
38,2,4380
38,3,6500
39,0,5430
39,1,4600
39,2,4380
39,3,6300
40,0,3980
40,1,4580
40,2,4390
40,3,6600
41,0,2960
41,1,4580
41,2,4390
41,3,6300
42,0,2240
42,1,4580
42,2,4390
42,3,6600
43,0,1740
43,1,4570
43,2,4390
43,3,6300
44,0,1400
44,1,4580
44,2,4390
44,3,6400
45,0,1150
45,1,4580
45,2,4390
45,3,6300
46,0,980
46,1,4580
46,2,4390
46,3,6600
47,0,850
47,1,4580
47,2,4390
47,3,6300
48,0,770
48,1,4600
48,2,4390
48,3,6400
49,0,720
49,1,4600
49,2,4390
49,3,6500
50,0,680
50,1,4580
50,2,4400
50,3,6600
51,0,650
51,1,4580
51,2,4400
51,3,6600
52,0,620
52,1,4580
52,2,4400
52,3,6500
53,0,610
53,1,4610
53,2,4400
53,3,6300
54,0,600
54,1,4600
54,2,4400
54,3,6600
55,0,590
55,1,4580
55,2,4410
55,3,6400
56,0,590
56,1,4580
56,2,4400
56,3,6500
57,0,590
57,1,4600
57,2,4400
57,3,6400
58,0,590
58,1,4630
58,2,4400
58,3,6300
59,0,580
59,1,4610
59,2,4390
59,3,6400
60,0,560
60,1,4600
60,2,4390
60,3,6600
61,0,560
61,1,4580
61,2,4390
61,3,6300
62,0,570
62,1,4580
62,2,4390
62,3,6500
63,0,580
63,1,4580
63,2,4390
63,3,6500
64,0,580
64,1,4580
64,2,4390
64,3,6400
65,0,580
65,1,4580
65,2,4400
65,3,6400
66,0,580
66,1,4580
66,2,4400
66,3,6600
67,0,590
67,1,4580
67,2,4400
67,3,6400
68,0,590
68,1,4580
68,2,4400
68,3,6600
69,0,590
69,1,4580
69,2,4390
69,3,6600
70,0,590
70,1,4600
70,2,4390
70,3,6300
71,0,590
71,1,4580
71,2,4400
71,3,6400
72,0,590
72,1,4600
72,2,4410
72,3,6500
73,0,590
73,1,4600
73,2,4400
73,3,6400
74,0,580
74,1,4580
74,2,4390
74,3,6500
75,0,580
75,1,4580
75,2,4380
75,3,6400
76,0,580
76,1,4580
